G74_regression_mask_mismatch	G74_regression_max_chord	G74_regression_profile	amplitude	behavior_class	finest_crossed_vertices	finest_degree_estimate	finest_directions_with_turns	finest_max_face_shear_ratio	finest_max_face_smax	finest_max_signed_area_ratio	finest_maximum_turn_count	finest_median_face_shear_ratio	finest_min_face_smin	finest_min_signed_area_ratio	finest_missing_vertices	finest_near_area_1e2	finest_near_area_1e3	finest_near_area_1e4	finest_negative_faces	finest_negative_intrinsic_face_maps	finest_nonfinite_count	finest_p95_face_shear_ratio	lapse_a	max_abs_hamiltonian	mesh_degree_drift_level3_to4	physical_status	profile_id	q_c0	q_c1	q_c2	reflection_mask_mismatch	reflection_max_chord	sample_class	shape_id	stratum_code	time_refinement_endpoint_max_chord	time_refinement_mask_mismatch
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0383906316184996	1.2600244062252919	1.5871518693587656	1	1.0183554606644054	0.7560528822621497	0.5717182759235836	0	0	0	0	0	0	0	1.0330256189192557	-0.25	1.0272205308581306e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S02_E05	0.0	0.05	-0.1	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	4.298767642065169e-06	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0000000000000002	1249	1.046663645911359	1.2501686971854669	1.562442388806142	1	1.0235666598252007	0.7501395456404918	0.5628049682953522	0	0	0	0	0	0	0	1.0405048367129808	0.0	2.4243496099529693e-11	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S02_E05	0.0	0.05	-0.1	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	3.0434763112309362e-06	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0548709956771831	1.2405521235657821	1.5385030164061184	1	1.0293016293020192	0.7443520844552328	0.5541606239233631	0	0	0	0	0	0	0	1.0479714217649474	0.25	1.934818971704999e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S02_E05	0.0	0.05	-0.1	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	2.4801006518108995e-06	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0434564772559753	1.260737370495154	1.5875880573482548	1	1.0188606553877064	0.7564964226788916	0.572478878022561	0	0	0	0	0	0	0	1.0325309451817846	-0.25	5.435939476328144e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S02_E20	0.0	0.2	-0.4	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	1.5995042423681682e-05	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0518772152588434	1.2511372647476058	1.5630235144233153	1	1.0240068545739296	0.7504741320244486	0.5633657639230285	0	0	0	0	0	0	0	1.0401142536060497	0.0	2.434150103702848e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S02_E20	0.0	0.2	-0.4	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	1.1839055862361652e-05	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0000000000000002	1249	1.060191711007342	1.2417630850561465	1.5391141043482466	1	1.0294665010985466	0.7446062487739522	0.554591018668154	0	0	0	0	0	0	0	1.0476547420907325	0.25	1.2456718989639626e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S02_E20	0.0	0.2	-0.4	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	9.241275593863731e-06	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0524894820617183	1.2631465094983616	1.588897537835027	1	1.0174415126346368	0.7588799697162468	0.5767283834324095	0	0	0	0	0	0	0	1.038678598485016	-0.25	5.202518860158989e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S02_E50	0.0	0.5	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	2.4913452236757184e-05	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0000000000000002	1249	1.0614803571677949	1.2544583530677889	1.565231201141112	1	1.0233674047834636	0.7523423990212554	0.5665685372067825	0	0	0	0	0	0	0	1.0462007749557194	0.0	2.9245434962632544e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S02_E50	0.0	0.5	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	1.9997234190808342e-05	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.07027455089042	1.2459907809358863	1.5423135297062158	1	1.0286828401721442	0.7461727300248933	0.5571727902066709	0	0	0	0	0	0	0	1.0539452397358087	0.25	1.7454389045212793e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S02_E50	0.0	0.5	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	1.73178779094071e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0649737599058107	1.2661508851337924	1.5909491625901608	1	1.0183159397117278	0.7663277180464854	0.5903929480292786	0	0	0	0	0	0	0	1.0544219380045619	-0.25	1.1033360780565715e-08	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S02_E100	0.0	1.0	-2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	2.517689900468075e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0757484381113447	1.259769438112764	1.5696948134813598	1	1.0210197595585018	0.7583691079508023	0.5771953847687713	0	0	0	0	0	0	0	1.058868672141157	0.0	6.946513475547533e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S02_E100	0.0	1.0	-2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	1.9695232993140603e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0855713043229063	1.2527717884247518	1.5489787922450808	1	1.024786038551357	0.7512113433729262	0.5657889641370386	0	0	0	0	0	0	0	1.0645572589211658	0.25	4.616253768130463e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S02_E100	0.0	1.0	-2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S02	C1_E0_O1_T0	1.751806637806038e-05	0
-1	nan	-	0.05	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.0437891680488616	1.2624054075399807	1.589431517493049	1	1.0195156419887894	0.7557037928776138	0.5714727319524543	0	0	0	0	0	0	0	1.0343299688643326	-0.25	1.0553569129712059e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S03_E05	0.0	0.2	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	4.086749736230774e-06	0
-1	nan	-	0.05	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.0521129571043777	1.252899983776806	1.5650401945472439	1	1.0245137785752307	0.7497816394030797	0.562527898317119	0	0	0	0	0	0	0	1.0414289235679697	0.0	5.7273741305152726e-11	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S03_E05	0.0	0.2	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	3.1398086612357225e-06	0
-1	nan	-	0.05	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.0603768626659382	1.2438172583501717	1.5413900311567508	1	1.0299091424587392	0.7439979829058155	0.5538700541519025	0	0	0	0	0	0	0	1.0486371069205487	0.25	3.83847398310877e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S03_E05	0.0	0.2	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	2.600572677554368e-06	0
-1	nan	-	0.2	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	0.9999999999999999	1249	1.067461520090686	1.2850803454254767	1.6209423006479735	1	1.0312056934428822	0.7512651881581814	0.571269456315006	0	0	0	0	0	0	0	1.0553380416148563	-0.25	2.6461959290458026e-09	1.1102230246251565e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S03_E20	0.0	0.8	-0.8	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	1.6277484259434273e-05	0
-1	nan	-	0.2	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.0763270103473603	1.277278412452556	1.5972226214660046	1	1.0337567776495074	0.7458033071068705	0.5620259266049021	0	0	0	0	0	0	0	1.06225464328633	0.0	1.1420568934994435e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S03_E20	0.0	0.8	-0.8	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	1.230425333955971e-05	0
-1	nan	-	0.2	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.084865084523943	1.269966249148384	1.5747933213945269	1	1.0369942410799013	0.7404443230393529	0.5532870656848817	0	0	0	0	0	0	0	1.0689422427950417	0.25	6.157123144667764e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S03_E20	0.0	0.8	-0.8	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	1.0146596803690793e-05	0
-1	nan	-	0.5	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.1315270763287506	1.3402828829533682	1.7278913154852857	1	1.080076767031102	0.7297014431690679	0.5701567295766656	0	0	0	0	0	0	0	1.1121805421223825	-0.25	2.4506344398211866e-08	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S03_E50	0.0	2.0	-2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	4.04372876262888e-05	0
-1	nan	-	0.5	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.1265241639600283	1.3341504144723801	1.7019196799981684	1	1.078759148231792	0.7264611418367908	0.5595263643851498	0	0	0	0	0	0	0	1.1153290677456247	0.0	1.1752303130663222e-08	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S03_E50	0.0	2.0	-2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	3.070547573019041e-05	0
-1	nan	-	0.5	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.1380806928802958	1.3284562562904307	1.6785341392693824	1	1.0783482606354953	0.7227047445598072	0.5496703908650971	0	0	0	0	0	0	0	1.1178192084221523	0.25	6.425614595961804e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S03_E50	0.0	2.0	-2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S03	C1_E1_O0_T0	2.503522869776869e-05	0
-1	nan	-	1.0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.4292073237509242	1.4324414429488819	1.9371777212056522	1	1.1937899596928778	0.6816731595351724	0.5676585918299357	0	0	0	0	0	0	0	1.367457886356359	-0.25	3.3559291523488355e-07	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S03_E100	0.0	4.0	-4.0	0	0.0	NUMERICALLY_UNRESOLVED	S03	C1_E1_O0_T0	7.99498667241396e-05	0
-1	nan	-	1.0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.3998788396342527	1.4212955430735763	1.901079032252819	1	1.1895735656806252	0.6790548862324624	0.5526367776366353	0	0	0	0	0	0	0	1.339854182051127	0.0	1.5042703144230174e-07	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S03_E100	0.0	4.0	-4.0	0	0.0	NUMERICALLY_UNRESOLVED	S03	C1_E1_O0_T0	6.186070042415204e-05	0
-1	nan	-	1.0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	2562	1.0	1249	1.378290975113344	1.4141228122864589	1.8707263013893864	1	1.1846895492443479	0.67690273682712	0.5400867936021129	0	0	0	0	0	0	0	1.3193429654797568	0.25	7.978666827224146e-08	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S03_E100	0.0	4.0	-4.0	0	0.0	NUMERICALLY_UNRESOLVED	S03	C1_E1_O0_T0	5.052599840484184e-05	0
-1	nan	-	0.05	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.038248201385955	1.2602061520253458	1.5875455971239991	1	1.0184328178447863	0.7558971388860517	0.5715941418980204	0	0	0	0	0	0	0	1.0334638908160696	-0.25	9.984491011749697e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S04_E05	0.0	0.05	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	2.3774027148796867e-06	0
-1	nan	-	0.05	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.0465298566210837	1.2503631081103184	1.562830096599363	1	1.0236831069985937	0.7499697398229895	0.5626586888673184	0	0	0	0	0	0	0	1.040971591158346	0.0	6.556977183436175e-13	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S04_E05	0.0	0.05	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	1.5242290100341608e-06	0
-1	nan	-	0.05	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.054748776676126	1.24083965067492	1.5388665618276807	1	1.0293346532771577	0.7441868779598529	0.5540101348877962	0	0	0	0	0	0	0	1.0482644565465449	0.25	8.473777235451507e-12	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S04_E05	0.0	0.05	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	1.1785715542696794e-06	0
-1	nan	-	0.2	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.0447807436370933	1.2634549801522863	1.5908587946127544	1	1.020189764787746	0.755554570723942	0.5728475595987593	0	0	0	0	0	0	0	1.036954387158395	-0.25	9.763456709777074e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S04_E20	0.0	0.2	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	8.565523008932392e-06	0
-1	nan	-	0.2	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.052980614720227	1.2542837990415572	1.5664350191122298	1	1.0255447940028906	0.7495499479775856	0.5635520051332843	0	0	0	0	0	0	0	1.0435142483646733	0.0	9.359735209102382e-12	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S04_E20	0.0	0.2	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	5.794807937076057e-06	0
-1	nan	-	0.2	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.061180489172678	1.2456690966071435	1.54277936677116	1	1.030889896862241	0.7437444506731141	0.5547111579341581	0	0	0	0	0	0	0	1.0506057341605572	0.25	8.725964395495112e-12	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S04_E20	0.0	0.2	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	4.441436142616747e-06	0
-1	nan	-	0.5	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.0613743002260483	1.2761733202860617	1.607379344327169	1	1.0331488369970754	0.753744794206714	0.579068616206735	0	0	0	0	0	0	0	1.0555554119360482	-0.25	1.8651025168736624e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S04_E50	0.0	0.5	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	1.4062856986733485e-05	0
-1	nan	-	0.5	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.069152206043003	1.2685202834992748	1.5837306299899256	1	1.0350059570017474	0.7473953968501161	0.5677150442292348	0	0	0	0	0	0	0	1.0609951951564855	0.0	1.077179456743238e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S04_E50	0.0	0.5	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	1.0320466238988199e-05	0
-1	nan	-	0.5	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.0783462271029314	1.2618838836110808	1.5616144242588479	1	1.0381509566154146	0.7415136404672951	0.5575211356170612	0	0	0	0	0	0	0	1.0670046407103249	0.25	4.3758996426390695e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S04_E50	0.0	0.5	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	8.449070856004444e-06	0
-1	nan	-	1.0	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.1325317915501576	1.3082619909644944	1.6516005598020889	1	1.0770702263223377	0.7460960416616943	0.5959054573687833	0	0	0	0	0	0	0	1.120121571188763	-0.25	4.5836456852299534e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S04_E100	0.0	1.0	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	1.4508436887259448e-05	0
-1	nan	-	1.0	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.121420624026332	1.2988695715556022	1.6284464331674997	1	1.0731363415862336	0.7402377696028963	0.579321092073326	0	0	0	0	0	0	0	1.1102001136485757	0.0	2.945664823172933e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S04_E100	0.0	1.0	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	1.056039107709055e-05	0
-1	nan	-	1.0	CENTER_OFF_NO_INTERIOR_ROOT	2562	1.0	1249	1.1226211903683385	1.2919769420930618	1.607330542570094	1	1.0709757975184853	0.7343540765480948	0.5659624759817284	0	0	0	0	0	0	0	1.10906457860402	0.25	1.8298207393740995e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S04_E100	0.0	1.0	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S04	C1_E0_O0_T0	8.851510426922609e-06	0
