current_path	artifact_type	r1c_first_commit_date	r1c_last_commit_date	r1c_primary_owner	r1c_ownership_evidence	introducing_commit	introducing_author_date	introducing_commit_date	introducing_subject	first_commit	first_commit_date	last_commit	last_commit_date
cascade_bv13_matrices.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_matrices2.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_su_trans.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_vhat_probe.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_w1_classes.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_w1_machinery.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_w2_w3cas.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv13_w5_homothety.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_bv14_counts.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_lib.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_shoot.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_spare_a_sens.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_su.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_summary.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_tolsweep.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv14_validate.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_bv15_asm.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv15_bg.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv15_x1_ladder.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv15_x1_validate.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv15_x2_anatomy.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv15_x3_c2.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv15_x3_ray.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	2026-07-03T17:21:36-04:00	Soft mode BLIND-VERIFIED: fold-pair identification stands; bv15 magnitude corrections banked	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00	1c7ff8f0455bbf8502bb5572d06e6ba44c58f4d3	2026-07-03T17:21:36-04:00
cascade_bv16_cas.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
cascade_bv16_rungs.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
cascade_bv5_c1_scan.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv5_c1c2c3_roots.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv5_c4_bigN.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv5_c4_floor_audit.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv5_c4_refine.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv5_c5_stuck.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv5_common.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_bv6_c1_refine.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_bv6_c1_sweep.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_bv6_c2.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
