batch_id	original_path	current_path	path_status	proposed_destination	r1e_atomic_family_id	git_blob_oid	sha256	introducing_commit	introducing_author_date	introducing_commit_date	introducing_subject	first_commit	first_commit_date	last_commit	last_commit_date
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_or_energy_cas.py	cascade_or_energy_cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_or_energy_cas.py	F_SAFE_CASCADE_OR_ENERGY_CAS	cda1b88b9f092649caec095d18f457b1d2aa7966	e9abaa275cf98c49665dba284fa99f1ad50b8e4c27dc51d2f1bedd59427eb983	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_sf_cas1_bulk.py	cascade_sf_cas1_bulk.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_sf_cas1_bulk.py	F_SAFE_CASCADE_SF_CAS1_BULK	993e99e1ae4c2ed7bff2d35a34ac3886c099addd	b1986a2addaff8187405d734bf1dd87cc5e7abc27cf5719016ca1e8871a5fc6d	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_sf_cas4_zeromodes.py	cascade_sf_cas4_zeromodes.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_sf_cas4_zeromodes.py	F_SAFE_CASCADE_SF_CAS4_ZEROMODES	6878ef0880c718be2782cde33738b8432985ebfb	3a26b325f03e580ea2ec15e7738a8c9af13c475ca3bf5f302f115806ef853bb8	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_th2_cas_checks.py	cascade_th2_cas_checks.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_th2_cas_checks.py	F_SAFE_CASCADE_TH2_CAS_CHECKS	9edeb71140c0d405343a994f811861a399774b6d	914b306080c65a84f008a107c0594f2da119fde5a294190b91a42a2132f092d7	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_th2_cas_kappa.py	cascade_th2_cas_kappa.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_th2_cas_kappa.py	F_SAFE_CASCADE_TH2_CAS_KAPPA	0d390dc77687928d348c2782e972810b28e5b9dc	27f7234edf024df7fe97404dad0014e3977671220bc5c1038f98468aa4ef7a6d	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_tw_cas.py	cascade_tw_cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_tw_cas.py	F_SAFE_CASCADE_TW_CAS	e18064e7c6b1d61a8c67c775bc756581e70a433b	507ce412ce4de13bb9f9069883d3770413a38b95cc0800fd90c8478ff674d3ac	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00	2026-07-03T11:27:21-04:00	Ponder 1 CLOSED: twin = broken inversion; TWIN FUNDAMENTAL EXISTS (blind-verified); inner-seal charge cap = exact bound	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	phi_source_derivation.py	phi_source_derivation.py	ROOT_RETAINED	archive/pre_2026-07-01/phi_source_derivation.py	F_SAFE_PHI_SOURCE_DERIVATION	4fd54fa47036890cfe5da633e7481fb79c074f05	b044091471f1982bf9f682611f65cf9702def439092b6f92770b43cad924f0d0	28bff7da29609fc1a383b867b6e564de662d27d3	2026-07-07T19:07:13-04:00	2026-07-07T19:07:13-04:00	Relax phi-blindness (Charles): CHOSE not forced; opens the particle door but NOT a static homogeneous universe (blind-verified)	28bff7da29609fc1a383b867b6e564de662d27d3	2026-07-07T19:07:13-04:00	28bff7da29609fc1a383b867b6e564de662d27d3	2026-07-07T19:07:13-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	stageD_bv_forecast_check.py	stageD_bv_forecast_check.py	ROOT_RETAINED	archive/pre_2026-07-01/stageD_bv_forecast_check.py	F_SAFE_STAGED_BV_FORECAST_CHECK	b90937d1dd01ea0322cdcdd9105e0fd74d174278	77ae7c33f51079549006cbcb4e3e9693d18d54ef6c5c7454a5f99d2113e2fc5f	de090cdf613d68b3420ba0a631dfc071b27515a6	2026-07-03T20:31:51-04:00	2026-07-03T20:31:51-04:00	STAGE-D PASSED, blind-verified (verifier ac8b3fe72dbae49b9, 7/7 attacks HOLD, zero false passes): the quantization closure predicted the aliased window 13/13 rungs N=23-35, labels rung-for-rung, worst dev -0.139%, incl. untested gamma<0.4 regime — results doc + verifier scripts + LIVE frontier	de090cdf613d68b3420ba0a631dfc071b27515a6	2026-07-03T20:31:51-04:00	de090cdf613d68b3420ba0a631dfc071b27515a6	2026-07-03T20:31:51-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	cascade_th2_bottom_beta.py	cascade_th2_bottom_beta.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_th2_bottom_beta.py	F_SAFE_CASCADE_TH2_BOTTOM_BETA	756b3b26e50f61eed9176268f6952c98dc5b85e7	b674a0b48a47e11fcc98f28dd5828c7f1a863cf16338f9007d5ad0650615abe4	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	cascade_th2_bottom_system.py	cascade_th2_bottom_system.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_th2_bottom_system.py	F_SAFE_CASCADE_TH2_BOTTOM_SYSTEM	f5e4353ce2881e752a7d82e2e5651aa534e42a36	f8f1c6c95e75eca290e8c68fdb44c83567122589b6f63e7f25401a70263ed625	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	cascade_th2_launch.py	cascade_th2_launch.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_th2_launch.py	F_SAFE_CASCADE_TH2_LAUNCH	52041af9d0bd324692ca09352c62119175ee813a	f883af69e3deb195f302a05b86759bb35f1a15adb2998ee4af3a54ea78778ac5	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	homog_alpha_test.py	homog_alpha_test.py	ROOT_RETAINED	archive/pre_2026-07-01/homog_alpha_test.py	F_SAFE_HOMOG_ALPHA_TEST	0c230460da98ac84065e3f0d6e0732c4f6cbe9ef	76093488b2d6909c99f98806acc1161fdd167e63fc98a0ef6fdd93600eb08f1f	28bff7da29609fc1a383b867b6e564de662d27d3	2026-07-07T19:07:13-04:00	2026-07-07T19:07:13-04:00	Relax phi-blindness (Charles): CHOSE not forced; opens the particle door but NOT a static homogeneous universe (blind-verified)	28bff7da29609fc1a383b867b6e564de662d27d3	2026-07-07T19:07:13-04:00	28bff7da29609fc1a383b867b6e564de662d27d3	2026-07-07T19:07:13-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	homog_universe_numeric.py	homog_universe_numeric.py	ROOT_RETAINED	archive/pre_2026-07-01/homog_universe_numeric.py	F_SAFE_HOMOG_UNIVERSE_NUMERIC	15b1c6685589bde521c8fe1b7abbaae5efdc5614	ece2ee3e38b71f358d37ec761769871836b0c3bedd44571f7a176971338be3be	70962d6005fb0b6058b54c7feee3679fbef4aa88	2026-07-07T18:02:19-04:00	2026-07-07T18:02:19-04:00	BANKED NEGATIVE (blind-verified): native UDT forbids a homogeneous redshifting universe -> positional dilation forces a preferred CENTER	70962d6005fb0b6058b54c7feee3679fbef4aa88	2026-07-07T18:02:19-04:00	70962d6005fb0b6058b54c7feee3679fbef4aa88	2026-07-07T18:02:19-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	homog_universe_solve.py	homog_universe_solve.py	ROOT_RETAINED	archive/pre_2026-07-01/homog_universe_solve.py	F_SAFE_HOMOG_UNIVERSE_SOLVE	00178cfb1dc840ac5b5e5fa24a1d4136112e23f2	9d8fccb0b663548f7ef70776c9e55e22af2d12161b847d51fbf290ef6ac5889d	70962d6005fb0b6058b54c7feee3679fbef4aa88	2026-07-07T18:02:19-04:00	2026-07-07T18:02:19-04:00	BANKED NEGATIVE (blind-verified): native UDT forbids a homogeneous redshifting universe -> positional dilation forces a preferred CENTER	70962d6005fb0b6058b54c7feee3679fbef4aa88	2026-07-07T18:02:19-04:00	70962d6005fb0b6058b54c7feee3679fbef4aa88	2026-07-07T18:02:19-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_redshift_profile_derivation.py	verify_redshift_profile_derivation.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_redshift_profile_derivation.py	F_SAFE_VERIFY_REDSHIFT_PROFILE_DERIVATION	ef8223bdbe9e641027fc74ed68ee68c105bcd081	0908d210cb37f643060b37f7e9268b9f6e40494f9d9a7f3ce599514f7ea31403	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	2026-07-08T13:48:12-04:00	RESULT (verified): SNe luminosity distance is n=2; n=1 fit was an error; macro needs a matter source	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_a_reduction.py	verify_universe_bv2_a_reduction.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_a_reduction.py	F_SAFE_VERIFY_UNIVERSE_BV2_A_REDUCTION	d1470e7d8cf2765df93f3751b00d63a451339702	1597eded7847d47fd0bed696abde6e3188b81550c0e7b35278b308bee9687441	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_b_ident.py	verify_universe_bv2_b_ident.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_b_ident.py	F_SAFE_VERIFY_UNIVERSE_BV2_B_IDENT	07b1c13412834439ece6390536c2cbd1ab2a5e53	0e4f425af9c8ad7aaef7799079a4ed6a810186c6fdc1136e4729af2ab95063f6	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_c_folds.py	verify_universe_bv2_c_folds.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_c_folds.py	F_SAFE_VERIFY_UNIVERSE_BV2_C_FOLDS	9043015210af4261ae9a885f0c6c18b4ca43e9c7	ce0f5365ba97d00c5b396dce3231961145b65899e9ab60733d9f576419447d03	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_d_budget.py	verify_universe_bv2_d_budget.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_d_budget.py	F_SAFE_VERIFY_UNIVERSE_BV2_D_BUDGET	76fb91ae0e07e97d385a33022ac002f42cd05cdb	30219fd76c2537cd29fb5e35c43d231be7d7cd9ebc59cdf690c510e4d9c7be9c	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_e_sigma.py	verify_universe_bv2_e_sigma.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_e_sigma.py	F_SAFE_VERIFY_UNIVERSE_BV2_E_SIGMA	597af64f90de1409229a148d843c1272378203c9	5b013bb9bf35ec3f1a180dd78c1597f97d4015422912ac8555158751e0efac85	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_f_einstein.py	verify_universe_bv2_f_einstein.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_f_einstein.py	F_SAFE_VERIFY_UNIVERSE_BV2_F_EINSTEIN	a46c4e7c61d96959d1b693add9eb8734f7eaa458	6ea5c3f850b05595960d576992af4901d3c928786257cb98c21c32e7060e12a5	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
B03_LEGACY_STANDALONE_ALGEBRA_B	verify_universe_bv2_g_transv_toy.py	verify_universe_bv2_g_transv_toy.py	ROOT_RETAINED	archive/pre_2026-07-01/verify_universe_bv2_g_transv_toy.py	F_SAFE_VERIFY_UNIVERSE_BV2_G_TRANSV_TOY	82eacb5ebc5e6378a8d3165e1bf2356f5ba861a5	bd2215cca92d1e8d96db7cbb328553720b59668e39a145c278a3e9d6fb88c04e	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	2026-07-02T14:52:16-04:00	Flux-sealed universe cell: D1 fold JCs + D3 sigma-admissibility DERIVED + BLIND-VERIFIED (no refutations)	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00	ef2423d5d9934e8d56e856ad617d996e922e68d4	2026-07-02T14:52:16-04:00
