path	role	frozen_blob	frozen_sha256	frozen_size	current_sha256	unchanged_at_freeze
udt_finite_cell_completion_atlas_2026-07-21/COMPATIBILITY_RELATIONS.tsv	jet_descent_rule	1ee69db7735e2371ff1bd4ec6fefa89640dc1885	38a97bd1ec1699ced3441f38051d87bbc78bc2ae67b04376d553ffd76e347f3f	1644	38a97bd1ec1699ced3441f38051d87bbc78bc2ae67b04376d553ffd76e347f3f	YES
udt_finite_cell_completion_atlas_2026-07-21/JET_MATCHING_ATLAS.tsv	regularity_classes	6eb06c6866137088063f984176a5035a505aade5	4aba486fc318dccab3497e63e3d1230c2601fe38dd73b72b46c4aebe913f6055	848	4aba486fc318dccab3497e63e3d1230c2601fe38dd73b72b46c4aebe913f6055	YES
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	general_screen_scope	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	YES
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	general_screen_coframe	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	YES
udt_general_screen_complete_cell_atlas_2026-07-28/GLOBAL_EXISTENCE_ATLAS.tsv	metric_and_coframe_existence_controls	6b0fb716a6d839e1fc118bbc97f71e7dde383301	ea1033244090666fb8e515e2dc6af50b5e064be4ac3f0b042435d1c9dbb793ff	1058	ea1033244090666fb8e515e2dc6af50b5e064be4ac3f0b042435d1c9dbb793ff	YES
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETION_DESCENT_ATLAS.tsv	FC07_descent_status	50e0c5b5e55cc8d9fadb83340f6331a8815b9e16	b92c3b85268d354817b03e7f0b166c171ab8589f0ac7a108b8026d67fd7d5064	2341	b92c3b85268d354817b03e7f0b166c171ab8589f0ac7a108b8026d67fd7d5064	YES
udt_general_screen_complete_cell_atlas_2026-07-28/PREMISE_LEDGER.tsv	parent_premises	742af0a3df547c874291118d0ad28ba04d7c5fa6	9cbea588d17a36dbb431dee9c0350b314d6d3d78965bf50970914a2118f4ce95	1799	9cbea588d17a36dbb431dee9c0350b314d6d3d78965bf50970914a2118f4ce95	YES
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	coframe_transition_scope	51bc7db847772cac5afa70bb3b417eb1a40c7914	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	YES
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	transition_classes	a631af2da39f38427b4157a427886b31d6dc4055	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	2003	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	YES
udt_global_coframe_cocycle_audit_2026-07-20/GLOBAL_WITNESSES.tsv	global_witness_controls	4dd708af4c6ce0a6de4713b368e207058828e431	b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf	1843	b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf	YES
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	founded_pair_and_extension_ownership	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	5790	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	YES
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	direct_sum_witness_and_open_selection	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	YES
