path_id	sector	seed_id	size	restart_lambda	restart_residual_inf	status	accepted_steps	rejected_steps	additional_arclength	final_lambda	final_coefficient_norm	raw_endpoint_classification	adjudicated_endpoint_classification	endpoint_raw_residual_inf	higher_projection_residual_inf	full_bach_32_inf	full_bach_64_inf
P4_GENERAL_MIXED_04_0.20	GENERAL	MIXED_04_0.20	18	0.31329460286206723	4.214086857246002e-10	ENDPOINT_REACHED	55	0	1.2533203124999996	-0.003869652343627615	0.9178246757440308	DISTINCT_REDUCED_STATIONARY_CANDIDATE	REDUCED_TRUNCATION_ARTIFACT_FULL_BACH_FAIL	4.314118506876241e-11	3.401668065959599	13.280086549917105	13.311933123676415
P4_SEAL_EVEN_MIXED_04_0.20	SEAL_EVEN	MIXED_04_0.20	10	0.2882145566073972	2.112869879056234e-10	PATH_TIME_LIMIT	242	0	5.104687500000007	0.8742281329425394	0.17315350814189787	-	NOT_REACHED	-	-	-	-
P4_SEAL_ODD_W_MIXED_04_0.20	SEAL_ODD_W	MIXED_04_0.20	10	0.42667796378843814	1.9819879071292235e-10	COEFFICIENT_SAFETY_LIMIT	213	0	5.341992187499992	0.05596321647693923	5.020255762688703	-	NOT_REACHED	-	-	-	-
P4_GENERAL_MIXED_05_0.20	GENERAL	MIXED_05_0.20	18	0.3132938873876588	1.688817974354606e-10	PATH_TIME_LIMIT	222	0	3.1280273437500163	0.04818251425486899	1.3009018288637935	-	NOT_REACHED	-	-	-	-
P4_SEAL_EVEN_MIXED_05_0.20	SEAL_EVEN	MIXED_05_0.20	10	0.25382372933512154	1.5757706250951742e-10	PATH_TIME_LIMIT	252	1	3.3618164062499885	0.775512766868739	1.7238266014250425	-	NOT_REACHED	-	-	-	-
P4_SEAL_ODD_W_MIXED_05_0.20	SEAL_ODD_W	MIXED_05_0.20	10	0.3498544209108259	1.0417977591714589e-10	COEFFICIENT_SAFETY_LIMIT	255	0	4.3842041015624895	0.1571511472838205	5.018982980613988	-	NOT_REACHED	-	-	-	-
P4_GENERAL_MIXED_06_0.20	GENERAL	MIXED_06_0.20	18	0.19156042020766145	1.5059242741699563e-10	ENDPOINT_REACHED	27	0	0.5976562500000003	-0.00416760754044325	0.9220496085516553	DISTINCT_REDUCED_STATIONARY_CANDIDATE	REDUCED_TRUNCATION_ARTIFACT_FULL_BACH_FAIL	5.429823257685484e-13	3.401668065764003	13.280086513107232	13.31193313833448
P4_SEAL_EVEN_MIXED_06_0.20	SEAL_EVEN	MIXED_06_0.20	10	0.11787904611236555	2.56722643143803e-10	ENDPOINT_REACHED	9	0	0.16875	-0.010079146295734661	0.010532468847582556	ROUND_GAUGE_FIXED_ORBIT	CERTIFIED_ROUND	1.8671079793799925e-10	1.8692780302206613e-10	-	-
P4_SEAL_ODD_W_MIXED_06_0.20	SEAL_ODD_W	MIXED_06_0.20	10	0.46267734151782974	5.729106078433688e-11	ENDPOINT_REACHED	153	0	4.253906250000013	-0.000256323784523955	4.489755728667346	DISTINCT_REDUCED_STATIONARY_CANDIDATE	REDUCED_TRUNCATION_ARTIFACT_FULL_BACH_FAIL	1.5045742429720121e-12	32.647766140487164	1304.3180915743453	1316.2550636617357
P4_SEAL_EVEN_MIXED_07_0.20	SEAL_EVEN	MIXED_07_0.20	10	0.5563161594815205	3.2800073768157745e-10	PATH_TIME_LIMIT	280	0	5.157421874999968	1.21625414298234	0.7449648961512184	-	NOT_REACHED	-	-	-	-
P4_SEAL_ODD_W_MIXED_07_0.20	SEAL_ODD_W	MIXED_07_0.20	10	0.6412995173129393	3.4501645984619245e-10	PATH_TIME_LIMIT	244	0	5.146875000000008	1.0042415561066518	0.20038909789593293	-	NOT_REACHED	-	-	-	-
