path	role	frozen_blob	frozen_sha256	frozen_size	current_sha256	unchanged_at_freeze
udt_native_stability_configuration_space_audit_2026-08-01/AUDIT_REPORT.md	native_configuration_arena	05bcfcc5887b9827ad5a69fec9e20fba96cc7dbe	657c68e73a374adb61da285f79135c39de4264c1ff31ca8b8bfabaee0bc10972	4423	657c68e73a374adb61da285f79135c39de4264c1ff31ca8b8bfabaee0bc10972	YES
udt_native_stability_configuration_space_audit_2026-08-01/PARENT_RELATION_MATRIX.tsv	native_missing_maps	372addbcdc74c5f635a8cc9dc9e5b98cf369c31f	c96c2a1c41115b477f960265d5e3830da2c61ee1f2c78d1bb728619346834987	2872	c96c2a1c41115b477f960265d5e3830da2c61ee1f2c78d1bb728619346834987	YES
udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	observer_naturality_scope	c45fd8f470e593ab67f27a4ee3db9258061b5fbe	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	4952	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/AUDIT_REPORT.md	projector_neighborhood_result	68267b395cfc45a5bdd27be8e7bc8c68b918491d	7fb5f9107ef96cef5fd0f9594835b2a34c379e231a6bb8d912dafa5e712b903a	6393	7fb5f9107ef96cef5fd0f9594835b2a34c379e231a6bb8d912dafa5e712b903a	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/EXACT_DERIVATION.md	projector_exact_scope	ee3746adfbf4ebb74c237828a725c4d2369083bd	eeb44f09cf3e55cdded1f6b23c5bc9101cbf12cf435fae24c0dde779865b4d2a	7484	eeb44f09cf3e55cdded1f6b23c5bc9101cbf12cf435fae24c0dde779865b4d2a	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/CENTER_NEIGHBORHOOD_ATLAS.tsv	projector_centers	3b39f1af38387574ad080a15169746b1da04056a	b95194743ce443b4c8e90068d07b901f411748aadd0af1c7a817fc5c87483c9d	1253	b95194743ce443b4c8e90068d07b901f411748aadd0af1c7a817fc5c87483c9d	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/EXACT_SUBFAMILY_ATLAS.tsv	projector_exact_charts	b63e198fa88fa0d6ee50fe2b8524c1d792992b5d	b86445896c51e649fbc46f63706ca40e7babf1d0bf1b8b7a47db0b8058c80795	845	b86445896c51e649fbc46f63706ca40e7babf1d0bf1b8b7a47db0b8058c80795	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/DEGENERACY_WALL_ATLAS.tsv	projector_walls	c44730e360a7cbae4c2e2c2b3951f174dc815ed0	27ffe2c7408e4d47aafa88f1df8527f0f4994e9e1d1da97a0c036bd690dcecd4	806	27ffe2c7408e4d47aafa88f1df8527f0f4994e9e1d1da97a0c036bd690dcecd4	YES
udt_projector_deformation_neighborhood_audit_2026-08-01/STATUS_LEDGER.tsv	projector_status	2493856c17b7037ce2b4f01027d69fa13a64e4ee	1b15bcb50976b651905c093d55a1f1da843a7b9b8ebf04a2f5c82b8de5e1086d	1680	1b15bcb50976b651905c093d55a1f1da843a7b9b8ebf04a2f5c82b8de5e1086d	YES
udt_projector_deformation_neighborhood_review_2026-08-01/EXTERNAL_REVIEW_RESULT.json	external_semantic_ruling	1fce6aa42838c4c12928c21a513ff3e9e044a46f	8e3a52aba2b30444139ddbe729697f09a6fc85bab35c376b362d571c2a3076a7	1033	8e3a52aba2b30444139ddbe729697f09a6fc85bab35c376b362d571c2a3076a7	YES
udt_projector_deformation_neighborhood_review_2026-08-01/CLOSURE_REPORT.md	external_review_scope	56c96f82c32f2e878188495998feac4108535dd6	c95c3875c64da17ae29bfd2169ce41187a4cacc7e6434e6c2e99f0dcb08bc7f9	2043	c95c3875c64da17ae29bfd2169ce41187a4cacc7e6434e6c2e99f0dcb08bc7f9	YES
