moved_path	source	line	column	source_frozen	role
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	44	320	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	45	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	45	170	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	45	199	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	46	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	46	171	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	46	200	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	47	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	47	171	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	47	200	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	48	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	48	170	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	48	199	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	49	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	49	172	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	50	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	50	173	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	51	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	51	172	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	51	228	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	52	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	52	172	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	52	228	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	53	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	53	174	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	53	203	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	54	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	54	176	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	54	205	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	55	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	55	178	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	56	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	56	177	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	56	536	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	57	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	57	177	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	161	540	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	202	532	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	309	497	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	327	536	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	364	549	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	399	547	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	578	490	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	603	473	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	728	539	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/INBOUND_REFERENCES.tsv	765	563	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/MOVE_MAP.tsv	2	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/MOVE_MAP.tsv	2	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	33	50	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	33	102	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	3	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	3	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	4	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	4	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	4	95	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	5	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	5	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	6	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	6	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	7	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	7	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	8	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	8	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	9	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	9	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	10	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	10	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	11	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	11	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	12	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	12	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	13	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	13	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	14	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	14	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	15	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	15	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	16	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	16	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	17	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	17	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	18	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	18	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	19	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	19	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	20	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	20	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	21	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	21	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	22	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	22	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	23	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	23	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	24	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	24	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	25	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	25	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	26	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	26	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	27	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	27	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	28	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	28	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	29	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	29	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	30	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	30	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	31	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	31	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	32	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	32	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	33	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	33	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	34	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	34	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	35	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	35	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	36	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	36	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	37	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	37	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	38	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	38	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	39	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	39	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	40	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	40	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	41	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	41	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	42	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	42	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	43	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	43	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	44	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	44	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	45	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	45	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	46	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	46	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	47	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	47	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	48	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	48	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	49	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	49	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	50	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	50	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	51	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	51	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	52	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	52	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	53	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	53	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	54	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	54	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	55	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	55	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	56	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	56	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	57	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	57	53	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	58	1	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	58	30	NO	AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	59	1	NO	AUDIT_RECORD
