selector_id	completion_id	exact_registered_consequence	branch_verdict	source	selection_power
CSN	FC07_PERIODIC_TORUS_BUNDLE	positive common scale is calibration before material scale selection	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
CSN	FC08_MIRROR_DOUBLE	positive common scale is calibration before material scale selection	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
CSN	FC09_NONORIENTABLE_GLUE	positive common scale is calibration before material scale selection	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
CSN	FC10_STRATIFIED_PROJECTOR	positive common scale is calibration before material scale selection	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
CSN	FC11_NONINTEGRABLE_DISTRIBUTION	positive common scale is calibration before material scale selection	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
CSN	FC12_RECIPROCAL_TORIC_DIAGONAL	positive common scale is calibration before material scale selection	REMOVES_COMMON_OMEGA_FROM_NORMALIZED_CONNECTION_NOT_PERIODS_CAPS_OR_ACTION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC01_BOUNDARY_BOUNDARY	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC02_ONE_CAP_BOUNDARY	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC03_TWO_CAP_P0	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC04_TWO_CAP_P1	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC05_TWO_CAP_P_GT1	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC06_NONPRIMITIVE_CAP	finite mirrored physical cell/no spatial infinity; boundary completion not specified	DOES_NOT_LICENSE_SINGULAR_PHYSICAL_METRIC	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC07_PERIODIC_TORUS_BUNDLE	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NOT_CURRENT_PHYSICAL_CELL_WITHOUT_EXTRA_QUOTIENT_JOIN	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC08_MIRROR_DOUBLE	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC09_NONORIENTABLE_GLUE	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC10_STRATIFIED_PROJECTOR	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC11_NONINTEGRABLE_DISTRIBUTION	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
FINITE_CELL	FC12_RECIPROCAL_TORIC_DIAGONAL	finite mirrored physical cell/no spatial infinity; boundary completion not specified	NO_UNIQUE_BRANCH_DECISION	angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC01_BOUNDARY_BOUNDARY	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC02_ONE_CAP_BOUNDARY	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC03_TWO_CAP_P0	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC04_TWO_CAP_P1	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC05_TWO_CAP_P_GT1	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC06_NONPRIMITIVE_CAP	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC07_PERIODIC_TORUS_BUNDLE	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC08_MIRROR_DOUBLE	static phi parity/value only; complete coframe lift and polarization open	REQUIRES_A_SEAL_BUT_LEAVES_MULTIPLE_ANGULAR_LIFTS	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC09_NONORIENTABLE_GLUE	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC10_STRATIFIED_PROJECTOR	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC11_NONINTEGRABLE_DISTRIBUTION	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
STATIC_SEAL	FC12_RECIPROCAL_TORIC_DIAGONAL	static phi parity/value only; complete coframe lift and polarization open	NO_UNIQUE_BRANCH_DECISION	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC01_BOUNDARY_BOUNDARY	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC02_ONE_CAP_BOUNDARY	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC03_TWO_CAP_P0	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC04_TWO_CAP_P1	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC05_TWO_CAP_P_GT1	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC06_NONPRIMITIVE_CAP	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC07_PERIODIC_TORUS_BUNDLE	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC08_MIRROR_DOUBLE	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC09_NONORIENTABLE_GLUE	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC10_STRATIFIED_PROJECTOR	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC11_NONINTEGRABLE_DISTRIBUTION	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
BOOTSTRAP	FC12_RECIPROCAL_TORIC_DIAGONAL	on-shell admissibility without off-shell ranking functional	NO_UNIQUE_BRANCH_DECISION	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC01_BOUNDARY_BOUNDARY	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC02_ONE_CAP_BOUNDARY	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC03_TWO_CAP_P0	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC04_TWO_CAP_P1	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC05_TWO_CAP_P_GT1	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC06_NONPRIMITIVE_CAP	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC07_PERIODIC_TORUS_BUNDLE	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC08_MIRROR_DOUBLE	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC09_NONORIENTABLE_GLUE	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC10_STRATIFIED_PROJECTOR	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC11_NONINTEGRABLE_DISTRIBUTION	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
SCALE_MATTER_INVENTORY	FC12_RECIPROCAL_TORIC_DIAGONAL	no native dimensional matter object/action coefficient/source/boundary charge	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC01_BOUNDARY_BOUNDARY	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC02_ONE_CAP_BOUNDARY	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC03_TWO_CAP_P0	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC04_TWO_CAP_P1	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC05_TWO_CAP_P_GT1	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC06_NONPRIMITIVE_CAP	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC07_PERIODIC_TORUS_BUNDLE	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC08_MIRROR_DOUBLE	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC09_NONORIENTABLE_GLUE	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC10_STRATIFIED_PROJECTOR	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC11_NONINTEGRABLE_DISTRIBUTION	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
DENSITY_BOOTSTRAP	FC12_RECIPROCAL_TORIC_DIAGONAL	density may be a derived fixed-point output only after native mass and proper volume exist; it is not presently an independent selecting input	NO_UNIQUE_BRANCH_DECISION	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	NONSELECTING_IN_CURRENT_REGISTRY
