motif	frozen_stable_path_count	completion_id	local_to_global_compatibility	toric_orbit_gate	sampled_all_node_integrable_candidates	global_selection
SCALAR_4_AMBIGUITY	11328	FC11_NONINTEGRABLE_DISTRIBUTION	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
SCALAR_4_AMBIGUITY	11328	FC12_RECIPROCAL_TORIC_DIAGONAL	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC01_BOUNDARY_BOUNDARY	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC02_ONE_CAP_BOUNDARY	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC03_TWO_CAP_P0	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC04_TWO_CAP_P1	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC05_TWO_CAP_P_GT1	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC06_NONPRIMITIVE_CAP	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC07_PERIODIC_TORUS_BUNDLE	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC08_MIRROR_DOUBLE	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC09_NONORIENTABLE_GLUE	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC10_STRATIFIED_PROJECTOR	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC11_NONINTEGRABLE_DISTRIBUTION	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4	70812	FC12_RECIPROCAL_TORIC_DIAGONAL	WHOLE_TANGENT_GEOMETRY_CAN_EXIST__NO_PROPER_PROJECTOR_BUNDLE	NO_INTRINSIC_TWO_LINE_TORIC_DISTRIBUTION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC01_BOUNDARY_BOUNDARY	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	NO_TORIC_REQUIREMENT_FOR_RETAINED_BOUNDARY_OR_ANHOLONOMIC_COMPLETION	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC02_ONE_CAP_BOUNDARY	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC03_TWO_CAP_P0	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC04_TWO_CAP_P1	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC05_TWO_CAP_P_GT1	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC06_NONPRIMITIVE_CAP	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC07_PERIODIC_TORUS_BUNDLE	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC08_MIRROR_DOUBLE	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	NO_TORIC_REQUIREMENT_FOR_RETAINED_BOUNDARY_OR_ANHOLONOMIC_COMPLETION	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC09_NONORIENTABLE_GLUE	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	NO_TORIC_REQUIREMENT_FOR_RETAINED_BOUNDARY_OR_ANHOLONOMIC_COMPLETION	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC10_STRATIFIED_PROJECTOR	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	NO_TORIC_REQUIREMENT_FOR_RETAINED_BOUNDARY_OR_ANHOLONOMIC_COMPLETION	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC11_NONINTEGRABLE_DISTRIBUTION	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	NO_TORIC_REQUIREMENT_FOR_RETAINED_BOUNDARY_OR_ANHOLONOMIC_COMPLETION	1536	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES	7845	FC12_RECIPROCAL_TORIC_DIAGONAL	L2_PLUS_TWO_LINE_BUNDLE_POSSIBLE_WHERE_SPLIT_PERSISTS	REQUIRES_ALL_NODE_INTEGRABLE_TWO_LINE_COMPLEMENT_PLUS_ORIENTATION_COMMUTATION_PERIODICITY_GLOBAL_GLUE	1536	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC01_BOUNDARY_BOUNDARY	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC02_ONE_CAP_BOUNDARY	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC03_TWO_CAP_P0	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC04_TWO_CAP_P1	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC05_TWO_CAP_P_GT1	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC06_NONPRIMITIVE_CAP	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC07_PERIODIC_TORUS_BUNDLE	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC08_MIRROR_DOUBLE	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC09_NONORIENTABLE_GLUE	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC10_STRATIFIED_PROJECTOR	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC11_NONINTEGRABLE_DISTRIBUTION	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
FOUR_LINES	1055	FC12_RECIPROCAL_TORIC_DIAGONAL	FOUR_LINE_BUNDLE_POSSIBLE_WITH_PERMUTATION_AND_SIGN_GLUE	ALL_FROZEN_MIDPOINT_COMPLEMENTARY_RANK2_SIDES_NONINTEGRABLE	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC01_BOUNDARY_BOUNDARY	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC02_ONE_CAP_BOUNDARY	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC03_TWO_CAP_P0	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC04_TWO_CAP_P1	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC05_TWO_CAP_P_GT1	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC06_NONPRIMITIVE_CAP	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC07_PERIODIC_TORUS_BUNDLE	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC08_MIRROR_DOUBLE	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC09_NONORIENTABLE_GLUE	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC10_STRATIFIED_PROJECTOR	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC11_NONINTEGRABLE_DISTRIBUTION	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
LINE_PLUS_THREE	2880	FC12_RECIPROCAL_TORIC_DIAGONAL	LINE_AND_COMPLEMENT_BUNDLE_POSSIBLE_WITH_GLOBAL_GLUE	NO_INTRINSIC_TWO_TRANSVERSE_LINE_PAIR	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC01_BOUNDARY_BOUNDARY	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC02_ONE_CAP_BOUNDARY	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC03_TWO_CAP_P0	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC04_TWO_CAP_P1	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC05_TWO_CAP_P_GT1	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC06_NONPRIMITIVE_CAP	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC07_PERIODIC_TORUS_BUNDLE	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC08_MIRROR_DOUBLE	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC09_NONORIENTABLE_GLUE	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC10_STRATIFIED_PROJECTOR	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC11_NONINTEGRABLE_DISTRIBUTION	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
TRANSITION_OR_UNCERTAIN	1312	FC12_RECIPROCAL_TORIC_DIAGONAL	STRATIFIED_ONLY_UNLESS_COARSE_PROJECTOR_SURVIVES	FINE_BUNDLE_NOT_DEFINED_ACROSS_TRANSITION	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC01_BOUNDARY_BOUNDARY	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC02_ONE_CAP_BOUNDARY	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC03_TWO_CAP_P0	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC04_TWO_CAP_P1	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC05_TWO_CAP_P_GT1	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC06_NONPRIMITIVE_CAP	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC07_PERIODIC_TORUS_BUNDLE	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC08_MIRROR_DOUBLE	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC09_NONORIENTABLE_GLUE	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC10_STRATIFIED_PROJECTOR	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC11_NONINTEGRABLE_DISTRIBUTION	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
RECIPROCAL_TORIC_CONTROL	0	FC12_RECIPROCAL_TORIC_DIAGONAL	EXACT_WITHIN_CONDITIONAL_RECIPROCAL_TORIC_CLASS	GLOBAL_PERIODS_CAPS_ACTION_AND_ORIENTATION_STILL_REQUIRED	0	NOT_SELECTED_BY_LOCAL_MOTIF
