path	role	blob	sha256	bytes
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	T18_owner	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	T18_completion_family	e1bdeb3ee4c03c4ba67366ef4d97a2e212692e06	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	3521
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	T18_algebra	b8eccb07159c09d570c83364ead77cff06e7894c	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	17327
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	T18_algebra	35b6a5767c72243a428413dbd0eec5cafa7b11f9	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	6435
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	full_screen_owner	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	full_screen_owner	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv	full_screen_owner	bb44fa42638a5cf8fbc677326b20374f54bba3fb	3d1352de95c99c2ca17265e666521cc646765aea6d0673c6531bd5377318eafc	2044
udt_general_screen_complete_cell_atlas_2026-07-28/BLOCK_PRESERVATION_CONDITIONS.tsv	full_screen_contact	7f9caaa0e4eb69dfb170dc91b702f19341828184	2c451dc9c3e202c078241b51b05d70272a6198dd22b67920f3fcd9e41bf34d32	718
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	full_screen_algebra	ebc9fe01fbcba1e57500176a3e6cb343defce951	466cdb0de918851572d760c049109d93de2fc2c4df6dd32164c48f9a16499a89	27571
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	full_screen_algebra	23a5dda71d8a7ecbb3e8bca84ef76d6993562ed2	8ae1ba6695ceb6aec7ac6915dd0f10c9f68b999ccf4ea332945b66605ea0d205	5470
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_pair_scope	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	4879
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	intrinsic_pair_scope	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	intrinsic_pair_scope	583aed1f968664f1a2b22b7e541b13a436b88fcf	83d3976967fd9117d47fa04751a984b021d686aa096e7e1c822f301f9bf048fc	1719
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/AUDIT_REPORT.md	same_metric_screen_scope	c62194b03353688b0374688d4e2ebf4914beea17	94bcc1ba48e5e031a306227f12220707b435b9bc30ed162808a13abc558fff1f	5189
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	same_metric_screen_scope	906dd52749e3e1c268ba0af7247933451f762940	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	7788
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	same_metric_screen_scope	c5ad6094254065870ccecb3621357a2409a2e100	a17e26e8975cb94fdd3731fc96994586f0e71b120654f8a78d0a39ccc37ba1a6	2015
udt_coframe_hopf_bridge_audit_2026-07-23/AUDIT_REPORT.md	conditional_chart_bridge	226bd5d784f3179c3c1e3b0bec8ffc176d4d0a89	6c0260a8539fd80f9191ed6a7948b5b84ab75d25af5af2955b7275e880f8e2a1	10797
udt_coframe_hopf_bridge_audit_2026-07-23/STATUS_LEDGER.tsv	conditional_chart_bridge	9f4ba562bd6925c10f1a757760b97659b76a91db	5fb7587d6adfd009763b99467446a880d8374ef02f238a24f239c986f9403cb4	2648
udt_hopf_realization_deformation_audit_2026-07-23/AUDIT_REPORT.md	carrier_deformation_boundary	b64a1b5eea61f2df3d0a4e1734613c2235af7200	f6bac0e1ecd6366b0f412449291a8166f95369095485f3273ddae2fba8a42f5b	8020
udt_hopf_realization_deformation_audit_2026-07-23/STATUS_LEDGER.tsv	carrier_deformation_boundary	ff0ad51f9e5f4bedfd0dcd17d876b27ef3a064e7	6fc160302c328994860ceca7cbfc96dbdb78cca653fa8279c54f88afb5aaacac	3763
udt_finite_cell_completion_atlas_2026-07-21/GROUP_ACTION_QUOTIENT_ATLAS.tsv	quotient_taxonomy	925c6a0e90f39b6d836ea4885b44d3023af3cbd8	30d34a66aca888a03674c10df3b771b972e7ca2d6a64698e17bcab49c910a41c	724
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	completion_taxonomy	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	complete_branch_pair_history	99c4afaff78e845a4b7661256a2c92ae85e5d165	2d32ea44d12e5ce1d6c24fc2759cceaeb1ed97c9d0aad50bc9d9ddaefcd0685a	5551
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/STATUS_LEDGER.tsv	complete_branch_pair_history	76762cfed8a7dec9e677fb6ee80c5b33eef092ec	8af07f33599a6e7a7636f968eb0716e1a4f2f82867a173d20d89304265481ae2	1749
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	carrier_status_boundary	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290
native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	carrier_status_boundary	116641cefac6533b3043e268840ee1518738dc4f	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	4226
