path	size	sha256
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/EXTERNAL_REVIEW_DISPATCH.md	1816	90434e68a67e433376659884d6b7a35a2932a70b7eb6ae93b5ed8de490cfe2b3
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/FALSIFICATION_CONTRACT.tsv	2243	098ca44830bdd8b2c6451f61f064627de4084fc78e0c4deea5c3eda3c5bbad3e
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/GEODESIC_DIAGNOSTICS.tsv	6913	9f245659ce01e7de0a5bd3dedef2baf68f40dbb3dc731117500f80d247b24e44
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/INDEPENDENT_COMPARISON.tsv	5558	01dcc30425238bf7815c3a1dbc70ebe2fdba2a8d0b13561f4e90a94a76406863
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/INDEPENDENT_VERIFICATION.json	908	a5e6d6c2951b5760ee4a8a63c9444855ed122507fdcfa5d05277eead1ae7e9a5
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/NEXT_STEP.md	810	77ec1c60add4ff16e3dc7a9c344f52ac29640685514e96c71c8fe04b5a886437
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/NUMERICAL_CONTRACT.md	2281	db389cbc13b64ba74e940e27eacacda8722233b78bd92d53703fe18a083a671f
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/NUMERICAL_SAMPLE_UNIVERSE.tsv	1538	aba2909b9aab96f7ace896b4d3514e3cbc169bd6da6927e02b2b1297d9e60230
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/PATH_DIAGNOSTICS.tsv	12458	ea0a7214e3f5a63dfd6440f7cc9ebea53c0ee1ef5c3ee87d88df0cc36c4c4eb2
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/PONDER_MAP.md	1163	00102080c664bb506dc3aa7299cd889ac9e03fb11060842f9456635834bc57c8
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/PREMISE_LEDGER.tsv	1766	aa45e84eacac1264e94ebd05bec4e3d82b7fdc3bce835916920c5f7fc2f36259
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/PREREGISTRATION.md	3581	ae7251c73eda2c65704915faaf3caa0f2423269e27e76175a51026d516c05676
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/SOLVED_GEOMETRY_ATLAS.tsv	2539	65d28f50109fbcdb056eeb365a9b51d8bc4806dce0cc2f4e730d5d4f17c13b7b
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/SOLVER_COMPLETENESS_MAP.md	1551	fb3b8abe805d983f5dff8b811c61c6de358e1f1cc982e59af52103b0a41c7b2e
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/SOURCE_MANIFEST.tsv	3734	3c5a8c28881aa50dcd483c9ec1702d946e30810e0ef42fb68bbd0dbc1c794fb8
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/SURVIVOR_AXES.tsv	1316	cacecbb61e69b96b6ace8bd6e4c7e31a06160b5f9c35e364bd23082b5a4db282
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/SURVIVOR_CLASSIFICATION.tsv	1930	0f4b39dae1bb48e8d9bac3cb52a874e7115994b3783d7a1afbc480b2a83f74f0
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/WITNESS_UNIVERSE.tsv	797	76458bdc6d10fe4832104c786f48edac897e274b3dcb413ce0a749eda26638e4
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/run_catch_proofs.py	7313	852e9cbb60439b378ac50baa0f8a80cede5156e40f26cb499e1fb3c9d186d518
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/solve_survivor_atlas.py	16769	d79db7baa8027377216557b7d3eee636cea48ce16611f629318faabeb38c56b9
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/verify_package.py	4134	5be00dfbbb474cf7f1b653f23b38b371283f64fe164f48fd74aac14f1b50d176
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/verify_preregistration.py	1710	b518a67e4f578fb2d6e27d22111d19239a8a85b2c456b13fc55aac36b799522e
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/verify_survivor_atlas_independent.py	10375	885ff0547d0285928744e62a907909731a26574c390143cfa5ea16bfc6f3d062
