transform_id	kind	local_temporal_class	path_presentations	node_presentations	invariance_basis	status
C02_BLOCK_GENERAL_INVERSE	COORDINATE	LORENTZ_TWO_PLANE_ONLY	7845	133365	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C02_BLOCK_GENERAL_INVERSE	COORDINATE	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C02_BLOCK_GENERAL_INVERSE	COORDINATE	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C02_BLOCK_GENERAL_INVERSE	COORDINATE	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C02_BLOCK_GENERAL_INVERSE	COORDINATE	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C03_CROSS_GENERAL	COORDINATE	LORENTZ_TWO_PLANE_ONLY	7845	133365	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C03_CROSS_GENERAL	COORDINATE	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C03_CROSS_GENERAL	COORDINATE	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C03_CROSS_GENERAL	COORDINATE	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C03_CROSS_GENERAL	COORDINATE	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C04_CROSS_GENERAL_INVERSE	COORDINATE	LORENTZ_TWO_PLANE_ONLY	7845	133365	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C04_CROSS_GENERAL_INVERSE	COORDINATE	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C04_CROSS_GENERAL_INVERSE	COORDINATE	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C04_CROSS_GENERAL_INVERSE	COORDINATE	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C04_CROSS_GENERAL_INVERSE	COORDINATE	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C05_SWAP_DEPTH_SCREEN	COORDINATE	LORENTZ_TWO_PLANE_ONLY	7845	133365	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C05_SWAP_DEPTH_SCREEN	COORDINATE	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C05_SWAP_DEPTH_SCREEN	COORDINATE	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C05_SWAP_DEPTH_SCREEN	COORDINATE	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C05_SWAP_DEPTH_SCREEN	COORDINATE	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C06_SWAP_TIME_SCREEN	COORDINATE	LORENTZ_TWO_PLANE_ONLY	7845	133365	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C06_SWAP_TIME_SCREEN	COORDINATE	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C06_SWAP_TIME_SCREEN	COORDINATE	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C06_SWAP_TIME_SCREEN	COORDINATE	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
C06_SWAP_TIME_SCREEN	COORDINATE	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	P_PRIME=J_INV_P_J__G_PRIME=J_TRANSPOSE_G_J__RESTRICTION_CONGRUENCE	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F01_CONSTANT_BASE_BOOST	COFRAME	LORENTZ_TWO_PLANE_ONLY	7845	133365	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F01_CONSTANT_BASE_BOOST	COFRAME	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F01_CONSTANT_BASE_BOOST	COFRAME	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F01_CONSTANT_BASE_BOOST	COFRAME	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F01_CONSTANT_BASE_BOOST	COFRAME	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F02_LOCAL_BASE_BOOST	COFRAME	LORENTZ_TWO_PLANE_ONLY	7845	133365	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F02_LOCAL_BASE_BOOST	COFRAME	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F02_LOCAL_BASE_BOOST	COFRAME	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F02_LOCAL_BASE_BOOST	COFRAME	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F02_LOCAL_BASE_BOOST	COFRAME	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F03_CONSTANT_CROSS_BOOST	COFRAME	LORENTZ_TWO_PLANE_ONLY	7845	133365	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F03_CONSTANT_CROSS_BOOST	COFRAME	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F03_CONSTANT_CROSS_BOOST	COFRAME	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F03_CONSTANT_CROSS_BOOST	COFRAME	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F03_CONSTANT_CROSS_BOOST	COFRAME	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F04_LOCAL_CROSS_BOOST	COFRAME	LORENTZ_TWO_PLANE_ONLY	7845	133365	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F04_LOCAL_CROSS_BOOST	COFRAME	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F04_LOCAL_CROSS_BOOST	COFRAME	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F04_LOCAL_CROSS_BOOST	COFRAME	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F04_LOCAL_CROSS_BOOST	COFRAME	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F05_LOCAL_SCREEN_ROTATION	COFRAME	LORENTZ_TWO_PLANE_ONLY	7845	133365	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F05_LOCAL_SCREEN_ROTATION	COFRAME	NO_PROPER_INTRINSIC_TEMPORAL_SUBSPACE	82140	1396380	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F05_LOCAL_SCREEN_ROTATION	COFRAME	RANK_ONE_LINE_SPACELIKE__LORENTZ_COMPLEMENT	2160	36720	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F05_LOCAL_SCREEN_ROTATION	COFRAME	TRANSITION_OR_NUMERICALLY_UNCERTAIN	1312	22304	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
F05_LOCAL_SCREEN_ROTATION	COFRAME	UNIQUE_LOCAL_UNORIENTED_TIMELIKE_LINE	1775	30175	INTERNAL_COFRAME_GAUGE__COORDINATE_METRIC_AND_PROJECTOR_IMAGE_UNCHANGED	EXACT_CLASS_INVARIANCE_FOR_ALL_RETAINED_PRESENTATIONS
