causal_status	identity_count	path_presentation_count	completion_id	completion_regularity	local_status	required_global_data	completion_specific_note	compatibility_grade	selection_status
UNIFORMLY_SPACELIKE	1152	35712	FC01_BOUNDARY_BOUNDARY	REGULAR_WITH_BOUNDARY_IF_BOUNDARY_DATA_SUPPLIED	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC02_ONE_CAP_BOUNDARY	REGULAR_IF_PRIMITIVE_CAP_JETS_HOLD	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC03_TWO_CAP_P0	REGULAR_CAPS	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC04_TWO_CAP_P1	REGULAR_CAPS	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC05_TWO_CAP_P_GT1	REGULAR_CAPS	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC06_NONPRIMITIVE_CAP	ORBIFOLD_OR_SINGULAR	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC07_PERIODIC_TORUS_BUNDLE	REGULAR_IF_ENDPOINT_JETS_MATCH_MONODROMY	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC08_MIRROR_DOUBLE	DEPENDS_ON_FIXED_SET_AND_JETS	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC09_NONORIENTABLE_GLUE	REGULAR_BUNDLE_POSSIBLE	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	NONORIENTABLE_GLUE_MAY_OBSTRUCT_GLOBAL_TIME_ORIENTATION__LOCAL_CAUSAL_TYPE_SURVIVES	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC10_STRATIFIED_PROJECTOR	METRIC_MAY_BE_REGULAR_PROJECTOR_FINE_SPLIT_FAILS	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	STRATIFIED_PROJECTOR_ROW_CAN_RECORD_TYPE_CHANGE__COMPLETE_METRIC_WITNESS_STILL_REQUIRED	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC11_NONINTEGRABLE_DISTRIBUTION	REGULAR_DISTRIBUTION	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	NONINTEGRABLE_ROW_CAN_HOST_TWIST__CAUSAL_TYPE_ALONE_DOES_NOT_SUPPLY_IT	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_SPACELIKE	1152	35712	FC12_RECIPROCAL_TORIC_DIAGONAL	PROFILE_AND_ENDPOINT_DEPENDENT	LOCAL_SPACELIKE_DPHI_BRANCH	EXTEND_PHI_DEPTH_LEAVES__INTRALEAF_TIMELIKE_LINE_AND_GLUE_REMAIN_OPEN	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC01_BOUNDARY_BOUNDARY	REGULAR_WITH_BOUNDARY_IF_BOUNDARY_DATA_SUPPLIED	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC02_ONE_CAP_BOUNDARY	REGULAR_IF_PRIMITIVE_CAP_JETS_HOLD	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC03_TWO_CAP_P0	REGULAR_CAPS	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC04_TWO_CAP_P1	REGULAR_CAPS	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC05_TWO_CAP_P_GT1	REGULAR_CAPS	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC06_NONPRIMITIVE_CAP	ORBIFOLD_OR_SINGULAR	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC07_PERIODIC_TORUS_BUNDLE	REGULAR_IF_ENDPOINT_JETS_MATCH_MONODROMY	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC08_MIRROR_DOUBLE	DEPENDS_ON_FIXED_SET_AND_JETS	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC09_NONORIENTABLE_GLUE	REGULAR_BUNDLE_POSSIBLE	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	NONORIENTABLE_GLUE_MAY_OBSTRUCT_GLOBAL_TIME_ORIENTATION__LOCAL_CAUSAL_TYPE_SURVIVES	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC10_STRATIFIED_PROJECTOR	METRIC_MAY_BE_REGULAR_PROJECTOR_FINE_SPLIT_FAILS	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	STRATIFIED_PROJECTOR_ROW_CAN_RECORD_TYPE_CHANGE__COMPLETE_METRIC_WITNESS_STILL_REQUIRED	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC11_NONINTEGRABLE_DISTRIBUTION	REGULAR_DISTRIBUTION	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	NONINTEGRABLE_ROW_CAN_HOST_TWIST__CAUSAL_TYPE_ALONE_DOES_NOT_SUPPLY_IT	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
UNIFORMLY_TIMELIKE	384	11904	FC12_RECIPROCAL_TORIC_DIAGONAL	PROFILE_AND_ENDPOINT_DEPENDENT	LOCAL_TIMELIKE_DPHI_BRANCH	EXTEND_DPHI_SIGN_AND_LINE_COCYCLE__SELECT_NO_FUTURE_OR_CLOCK_SCALE	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
