identity_id	bank	carrier_id	mask_id	phi_structural_bit	causal_status	gradient_status	gradient_root	metric_status	determinant_sign	s_at_u0	s_at_umid	s_at_u1	certified_interval_boxes	unresolved_boxes	maximum_subdivision_depth	certified_minimum_abs_s_lower_bound	certificate_sha256	domain_status
B0_R01_1_M6	B0	R01_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_M7	B0	R01_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_M8	B0	R01_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036273191589566783	0.00031980724776446066	1	0	0	0.00013107547986142366	0f76fd55713089abe85484732d324ce36f0c2d18139a751a1b7d7e3ba9a2202f	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_M9	B0	R01_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036244170861743277	0.00031945045893864754	1	0	0	0.00012936209028017298	76279df3cbee8ba6a7fb1f689fbb139fd97c36a9cea644dfd7d9a803a26742ab	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_MA	B0	R01_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035965626738704352	0.00031402127553759881	1	0	0	0.00011788293876429141	90144b7b2b5bf06d85e9f4f99d22813f4ff47967ac152b79c861782f5f554135	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_MB	B0	R01_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035936606010880846	0.00031366448671178563	1	0	0	0.00011616954918304074	aedfa742e4e2857dcb3f5ea98560cb8d93fef827b744c5a0ab2b44836a3b7d9a	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_MC	B0	R01_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035775893755936609	0.00030886506716508037	1	0	0	0.00011798186988036743	00678a54eb79cdda45584330e00794a42d55d51d91bcc4360b548c447c7cb76a	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_MD	B0	R01_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035746089313247323	0.00030847496048077699	1	0	0	0.00011624733132632589	c1160d57e6f3467cc50167b16d211e4e7d134b9d622dbf59b6431ab5c9668ea0	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_ME	B0	R01_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035468328905074179	0.00030307909493821846	1	0	0	0.00010478932878323518	e08ed974dd3118d576ae8031bb1e07adb49d7b411f16131d1342d2a0f57139fc	LOCAL_ANALYTIC_CHART_ONLY
B0_R01_1_MF	B0	R01_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035438524462384893	0.00030268898825391513	1	0	0	0.00010305479022919362	d8adcda5865b0a0b92fc4b4de11513c9443b60658404eb6fce6418233b0532e5	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M0	B0	R02_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M1	B0	R02_1	M1	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M2	B0	R02_1	M2	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M3	B0	R02_1	M3	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M4	B0	R02_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M5	B0	R02_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M6	B0	R02_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M7	B0	R02_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M8	B0	R02_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036273191589566783	0.00031980724776446066	1	0	0	0.00013107547986142366	0f76fd55713089abe85484732d324ce36f0c2d18139a751a1b7d7e3ba9a2202f	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_M9	B0	R02_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036303738443135586	0.00032023927581602594	1	0	0	0.00013082186462984048	64e1e7aed418b753db62cf75d00d6bd60be45ab976aa28d65c6d13e5e6355d75	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_MA	B0	R02_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035965626738704352	0.00031402127553759881	1	0	0	0.00011788293876429141	90144b7b2b5bf06d85e9f4f99d22813f4ff47967ac152b79c861782f5f554135	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_MB	B0	R02_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035996173592273156	0.00031445330358916403	1	0	0	0.00011762932353270824	f0245e0bd9e516f8363f15f2f09018c11d3ac86d0c16a2e4cc450971daf54194	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_MC	B0	R02_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036745072172531006	0.00033023570401424595	1	0	0	0.0001286648796466507	79456234f509061ea18dee29ec09a0022fbe25d0e4b1a113bc83d7165b78a022	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_MD	B0	R02_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036776674692355551	0.00033071234012797726	1	0	0	0.00012849346035151245	37fcf992a6f8a769a895c821e9f0cb7c16964196a9de51db60986651084debff	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_ME	B0	R02_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036437507321668576	0.00032444973178738409	1	0	0	0.00011547233854951845	270c940de61937c4e11f5029c3facc41560e544b712570cb46b9b963ec6c2dd6	LOCAL_ANALYTIC_CHART_ONLY
B0_R02_1_MF	B0	R02_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.0003646910984149312	0.0003249263679011154	1	0	0	0.0001153009192543802	c4c656bf19ad83fc42e8676719a1ea96a5e582c88608cab6a6756ab9c18ac910	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M0	B0	R03_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M1	B0	R03_1	M1	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M2	B0	R03_1	M2	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M3	B0	R03_1	M3	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M4	B0	R03_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M5	B0	R03_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M6	B0	R03_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M7	B0	R03_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M8	B0	R03_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036273191589566783	0.00031980724776446066	1	0	0	0.00013107547986142366	0f76fd55713089abe85484732d324ce36f0c2d18139a751a1b7d7e3ba9a2202f	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_M9	B0	R03_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00036188463985746484	0.00031845575738664021	1	0	0	0.00012911174771713181	370787b69e9c3e73d9c146e3dce50f8fad220837b7615a7de31e03583454cef5	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_MA	B0	R03_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035296298647613549	0.0002997493049065337	1	0	0	0.00011176911392044172	e1a4631db3be95e4e66cceec9b5264b1e251ff329199d1e7546590af82546bb4	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_MB	B0	R03_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035211571043793251	0.00029839781452871319	1	0	0	0.00010980538177614989	e2670249973529e378e9b4a918badd642140f5ee3eb30c60c34ab126eede4e05	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_MC	B0	R03_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035641263522006038	0.00030666513103465385	1	0	0	0.00011586190207375187	5d7f9f8b880bbf0a12b0d29b580b6217b2284f1fae4f32a5a0b9b866b001e924	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_MD	B0	R03_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00035554732378547408	0.00030524696598500922	1	0	0	0.00011388742264049433	8cae4ebc8684424681625e01dd3e4c8d3b338d664618704041e52aeede36a5ed	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_ME	B0	R03_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.0003466437058005281	0.00028660718817672683	1	0	0	9.655553613276992e-05	9705e48ce998c45bd062560f19aa6fe109e6f04fc7a1616df02f160de22eae75	LOCAL_ANALYTIC_CHART_ONLY
B0_R03_1_MF	B0	R03_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00040555009948829414	0.00034577839436594174	0.00028518902312708221	1	0	0	9.4581056699512376e-05	173827b8f26e045f6843800701d152220f9e70207cfa75ad0bbf203f882475c9	LOCAL_ANALYTIC_CHART_ONLY
B0_R04_1_M0	B0	R04_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
