target_path	target_kind	source	line	category
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	TRACKED_NESTED	MEMORY.md	11	STARTUP
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	TRACKED_NESTED	HANDOFF.md	14	STARTUP
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	TRACKED_NESTED	INDEX.md	17	STARTUP
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	TRACKED_NESTED	LIVE.md	38	STARTUP
native_action_final_adjudication_2026-07-18/LAY_DECISION_TREE.md	TRACKED_NESTED	HANDOFF.md	14	STARTUP
native_action_final_adjudication_2026-07-18/LAY_DECISION_TREE.md	TRACKED_NESTED	INDEX.md	17	STARTUP
native_action_final_adjudication_2026-07-18/LAY_DECISION_TREE.md	TRACKED_NESTED	LIVE.md	38	STARTUP
noNull_F_postreturn_audit.json	ROOT_FILE	INDEX.md	37	STARTUP
noNull_F_postreturn_audit.json	ROOT_FILE	INDEX.md	37	TEXT_REFERENCE
noNull_behavioral_F.py	ROOT_FILE	INDEX.md	36	STARTUP
noNull_behavioral_F.py	ROOT_FILE	INDEX.md	36	TEXT_REFERENCE
noNull_behavioral_F_results.md	ROOT_FILE	HANDOFF.md	57	STARTUP
noNull_behavioral_F_results.md	ROOT_FILE	HANDOFF.md	57	TEXT_REFERENCE
noNull_behavioral_F_results.md	ROOT_FILE	INDEX.md	37	STARTUP
noNull_behavioral_F_results.md	ROOT_FILE	INDEX.md	37	TEXT_REFERENCE
noNull_behavioral_F_results.md	ROOT_FILE	LIVE.md	10	STARTUP
noNull_behavioral_F_results.md	ROOT_FILE	LIVE.md	10	TEXT_REFERENCE
noNull_behavioral_F_results.md	ROOT_FILE	LIVE.md	84	STARTUP
noNull_boundary_virial.py	ROOT_FILE	INDEX.md	13	STARTUP
noNull_boundary_virial.py	ROOT_FILE	INDEX.md	13	TEXT_REFERENCE
noNull_boundary_virial_results.md	ROOT_FILE	HANDOFF.md	64	STARTUP
noNull_boundary_virial_results.md	ROOT_FILE	HANDOFF.md	64	TEXT_REFERENCE
noNull_boundary_virial_results.md	ROOT_FILE	INDEX.md	7	STARTUP
noNull_boundary_virial_results.md	ROOT_FILE	INDEX.md	7	TEXT_REFERENCE
noNull_boundary_virial_results.md	ROOT_FILE	LIVE.md	10	STARTUP
noNull_boundary_virial_results.md	ROOT_FILE	LIVE.md	10	TEXT_REFERENCE
noNull_boundary_virial_results.md	ROOT_FILE	LIVE.md	68	STARTUP
noNull_boxscout_build.py	ROOT_FILE	INDEX.md	40	STARTUP
noNull_boxscout_build.py	ROOT_FILE	INDEX.md	40	TEXT_REFERENCE
noNull_boxscout_observables.json	ROOT_FILE	LIVE.md	76	STARTUP
noNull_boxscout_observables.json	ROOT_FILE	LIVE.md	76	TEXT_REFERENCE
noNull_energy.py	ROOT_FILE	INDEX.md	10	STARTUP
noNull_energy.py	ROOT_FILE	INDEX.md	10	TEXT_REFERENCE
noNull_energy.py	ROOT_FILE	LIVE.md	99	STARTUP
noNull_energy.py	ROOT_FILE	LIVE.md	99	TEXT_REFERENCE
noNull_hess_h2fit_log.txt	ROOT_FILE	HANDOFF.md	63	STARTUP
noNull_hess_h2fit_log.txt	ROOT_FILE	HANDOFF.md	63	TEXT_REFERENCE
noNull_hess_h2fit_log.txt	ROOT_FILE	INDEX.md	9	STARTUP
noNull_hess_h2fit_log.txt	ROOT_FILE	INDEX.md	9	TEXT_REFERENCE
noNull_hess_refine.py	ROOT_FILE	INDEX.md	11	STARTUP
noNull_hess_refine.py	ROOT_FILE	INDEX.md	11	TEXT_REFERENCE
noNull_hess_refine_256_log.txt	ROOT_FILE	INDEX.md	8	STARTUP
noNull_hess_refine_256_log.txt	ROOT_FILE	INDEX.md	8	TEXT_REFERENCE
noNull_phaseG_mass.py	ROOT_FILE	INDEX.md	13	STARTUP
noNull_phaseG_mass.py	ROOT_FILE	INDEX.md	13	TEXT_REFERENCE
noNull_phaseG_mass_ALL.json	ROOT_FILE	LIVE.md	75	STARTUP
noNull_phaseG_mass_ALL.json	ROOT_FILE	LIVE.md	75	TEXT_REFERENCE
noNull_phaseG_mass_results.md	ROOT_FILE	HANDOFF.md	64	STARTUP
noNull_phaseG_mass_results.md	ROOT_FILE	HANDOFF.md	64	TEXT_REFERENCE
noNull_phaseG_mass_results.md	ROOT_FILE	INDEX.md	6	STARTUP
noNull_phaseG_mass_results.md	ROOT_FILE	INDEX.md	6	TEXT_REFERENCE
noNull_phaseG_mass_results.md	ROOT_FILE	LIVE.md	10	STARTUP
noNull_phaseG_mass_results.md	ROOT_FILE	LIVE.md	10	TEXT_REFERENCE
noNull_phaseG_mass_results.md	ROOT_FILE	LIVE.md	63	STARTUP
noNull_precond.py	ROOT_FILE	INDEX.md	11	STARTUP
noNull_precond.py	ROOT_FILE	INDEX.md	11	TEXT_REFERENCE
noNull_resolve.py	ROOT_FILE	INDEX.md	11	STARTUP
noNull_resolve.py	ROOT_FILE	INDEX.md	11	TEXT_REFERENCE
noNull_schur_inertia.py	ROOT_FILE	INDEX.md	12	STARTUP
noNull_schur_inertia.py	ROOT_FILE	INDEX.md	12	TEXT_REFERENCE
noNull_schur_inertia_ALL.json	ROOT_FILE	HANDOFF.md	63	STARTUP
noNull_schur_inertia_ALL.json	ROOT_FILE	HANDOFF.md	63	TEXT_REFERENCE
noNull_schur_inertia_ALL.json	ROOT_FILE	INDEX.md	9	STARTUP
noNull_schur_inertia_ALL.json	ROOT_FILE	INDEX.md	9	TEXT_REFERENCE
noNull_schur_verify.py	ROOT_FILE	INDEX.md	12	STARTUP
noNull_schur_verify.py	ROOT_FILE	INDEX.md	12	TEXT_REFERENCE
noNull_virial_identity_derivation.md	ROOT_FILE	HANDOFF.md	64	STARTUP
noNull_virial_identity_derivation.md	ROOT_FILE	INDEX.md	8	STARTUP
noNull_virial_identity_derivation.md	ROOT_FILE	INDEX.md	8	TEXT_REFERENCE
phaseG_evidence_2026-07-16/	DIRECTORY	INDEX.md	41	STARTUP
phaseG_evidence_2026-07-16/	DIRECTORY	LIVE.md	101	STARTUP
simple_metric_Charles_rulings_center_dS_2026-07-09.md	ROOT_FILE	HANDOFF.md	114	STARTUP
simple_metric_Charles_rulings_center_dS_2026-07-09.md	ROOT_FILE	HANDOFF.md	114	TEXT_REFERENCE
simple_metric_Charles_rulings_center_dS_2026-07-09.md	ROOT_FILE	INDEX.md	71	STARTUP
simple_metric_Charles_rulings_center_dS_2026-07-09.md	ROOT_FILE	INDEX.md	71	TEXT_REFERENCE
simple_metric_EOS_power_window_dS_results.md	ROOT_FILE	HANDOFF.md	96	STARTUP
simple_metric_EOS_power_window_dS_results.md	ROOT_FILE	HANDOFF.md	96	TEXT_REFERENCE
simple_metric_EOS_power_window_dS_results.md	ROOT_FILE	INDEX.md	70	STARTUP
simple_metric_EOS_power_window_dS_results.md	ROOT_FILE	INDEX.md	70	TEXT_REFERENCE
simple_metric_FE_rederive.py	ROOT_FILE	INDEX.md	64	STARTUP
simple_metric_FE_rederive.py	ROOT_FILE	INDEX.md	64	TEXT_REFERENCE
simple_metric_HL_unification_results.md	ROOT_FILE	INDEX.md	92	STARTUP
simple_metric_HL_unification_results.md	ROOT_FILE	INDEX.md	92	TEXT_REFERENCE
simple_metric_L_native_optical_derive_results.md	ROOT_FILE	INDEX.md	92	STARTUP
simple_metric_L_native_optical_derive_results.md	ROOT_FILE	INDEX.md	92	TEXT_REFERENCE
simple_metric_L_wall_regularity_closure_results.md	ROOT_FILE	HANDOFF.md	82	STARTUP
simple_metric_L_wall_regularity_closure_results.md	ROOT_FILE	HANDOFF.md	82	TEXT_REFERENCE
simple_metric_WR_L_center_invariants_second_pass_results.md	ROOT_FILE	INDEX.md	68	STARTUP
simple_metric_WR_L_center_invariants_second_pass_results.md	ROOT_FILE	INDEX.md	68	TEXT_REFERENCE
simple_metric_WR_L_center_nogo_atlas_results.md	ROOT_FILE	INDEX.md	67	STARTUP
simple_metric_WR_L_center_nogo_atlas_results.md	ROOT_FILE	INDEX.md	67	TEXT_REFERENCE
simple_metric_WR_L_center_recenter_exclusion_results.md	ROOT_FILE	HANDOFF.md	93	STARTUP
simple_metric_WR_L_center_recenter_exclusion_results.md	ROOT_FILE	HANDOFF.md	93	TEXT_REFERENCE
simple_metric_WR_L_center_recenter_exclusion_results.md	ROOT_FILE	INDEX.md	69	STARTUP
simple_metric_WR_L_center_recenter_exclusion_results.md	ROOT_FILE	INDEX.md	69	TEXT_REFERENCE
simple_metric_WR_L_external_triple_blind_audit_results.md	ROOT_FILE	HANDOFF.md	77	STARTUP
simple_metric_WR_L_external_triple_blind_audit_results.md	ROOT_FILE	HANDOFF.md	77	TEXT_REFERENCE
simple_metric_alpha_restoring_probe_results.md	ROOT_FILE	INDEX.md	74	STARTUP
simple_metric_alpha_restoring_probe_results.md	ROOT_FILE	INDEX.md	74	TEXT_REFERENCE
simple_metric_center_dS_external_verify_pass_results.md	ROOT_FILE	INDEX.md	72	STARTUP
simple_metric_center_dS_external_verify_pass_results.md	ROOT_FILE	INDEX.md	72	TEXT_REFERENCE
simple_metric_dS_native_any_alpha_closed_results.md	ROOT_FILE	INDEX.md	73	STARTUP
simple_metric_dS_native_any_alpha_closed_results.md	ROOT_FILE	INDEX.md	73	TEXT_REFERENCE
simple_metric_kaleidoscope_MAP.md	ROOT_FILE	INDEX.md	93	STARTUP
simple_metric_kaleidoscope_MAP.md	ROOT_FILE	INDEX.md	93	TEXT_REFERENCE
simple_metric_kaleidoscope_MINE_results.md	ROOT_FILE	INDEX.md	93	STARTUP
simple_metric_kaleidoscope_MINE_results.md	ROOT_FILE	INDEX.md	93	TEXT_REFERENCE
simple_metric_mass_xmax_cascade.md	ROOT_FILE	INDEX.md	97	STARTUP
simple_metric_mass_xmax_cascade.md	ROOT_FILE	INDEX.md	97	TEXT_REFERENCE
simple_metric_timelive_AP_exact_derive_results.md	ROOT_FILE	INDEX.md	96	STARTUP
simple_metric_timelive_AP_exact_derive_results.md	ROOT_FILE	INDEX.md	96	TEXT_REFERENCE
simple_metric_timelive_residual_appearance_MAP.md	ROOT_FILE	INDEX.md	95	STARTUP
simple_metric_timelive_residual_appearance_MAP.md	ROOT_FILE	INDEX.md	95	TEXT_REFERENCE
stability_branch_follow_256_DECISION.md	ROOT_FILE	LIVE.md	11	STARTUP
stability_branch_follow_256_DECISION.md	ROOT_FILE	LIVE.md	11	TEXT_REFERENCE
stability_branch_follow_256_DECISION.md	ROOT_FILE	MEMORY.md	24	STARTUP
stability_branch_follow_256_DECISION.md	ROOT_FILE	MEMORY.md	24	TEXT_REFERENCE
tests/	DIRECTORY	INDEX.md	99	STARTUP
threadB_WORKSTATION_DISPATCH.md	ROOT_FILE	INDEX.md	76	STARTUP
threadB_WORKSTATION_DISPATCH.md	ROOT_FILE	INDEX.md	76	TEXT_REFERENCE
threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md	ROOT_FILE	INDEX.md	79	STARTUP
threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md	ROOT_FILE	INDEX.md	79	TEXT_REFERENCE
threadB_coupled_cell_flatness_Lselector_CHARTER.md	ROOT_FILE	INDEX.md	75	STARTUP
threadB_coupled_cell_flatness_Lselector_CHARTER.md	ROOT_FILE	INDEX.md	75	TEXT_REFERENCE
threadB_f2d_drain_solver_first_MAP.md	ROOT_FILE	INDEX.md	77	STARTUP
threadB_f2d_drain_solver_first_MAP.md	ROOT_FILE	INDEX.md	77	TEXT_REFERENCE
threadB_f2d_mirror_vs_wall_results.md	ROOT_FILE	INDEX.md	80	STARTUP
threadB_f2d_mirror_vs_wall_results.md	ROOT_FILE	INDEX.md	80	TEXT_REFERENCE
threadB_f2d_nonround_topological_audit_results.md	ROOT_FILE	INDEX.md	78	STARTUP
threadB_f2d_nonround_topological_audit_results.md	ROOT_FILE	INDEX.md	78	TEXT_REFERENCE
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	ROOT_FILE	HANDOFF.md	101	STARTUP
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	ROOT_FILE	HANDOFF.md	101	TEXT_REFERENCE
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	ROOT_FILE	INDEX.md	81	STARTUP
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	ROOT_FILE	INDEX.md	81	TEXT_REFERENCE
verifier_evidence_2026-07-14/	DIRECTORY	INDEX.md	42	STARTUP
verify_noNull_behavioral_F.py	ROOT_FILE	INDEX.md	37	STARTUP
verify_noNull_behavioral_F.py	ROOT_FILE	INDEX.md	37	TEXT_REFERENCE
verify_noNull_boundary_virial.py	ROOT_FILE	INDEX.md	14	STARTUP
verify_noNull_boundary_virial.py	ROOT_FILE	INDEX.md	14	TEXT_REFERENCE
verify_noNull_phaseG_mass.py	ROOT_FILE	INDEX.md	13	STARTUP
verify_noNull_phaseG_mass.py	ROOT_FILE	INDEX.md	13	TEXT_REFERENCE
