path	sha256	git_blob	first_commit	first_date	last_commit	last_date	family	operator_provenance	physical_choices	current_disposition	current_background_solve_authorized	contains_einstein_token	contains_carrier_or_l2l4_token	contains_chosen_or_proxy_token	contains_boundary_pin_token
legacy/root_oneoffs_2026-07-01/timelive_nonround_structural.py	44e6bc1a57a4752cf72f4b192a5c9e103f9d0f0de7a4e6c121b39a1b630e1585	1f9d6f9c8d2e911f6039a95ad74b58b5e9258b8a	4632385bf35b63c7cec379553e903923e5176c3f	2026-06-19T09:29:37-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	F04_NONROUND_SL_PROXY	CHOSEN_SCALAR_STURM_LIOUVILLE_PROXY_AND_BOUNDARY_DATA	legacy_scalar_equation;linearization;chosen_profiles;Dirichlet_or_Neumann;finite_box	HISTORICAL_SCOPED_PROXY_NOT_CURRENT_NATIVE_BACKGROUND	NO	FALSE	FALSE	TRUE	TRUE
legacy/root_oneoffs_2026-07-01/timelive_nonround_verif_claim1.py	45227a86df64c629c381133412ff1edc20b3b5b592e21ac4d6cc2d919986bfed	1e8bdcdfa16b866d23af98f6ae5a4dbad83d1157	4632385bf35b63c7cec379553e903923e5176c3f	2026-06-19T09:29:37-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	F04_NONROUND_SL_PROXY	CHOSEN_SCALAR_STURM_LIOUVILLE_PROXY_AND_BOUNDARY_DATA	legacy_scalar_equation;linearization;chosen_profiles;Dirichlet_or_Neumann;finite_box	HISTORICAL_SCOPED_PROXY_NOT_CURRENT_NATIVE_BACKGROUND	NO	FALSE	FALSE	FALSE	TRUE
legacy/root_oneoffs_2026-07-01/timelive_nonround_verif_claim2.py	f40773a68fd11529eedbb84d3d0855702defd6812f252940c6086fdc79f7fcac	56d1e22be1855b6484cf42bde032e708530fcbf7	4632385bf35b63c7cec379553e903923e5176c3f	2026-06-19T09:29:37-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	F04_NONROUND_SL_PROXY	CHOSEN_SCALAR_STURM_LIOUVILLE_PROXY_AND_BOUNDARY_DATA	legacy_scalar_equation;linearization;chosen_profiles;Dirichlet_or_Neumann;finite_box	HISTORICAL_SCOPED_PROXY_NOT_CURRENT_NATIVE_BACKGROUND	NO	TRUE	TRUE	TRUE	FALSE
legacy/root_oneoffs_2026-07-01/timelive_nonround_verif_claim3.py	0284e896b75cf4f7fd3fdae53e432fe5620971a56568da612361aa87f31183d6	ca6ed2f428de3ac730900c841c03c683e114d043	4632385bf35b63c7cec379553e903923e5176c3f	2026-06-19T09:29:37-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	F04_NONROUND_SL_PROXY	CHOSEN_SCALAR_STURM_LIOUVILLE_PROXY_AND_BOUNDARY_DATA	legacy_scalar_equation;linearization;chosen_profiles;Dirichlet_or_Neumann;finite_box	HISTORICAL_SCOPED_PROXY_NOT_CURRENT_NATIVE_BACKGROUND	NO	FALSE	FALSE	TRUE	TRUE
legacy/root_oneoffs_2026-07-01/w4b_evolib.py	c33074bce87517bebff7c2e2c4c20c870ebdb4a8a84b443d907c45476fc3b8f3	ba4537ddf57f884d635b7530fb5ac6fa4afd4ceb	22439dc1a1dc5d41fd96390c19b813ec9b377d91	2026-06-12T12:28:15-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	F05_W_CHANNEL_ACTION	SUPPLIED_W_CHANNEL_ACTION_ON_FROZEN_OR_QUASISTATIC_BACKGROUND	W_wave_action;source_branch;kappa;frozen_geometry;boundary_classifier	HISTORICAL_BLOCKED_CURRENT_NATIVE_BACKGROUND_SOLVE	NO	FALSE	FALSE	TRUE	TRUE
legacy/root_oneoffs_2026-07-01/w5_arm2_p3_evolve.py	c8ae67c8ab209ec7ba5f02bf8eebe2875018fc45d32aee4e51c47e2f5b498f8e	080c854998f37079288b8b1211dce6fa30cb91d0	cf50ca80837bdd2f0ca84ab8cf95aaeca6d9d3a0	2026-06-12T16:12:35-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	F05_W_CHANNEL_ACTION	SUPPLIED_W_CHANNEL_ACTION_ON_FROZEN_OR_QUASISTATIC_BACKGROUND	W_wave_action;source_branch;kappa;frozen_geometry;boundary_classifier	HISTORICAL_BLOCKED_CURRENT_NATIVE_BACKGROUND_SOLVE	NO	FALSE	FALSE	FALSE	TRUE
simple_metric_angular_timelive_L.py	774a4d8d050b25e868b0ac3ca74e5c220627657588a89320510a6bc2d557e355	1d37e74ea5247e0ef6ec4f34d1833c78203e9525	072e3d50b87808b5cb99f2d9660a0d735f918669	2026-07-09T15:33:08-04:00	072e3d50b87808b5cb99f2d9660a0d735f918669	2026-07-09T15:33:08-04:00	F06_SIMPLE_L_SPECTRUM	CHOSEN_L_BACKGROUND_SPECTRAL_OPERATOR_AND_CUTOFF	fixed_L_background;spherical_harmonic_ell;Dirichlet_endpoints;epsilon_cutoff	HISTORICAL_CONDITIONAL_SPECTRAL_READOUT_NOT_BACKGROUND_DYNAMICS	NO	FALSE	FALSE	FALSE	TRUE
udt_time_live_characteristic_flux_audit_2026-07-21/derive_time_live_flux.py	59ac5a15138c252e8bbccaa05ee027002fa707079bb53d0267db93d9ac25a03a	c2bcc09acc41042b5a8c6861dbe0ac486065a46a	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	F07_C2_EH_FLUX	CONDITIONAL_C2_BACH_AND_EH_PRINCIPAL_BOUNDARY_COMPARISON	conditional_C2_lane;conditional_EH_lane;flat_principal_symbol;candidate_polarizations	RETAINED_CONDITIONAL_OPERATOR_COMPARISON_NOT_SELECTED_DYNAMICS	NO	TRUE	TRUE	TRUE	FALSE
udt_time_live_characteristic_flux_audit_2026-07-21/verify_time_live_flux.py	99720b678175c0e25f16940dfad33c471eea3b898a1680adbcc6693b793a5388	4051f403a46091c7970e03d347bcd9cf29747d18	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	F07_C2_EH_FLUX	CONDITIONAL_C2_BACH_AND_EH_PRINCIPAL_BOUNDARY_COMPARISON	conditional_C2_lane;conditional_EH_lane;flat_principal_symbol;candidate_polarizations	RETAINED_CONDITIONAL_OPERATOR_COMPARISON_NOT_SELECTED_DYNAMICS	NO	FALSE	FALSE	FALSE	FALSE
udt_timelive_spherical_areal_polarization_audit_2026-07-22/derive_timelive_areal_polarization.py	3f3041ece12786c3424f58bef0432bf8d93c0d09fea4e28a84b579e5f7dd4ef9	3ae6e5812c33f339edc7adb955805c6d32d83756	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	F08_SPHERICAL_AREAL_KINEMATICS	METRIC_KINEMATIC_SPHERICAL_AREAL_IDENTITIES	spherical_orbit_reduction;conditional_physical_representative;areal_scalar	RETAINED_CONDITIONAL_KINEMATICS_NOT_BACKGROUND_DYNAMICS	NO	FALSE	FALSE	FALSE	FALSE
udt_timelive_spherical_areal_polarization_audit_2026-07-22/verify_timelive_areal_polarization.py	77bd2167334782dda97db0cf7f9fc9552f31725680a9c66480688bb67d10f35b	c0e3e992f95019de6f100bcaba797ab7d98caec1	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	F08_SPHERICAL_AREAL_KINEMATICS	METRIC_KINEMATIC_SPHERICAL_AREAL_IDENTITIES	spherical_orbit_reduction;conditional_physical_representative;areal_scalar	RETAINED_CONDITIONAL_KINEMATICS_NOT_BACKGROUND_DYNAMICS	NO	FALSE	TRUE	FALSE	FALSE
