source_id	path	sha256	size_bytes
S012	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	4043
S013	complete_coframe_seal_involution_2026-07-20/EXTENSION_FAMILY_LEDGER.tsv	67d7741273b9435e11e37b9a4f393c46b466e02e15cf4e0ded45a0f828968d19	2561
S014	complete_coframe_seal_involution_2026-07-20/COMPLETE_EXTENSION_WITNESSES.tsv	a3f5a51f31b498f619ecc0f60ba9daf726389e230f12bca245a5c11d60c456c6	1689
S015	complete_coframe_seal_involution_2026-07-20/REQUIREMENT_MATRIX.tsv	b00793a9aeb8e4a16997057942e7690a7e9a425546661ce8bec1345f675d3b36	1412
S016	complete_coframe_seal_involution_2026-07-20/OUTCOME_BRANCH_LEDGER.tsv	bf36b15efacfb471a5ccc81864844ad70a84e083e65b696ea9eb429f8d6bf5df	874
S017	complete_coframe_seal_involution_2026-07-20/STATUS_LEDGER.tsv	166c2678bc04eab622cc189654f7f54d1349571ba55108bf98fc2286b5effe6f	3470
S018	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
S019	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
S020	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	5319ef65da9f8a6dcf610ebfaee2a5ad8502f639e290eaea34c9cb8c8c0e33ad	15662
S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	9b7fa3b4d761f36e3c70276450c08c36af264ff67668b8b5b2f1073d7a7bb0a6	33328
S022	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	8337c04d5b5b5aac858e980baa937771060bced8db4eecf8362b630d7815f4df	4019
S023	udt_global_metric_assembly_atlas_2026-07-22/TORUS_MONODROMY_REGISTRY.tsv	48562720a667148a750a0835a58194ca3b411593216059cccbae3fb22e83925a	952
S024	udt_global_metric_assembly_atlas_2026-07-22/STATUS_LEDGER.tsv	56b2956a0dbbe01f0e45f56152a29ff7bb50949535bd00e4ebe698a20a14b64a	2339
S025	udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	422a96a0b8ce50b1b74c0e7ea78ac9b0f6ec2d5ef8ea59c69c2b3f9941f25df7	6490
S026	udt_finite_cell_cartan_transport_atlas_2026-07-23/FINITE_CELL_CARTAN_TRANSPORT_ATLAS.tsv	b2db6f89a1b31f0264f06a7f81512b3f944202f070915409d8106d4ee414d264	8818
S027	udt_finite_cell_cartan_transport_atlas_2026-07-23/COMPLETION_CAUSAL_CROSS.tsv	d6893363db13a0fa9e1f6acbd37c7070baf0618c81033fd69e59ae51c85d2729	15446
S028	udt_finite_cell_cartan_transport_atlas_2026-07-23/CAUSAL_TRANSITION_ATLAS.tsv	dbafaa7f3d47aab4f799172a0d2c863cc7fc7b86f9b4836cdfe972ce57805114	1267
S029	udt_finite_cell_cartan_transport_atlas_2026-07-23/CONNECTION_BLOCK_ATLAS.tsv	31debcb2bc5d4a2848be76e229eada016aea64eeb66ce0974d19536efa0eef4c	992
S030	udt_finite_cell_cartan_transport_atlas_2026-07-23/STATUS_LEDGER.tsv	df6ab72b00a0e24cee5e85b9cfd9a54ab1a04f11daeb83532ef5eabb8bcf2e85	4772
S031	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	4176
S032	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	d671ca8836b0a53c572494c89fdbc7c166546dfaa91ad8a85e2930a195bc6d6f	1466
S033	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_ASSEMBLY_ATLAS.tsv	09bb38e360afbff55cc438ebc0b283e2a5f34c02921278bcb3039f18ee0db551	1900
S034	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/ASSEMBLY_GATE_UNIVERSE.tsv	9a962b997af27524555bce3ef31379af45033206f654a95a45a5d1115de56db9	1033
S035	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/ASSEMBLY_GATE_OUTCOMES.tsv	18347f1be015b6fe3a03bc67f7e5253120fafd140236897c3b48fdecd065c00c	1431
S036	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/HOMOGENEOUS_HOLONOMY_ATLAS.tsv	f2545d220645e702f192a845c07653c1214a41c03a32592bdd6302054f5cc6c5	212
S037	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	fbc7cdf83cb5744d6bd0b250646d0896ed3b0825a26732687fe70999b96efb4d	1206
S038	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/NEXT_STEP.md	8ed46b2bd1a721230bd21e211d78d987631c6f2712bc71f05c3d9398485faeea	1310
S039	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d	4168
S040	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/BRANCH_PULLBACK_ATLAS.tsv	2ee816c6358882c8e001f771462a2f73646ab8ab26248b9416a20251d25d252e	746
S041	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/COMPLETION_PULLBACK_ATLAS.tsv	9ed3a5b5e181ced2210c8381730d50261eeceda5375f563ccb30cb468ea85176	1869
S042	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194	1500
S043	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EIGHT_GATE_MATRIX.tsv	25625eefda0843e9b4b4829a79cd6c29e40d4c28dca5785f6ba9d319c0983227	1035
S044	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/HOMOGENEOUS_MOTIF_PULLBACK.tsv	446d9cacf2a3c29a98fe65edbe51dd4e9949647374ca3d161ab7f487d368d50c	1204
S045	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/STATUS_LEDGER.tsv	8af07f33599a6e7a7636f968eb0716e1a4f2f82867a173d20d89304265481ae2	1749
S046	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/NEXT_STEP.md	520888e9b8650280b55e68f5b96121cd571324d006ecb290f3a4a52d135c454a	1213
S047	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/AUDIT_REPORT.md	b3cbbd3af7901fda7758b174ba4d90f3f7deabdbbf36b1723c3af5181609cf6a	4691
S048	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/CONFIGURATION_OBJECT_UNIVERSE.tsv	c6b5537a73fa0de664286c884cf83d4c69e8526da61b82c6566c257a93763d01	1835
S049	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/CONFIGURATION_OBJECT_ADJUDICATION.tsv	d36620bf8f0d3ea2bbbbb69c8ac9c7469fc59b4f6b4355baf747665cc6ac911f	4385
S050	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/VARIATION_CANDIDATE_UNIVERSE.tsv	5e90d6e1912b1315da5e0dc9a5932a800ed0930b9a997ca95e7a9085bfe4c4c5	1674
S051	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/VARIATION_DOMAIN_ADJUDICATION.tsv	b2e9df49bab8ef842ee839f9b13d3cc19314a193f0f4086d461929ded65c7f7e	2722
S052	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/OPEN_GATE_MATRIX.tsv	ebcf89f0f6f5d64a87d3987defa93c5d0eb4b9a98bfb3372bc5dfb3e3900d96e	771
S053	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/STATUS_LEDGER.tsv	3d01466ef8306aa280efc6939ac6c1b9f26f9685ff5117657a082e4ef4561e9c	1127
S054	udt_global_functional_dof_constraint_rank_audit_2026-07-26/CORRECTION_LAYER.md	3653fb96d844a9a60eb3288cf8b877b780a9a3f3983b94bf3d84f16c5fa49509	2812
S055	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	bb7d958b7eb99522aedd220bb5a8fd1d30ba0d9552718083495753273c1460b7	1597
S056	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMPLETION_DOF_ATLAS.tsv	cf596206c2cda73c91e0c82c559e231f3e671fab64e37694d0aed8d8efc3abb7	2220
S057	udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	c36a7afe4e18c700c4fb9184a3086f3cc55c3c77a941221c5d5476b63b007778	2365
