sheet_id	chart	bank_pair	carrier_id	mask_id	endpoint_route	derived_class	resolution_u	resolution_lambda	covered_boxes	minimum_positive_s_lower	maximum_negative_s_upper	maximum_partial_lambda_s_upper	root_envelope_minimum	root_envelope_maximum	partition_status	dphi_status	arithmetic	status
R00_1_M8_B2B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B2-B3	R00_1	M8	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	6.2230867909112938e-05	-0.00013073361836550058	-0.0015560806087339151	0.55881647934034151	0.83621707040596005	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M8_B2B3_J2	J2_EVALUATED_COFIELD_JOIN	B2-B3	R00_1	M8	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	9.0709103871249426e-05	-6.2197422425928859e-05	-0.0013424166263528957	0.42421718953196391	0.76779143313092868	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B0B1_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B1	R00_1	M9	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	3.5400698340342103e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B0B1_J2	J2_EVALUATED_COFIELD_JOIN	B0-B1	R00_1	M9	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	9.258236910078214e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B0B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B2	R00_1	M9	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00012244282620834393					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B0B2_J2	J2_EVALUATED_COFIELD_JOIN	B0-B2	R00_1	M9	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011695811707313173					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B0B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B3	R00_1	M9	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	32	128	4096	0.00014587400932444458	-0.00049139957678514265	-0.0025938686778109589	0.72524946670561052	0.98169190215177971	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B0B3_J2	J2_EVALUATED_COFIELD_JOIN	B0-B3	R00_1	M9	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	3.3044318582252061e-05	-0.00038339519125617493	-0.0022102172556109491	0.71081661080670011	0.96664539190152932	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B1B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B2	R00_1	M9	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011761698716566206					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B1B2_J2	J2_EVALUATED_COFIELD_JOIN	B1-B2	R00_1	M9	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	32	128	4096	2.5764100556208023e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B1B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B3	R00_1	M9	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.0002506233943173328	-0.00012162915439842374	-0.0012110979436754312	0.17012211540443165	0.50953280276729596	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B1B3_J2	J2_EVALUATED_COFIELD_JOIN	B1-B3	R00_1	M9	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.00030569388536795614	-0.00018949231545784667	-0.0016812923832541979	0.14530539989670185	0.50898973960258953	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B2B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B2-B3	R00_1	M9	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	4.9340833196792971e-05	-0.00011918101234061384	-0.0014739669403265002	0.55892490533094497	0.83501834101568029	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_M9_B2B3_J2	J2_EVALUATED_COFIELD_JOIN	B2-B3	R00_1	M9	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	8.2410692995736769e-05	-5.3111135476968816e-05	-0.0012754925282220798	0.422725492117691	0.76558853916135539	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B0B1_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B1	R00_1	MA	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	3.1981459858569387e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B0B1_J2	J2_EVALUATED_COFIELD_JOIN	B0-B1	R00_1	MA	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	9.2167425667308544e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B0B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B2	R00_1	MA	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00010193726356701112					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B0B2_J2	J2_EVALUATED_COFIELD_JOIN	B0-B2	R00_1	MA	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011463137100701082					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B0B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B3	R00_1	MA	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	32	128	4096	0.00012417694788698975	-0.00049052728014292583	-0.0025958355287696048	0.72588476607551933	0.98232562738234208	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B0B3_J2	J2_EVALUATED_COFIELD_JOIN	B0-B3	R00_1	MA	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	1.1253703077855598e-05	-0.00038055270418629021	-0.0022013500193004869	0.71094747881045206	0.97110167909907419	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B1B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B2	R00_1	MA	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011923384502813525					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B1B2_J2	J2_EVALUATED_COFIELD_JOIN	B1-B2	R00_1	MA	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	32	128	4096	2.4945292252656912e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B1B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B3	R00_1	MA	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.00024754974157526464	-0.00011808770238842277	-0.0011906263105526996	0.17114330910384598	0.50738537918194537	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B1B3_J2	J2_EVALUATED_COFIELD_JOIN	B1-B3	R00_1	MA	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.00030527781188163799	-0.00018799870369069226	-0.0016777494977482928	0.14566082752578499	0.50662066772666148	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B2B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B2-B3	R00_1	MA	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	4.9984698282202603e-05	-0.0001195605182012243	-0.0014757022014623398	0.55893299927823514	0.83341714913237264	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MA_B2B3_J2	J2_EVALUATED_COFIELD_JOIN	B2-B3	R00_1	MA	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	8.202927182002696e-05	-5.243533950421569e-05	-0.0012819284904937763	0.42190386492463289	0.76539222749455138	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B0B1_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B1	R00_1	MB	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	3.1055991876495068e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B0B1_J2	J2_EVALUATED_COFIELD_JOIN	B0-B1	R00_1	MB	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	9.0945148122181422e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B0B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B2	R00_1	MB	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	9.6697350609408313e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B0B2_J2	J2_EVALUATED_COFIELD_JOIN	B0-B2	R00_1	MB	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.0001145480843823758					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B0B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B3	R00_1	MB	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	32	128	4096	0.00011585379517835722	-0.00048673156351423128	-0.0025715572710128774	0.72502081345221459	0.98116932883399388	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B0B3_J2	J2_EVALUATED_COFIELD_JOIN	B0-B3	R00_1	MB	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	1.0677235657761837e-05	-0.00037230007005968635	-0.0021603820247640374	0.70971311375539392	0.96769767955441688	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B1B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B2	R00_1	MB	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011758502856150272					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B1B2_J2	J2_EVALUATED_COFIELD_JOIN	B1-B2	R00_1	MB	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	32	128	4096	2.5498276789457709e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B1B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B3	R00_1	MB	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.0002437861557480597	-0.00011596235482320501	-0.0011757854223527799	0.17013458433615355	0.50993154667108986	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B1B3_J2	J2_EVALUATED_COFIELD_JOIN	B1-B3	R00_1	MB	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.00029870810854063645	-0.0001842626581614083	-0.0016309443280216505	0.14532916265372972	0.51021762856470854	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B2B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B2-B3	R00_1	MB	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	3.744470176088784e-05	-0.00010818847869508474	-0.0014088710701880126	0.55904365677906098	0.83231820918854516	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MB_B2B3_J2	J2_EVALUATED_COFIELD_JOIN	B2-B3	R00_1	MB	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	7.3976581599289614e-05	-4.3528000242244986e-05	-0.0012188470316423286	0.42038827794003159	0.76330545940703576	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B0B1_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B1	R00_1	MC	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	3.8827027746855153e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B0B1_J2	J2_EVALUATED_COFIELD_JOIN	B0-B1	R00_1	MC	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	8.620462149106135e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B0B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B2	R00_1	MC	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00013247100659487555					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B0B2_J2	J2_EVALUATED_COFIELD_JOIN	B0-B2	R00_1	MC	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.0001150451299406195					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B0B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B3	R00_1	MC	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	32	128	4096	0.00015992263087845625	-0.00049384532043702579	-0.0026064835867504921	0.7249128992253876	0.98231860914740532	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B0B3_J2	J2_EVALUATED_COFIELD_JOIN	B0-B3	R00_1	MC	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	4.4010099844428583e-05	-0.00038644322655409594	-0.0022330322579523446	0.71066343294174594	0.96739217320908943	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B1B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B2	R00_1	MC	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011241487885520672					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B1B2_J2	J2_EVALUATED_COFIELD_JOIN	B1-B2	R00_1	MC	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	32	128	4096	2.2475965946803437e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B1B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B1-B3	R00_1	MC	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.00025161450109845239	-0.00012101462093563736	-0.0012109759788556779	0.1714792942715456	0.50872928498953718	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B1B3_J2	J2_EVALUATED_COFIELD_JOIN	B1-B3	R00_1	MC	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	0.00030828672845329493	-0.00019237412317053672	-0.0017241348569034583	0.1463616711527643	0.50843528810170946	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B2B3_J1	J1_GENERATOR_COEFFICIENT_JOIN	B2-B3	R00_1	MC	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	5.9185202347678276e-05	-0.00012351833236559621	-0.0014979815040422962	0.55560708137870385	0.83797134155199682	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MC_B2B3_J2	J2_EVALUATED_COFIELD_JOIN	B2-B3	R00_1	MC	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	16	64	1024	8.5043424405196579e-05	-5.6089381046398175e-05	-0.0013094950063243065	0.42502562621875523	0.76860792273306722	CLOSED_DOMAIN_EXACT_COVER	NONZERO_COMPONENT_EVERY_ROOT_BOX	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MD_B0B1_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B1	R00_1	MD	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	3.7850251580362634e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MD_B0B1_J2	J2_EVALUATED_COFIELD_JOIN	B0-B1	R00_1	MD	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	8.4744032427991865e-05					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MD_B0B2_J1	J1_GENERATOR_COEFFICIENT_JOIN	B0-B2	R00_1	MD	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.0001275004014567518					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
R00_1_MD_B0B2_J2	J2_EVALUATED_COFIELD_JOIN	B0-B2	R00_1	MD	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	16	64	1024	0.00011495125751921735					CLOSED_DOMAIN_EXACT_COVER	NOT_APPLICABLE	INDEPENDENT_FULL_MATRIX_BINARY64_DIRECTED_INTERVAL	PASS
