endpoint_pair_id	J1_class	J2_class	topological_separator_agreement	J1_lambda_lo	J1_lambda_hi	J2_lambda_lo	J2_lambda_hi	shape_status
R00_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17013458433615355	0.50993154667108986	0.14532916265372972	0.51021762856470865	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55904365677906098	0.83231820918854516	0.42038827794003136	0.76330545940703554	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7249128992253876	0.98231860914740554	0.71066343294174572	0.96739217320908943	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1714792942715456	0.50872928498953707	0.1463616711527643	0.50843528810170946	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55560708137870363	0.83797134155199682	0.42502562621875478	0.76860792273306722	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72378487295125626	0.98247215762525475	0.70909788870996004	0.96581531958709055	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1704711797607926	0.51126216644296973	0.14602935320993568	0.51199871757127768	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55569918858223544	0.83675708301909391	0.42351279743998965	0.76641374339042445	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72471092497444822	0.98179371642227353	0.70955698076987239	0.96845284943124976	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17149205849651347	0.50913068951109586	0.14638521733465501	0.50966243820578683	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55570859159959307	0.83517544222444229	0.42273116935767535	0.76622684038182809	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72373168023963064	0.98194708826860977	0.70811958590116164	0.96506801316929047	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17048369846676334	0.51165643395645011	0.14605308899357869	0.51322558891891834	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_1_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55580265644558813	0.83406043439313382	0.42119445201796107	0.76414712285424946	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307876	0.97004877749382856	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980013	0.14563725420019499	0.50539175709865924	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72290524737857609	0.98200243501464446	0.70742049972563137	0.96530756248450433	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16811954280856098	0.51455611025010883	0.14465202712699307	0.51610044445734948	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55938208890056484	0.83299942130138926	0.41991043632574038	0.76176188779842302	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72507598073251589	0.98654984260079226	0.70861127038428384	0.97401383886811932	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17117262329564317	0.50819874241748042	0.14571064959306299	0.50917815116898613	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55923343320087249	0.82810352067992377	0.41733944626771263	0.76085053178377293	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72287761913585558	0.98045913498468218	0.70492762624619465	0.96390929137149695	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16815954254729157	0.51571430186373335	0.14472726224882512	0.51989852317002361	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55982541507917538	0.82570911084041032	0.41296858625650662	0.75576697923358849	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7218780558006056	0.98387541222498298	0.70707095147867161	0.96682840799301661	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1721744004856198	0.51221022766180058	0.14780422601152851	0.51450658448374886	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54924114821218317	0.84144944448876779	0.42664222169800209	0.77020663963441216	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7177247400062855	0.98434416383564127	0.70074773385800426	0.96682426240615948	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1691665612760844	0.51960419898433707	0.14681467243076027	0.52490663216052669	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54967082641182119	0.83808801846509551	0.42191010154377134	0.76423730414922464	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72194839695643875	0.98231150810514978	0.70442336436622977	0.96612656558719034	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17221675001809941	0.51338975519652918	0.14787722478374962	0.51829499020253345	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5495195216748302	0.83336655734835186	0.4199325689621855	0.76341654799127412	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.71906642689008649	0.98277860582732635	0.69953472690371454	0.96405461080166732	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16920692324379069	0.52073012766604321	0.14688951052017815	0.52872631474296583	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R00_3_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54996838776752155	0.83081784015130278	0.41536692354498389	0.75835675416214177	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307898	0.97004877749382878	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980024	0.14563725420019499	0.50539175709865936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72680363749602461	0.98201268417136134	0.71295673178804042	0.97244394242904353	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17129635133887197	0.50771784768314576	0.14323745084207015	0.50596707348908299	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55059379688394505	0.84550980072310844	0.41624668645401658	0.78232321528107696	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72529979707996317	0.98101107388708997	0.7105889932166175	0.96849559154547438	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17111878867409022	0.50652342286857754	0.14566946572945447	0.50408278335295509	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55932867717522183	0.83304588773356636	0.42258300685758904	0.76524088380676403	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72584482575571119	0.98148271330932813	0.71144238836708917	0.97087255486630186	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17128449253942388	0.50726046307290407	0.14326988991415365	0.50465690284879949	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5511026840367802	0.84234155528745969	0.41461227379000948	0.77975309430040396	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72774829550978237	0.98370941865360295	0.71373204508828436	0.97468162381934198	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17106166439497825	0.50753247183811445	0.14506631339860784	0.5067985068408507	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56249585166585814	0.83379751835568949	0.42322697969107231	0.76678696377900912	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72825145619385345	0.98490334749267971	0.71435294016346862	0.97709835190748928	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17122702741923876	0.50826856804600218	0.14265940579099387	0.50737301894187037	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5543834507050488	0.843225408564099	0.41525107865424865	0.78147916699094566	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72679244051664715	0.98288506794958364	0.71230415558276905	0.97312621672487654	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17104981913636361	0.50707385655371673	0.14509856575410016	0.5054726252358096	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56301355177838086	0.83058885464670562	0.42158462580751371	0.7642074807547844	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72728797250437494	0.98406274661581528	0.71295852023080497	0.97552454462175853	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17121512719563245	0.50780834862319502	0.14269188422391807	0.50604598309029458	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_1_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55489954259820673	0.84001475505964429	0.41360852425716604	0.77887581094726632	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307876	0.97004877749382856	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980013	0.14563725420019499	0.50539175709865924	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72791707262998495	0.98413387781112427	0.71442021954614099	0.97735381651232556	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17163695330020332	0.50924811165849992	0.1384298368544323	0.50718714730752246	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.53311141487325486	0.86332291806006334	0.39993319380370201	0.80938781828292183	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72343504849716866	0.979979244625096	0.70753129962441375	0.96527016499359564	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17109478065201786	0.50569973099433896	0.14573822740922246	0.50177921372699541	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56036331577298737	0.82699881700537137	0.41936918352615943	0.76040847138753598	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7250206025927225	0.9814309709116501	0.70998668599523052	0.9724040725627715	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17160063614795082	0.50795275720259525	0.138533437211489	0.50355908812896466	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.53461004723356298	0.85414397564129907	0.39509925132871232	0.80186927025048227	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7293302623142669	0.99017361620205058	0.71443461629174287	0.98399998673253675	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17092335829006364	0.50863931625224468	0.14391958736000141	0.50963114026091105	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.569474940403771	0.82879409561771833	0.42124902421423233	0.76471375245619189	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73069093363106641	0.99412554283581189	0.71539912849398013	0.99150500271598807	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17142612042953062	0.51088449546542802	0.13664443894364994	0.51141795152128577	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54512346445252435	0.85713044056553411	0.39693355212537823	0.80779248275025239	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72689749031253992	0.98745452820987401	0.71148243015337098	0.97920116397038981	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17088717503507364	0.50733425798369547	0.14402106650973487	0.50586875401942066	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56604871404515367	0.82141767120355824	0.41632749326944735	0.75708850725079813	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72823667841025352	0.99123499597137077	0.71266457214336565	0.98652963029391227	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17138942176206537	0.50956393180454507	0.13674852824787839	0.50764111473099827	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R01_3_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54671382141342162	0.84752949357861829	0.39202792369238687	0.79991937989057182	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R02_1_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307898	0.97004877749382878	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R02_1_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980024	0.14563725420019499	0.50539175709865936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
