sheet_id	endpoint_pair_id	chart	pair_type	primary_class	certified_boxes_or_segments	unresolved_boxes	null_components	lambda_root_envelope_lo	lambda_root_envelope_hi	largest_partial_lambda_s_upper	metric_degeneracies	physical_label
R00_3_MF_B0B1_J1	R00_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_M8_B0B1_J1	R01_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_M9_B0B1_J1	R01_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_MA_B0B1_J1	R01_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_MB_B0B1_J1	R01_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_MC_B0B1_J1	R01_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_MD_B0B1_J1	R01_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_ME_B0B1_J1	R01_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_1_MF_B0B1_J1	R01_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_M8_B0B1_J1	R01_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_M9_B0B1_J1	R01_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_MA_B0B1_J1	R01_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_MB_B0B1_J1	R01_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_MC_B0B1_J1	R01_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_MD_B0B1_J1	R01_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_ME_B0B1_J1	R01_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R01_3_MF_B0B1_J1	R01_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_M8_B0B1_J1	R02_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_M9_B0B1_J1	R02_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_MA_B0B1_J1	R02_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_MB_B0B1_J1	R02_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_MC_B0B1_J1	R02_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_MD_B0B1_J1	R02_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_ME_B0B1_J1	R02_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_1_MF_B0B1_J1	R02_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_M8_B0B1_J1	R02_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_M9_B0B1_J1	R02_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_MA_B0B1_J1	R02_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_MB_B0B1_J1	R02_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_MC_B0B1_J1	R02_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_MD_B0B1_J1	R02_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_ME_B0B1_J1	R02_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R02_3_MF_B0B1_J1	R02_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_M8_B0B1_J1	R03_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_M9_B0B1_J1	R03_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_MA_B0B1_J1	R03_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_MB_B0B1_J1	R03_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_MC_B0B1_J1	R03_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_MD_B0B1_J1	R03_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_ME_B0B1_J1	R03_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_1_MF_B0B1_J1	R03_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_M8_B0B1_J1	R03_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_M9_B0B1_J1	R03_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_MA_B0B1_J1	R03_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_MB_B0B1_J1	R03_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_MC_B0B1_J1	R03_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_MD_B0B1_J1	R03_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_ME_B0B1_J1	R03_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R03_3_MF_B0B1_J1	R03_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	4096	0	0				0	NONE
R04_1_M8_B0B1_J1	R04_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_M9_B0B1_J1	R04_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_MA_B0B1_J1	R04_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_MB_B0B1_J1	R04_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_MC_B0B1_J1	R04_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_MD_B0B1_J1	R04_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_ME_B0B1_J1	R04_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_1_MF_B0B1_J1	R04_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_M8_B0B1_J1	R04_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_M9_B0B1_J1	R04_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_MA_B0B1_J1	R04_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_MB_B0B1_J1	R04_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_MC_B0B1_J1	R04_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_MD_B0B1_J1	R04_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_ME_B0B1_J1	R04_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R04_3_MF_B0B1_J1	R04_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_M8_B0B1_J1	R05_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_M9_B0B1_J1	R05_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_MA_B0B1_J1	R05_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_MB_B0B1_J1	R05_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_MC_B0B1_J1	R05_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_MD_B0B1_J1	R05_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_ME_B0B1_J1	R05_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_1_MF_B0B1_J1	R05_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_M8_B0B1_J1	R05_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_M9_B0B1_J1	R05_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_MA_B0B1_J1	R05_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_MB_B0B1_J1	R05_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_MC_B0B1_J1	R05_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_MD_B0B1_J1	R05_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_ME_B0B1_J1	R05_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R05_3_MF_B0B1_J1	R05_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	4096	0	0				0	NONE
R06_1_M8_B0B1_J1	R06_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_M9_B0B1_J1	R06_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_MA_B0B1_J1	R06_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_MB_B0B1_J1	R06_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_MC_B0B1_J1	R06_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_MD_B0B1_J1	R06_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_ME_B0B1_J1	R06_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_1_MF_B0B1_J1	R06_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_M8_B0B1_J1	R06_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_M9_B0B1_J1	R06_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_MA_B0B1_J1	R06_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_MB_B0B1_J1	R06_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_MC_B0B1_J1	R06_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_MD_B0B1_J1	R06_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_ME_B0B1_J1	R06_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R06_3_MF_B0B1_J1	R06_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_M8_B0B1_J1	R07_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_M9_B0B1_J1	R07_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_MA_B0B1_J1	R07_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_MB_B0B1_J1	R07_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_MC_B0B1_J1	R07_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_MD_B0B1_J1	R07_1_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_ME_B0B1_J1	R07_1_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_1_MF_B0B1_J1	R07_1_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_M8_B0B1_J1	R07_3_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_M9_B0B1_J1	R07_3_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_MA_B0B1_J1	R07_3_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_MB_B0B1_J1	R07_3_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_MC_B0B1_J1	R07_3_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_MD_B0B1_J1	R07_3_MD_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_ME_B0B1_J1	R07_3_ME_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R07_3_MF_B0B1_J1	R07_3_MF_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R08_1_M8_B0B1_J1	R08_1_M8_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R08_1_M9_B0B1_J1	R08_1_M9_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R08_1_MA_B0B1_J1	R08_1_MA_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R08_1_MB_B0B1_J1	R08_1_MB_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
R08_1_MC_B0B1_J1	R08_1_MC_B0B1	J1_GENERATOR_COEFFICIENT_JOIN	SAME_SIGN_CONTROL	UNIFORMLY_SPACELIKE_SHEET	1024	0	0				0	NONE
