moved_path	source	line	column	operational_source	source_immutability	role
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	363	557	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	365	557	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	368	35	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	379	211	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	380	211	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	397	553	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	398	555	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	459	44	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	482	165	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	483	166	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	514	620	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	645	46	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	661	167	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	662	168	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	683	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	684	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	706	241	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	707	242	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	720	698	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	722	725	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	731	547	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	735	43	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	747	227	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	748	228	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	766	569	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/INBOUND_REFERENCES.tsv	767	571	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/MOVE_MAP.tsv	11	312	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/MOVE_MAP.tsv	15	425	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/MOVE_MAP.tsv	17	318	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	27	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	28	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POINTER_REWRITE_PLAN.tsv	29	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POINTER_REWRITE_RESULT.tsv	8	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	1499	101	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	1500	82	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2082	131	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2083	112	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2084	131	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2085	112	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2411	117	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	2412	98	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_POINTER_PLAN.tsv	31	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_POINTER_PLAN.tsv	32	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_POINTER_PLAN.tsv	33	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	78	539	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	98	559	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	102	588	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	136	566	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	200	542	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	235	96	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	237	435	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	238	548	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	240	577	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	259	591	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	303	442	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	307	555	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	317	584	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	334	431	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	371	437	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	373	437	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	376	35	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	387	92	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	388	92	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	405	434	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	406	436	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	468	44	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	491	101	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	492	102	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	523	556	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	655	46	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	671	103	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	672	104	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	693	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	694	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	716	107	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	717	108	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	730	564	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	732	591	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	742	432	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	746	43	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	758	100	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	759	101	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	777	442	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	778	444	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_POSTMOVE_POINTER_CENSUS.tsv	5212	35	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_POSTMOVE_POINTER_CENSUS.tsv	7128	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_POSTMOVE_POINTER_CENSUS.tsv	7129	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/CORRECTED_POSTMOVE_POINTER_CENSUS.tsv	8248	43	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	376	35	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	468	44	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	655	46	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	693	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	694	50	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	746	43	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1217	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1218	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1219	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1220	1	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	2476	90	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	2476	119	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12381	73	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12381	102	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13319	76	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
STEP2_timelive_matter_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13319	105	NO	HISTORICAL_SNAPSHOT_SOURCE	REORGANIZATION_AUDIT_RECORD
