configuration_id	ricci_min_singular	curvature_min_singular	shear_min_singular	twist_norm	mixed_curvature_max_abs	ricci_rank	curvature_operator_rank	shear_rank	twist_rank	ricci_status	curvature_status	rank_threshold
R01_2_B1_P1	0.0028191075098413627	0.025419648795361544	0.06776082574748436	0.05102807315078249	0.12603715600596974	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B1_P5	0.026111056693250465	0.012495738259509408	0.061529132364181734	0.102869412074755	0.11745309292346602	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B2_P2	0.04013399154019428	0.004238375271055871	0.04337071601318573	0.12470422218922683	0.1386472436543942	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B2_P6	0.039878723041425014	0.007311544574997634	0.00022255602868873886	0.1333407591831843	0.1357923326415122	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B3_P3	0.002010785682033625	0.017358562521749832	0.0027178029270830267	0.1242182400877671	0.09542567612216196	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B3_P7	0.004359301060664289	0.01798079016577951	0.0006657288105054502	0.11606342009316994	0.10611928208698715	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B0_P0	0.02181297728047796	0.012425101655144025	0.024626143232301362	0.13675965459520584	0.19868858275498288	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B0_P4	0.026183136223879726	0.010965891475689457	0.03632122406867621	0.17595148339542416	0.19600039521162715	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B1_P1	0.0059850720582069255	0.032737034359707165	0.10288401885003914	0.07520979360769393	0.19901166741570675	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B1_P5	0.01312615200746692	0.01079269272103543	0.09285408608363549	0.15227015694420612	0.1893494780548257	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B2_P2	0.05437651789152964	0.007281757578529245	0.06577085611158183	0.18596408537971465	0.22436115513796417	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B2_P6	0.07146018213358249	0.018075466312410693	1.035067648323898e-05	0.20118169192694454	0.22127113419781103	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B3_P3	0.010310895920055201	0.02808234845389092	0.004009783009048612	0.18634185223398037	0.13844234957210064	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_3_B3_P7	0.006882084091577497	0.02860012048085759	0.0008566358021955233	0.17374051968485818	0.1658043740595177	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B0_P0	0.04116101644260591	0.006616174197046661	0.03283485764306853	0.1823462061269411	0.2874357934998634	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B0_P4	0.027674750145288113	0.005554626090630807	0.048951530676725676	0.2353886341024372	0.2841992634900701	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B1_P1	0.010165295678788985	0.035879585053509445	0.13887402756092918	0.09862874417334758	0.2784496099440331	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B1_P5	0.023443217224996947	0.008709874322896148	0.12487787655047182	0.2003467819889924	0.2736458375952489	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B2_P2	0.06573392621070771	0.0108583985036842	0.08862651391437547	0.2465041017886065	0.3202066162470101	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B2_P6	0.10633106723991731	0.03329340733616738	0.0003442195030483764	0.2698083582750595	0.3207108554601034	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B3_P3	0.025257461690080016	0.038594202224929174	0.00525312302439818	0.24847513572898422	0.18030250575353254	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_4_B3_P7	0.01674658612010136	0.03757865921102046	0.0009161280083002562	0.2311942204246168	0.23053719962057623	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B0_P0	0.016853940878435954	0.004346567668100215	0.011195022123251281	0.0050073296969986355	0.022782117461225104	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B0_P4	0.016604149235845692	0.004578964559796032	0.010471038923324554	0.008146504664867542	0.022472294027538763	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B1_P1	0.009186398997821924	0.005987852947072196	0.001839139843224241	0.02297337345083053	0.02488231328939606	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B1_P5	0.008935242797688987	0.006096701926427994	0.00327291192905638	0.028799035277414002	0.024477590079123285	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B2_P2	0.00847775713682311	0.0032123847985116717	0.02648287161457914	0.020392263552282002	0.02654144280834853	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B2_P6	0.006795778880419937	0.004271408395054207	0.022052092688651045	0.015700373415205138	0.027087060997156444	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B3_P3	0.00228647586375459	0.013104634063515735	0.00757257904562693	0.004033770103998224	0.025162560703500234	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_0_B3_P7	0.0030372753941786796	0.01272800205524736	0.00029013918738562505	0.007339671641089281	0.025213460125946226	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B0_P0	0.03505465946570694	0.008843551173101781	0.022390044246502563	0.010014659393997271	0.04642240380055609	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B0_P4	0.03405585824893782	0.009784143547852295	0.02100083781234579	0.01635918156079414	0.04518884237544863	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B1_P1	0.017921463298408696	0.012082838185185693	0.0037751596291545936	0.04595358743080144	0.04986771335351195	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B1_P5	0.016953626107245337	0.012539793488021	0.007195675355774898	0.058055988535204495	0.04813160439762152	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B2_P2	0.012771557966830592	0.004941809284099246	0.05283948742353496	0.0409737817721481	0.05086122232009661	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B2_P6	0.006201253510553527	0.008910769080126694	0.04465941766424692	0.031230411553564007	0.053160570879814295	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B3_P3	0.0034176064223073537	0.026621897055797417	0.015225097107412187	0.007975735075479936	0.05066836404267513	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_1_B3_P7	0.006214182793362494	0.026543636211308275	0.0005391357698472016	0.014380338191796854	0.05088624496414545	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B0_P0	0.07550176589422507	0.018549013468852453	0.044780088493005125	0.020029318787994542	0.09627748311353553	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B0_P4	0.07150696477380097	0.022413998183461143	0.042241463886028334	0.032985209564081935	0.09138885821243253	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B1_P1	0.034172590458174446	0.024013247213597485	0.007945651477727416	0.0919476236396361	0.1004269946540258	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B1_P5	0.0306915944713199	0.026219271332284088	0.01705022245279732	0.11796429835986551	0.09259364940054	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B2_P2	0.008833960605072464	0.007695837904678161	0.10518769002392214	0.08270549814953783	0.09270971903635322	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B2_P6	0.015511080584812716	0.020057882315134244	0.09163935257367023	0.06183726347108025	0.1028549922394419	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B3_P3	0.002478549908304186	0.051497218208561915	0.030769711215983087	0.015584707786833131	0.10273166695411959	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_2_B3_P7	0.012129557764613674	0.0512562025056121	0.0008408140732714432	0.027577890883802452	0.1037226402110612	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B0_P0	0.12135088374890565	0.029590078602934087	0.06717013273950768	0.030043978181991816	0.14956523793893844	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B0_P4	0.11235634820753129	0.03855906150956889	0.06373140917669393	0.04988231236714905	0.13866777504419198	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B1_P1	0.04891567364892852	0.03452379405018198	0.012527515794114149	0.1380082516315398	0.15222863701590938	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B1_P5	0.04220651305829692	0.040903005032637885	0.02968065217114831	0.17976462944600402	0.13273474495117812	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B2_P2	0.011368505116442947	0.017818201564900313	0.1570709664579516	0.12519693940600662	0.12529154498670905	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B2_P6	0.05319715460608944	0.035602074158608096	0.14114496090349687	0.09193901254035033	0.15029740875928263	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B3_P3	0.002168028497279068	0.07551296081131197	0.04663325147076065	0.022827889662643642	0.15623358005690427	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_3_B3_P7	0.016454855322465746	0.07378219545268098	0.0007605913424474976	0.03962208550450792	0.15874802325056478	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B0_P0	0.1726100353250885	0.042375100726257865	0.08956017698601025	0.040058637575989084	0.20628566827676484	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B0_P4	0.15659671961372162	0.058870659882827005	0.08548023820322574	0.06705458229001232	0.18709240014788026	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B1_P1	0.06217599751550536	0.04247695660643235	0.01753744940559156	0.18416154868272905	0.20581210063205094	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B1_P5	0.05262763283164579	0.05708581897020195	0.04520059134063659	0.24349423119577404	0.16803666930457872	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B2_P2	0.04644865427845449	0.04090109695216749	0.20851368104399587	0.1684498312716905	0.16021922478177317	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B2_P6	0.08177984207381582	0.05794041715005012	0.19338839346410971	0.1216583576792675	0.22093801874456645	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B3_P3	0.009734099434573701	0.09930686909341806	0.06281494006696957	0.029706348020166265	0.21121734426728006	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R02_4_B3_P7	0.018443135496523027	0.09155071890011013	0.00015513423966056567	0.05054776706761414	0.2162230069253593	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B0_P0	0.005883559627795011	0.003169190894066292	0.007788935112509731	0.023191243333661758	0.029321035501022854	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B0_P4	0.005947254922498751	0.003200108148969229	0.008187146091597772	0.026973359331858796	0.02964960429711572	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B1_P1	0.0058317566446901975	0.00044710527446701107	0.0012634067964043649	0.028458603754570048	0.02564289006881959	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B1_P5	0.0048518540778775725	0.000988265761276569	0.0008598681138243802	0.025551924855573106	0.025214636627392744	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B2_P2	0.0029990031228356168	0.0020777380045440682	0.0013146036900449514	0.01687766497404497	0.019863191486475064	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B2_P6	0.002917281733091836	0.0010843043898523161	0.00907391821437144	0.021561226569964027	0.02018616093212392	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B3_P3	0.0007066148213721393	0.0003110098039251369	0.0013949091493186594	0.011986225281319277	0.027155697923595033	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_0_B3_P7	9.054690032178893e-05	9.352021913160477e-05	0.004654209076038921	0.019301354037536606	0.02641730553852401	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_1_B0_P0	0.012147650656295847	0.006230706464719851	0.015577870225019462	0.046382486667323516	0.06031365497173541	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R03_1_B0_P4	0.012443159538083299	0.00629696422216254	0.016523894970059204	0.0539318235022458	0.061683761526137484	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
