candidate_id	candidate_family	gate_id	gate	status
C10	HOLONOMY_FIXED_SUBSPACE	G15	NO_CROSS_BRANCH_SPLICE	FAIL_POSITIVE_VALUES_OCCUR_ON_DIFFERENT_BRANCHES
C10	HOLONOMY_FIXED_SUBSPACE	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C11	FINITE_CELL_SEAL_ISOTROPY	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C11	FINITE_CELL_SEAL_ISOTROPY	G02	METRIC_NATIVE_INPUT	PARTIAL_FINITE_CELL_DATA_UNSELECTED
C11	FINITE_CELL_SEAL_ISOTROPY	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_BOUNDARY_SELECTOR
C11	FINITE_CELL_SEAL_ISOTROPY	G04	COMPLETE_EXTENSION_TARGET	FAIL_SEAL_IDENTITY_HAS_ZERO_EXTENSION_RANK
C11	FINITE_CELL_SEAL_ISOTROPY	G05	LOCAL_LORENTZ_EQUIVARIANCE	OPEN_LIFT_DEPENDENT
C11	FINITE_CELL_SEAL_ISOTROPY	G06	CHART_COFRAME_INDEPENDENCE	OPEN_LIFT_DEPENDENT
C11	FINITE_CELL_SEAL_ISOTROPY	G07	NO_UNSELECTED_AUXILIARY	FAIL_NORMAL_LIFT_OR_ISOTROPY_CHOSEN
C11	FINITE_CELL_SEAL_ISOTROPY	G08	GENERIC_UNIQUENESS	FAIL_ALL_EXTENSIONS_IDENTITY_AT_PHI_ZERO
C11	FINITE_CELL_SEAL_ISOTROPY	G09	DEGENERACY_INTRINSICNESS	FAIL_MULTIPLE_FIXED_SET_TYPES
C11	FINITE_CELL_SEAL_ISOTROPY	G10	CAUSAL_TYPE_CHANGE	OPEN_CAUSAL_SURFACE_TYPE
C11	FINITE_CELL_SEAL_ISOTROPY	G11	HOLONOMY_DESCENT	OPEN
C11	FINITE_CELL_SEAL_ISOTROPY	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C11	FINITE_CELL_SEAL_ISOTROPY	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_COMPLETION_NOT_SELECTED
C11	FINITE_CELL_SEAL_ISOTROPY	G14	FOUNDED_PAIR_PRESERVATION	PASS_AT_SEAL_ONLY
C11	FINITE_CELL_SEAL_ISOTROPY	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C11	FINITE_CELL_SEAL_ISOTROPY	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G02	METRIC_NATIVE_INPUT	PARTIAL_COMPLETION_DATA_SUPPLIED
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_COMPLETION_SELECTION
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G04	COMPLETE_EXTENSION_TARGET	PARTIAL_CONSTRAINS_NOT_SELECTS_EXTENSION
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G05	LOCAL_LORENTZ_EQUIVARIANCE	PARTIAL_TRANSITION_DEPENDENT
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G06	CHART_COFRAME_INDEPENDENCE	PASS_WHEN_COCYCLE_SUPPLIED
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G07	NO_UNSELECTED_AUXILIARY	FAIL_CAP_QUOTIENT_OR_GLUE_IS_INPUT
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G08	GENERIC_UNIQUENESS	FAIL_FAMILY_DEPENDENT
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G09	DEGENERACY_INTRINSICNESS	FAIL_STRATIFIED_AND_SINGULAR_REMAINDERS
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G10	CAUSAL_TYPE_CHANGE	OPEN_TYPE_CHANGE_AND_RANK_LOSS
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G11	HOLONOMY_DESCENT	PARTIAL
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G12	OVERLAP_TRANSITION_SEMANTICS	PASS_CONDITIONAL_ON_SUPPLIED_COCYCLE
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NO_ONE_RULE_ACROSS_ALL_COMPLETIONS
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C12	GLOBAL_COMPLETION_TRANSITION_DATA	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
