premise_id	role	manuscript_anchor	documentation_status	scientific_snapshot	controlling_source	source_sha256	reviewed_source_sha256	source_review_id	source_section	upstream_ids	dependency_type	claim_polarity	scope_note	reviewed_manuscript_version
G343	SUPPORTING_LEMMA	Section 6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g343_bilocal_screen_phase_space_propagator_2026-09-04/AUDIT_REPORT.md	b6cafd629b11bf4f3974d73d52351b1c297d47099f6cd290fc7a6e7e6791ed7d	b6cafd629b11bf4f3974d73d52351b1c297d47099f6cd290fc7a6e7e6791ed7d	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G342	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G341	SUPPORTING_LEMMA	Section 6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g341_nonprincipal_finite_null_relation_screen_carry_2026-09-04/AUDIT_REPORT.md	a12f65dc33d088e220a3949ed5c5c6cb4ba7eac9fa3bbade269ccf39c668452c	a12f65dc33d088e220a3949ed5c5c6cb4ba7eac9fa3bbade269ccf39c668452c	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G340	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G340	SUPPORTING_LEMMA	Section 6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g340_finite_separated_normal_observer_relations_2026-09-03/AUDIT_REPORT.md	296f2abd8bbe826fffb9643f4185dd2ec6af36dfb598709fdde9c25b645f6642	296f2abd8bbe826fffb9643f4185dd2ec6af36dfb598709fdde9c25b645f6642	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324;G176	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G339	SUPPORTING_LEMMA	Section 6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g339_finite_time_pair_carry_type_classification_2026-09-03/AUDIT_REPORT.md	43b6fef3fad7dd017d9a2998163bb2032287a5abd50e7438f0f6cdf6465498bd	43b6fef3fad7dd017d9a2998163bb2032287a5abd50e7438f0f6cdf6465498bd	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G338	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G338	SUPPORTING_LEMMA	Section 6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g338_explicit_taub_pair_finite_time_readout_2026-09-03/AUDIT_REPORT.md	05a55948bfe256134d0e7408db76941e1724b1a2db5ee68235cb9fe8c4a9529a	05a55948bfe256134d0e7408db76941e1724b1a2db5ee68235cb9fe8c4a9529a	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324;G176	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G337	MAIN_ARGUMENT	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g337_double_silent_third_normal_ownership_2026-09-03/AUDIT_REPORT.md	2994b28b0436a56c99e748920c41859bd7dfee3f7703733bd77c786132a51175	2994b28b0436a56c99e748920c41859bd7dfee3f7703733bd77c786132a51175	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G336	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G336	MAIN_ARGUMENT	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g336_silent_direction_second_normal_response_2026-09-03/AUDIT_REPORT.md	1c90db0a74c3e5ce08e4647d78d4822a15eac5f4f109627d7296da60092af500	1c90db0a74c3e5ce08e4647d78d4822a15eac5f4f109627d7296da60092af500	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G335	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G335	MAIN_ARGUMENT	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g335_local_pair_response_persistence_2026-09-03/AUDIT_REPORT.md	f534ae0e2a4e1ae580870f747aa852404dbeb55fa1adccf08ec8491dfd097905	f534ae0e2a4e1ae580870f747aa852404dbeb55fa1adccf08ec8491dfd097905	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G334	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G334	MAIN_ARGUMENT	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g334_boosted_pair_first_jet_response_2026-09-03/AUDIT_REPORT.md	210915b1e6d2d620b1cead6891c2e2cafb3d05e5a4d5c98892c4e2754b616d2f	210915b1e6d2d620b1cead6891c2e2cafb3d05e5a4d5c98892c4e2754b616d2f	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G333	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G333	MAIN_ARGUMENT	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g333_metric_native_initial_pair_response_2026-09-03/AUDIT_REPORT.md	b9e75533f59a48892efe60faec46b44d64c6f360f21b1abef7817574b93f03b3	b9e75533f59a48892efe60faec46b44d64c6f360f21b1abef7817574b93f03b3	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G332;G176	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G332	SUPPORTING_LEMMA	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g332_weighted_contact_vacuum_constraint_embedding_2026-09-03/AUDIT_REPORT.md	6a8a7d294f80dc4cc97fc8704a4032830a51a6e852c27b01bd209e5282b6be51	6a8a7d294f80dc4cc97fc8704a4032830a51a6e852c27b01bd209e5282b6be51	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G331;G315;G316	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G331	SUPPORTING_LEMMA	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g331_nonsymmetric_ricci_eigenline_fibration_perturbation_2026-09-03/AUDIT_REPORT.md	0b489b4741b5943619ac18272c48e1e23456ac0e534d78883aaf5cf6a7f1b279	0b489b4741b5943619ac18272c48e1e23456ac0e534d78883aaf5cf6a7f1b279	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G330	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G330	SUPPORTING_LEMMA	Section 5.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g330_berger_hopf_eigenline_local_persistence_2026-09-02/AUDIT_REPORT.md	9e7eeb08f669a1cf27ec18f459cafddf38a833a4f20bec2548de0caffcd13250	9e7eeb08f669a1cf27ec18f459cafddf38a833a4f20bec2548de0caffcd13250	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G313	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G329	SUPPORTING_LEMMA	Section 5.9	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g329_g324_oblique_first_fourier_census_2026-09-02/AUDIT_REPORT.md	148db08f9bb10c726a4bd1ba49e1fa90a3bd2786872b9c10c7bcbdf8c157aaa2	148db08f9bb10c726a4bd1ba49e1fa90a3bd2786872b9c10c7bcbdf8c157aaa2	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G328	SUPPORTING_LEMMA	Section 5.9	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g328_g324_transverse_first_fourier_census_2026-09-02/AUDIT_REPORT.md	86efecc8900d451d092801dd3453edb04550dbb0957ba60f6fbce06826db3243	86efecc8900d451d092801dd3453edb04550dbb0957ba60f6fbce06826db3243	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G327	SUPPORTING_LEMMA	Section 5.9	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g327_g324_axial_first_fourier_tensor_modes_2026-09-02/AUDIT_REPORT.md	505d0d91e4b66862d95c0b541f6c226ad8f262fa2ab5bb58c67bba029593d4ce	505d0d91e4b66862d95c0b541f6c226ad8f262fa2ab5bb58c67bba029593d4ce	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G326	SUPPORTING_LEMMA	Section 5.9	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g326_g324_homogeneous_offdiagonal_linear_modes_2026-09-02/AUDIT_REPORT.md	345e35355974b850d1d91ef65de570dc8409a71c56cb7d308be05ea1782951a5	345e35355974b850d1d91ef65de570dc8409a71c56cb7d308be05ea1782951a5	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G325	SUPPORTING_LEMMA	Section 5.9	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g325_g324_homogeneous_diagonal_linear_modes_2026-09-02/AUDIT_REPORT.md	d5a1a223c48b3e783d58ecb728f495aa0202b6c172c19c0b0766b29c925c68fb	d5a1a223c48b3e783d58ecb728f495aa0202b6c172c19c0b0766b29c925c68fb	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G324	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G324	MAIN_ARGUMENT	Section 5.8	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/AUDIT_REPORT.md	7e0c9988e4af291bfbda89bf662a3c10e0205e29620cc00a599bc59a110dc873	7e0c9988e4af291bfbda89bf662a3c10e0205e29620cc00a599bc59a110dc873	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G323;G322	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G323	SUPPORTING_LEMMA	Section 5.8	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g323_g320_unmarked_taub_quotient_classification_2026-09-01/AUDIT_REPORT.md	ca444e8281942b6711eb3de2baced750d422c636df15dc00726276bea194627d	ca444e8281942b6711eb3de2baced750d422c636df15dc00726276bea194627d	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G320;G322	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G322	MAIN_ARGUMENT	Section 5.8	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g322_g321_maximal_globally_hyperbolic_development_2026-09-01/AUDIT_REPORT.md	d97eb46e3275501537ab961535ad6c867190eab6be528decb72a43211de80514	d97eb46e3275501537ab961535ad6c867190eab6be528decb72a43211de80514	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G321	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G321	MAIN_ARGUMENT	Section 5.8	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g321_g320_local_cauchy_development_uniqueness_2026-09-01/AUDIT_REPORT.md	975fb68b053c2a11c373677544374e448f2ce84b265d860bb2c1e723d2595d6c	975fb68b053c2a11c373677544374e448f2ce84b265d860bb2c1e723d2595d6c	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G320	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G320	BOUNDARY_RESULT	Section 5.7	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g320_g319_physical_initial_geometry_quotient_audit_2026-09-01/AUDIT_REPORT.md	43e4080780db31c6a9eaf8cff358c5811594d9e1fc6cae80586ccc6d0b90b2c0	43e4080780db31c6a9eaf8cff358c5811594d9e1fc6cae80586ccc6d0b90b2c0	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G319	SCIENTIFIC	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G319	MAIN_ARGUMENT	Section 5.7	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g319_ratio_free_noncmc_constraint_descent_2026-09-01/AUDIT_REPORT.md	363074f6009e5c0be420d109c8b2e20328d4f55885027138c2ed5f658e2a9da9	363074f6009e5c0be420d109c8b2e20328d4f55885027138c2ed5f658e2a9da9	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G318	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G318	SUPPORTING_LEMMA	Section 5.7	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g318_nonconstant_psi_noncmc_branch_classification_2026-09-01/AUDIT_REPORT.md	515302faa85531dc0f4aa2081fb17feb30c41adea4cf4d133adf4bdfc193488d	515302faa85531dc0f4aa2081fb17feb30c41adea4cf4d133adf4bdfc193488d	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G317	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G317	SUPPORTING_LEMMA	Section 5.7	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g317_exact_noncmc_coupled_data_family_2026-09-01/AUDIT_REPORT.md	b17b98894e2350e7f92cf76f873e83077681f1224c8580febdb4f7b96e03644f	b17b98894e2350e7f92cf76f873e83077681f1224c8580febdb4f7b96e03644f	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G316	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G316	MAIN_ARGUMENT	Section 5.6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g316_lawful_constraint_data_construction_2026-09-01/AUDIT_REPORT.md	a914f91752c52c74b7050d4d2c755af615f74b143336c7d2061513203eb63985	a914f91752c52c74b7050d4d2c755af615f74b143336c7d2061513203eb63985	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G315	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G315	MAIN_ARGUMENT	Section 5.6	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g315_conditional_cauchy_characteristic_data_interface_2026-09-01/AUDIT_REPORT.md	ab440d575124654f3707eb04a7c2e4877e7ad3bf830eb1ed25c19d999149f9db	ab440d575124654f3707eb04a7c2e4877e7ad3bf830eb1ed25c19d999149f9db	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G313	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G314	BOUNDARY_RESULT	Section 5.5	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g314_global_admissibility_actualization_type_classification_2026-09-01/AUDIT_REPORT.md	46984bf5b339332e4799c0069951a97211c1e33cf94d0061fcbbd1419231c53a	46984bf5b339332e4799c0069951a97211c1e33cf94d0061fcbbd1419231c53a	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G313	SCIENTIFIC	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G313	MAIN_ARGUMENT	Section 5.5	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g313_tracefree_ricci_solution_space_bootstrap_map_2026-09-01/AUDIT_REPORT.md	b7df75cee891ed23dcf4796aba0a3d25e101ee89e4c1add95c8ef842987e418e	b7df75cee891ed23dcf4796aba0a3d25e101ee89e4c1add95c8ef842987e418e	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G312	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G312	MAIN_ARGUMENT	Section 5.4	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g312_quiet_gr_response_constitution_discriminator_2026-09-01/AUDIT_REPORT.md	c8f9e5547c13067282d37bfb51db78d13bbdc06b48ef50f8f3f498e196abcb57	c8f9e5547c13067282d37bfb51db78d13bbdc06b48ef50f8f3f498e196abcb57	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G301;G311	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G311	MAIN_ARGUMENT	Section 5.3	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g311_universal_reciprocity_full_covariant_response_2026-09-01/AUDIT_REPORT.md	a411de5e2e40982c4f9c8107bd6d3a598dd55056924d4bc3d39d93f8db89e578	a411de5e2e40982c4f9c8107bd6d3a598dd55056924d4bc3d39d93f8db89e578	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G310	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
