scope	identity	point	petrov	owner_class	metric_negative_eigenvalues	scalar_curvature	weyl_norm	weyl_I	weyl_det	discriminant_abs	weyl_trace_defect	weyl_symmetry_defect	registered_weyl_residual	registered_projector_defect	weyl_principal_gap	ricci_block_residual	ricci_spectral_gap	riemann_pair_antisym_defect	riemann_last_pair_antisym_defect	frame_eigenvalue_defect	frame_classification_same
G63	R17_0_Z	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.4195700231553561	0.32299806583588503	0.052096543390360198+0.0022628293578621345j	0.0025906142058842278+0.00025321128405470785j	0.00038479954145089536	3.6244539710076917e-16	5.8602195567883547e-16	0.035828486337394723	0.11915701405019398	0.30279302583309903	0.018761454251024597	0.21472660516629069	3.4267558927924383e-15	9.2939435209363005e-16	3.3418565308709914e-16	TRUE
G63	R17_0_Z	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.413045610088318	0.32532085357432111	0.052720966653846076+0.0032769916703195533j	0.0026036812912907503+0.00037337153250352381j	0.00040407748793250048	3.7122373087986638e-16	3.5804607578119883e-16	0.04469730979312065	0.14659536325315703	0.30399861546401791	0.013776349325048625	0.21244426495065757	5.2158643983067916e-15	6.5066471885785143e-16	7.7748324511578829e-16	TRUE
G63	R17_0_Z	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.4225400699486963	0.31642050926558429	0.049753859147072414+0.0050578179421832186j	0.0024237575890180573+0.00053956456707213152j	0.0003360681491678079	3.3335590258932494e-16	4.4361843351426305e-16	0.02392126067809059	0.077518509576192357	0.29759979794572444	0.026606003089551425	0.21278028941870397	6.170971659128139e-15	1.2695675807361532e-15	2.7764247878179431e-16	TRUE
G63	R17_0_P	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.3930993643613041	0.33451941865360751	0.055926610688078367-0.00067461950729436765j	0.0030813386807854873-8.2253900589899151e-05j	0.00044338021126185404	4.0042632038098679e-16	4.4787836649320788e-16	0.02579979834379641	0.097584716126952437	0.31905994396665266	0.023521035827726983	0.22300615696443662	4.9743806723118043e-15	7.7801924059813219e-16	3.3308074197169556e-16	TRUE
G63	R17_0_P	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.3846990152913605	0.33732906452066141	0.056881293066588276+0.00038870984361291547j	0.0031701613657625352+5.6828874415748683e-05j	0.00046482056831554904	9.8918223681204069e-17	6.5072514927760734e-16	0.032838612509566635	0.11402565190570756	0.32202451840625801	0.016061890970320448	0.22196286261162426	5.9058875335511984e-15	1.022407639491532e-15	6.4507811849116169e-16	TRUE
G63	R17_0_P	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.3913591492772239	0.33114450452083716	0.054666497743015859+0.0024887861799571041j	0.0029901113259641868+0.00027765093518141207j	0.00041247665176671839	2.8263518256024656e-16	3.5134899233387966e-16	0.013260186847683318	0.054555902616932571	0.31615477341472681	0.030816822255074733	0.22283720183525707	4.8695809523102087e-15	1.0555494800406994e-15	4.9960036108132044e-16	TRUE
G63	R17_P1_N	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6344813912110219	0.16499605837091397	0.012805932545054698-0.0020773194185319021j	-0.00016636417361656452+6.2458948495900315e-05j	7.9075200040144921e-06	6.2652342817803842e-16	3.8713153804932808e-16	0.057256315842907496	0.59865064366447374	0.13399627571517728	0.0049320643328596503	0.070978095582338044	4.5785769743600856e-15	1.241040000395533e-15	2.9879573287532205e-16	TRUE
G63	R17_P1_N	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6473034344905031	0.16303106552497262	0.012046203106455787-0.002356095881503352j	-0.00011816057361398615+7.0859890302435013e-05j	6.9519751796698501e-06	2.5018537765542006e-17	1.0289118603191231e-16	0.056021769293959578	0.60265345519390912	0.12691640261250087	0.0068647192631717709	0.07104446699930389	3.9321971942164331e-15	6.3679774791077883e-16	3.1234658433439916e-16	TRUE
G63	R17_P1_N	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.65784350078507	0.16760339028106616	0.012371717179686636-0.0035531352876430793j	-0.00013291512149223015+8.5448459458197101e-05j	7.8899299241064366e-06	2.3838408172857489e-16	6.1483284150934064e-16	0.056023553075808953	0.57495165678991889	0.13139744446873383	0.0049637717491308152	0.071497661171604526	4.8413512033307564e-15	9.9796329183611611e-16	1.0638537347217011e-16	TRUE
G63	R17_P1_Z	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6335211084400427	0.15743738681978392	0.012251599161328036-0.001027048260855088j	-0.00013380190556686619+3.3588158168492353e-05j	6.9357118441298727e-06	2.5786184543272258e-16	5.0794271242788049e-16	0.053062782952311864	0.59206905808734578	0.12734877152776314	0.0015723162170083978	0.069382984083232693	5.1743398709265672e-15	9.2780625629519706e-16	2.3523259704954958e-16	TRUE
G63	R17_P1_Z	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6439775939706474	0.15438373718969595	0.011564944221351835-0.0013103055023521088j	-9.2853144568992777e-05+4.5937699400820751e-05j	6.0664343958830306e-06	7.3577023757996987e-16	4.9329754812633327e-16	0.051260188665037759	0.59317042073395654	0.1205615615894433	0.003665731287822395	0.069301472062756692	4.1223342012737241e-15	8.8192864456842363e-16	1.8535583251828205e-16	TRUE
G63	R17_P1_Z	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6565057340540239	0.15879182540299958	0.011908585302939676-0.0025487865476756418j	-0.00011220366883035961+5.5710872752765945e-05j	6.8196247858685776e-06	1.9292121753525021e-16	9.0414047176961208e-16	0.05175751645923117	0.56941795814536911	0.12541688837578624	0.002471167781417987	0.069489220210667127	7.5717541014974797e-15	9.5316986022183093e-16	1.8411017109413451e-16	TRUE
G63	R17_P1_P	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6318031200023722	0.15175844508886685	0.011485151368343716-3.9125768806852994e-05j	-9.3110998730537529e-05+9.4720776923775203e-06j	5.8281138919421334e-06	4.0268763304340883e-16	5.3396145763366936e-16	0.049908698994489353	0.59270682996704283	0.1191793792201564	0.0017742421540051726	0.067883255818972449	5.9240986481659083e-15	1.317358154903555e-15	2.2512841337589949e-16	TRUE
G63	R17_P1_P	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6398976392637046	0.14759618256709575	0.010874553915622719-0.00032957476696934666j	-5.9394610904765469e-05+2.3878069929993224e-05j	5.0650048516514316e-06	8.8819563150753934e-16	2.7935970678922757e-16	0.047476418856218311	0.59094442468758168	0.11258892704226475	0.0013054502245120716	0.067664328540124469	3.8994096873725978e-15	1.3580175209333315e-15	1.2867684837234142e-16	TRUE
G63	R17_P1_P	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.6543836948144159	0.15180223005880725	0.011256265909624464-0.0015994896902350882j	-8.4587901306568965e-05+2.9633855216726849e-05j	5.6686146617666173e-06	3.4501486916025537e-16	3.5709284464742097e-16	0.048706215343666558	0.57216821252381211	0.11821529212425951	0.0036209122062617247	0.067568558911092327	3.9377961035005657e-15	1.1363617630798142e-15	1.5265566588595902e-16	TRUE
G63	TL_N2	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.086034700588711044	0.050767329385345755	0.00081207026992998334-0.00059339412006195378j	2.8749758246810763e-06-1.0125068680058714e-05j	2.6099945123070597e-09	9.3417718129403383e-18	3.5952379450659274e-17	0.0093363858787592156	0.24189091941392735	0.046413867380563557	0.042013048286099745	0.0602406655245376	1.3014251839800991e-16	2.0173353981004496e-17	7.656893354757643e-17	TRUE
G63	TL_N2	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.11005905088878905	0.057433789660833651	0.00099972720790180878-0.0005905030061727003j	5.6670767339752082e-06-1.170273767594863e-05j	3.7628936042086209e-09	5.2041704279304213e-17	1.1391864480004165e-17	0.012182362664529565	0.27863665198890675	0.050029001107424101	0.049750022107942451	0.060377233557279142	1.2239813685056919e-16	3.5305336492155698e-17	1.0569008315563939e-16	TRUE
G63	TL_N2	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.15324954156234932	0.067836579765358049	0.0013340543392982127-0.0007680724590086016j	1.1452314109271698e-05-1.9252434126503817e-05j	7.0504477602201464e-09	2.5257955065251657e-17	2.1736022853376231e-17	0.014118130314718052	0.27017141350229384	0.060693099088427668	0.060341662955232925	0.067630778527716762	8.7960133144108224e-17	6.1104691442885418e-17	5.5619465775679633e-17	TRUE
G63	TL_N1	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.098542864740992026	0.050966729243441575	0.00087951804396501211-0.00053346686273170185j	4.6798399925721291e-06-1.2718042359258707e-05j	3.672124042682539e-09	2.0888836804026048e-17	1.1391864480004165e-17	0.0080463133353045405	0.17277936259475241	0.049607674822413954	0.048739097251189314	0.070141123385260851	9.0873293272973305e-17	3.7793146303969322e-17	7.2961570274411202e-17	TRUE
G63	TL_N1	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.12256460599275959	0.057632492842869816	0.0010814257524023427-0.00049877828740639866j	8.0511742670197393e-06-1.5220290580572647e-05j	6.3359781318307852e-09	2.0816681711721685e-17	2.5991924001592977e-17	0.011067713137046254	0.21286967186940364	0.053274281784833948	0.054870569335259946	0.069585014076360988	1.0083077326148637e-16	5.3788450278547614e-17	4.9178459228602471e-17	TRUE
G63	TL_N1	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.16441877045219394	0.06805691499712295	0.0014287255543204349-0.00065324662840460365j	1.404378368393844e-05-2.4377553017217673e-05j	1.5493632668861368e-08	1.0408340855860843e-17	2.5671563116510986e-17	0.013128353004612438	0.2175523384791441	0.062889908960502963	0.065316384385655554	0.076691085308852075	1.2983543536824724e-16	4.1305596137575085e-17	5.6823779550349557e-17	TRUE
G63	TL_Z	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.11146883271892104	0.052255024967497829	0.00095247824599232708-0.00047891694964550695j	4.861516779106987e-06-1.5279926523132868e-05j	6.5452300949952427e-09	7.152448122690996e-18	1.9365684023197907e-17	0.0081852232069048216	0.18050138163753285	0.050345710700686434	0.056570512111390144	0.079499226413823787	1.1542204302236899e-16	3.6035397762820072e-17	5.5538249671354266e-17	TRUE
G63	TL_Z	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.13547385308819732	0.058811914920478464	0.0011683121538880739-0.00041401170106947758j	8.5408765957953781e-06-1.8918373592823917e-05j	1.188033648018682e-08	0	3.256732903281581e-17	0.011028709146978549	0.212819125030798	0.053928065602023123	0.061326009116929071	0.078405166378815783	1.0191735378916862e-16	4.9008780494386079e-17	7.9589597044533038e-17	TRUE
G63	TL_Z	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.17599974371446092	0.069087774463610918	0.0015292065459584694-0.00054713144085462957j	1.4452705335474319e-05-2.9726701241169647e-05j	2.8335764036435874e-08	2.797157557069881e-17	2.7187328809521806e-17	0.0130184591978953	0.21306960102607841	0.063132610375013817	0.071378092273051905	0.08527982147387779	1.2681547375694248e-16	1.2872757308123544e-16	1.0501884686643169e-16	TRUE
G63	TL_P1	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.12481847742680197	0.054557535264403448	0.0010305412918762478-0.00042942008003887637j	3.4454813419756903e-06-1.7758703373275072e-05j	1.0457166355561436e-08	4.3506643440606637e-17	2.5376816686780908e-17	0.0097074155687964618	0.23906057440248588	0.049835702325901891	0.06512754238092	0.088472518107569023	9.2555495804020856e-17	3.3811581231295418e-17	1.5515838457795457e-17	TRUE
G63	TL_P1	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.14879235092207801	0.060916655933343888	0.0012600283478949792-0.0003358932726972949j	7.1559812768233338e-06-2.2747656217448383e-05j	1.9055154986163168e-08	1.4304896245381992e-17	1.5430752920793027e-17	0.012087254517898674	0.26036507777317491	0.053445914236124908	0.068754523025626138	0.086943623035176998	1.4936364606712731e-16	3.4265465791662061e-17	8.4147500326279431e-17	TRUE
G63	TL_P1	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.18799710095583327	0.070895119138926405	0.0016350508282058284-0.00044947344224408904j	1.2699380965799172e-05-3.5267436367157218e-05j	4.3932242381165723e-08	1.2509268882771003e-17	2.3824833936988233e-17	0.013821178949111739	0.24721576776359017	0.062574290154608719	0.078288052383287232	0.093506027006567183	1.2605863796728308e-16	1.4459268449742878e-16	7.0443444495107118e-17	TRUE
G63	TL_P2	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.13859771488493255	0.057756174474861317	0.0011133205924264403-0.0003846640835641099j	4.4901349994926412e-07-2.0106865931319295e-05j	1.5295695357383296e-08	1.4304896245381992e-17	2.0155665398199647e-17	0.012114628535766591	0.31327353716084488	0.048651505705023884	0.074175714677548993	0.097127308725391409	9.272577447725336e-17	5.1760805299072908e-17	2.0888836804026048e-17	TRUE
G63	TL_P2	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.16252569504864661	0.063857496659440655	0.0013562369999089666-0.0002641232160450099j	3.9083970138111567e-06-2.6664257221075359e-05j	2.76275732374107e-08	1.5454624089876735e-16	2.5287722848198973e-17	0.014006833432726001	0.32721049461051654	0.052354508840190744	0.076886965288575984	0.0952411963616204	1.7886207928927412e-16	2.9031185968472432e-17	5.5619465775679633e-17	TRUE
G63	TL_P2	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	-0.20041551546896041	0.07342352860928332	0.0017458323608449075-0.00036002737312141908j	8.7962924948431078e-06-4.0972663017657703e-05j	6.2145377399424669e-08	6.3311465760602436e-17	1.2569265720419607e-17	0.015405278163199053	0.30087030966824851	0.061567516231515115	0.085854294310164753	0.10142402206876321	1.1540132813274762e-16	1.3040859138287303e-16	2.5033568429418485e-17	TRUE
G85	G75_AM_S01_E05:A03_RADIAL_SHIFT_TIMELIVE	C0	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	3.9656749985231605	0.54601537139336165	0.032015032053271379-1.5937576213453673e-18j	0.0067722572741197706+4.525118923895555e-19j	0.0011070568511916063	5.5511151231257827e-17	1.2576446107020924e-16	0.24395091180051554	1.0020088893315662	0.22609263056488113	0.30246525666297369	0.23696112669161043	5.2052972061493231e-16	4.7468292074995993e-16	2.8474839886942761e-16	TRUE
G85	G75_AM_S01_E05:A03_RADIAL_SHIFT_TIMELIVE	CMINUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.0024080596021907	0.5497100756570078	0.032214071802774358-1.6549100418654454e-18j	0.0069545364242405662+4.5383265287562257e-19j	0.0011721504246341473	5.8286708819813251e-16	3.1452388152411681e-16	0.24537065289984508	1.0015452999362702	0.22938007887986023	0.30148435369411974	0.23698830613723457	8.5140157699133914e-16	4.1399655250835986e-16	1.8041124150158794e-16	TRUE
G85	G75_AM_S01_E05:A03_RADIAL_SHIFT_TIMELIVE	CPLUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	3.9248512009666929	0.54189202576752959	0.031791571953016629-1.5098100095257071e-18j	0.0065727549712383503+4.4905578509368908e-19j	0.0010379024318577083	4.7184479498280019e-16	3.9314268945005984e-16	0.24235781444594792	1.0025233744283879	0.22241994038744042	0.303558278452216	0.23694815119544407	6.629258990391371e-16	4.2891411368556732e-16	2.5003612218939102e-16	TRUE
G85	G75_AM_S01_E05:A04_LAPSE_LIFT_TIMELIVE	C0	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	3.6297470034285526	0.48058868318794612	0.01313422134591662+1.2840294448634282e-18j	0.0058094060181677933-5.4735111810242553e-19j	0.00090216533270657206	5.5511151231257827e-16	1.5700924586837752e-16	0.22621728477090933	0.99999999999999967	0.26888939616029717	0.31034286656744625	0.17935804003170369	7.156977890459377e-16	2.2907504353903056e-16	2.2204460492503131e-16	TRUE
G85	G75_AM_S01_E05:A04_LAPSE_LIFT_TIMELIVE	CMINUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	3.6823387023573089	0.48936227431678214	0.014963080149016775+1.3449856642733817e-18j	0.0060024253720566611-5.4906844292861356e-19j	0.0009593854178173392	5.5511151231257827e-17	1.5701714670383418e-16	0.22888276214388661	0.99999999999999989	0.26682351057799519	0.30909630012273542	0.18640141252982911	6.114062512851893e-16	1.7790054003920833e-16	1.6697851907952606e-16	TRUE
G85	G75_AM_S01_E05:A04_LAPSE_LIFT_TIMELIVE	CPLUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	3.5796268262002222	0.47219555093850463	0.011452103517144905+1.2273003693968691e-18j	0.0056247851668453832-5.4411799236363079e-19j	0.00084822381625114334	2.2204460492503131e-16	3.0781617682694682e-18	0.22364281303667469	1.0000000000000002	0.27065098104236368	0.31151378417326314	0.17241321937299484	2.65103278437154e-16	1.8109377502693946e-16	1.6883057536160649e-16	TRUE
G85	G75_AM_S01_E05:A05_SHIFT_SUPPORTED_TAPER	C0	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	1	-5.0555555555555562	1.0319609564503205	0.53247170781893016+0j	0.14955223892445271+0j	7.7715611723760958e-16	4.9960036108132044e-16	3.0484447105272307e-16	0	0	1.2247448713915889	1.0507812760008788e-33	0.74596333341132193	1.4774386793355771e-32	8.8839523367130311e-16	2.1728473802621118e-16	TRUE
G85	G75_AM_S01_E05:A05_SHIFT_SUPPORTED_TAPER	CMINUS	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	1	-6.8025954988216863	1.3885739915555602	0.9640688650122704+0j	0.36434280676036623+0j	4.4408920985006262e-15	7.7715611723760958e-16	1.1224079736859431e-15	0	0	1.2247448713915885	8.1404844433059263e-34	0.74092516185611201	1.4357483994617989e-15	8.8991145241087413e-16	1.6060955595815678e-16	TRUE
G85	G75_AM_S01_E05:A05_SHIFT_SUPPORTED_TAPER	CPLUS	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	1	-3.8679464061474533	0.78954125395777119	0.31168769585060485+0j	0.066977294611429303+0j	2.9143354396410359e-16	7.2164496600635175e-16	1.7019555259185245e-16	0	0	0.96698660153686444	1.3050888833481411e-33	0.74894088336982634	2.1710969429855927e-15	1.962615573354719e-17	2.2204460492503131e-16	TRUE
G85	G75_AM_S01_E100:A03_RADIAL_SHIFT_TIMELIVE	C0	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.3694184484675835	0.60038616655475741	0.05525400683811145+4.2464185899190392e-21j	0.0050140801340614509-1.3651411925110218e-21j	4.0438923216132077e-06	5.5511151231257827e-17	3.1402024893274607e-16	0.24997233908301664	1.0000080505392093	0.012120764689902105	0.28011290380494241	0.2713299360792556	8.1905768819420249e-16	3.3686774952281444e-16	2.6211587052212743e-15	TRUE
G85	G75_AM_S01_E100:A03_RADIAL_SHIFT_TIMELIVE	CMINUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.3695243047154513	0.60039760815118892	0.055255558193663734+4.3763653568318589e-21j	0.0050144554641099303-1.3496990169665756e-21j	4.0886834559959728e-06	7.2164496600635175e-16	7.8575826646783044e-17	0.24997895599872405	1.0000061246485332	0.012187245519323243	0.2801130572607034	0.27132962060338128	3.5273544515540591e-16	7.6367164542360375e-16	3.6543818311638519e-15	TRUE
G85	G75_AM_S01_E100:A03_RADIAL_SHIFT_TIMELIVE	CPLUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.3692981495322192	0.60037316392787332	0.055252243828510711+4.0984099477713927e-21j	0.0050136536137699358-1.3825928828238038e-21j	3.9930001301310275e-06	1.1102230246251565e-16	1.9633937047621587e-16	0.24996481936275658	1.0000102392559458	0.012044770882617998	0.28011272938400689	0.27133029467588732	6.9629579662010579e-16	4.4148261923982868e-16	4.5351050047652663e-15	TRUE
G85	G75_AM_S01_E100:A04_LAPSE_LIFT_TIMELIVE	C0	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.3682023831560048	0.60016292513181679	0.055166891707430984+4.2283072783430682e-21j	0.005015164344095829-2.5755621184987188e-21j	7.5240113047296856e-06	3.3306690738754696e-16	1.9626155733547189e-16	0.24993086708523851	0.99999999999999833	0.016546536055943452	0.28015268797911758	0.27118191568824146	4.2540679602207144e-16	3.1652216178123118e-16	2.1069371757073136e-15	TRUE
G85	G75_AM_S01_E100:A04_LAPSE_LIFT_TIMELIVE	CMINUS	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.3684142130421506	0.60019754695839744	0.055178842594430802+4.2999788816302363e-21j	0.0050152266552749387-2.4129011176483521e-21j	7.1043379587759463e-06	3.8857805861880479e-16	3.3594778135556765e-22	0.24993969782030229	0.99999999999999833	0.016076460169975278	0.28014768846692589	0.27120065973082053	1.3043072847619254e-17	3.1988813448009027e-18	1.9512925037509876e-15	TRUE
