path_id	event_id	direction	lambda	affine	t	x	y	z	phi	delta_phi	frequency_Q	clock_law_residual	killing_energy_drift	null_residual	screen_gram_residual	k_screen_residual	curvature_asymmetry	symplectic_residual	detM_residual	screen_leakage	pair_leakage	ray_transverse_mismatch	detB	D_A	WRL_W	lambda_complement
P00_plus_L2	P00	plus	2	0.06250000	0.061775501023442113	4.1263502151545769e-05	7.9115350448191629e-05	0.031260004772210852	0.0041609453884789314	0.0041609453884789314	1.0041696141409737	2.2204460492503131e-16	0	1.2922334643311606e-16	1.1102230246251565e-16	8.6736173798840355e-19	2.3214180577824095e-11	3.1608110763918414e-13	0	1.674935899629251e-05	1.6888766486213328e-05	0.0058090014017974896	0.003903352525140018	0.062476815901100609	0.008287359698252339	0.008356613964031645
P00_plus_L2	P00	plus	2	0.12500000	0.12412973451663024	0.00017388062085917146	0.00032018118010357398	0.062580060334188503	0.0091890857409268108	0.0091890857409268108	1.0092314350069236	2.2204460492503131e-16	2.2204460492503131e-16	3.4319064517313036e-16	5.5511151231257827e-16	2.1684043449710089e-18	8.4414579493152786e-11	3.0066161489418948e-12	3.3306690738754696e-16	7.137560526762984e-05	7.2684126358302969e-05	0.012034294173797153	0.015580554230852776	0.12482209031598844	0.018210322712350679	0.018548089406133839
P00_plus_L2	P00	plus	2	0.18750000	0.18718280559289019	0.00041117782128485342	0.00072812317581232272	0.094020490755790068	0.015140226141987723	0.015140226141987723	1.0152554199851902	0	1.1102230246251565e-16	2.0298975174359857e-16	4.4408920985006262e-16	8.6736173798840355e-18	1.4764585387627704e-10	1.0156627025038025e-11	2.2204460492503131e-16	0.00017000665522784146	0.0001751158157019997	0.018639026341604949	0.034940185843360894	0.18692294092315392	0.029826591956955917	0.030743567809305095
P00_plus_L2	P00	plus	2	0.25000000	0.25106472960696319	0.00076667549285290321	0.0013068204942181852	0.12564235596302614	0.022051468479003015	0.022051468479003015	1.0222963991571825	0	0	3.5534726203212408e-16	4.4408920985006262e-16	6.9388939039072284e-18	2.0854031002048856e-10	2.1018741197118609e-11	2.2204460492503131e-16	0.00031790365624108081	0.00033171689695843555	0.025580689106217299	0.061842552692987725	0.24868162918275191	0.043144543386511081	0.045089927729741408
P00_minus_L-2	P00	minus	-2	0.06250000	0.063258858746671934	3.6239209968591894e-05	7.5659023728353255e-05	-0.031260025601228668	-0.003365202773679798	-0.003365202773679798	0.996640453174924	1.1102230246251565e-16	0	2.5202618312604452e-16	4.4408920985006262e-16	1.0299920638612292e-18	3.1512292775204287e-10	1.9851534428552761e-11	2.2204460492503131e-16	1.4102835052028835e-05	1.4008220767785558e-05	0.0052904774954010692	0.0038990597933283803	0.062442451852312626	0.0067531056251093347	0.0067531056251093347
P00_minus_L-2	P00	minus	-2	0.12500000	0.12614484370697826	0.00013408617600841477	0.00029395007865672785	-0.062580385630013627	-0.0060184624506955577	-0.0060184624506955577	0.99399961221569377	1.1102230246251565e-16	0	3.0718158051945554e-16	3.3306690738754696e-16	1.7347234759768071e-18	3.0545026230566208e-10	3.9018384174340162e-11	0	5.0907078219268789e-05	5.0300181284020404e-05	0.010010087267091097	0.015513465607387478	0.12455306342032491	0.012109660225507524	0.012109660225507524
P00_minus_L-2	P00	minus	-2	0.18750000	0.18874227152767697	0.00027809122530590328	0.0006440995440015803	-0.094022099739907675	-0.0080516432840374297	-0.0080516432840374297	0.99198068437397446	1.1102230246251565e-16	1.1102230246251565e-16	2.3269689126970139e-16	4.4408920985006262e-16	3.4694469519536142e-18	2.9151217550982267e-10	5.7064718598747291e-11	0	0.00010331967449042878	0.00010168818129599599	0.01419609867034235	0.034609161054562208	0.18603537581482241	0.016233643271008402	0.016233643271008402
P00_minus_L-2	P00	minus	-2	0.25000000	0.25112271292311955	0.00045374495058226032	0.0011177409690044759	-0.12564732862626132	-0.0095610044111161495	-0.0095610044111161495	0.9904845566727003	2.2204460492503131e-16	1.1102230246251565e-16	5.0773187737496173e-16	6.6613381477509392e-16	6.9388939039072284e-18	2.7317023643114169e-10	7.3603619895940878e-11	0	0.00016557276449080205	0.00016251144641506274	0.017879163820291075	0.060825484874134604	0.24662823211087292	0.019306005356152012	0.019306005356152012
P00_minus_L-1	P00	minus	-1	0.06250000	0.063258859746576412	3.6419070825397696e-05	7.600083245694904e-05	-0.031260024824315655	-0.003365171254754897	-0.003365171254754897	0.99664048458796028	1.1102230246251565e-16	2.2204460492503131e-16	2.9005118619418457e-16	4.4408920985006262e-16	8.6736173798840355e-19	1.7520576656160358e-10	1.0853545387098351e-11	0	1.4198055056928375e-05	1.4102801541864592e-05	0.0053083115921199872	0.0038999438360324654	0.062449530310743455	0.0067530421615602521	0.0033708398003005069
P00_minus_L-1	P00	minus	-1	0.12500000	0.12614485703552261	0.00013540672442948474	0.00029634549681280904	-0.062580375105817571	-0.0060182618604180905	-0.0060182618604180905	0.99399981160237194	0	0	1.7835125737386548e-17	2.2204460492503131e-16	3.4694469519536142e-18	1.7450385580985994e-10	2.1679060518122474e-11	1.1102230246251565e-16	5.1523020498406108e-05	5.0908809370907353e-05	0.010070332097349524	0.015526333327306168	0.12460470828707143	0.012109254186873697	0.0060364079827697203
P00_minus_L-1	P00	minus	-1	0.18750000	0.18874232732953469	0.00028217345412025674	0.00065119110421632304	-0.094022054721143583	-0.008051113304430025	-0.008051113304430025	0.99198121010364759	0	0	4.5590701353015461e-17	8.8817841970012523e-16	5.2041704279304213e-18	1.6994297635797295e-10	3.2140509195404658e-11	2.2204460492503131e-16	0.0001049931352573635	0.00010333560812758106	0.014309728809248622	0.03466779045564853	0.18619288508331497	0.01623256610536461	0.0080836106719346379
P00_minus_L-1	P00	minus	-1	0.25000000	0.2511228575759808	0.00046260110094216477	0.0011325097627879034	-0.12564720860383566	-0.0095600394226570233	-0.0095600394226570233	0.99048551247932792	1.1102230246251565e-16	0	2.1076890233118206e-16	1.1102230246251565e-15	6.9388939039072284e-18	1.616303757501214e-10	4.1930031022901015e-11	1.1102230246251565e-16	0.00016875397288630667	0.00016563580887268619	0.018047224877126559	0.060990303454216917	0.24696214984125991	0.019304038120987244	0.0096058825705143125
P00_minus_L0	P00	minus	0	0.06250000	0.063258860750569981	3.6599969587468602e-05	7.6344332451967458e-05	-0.031260024043172178	-0.0033651395750659645	-0.0033651395750659645	0.99664051616122118	0	1.1102230246251565e-16	1.9447876468958736e-18	6.6613381477509392e-16	1.7347234759768071e-18	6.23869012006395e-11	3.9577882969997671e-12	0	1.4293995453412094e-05	1.4198098931921207e-05	0.0053262055360464222	0.0039008573603435226	0.062456843983213904	0.0067529783743158767	0
P00_minus_L0	P00	minus	0	0.12500000	0.12614487046290601	0.0001367425922030445	0.00029876156220777196	-0.062580364478751802	-0.006018059443474129	-0.006018059443474129	0.99400001280479644	0	0	8.248068027183475e-17	8.8817841970012523e-16	3.4694469519536142e-18	5.9837620969283023e-11	7.7437711960497777e-12	0	5.2147268374563133e-05	5.1525666709219136e-05	0.010130933601017342	0.015539574344177409	0.12465782905288143	0.012108844450832379	0
P00_minus_L0	P00	minus	0	0.18750000	0.18874238368741603	0.00028632607124627157	0.00065836168000176051	-0.09402200911687747	-0.0080505769904402301	-0.0080505769904402301	0.99198174211719081	0	0	3.4716153562985852e-16	6.6613381477509392e-16	1.7347234759768071e-18	5.6686058624855207e-11	1.1294283811896848e-11	2.2204460492503131e-16	0.00010669660449274481	0.00010501269145942488	0.014424234293202399	0.034727887547194455	0.18635419916705515	0.016231476066465023	0
P00_minus_L0	P00	minus	0	0.25000000	0.25112300392462417	0.00047165694040331564	0.0011474653977431326	-0.12564708675961511	-0.0095590613634579207	-0.0095590613634579207	0.99048648123326866	0	0	6.1257422745431001e-17	4.4408920985006262e-16	8.6736173798840355e-19	5.2971321773398472e-11	1.4553775328454621e-11	5.5511151231257827e-16	0.00017200234578754119	0.00016882647909248315	0.018216751882227915	0.061158640311771637	0.24730273009364784	0.019302044243555194	0
P00_minus_L0.5	P00	minus	0.5	0.06250000	0.063258861254105903	3.6690810289021498e-05	7.6516719340125766e-05	-0.031260023651006691	-0.0033651236746663551	-0.0033651236746663551	0.99664053200820391	1.1102230246251565e-16	2.2204460492503131e-16	8.4771057361210378e-17	5.5511151231257827e-16	2.6020852139652106e-18	1.6091579457810923e-11	1.2850581458587206e-12	2.2204460492503131e-16	1.4342237480091045e-05	1.4246018032797334e-05	0.0053351750124993498	0.0039013251823728353	0.062460589033188241	0.006752946358766998	0.0016811471237239139
P00_minus_L0.5	P00	minus	0.5	0.12500000	0.12614487721390438	0.00013741633373579634	0.00029997738997756819	-0.06258035912632938	-0.0060179575447719914	-0.0060179575447719914	0.99400011409211297	1.1102230246251565e-16	0	2.7828759262271685e-16	7.7715611723760958e-16	1.7347234759768071e-18	8.7061607922933604e-12	2.0435191613011153e-12	4.4408920985006262e-16	5.2462541432755889e-05	5.1837215637872174e-05	0.010161368726452746	0.015546334987110322	0.12468494290454771	0.012108638185698073	0.0030044563328716078
P00_minus_L0.5	P00	minus	0.5	0.18750000	0.18874241207658882	0.00028842919775540405	0.00066197682355750105	-0.094021986092940782	-0.0080503064361491586	-0.0080503064361491586	0.9919820105021443	2.2204460492503131e-16	2.2204460492503131e-16	5.3616507934839408e-16	1.4432899320127035e-15	3.0357660829594124e-18	3.2859409637708836e-12	2.399911966374629e-12	0	0.00010755975791973152	0.00010586251869124577	0.014481817091109154	0.034758487171093005	0.1864362817991525	0.016230926175040628	0.0040170631470918261
P00_minus_L0.5	P00	minus	0.5	0.25000000	0.25112307774043074	0.0004762612636904176	0.001155013738312773	-0.12564702514700263	-0.0095585673897379941	-0.0095585673897379941	0.99048697050768131	2.2204460492503131e-16	2.2204460492503131e-16	3.8082601308553343e-16	8.8817841970012523e-16	4.3368086899420177e-18	2.0294876890147862e-13	2.4829523904493309e-12	2.2204460492503131e-16	0.00017365215487870215	0.00017044711286740721	0.01830206788413433	0.06124412825733147	0.2474755104193776	0.019301037227207551	0.0047678810912094027
P00_minus_L1	P00	minus	1	0.06250000	0.063258861758671098	3.6781913000242722e-05	7.6689532248840878e-05	-0.031260023257774668	-0.0033651077337527864	-0.0033651077337527864	0.99664054789556455	0	2.2204460492503131e-16	8.0881482067418631e-17	4.4408920985006262e-16	3.4694469519536142e-18	2.3487933820121043e-11	8.779190187272285e-13	2.2204460492503131e-16	1.4390661627467602e-05	1.4294118302370313e-05	0.0053441595249756838	0.0039018003799923752	0.062464392897012735	0.0067529142616440385	0.0033594521044354453
P00_minus_L1	P00	minus	1	0.12500000	0.12614488398990359	0.00013809398093658285	0.000301198442501947	-0.062580353747812345	-0.0060178551831098041	-0.0060178551831098041	0.99400021583962195	0	0	3.8611149867640027e-17	2.2204460492503131e-16	3.4694469519536142e-18	3.8239640620663096e-11	2.8167893947265732e-12	2.2204460492503131e-16	5.2779932493808126e-05	5.2150863205007141e-05	0.010191893766580423	0.015553189134019272	0.12471242574025762	0.01210843098347425	0.0059997841603780522
P00_minus_L1	P00	minus	1	0.18750000	0.18874244060684028	0.00029055043157630024	0.00066561199073647494	-0.094021962919932298	-0.0080500342719219183	-0.0080500342719219183	0.99198228048419812	0	0	8.5055660431487823e-17	6.6613381477509392e-16	1.7347234759768071e-18	4.7901280164630577e-11	5.4755248218158208e-12	1.1102230246251565e-16	0.00010843061335451177	0.00010671995842982703	0.014539620888213711	0.034789454555524894	0.1865193141621663	0.016230373011781873	0.0080177195158018799
P00_minus_L1	P00	minus	1	0.25000000	0.25112315198686863	0.00048091734840179036	0.0011626093339787776	-0.12564696307013884	-0.0095580700973178345	-0.0095580700973178345	0.99048746306946633	0	0	3.9605905360895477e-16	5.5511151231257827e-16	3.4694469519536142e-18	5.2566340169590831e-11	8.5063025331281874e-12	2.2204460492503131e-16	0.00017531928172779629	0.00017208484699278778	0.018387753683974519	0.06133049592681028	0.24764994634929821	0.019300023446352288	0.009512536930533666
P00_minus_L2	P00	minus	2	0.06250000	0.063258862770897983	3.6964907858078428e-05	7.7036440423547457e-05	-0.031260022468099335	-0.0033650757299505058	-0.0033650757299505058	0.99664057979185205	0	0	7.5030178467785924e-17	4.4408920985006262e-16	3.6862873864507151e-18	8.2584425409315543e-11	3.6963821760477249e-12	2.2204460492503131e-16	1.4488059004285176e-05	1.4390865056709849e-05	0.0053621737573216486	0.0039027729092145371	0.062472177080797636	0.0067528498218036859	0.0067075547121610013
P00_minus_L2	P00	minus	2	0.12500000	0.1261448976172958	0.00013946109515782927	0.00030365630627789689	-0.062580342911986123	-0.0060176490624337846	-0.0060176490624337846	0.99400042072363948	0	1.1102230246251565e-16	1.2445285687417984e-16	4.4408920985006262e-16	6.9388939039072284e-18	1.1942068861570121e-10	1.0032661750591069e-11	2.2204460492503131e-16	5.3421124932552722e-05	5.2784510188615382e-05	0.010253214590935703	0.015567178188578425	0.12476849838231774	0.012108013750612212	0.011963163601227622
P00_minus_L2	P00	minus	2	0.18750000	0.18874249809336716	0.00029484791767908771	0.00067294275523251362	-0.09402191612306815	-0.0080494850782744896	-0.0080494850782744896	0.99198282527471449	1.1102230246251565e-16	1.1102230246251565e-16	1.3807314666602899e-16	4.4408920985006262e-16	1.214306433183765e-17	1.4345420684680477e-10	1.8170024803657794e-11	2.2204460492503131e-16	0.00011019570208753133	0.00010845794524357759	0.014655894368717896	0.034852493745014076	0.18668822604817389	0.016229256797864577	0.01597007435999509
P00_minus_L2	P00	minus	2	0.25000000	0.25112330178058001	0.0004903873249878396	0.0011779429957002772	-0.12564683751188774	-0.0095570654888464564	-0.0095570654888464564	0.99048845812206221	1.1102230246251565e-16	2.2204460492503131e-16	7.9146758591441824e-18	5.5511151231257827e-16	1.0408340855860843e-17	1.5473353154327185e-10	2.7229074341844038e-11	2.2204460492503131e-16	0.00017870620732382238	0.00017541233069490208	0.018560239035543422	0.061505870444524317	0.24800377102883803	0.019297975453532956	0.01893261432697968
P01_plus_L-2	P01	plus	-2	0.06250000	0.063408577082700548	0.24021474140726645	-0.21688290063727958	0.19520161396984506	0.029422617530228141	0.0025392452022272444	1.002542471815802	0	0	1.4731597018646791e-16	2.2204460492503131e-16	1.4311468676808659e-17	1.8461976392103452e-10	1.2830160734471148e-11	2.2204460492503131e-16	0.00031731232453752618	0.00031882313894233093	0.025235097095950901	0.0038995980815098104	0.062446761977782407	0.005065616674318596	0.005065616674318596
P01_plus_L-2	P01	plus	-2	0.12500000	0.1271902860420096	0.2301078099440122	-0.23299749258264332	0.22456968819326384	0.032665675917876717	0.0057823035898758209	1.0057990533758319	2.2204460492503131e-16	1.1404743707590706e-16	3.67544536472586e-17	2.2204460492503131e-16	2.0816681711721685e-17	1.3843920454448266e-10	2.283552308368498e-11	0	0.0013458123278412247	0.0013595121759713547	0.052008316538939045	0.015516217608799914	0.12456411043635288	0.011497994141955736	0.011497994141955736
P01_plus_L-2	P01	plus	-2	0.18750000	0.19144416139799028	0.21964803094113675	-0.24823895162710977	0.2548637162867064	0.036679121588276881	0.0097957492602759842	1.0098438846577686	4.4408920985006262e-16	3.4214231122772119e-16	4.7704895589362195e-17	4.4408920985006262e-16	2.0816681711721685e-17	8.7114815361388764e-11	2.96874222148479e-11	1.1102230246251565e-16	0.0032215316860823408	0.0032736929873618805	0.080443702666582531	0.034592870436896558	0.18599158700569376	0.019400832289336978	0.019400832289336978
P01_plus_L-2	P01	plus	-2	0.25000000	0.25627966560561932	0.20879493529935314	-0.2624715543550043	0.28618104204562811	0.041520850778138184	0.014637478450137287	1.0147451309502191	4.4408920985006262e-16	2.2809487415181413e-16	1.9081958235744878e-17	8.8817841970012523e-16	5.0306980803327406e-17	3.0612012924535748e-11	3.3167088437460354e-11	2.2204460492503131e-16	0.0061124925701571764	0.0062511539770654379	0.11065782282089173	0.060676440234767134	0.24632588218611365	0.028850596476533541	0.028850596476533541
P01_plus_L-1	P01	plus	-1	0.06250000	0.063408201732840383	0.24020393102688331	-0.21690148190595818	0.1951866734199863	0.029413742610524218	0.0025303702825233212	1.002533574371347	0	0	2.1231389042697391e-16	2.2204460492503131e-16	1.214306433183765e-17	4.8519382955802826e-11	3.7334700718093013e-12	2.2204460492503131e-16	0.00029921173283872229	0.00030063673461542813	0.024506549589928969	0.0039006788835091329	0.062455415165613405	0.0050479565920619196	0.002527171594164157
P01_plus_L-1	P01	plus	-1	0.12500000	0.12718696932779874	0.23006596558564374	-0.23308344954499163	0.22450435937608823	0.032625389334338707	0.0057420170063378108	1.0057585339844455	4.4408920985006262e-16	3.4214231122772119e-16	1.1712636069360904e-15	4.4408920985006262e-16	1.0408340855860843e-17	2.5050239660373563e-11	6.0158724451080499e-12	2.2204460492503131e-16	0.0012613034969967418	0.0012741570790246247	0.050364297370805076	0.015534381311789915	0.12463699816583322	0.011418344195901708	0.0057255631345547453
P01_plus_L-1	P01	plus	-1	0.18750000	0.1914317455166189	0.21955854110275141	-0.24846403258845251	0.25470294288948198	0.036575865336413563	0.0096924930084126663	1.009739617346491	2.2204460492503131e-16	3.4214231122772119e-16	6.843484112728504e-16	2.2204460492503131e-16	1.9949319973733282e-17	8.680833829544099e-13	6.8091608109023234e-12	2.2204460492503131e-16	0.0029971682193409574	0.0030458231781134771	0.077648621957687208	0.034689458802119141	0.18625106389526783	0.019198305388611892	0.0096456721903073195
P01_plus_L-1	P01	plus	-1	0.25000000	0.25624690764966646	0.20864850323248249	-0.26293980979728454	0.28586885384977045	0.041311294512566051	0.014427922184565154	1.014532507029186	4.4408920985006262e-16	3.4214231122772119e-16	1.1128251098391218e-15	2.2204460492503131e-16	1.3877787807814457e-17	2.3573032414958561e-11	6.1412933830902419e-12	2.2204460492503131e-16	0.0056380664185738559	0.0057666007910069069	0.10642507417939573	0.060997419164637211	0.24697655590083284	0.028443490286209849	0.014324338479543175
