branch_id	stable_identity	pattern_family	measurement_id	object	disposition	ownership_boundary	evidence
R04	FC04_TWO_CAP_P1	F02_AGGREGATE_MEMBER_DEPENDENT	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R04;S15::R04
R05	FC05_TWO_CAP_P_GT1	F01_SCHEMA_ONLY	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	F01_SCHEMA_ONLY	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	F01_SCHEMA_ONLY	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	F01_SCHEMA_ONLY	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	F01_SCHEMA_ONLY	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	F01_SCHEMA_ONLY	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R05;S15::R05
R06	FC06_NONPRIMITIVE_CAP	F03_NO_COMPLETE_REGULAR_BRANCH	M01	kappa	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M01;S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	F03_NO_COMPLETE_REGULAR_BRANCH	M02	phi	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M02;S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	F03_NO_COMPLETE_REGULAR_BRANCH	M03	beta	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M03;S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	F03_NO_COMPLETE_REGULAR_BRANCH	M04	U_gamma	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M04;S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	F03_NO_COMPLETE_REGULAR_BRANCH	M05	Delta_kappa_Delta_phi_U	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M05;S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	F03_NO_COMPLETE_REGULAR_BRANCH	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R06;S15::R06
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_SCHEMA_ONLY	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_SCHEMA_ONLY	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_SCHEMA_ONLY	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_SCHEMA_ONLY	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_SCHEMA_ONLY	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	F01_SCHEMA_ONLY	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R07;S15::R07
R08	FC08_MIRROR_DOUBLE	F01_SCHEMA_ONLY	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	F01_SCHEMA_ONLY	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	F01_SCHEMA_ONLY	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	F01_SCHEMA_ONLY	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	F01_SCHEMA_ONLY	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	F01_SCHEMA_ONLY	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R08;S15::R08
R09	FC09_NONORIENTABLE_GLUE	F01_SCHEMA_ONLY	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	F01_SCHEMA_ONLY	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	F01_SCHEMA_ONLY	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	F01_SCHEMA_ONLY	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	F01_SCHEMA_ONLY	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	F01_SCHEMA_ONLY	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R09;S15::R09
R10	FC10_STRATIFIED_PROJECTOR	F01_SCHEMA_ONLY	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	F01_SCHEMA_ONLY	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	F01_SCHEMA_ONLY	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	F01_SCHEMA_ONLY	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	F01_SCHEMA_ONLY	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	F01_SCHEMA_ONLY	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R10;S15::R10
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_SCHEMA_ONLY	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_SCHEMA_ONLY	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_SCHEMA_ONLY	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_SCHEMA_ONLY	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_SCHEMA_ONLY	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_SCHEMA_ONLY	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R11;S15::R11
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_HISTORICAL_REDERIVATION_REQUIRED	M01	kappa	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M01;S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_HISTORICAL_REDERIVATION_REQUIRED	M02	phi	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M02;S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_HISTORICAL_REDERIVATION_REQUIRED	M03	beta	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M03;S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_HISTORICAL_REDERIVATION_REQUIRED	M04	U_gamma	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M04;S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_HISTORICAL_REDERIVATION_REQUIRED	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_HISTORICAL_REDERIVATION_REQUIRED	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R12;S15::R12
R13	Q01_ROUND_S3_B19	F05_GLOBAL_METRIC_QUERY_UNOWNED	M01	kappa	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M01;S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	F05_GLOBAL_METRIC_QUERY_UNOWNED	M02	phi	FOUNDED_AFTER_PAIR_SUPPLIED	FOUNDING_SCALAR_ONLY_AFTER_PAIR	S03::M02;S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	F05_GLOBAL_METRIC_QUERY_UNOWNED	M03	beta	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M03;S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	F05_GLOBAL_METRIC_QUERY_UNOWNED	M04	U_gamma	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M04;S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	F05_GLOBAL_METRIC_QUERY_UNOWNED	M05	Delta_kappa_Delta_phi_U	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M05;S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	F05_GLOBAL_METRIC_QUERY_UNOWNED	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R13;S15::R13
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M01	kappa	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M01;S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M02	phi	FOUNDED_AFTER_PAIR_SUPPLIED	FOUNDING_SCALAR_ONLY_AFTER_PAIR	S03::M02;S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M03	beta	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M03;S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M04	U_gamma	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M04;S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M05	Delta_kappa_Delta_phi_U	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M05;S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R14;S15::R14
R15	Q03_WRL_LOCAL	F06_LOCAL_PROFILE_ONLY	M01	kappa	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M01;S11::R15;S15::R15
R15	Q03_WRL_LOCAL	F06_LOCAL_PROFILE_ONLY	M02	phi	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M02;S11::R15;S15::R15
R15	Q03_WRL_LOCAL	F06_LOCAL_PROFILE_ONLY	M03	beta	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M03;S11::R15;S15::R15
R15	Q03_WRL_LOCAL	F06_LOCAL_PROFILE_ONLY	M04	U_gamma	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M04;S11::R15;S15::R15
R15	Q03_WRL_LOCAL	F06_LOCAL_PROFILE_ONLY	M05	Delta_kappa_Delta_phi_U	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M05;S11::R15;S15::R15
R15	Q03_WRL_LOCAL	F06_LOCAL_PROFILE_ONLY	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R15;S15::R15
R16	Q04_PHYSICAL_XMAX_JOIN	F03_NO_COMPLETE_REGULAR_BRANCH	M01	kappa	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M01;S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F03_NO_COMPLETE_REGULAR_BRANCH	M02	phi	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M02;S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F03_NO_COMPLETE_REGULAR_BRANCH	M03	beta	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M03;S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F03_NO_COMPLETE_REGULAR_BRANCH	M04	U_gamma	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M04;S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F03_NO_COMPLETE_REGULAR_BRANCH	M05	Delta_kappa_Delta_phi_U	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M05;S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F03_NO_COMPLETE_REGULAR_BRANCH	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R16;S15::R16
R17	W01_TWISTED_RECIPROCAL_S3	F07_FULL_RECIPROCAL_PATH_CONDITIONAL	M01	kappa	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M01;S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	F07_FULL_RECIPROCAL_PATH_CONDITIONAL	M02	phi	FOUNDED_AFTER_PAIR_SUPPLIED	FOUNDING_SCALAR_ONLY_AFTER_PAIR	S03::M02;S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	F07_FULL_RECIPROCAL_PATH_CONDITIONAL	M03	beta	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M03;S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	F07_FULL_RECIPROCAL_PATH_CONDITIONAL	M04	U_gamma	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M04;S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	F07_FULL_RECIPROCAL_PATH_CONDITIONAL	M05	Delta_kappa_Delta_phi_U	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M05;S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	F07_FULL_RECIPROCAL_PATH_CONDITIONAL	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R17;S15::R17
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F08_CLOCK_ONLY	M01	kappa	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M01;S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F08_CLOCK_ONLY	M02	phi	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M02;S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F08_CLOCK_ONLY	M03	beta	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M03;S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F08_CLOCK_ONLY	M04	U_gamma	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M04;S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F08_CLOCK_ONLY	M05	Delta_kappa_Delta_phi_U	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M05;S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F08_CLOCK_ONLY	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R18;S15::R18
R19	W03_ULTRASTATIC_S3	F09_ZERO_ISOMETRIC_PATH_CONTROL	M01	kappa	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M01;S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	F09_ZERO_ISOMETRIC_PATH_CONTROL	M02	phi	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M02;S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	F09_ZERO_ISOMETRIC_PATH_CONTROL	M03	beta	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M03;S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	F09_ZERO_ISOMETRIC_PATH_CONTROL	M04	U_gamma	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M04;S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	F09_ZERO_ISOMETRIC_PATH_CONTROL	M05	Delta_kappa_Delta_phi_U	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M05;S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	F09_ZERO_ISOMETRIC_PATH_CONTROL	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R19;S15::R19
R20	W04_MULTIPLE_KILLING_CONTROL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M01	kappa	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M01;S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M02	phi	FOUNDED_AFTER_PAIR_SUPPLIED	FOUNDING_SCALAR_ONLY_AFTER_PAIR	S03::M02;S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M03	beta	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M03;S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M04	U_gamma	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M04;S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M05	Delta_kappa_Delta_phi_U	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M05;S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	F05_GLOBAL_METRIC_QUERY_UNOWNED	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R20;S15::R20
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_NO_COMPLETE_REGULAR_BRANCH	M01	kappa	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M01;S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_NO_COMPLETE_REGULAR_BRANCH	M02	phi	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M02;S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_NO_COMPLETE_REGULAR_BRANCH	M03	beta	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M03;S11::R21;S15::R21
