branch_id	stable_identity	axis_id	disposition	evidence
R05	FC05_TWO_CAP_P_GT1	A07	INSUFFICIENT_EVIDENCE	S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	A08	INSUFFICIENT_EVIDENCE	S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	A09	INSUFFICIENT_EVIDENCE	S11::R05;S15::R05
R05	FC05_TWO_CAP_P_GT1	A10	INSUFFICIENT_EVIDENCE	S11::R05;S15::R05
R06	FC06_NONPRIMITIVE_CAP	A01	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A02	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A03	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A04	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A05	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A06	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A07	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A08	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A09	TYPE_INAPPLICABLE	S11::R06;S15::R06
R06	FC06_NONPRIMITIVE_CAP	A10	INSUFFICIENT_EVIDENCE	S11::R06;S15::R06
R07	FC07_PERIODIC_TORUS_BUNDLE	A01	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A02	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A03	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A04	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A05	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A06	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A07	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A08	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A09	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	A10	INSUFFICIENT_EVIDENCE	S11::R07;S15::R07
R08	FC08_MIRROR_DOUBLE	A01	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A02	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A03	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A04	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A05	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A06	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A07	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A08	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A09	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R08	FC08_MIRROR_DOUBLE	A10	INSUFFICIENT_EVIDENCE	S11::R08;S15::R08
R09	FC09_NONORIENTABLE_GLUE	A01	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A02	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A03	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A04	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A05	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A06	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A07	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A08	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A09	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R09	FC09_NONORIENTABLE_GLUE	A10	INSUFFICIENT_EVIDENCE	S11::R09;S15::R09
R10	FC10_STRATIFIED_PROJECTOR	A01	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A02	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A03	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A04	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A05	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A06	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A07	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A08	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A09	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R10	FC10_STRATIFIED_PROJECTOR	A10	INSUFFICIENT_EVIDENCE	S11::R10;S15::R10
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A01	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A02	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A03	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A04	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A05	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A06	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A07	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A08	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A09	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	A10	INSUFFICIENT_EVIDENCE	S11::R11;S15::R11
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A01	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A02	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A03	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A04	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A05	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A06	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A07	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A08	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A09	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	A10	INSUFFICIENT_EVIDENCE	S11::R12;S15::R12
R13	Q01_ROUND_S3_B19	A01	OPEN_OWNER	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A02	CONDITIONALLY_AVAILABLE	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A03	FOUNDED_AFTER_PAIR_SUPPLIED	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A04	CONDITIONALLY_AVAILABLE	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A05	CONDITIONALLY_AVAILABLE	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A06	CONDITIONALLY_AVAILABLE	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A07	OPEN_OWNER	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A08	OPEN_OWNER	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A09	CONDITIONALLY_AVAILABLE	S11::R13;S15::R13
R13	Q01_ROUND_S3_B19	A10	OPEN_OWNER	S11::R13;S15::R13
R14	Q02_SQUASHED_S3_OFF_SHELL	A01	OPEN_OWNER	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A02	CONDITIONALLY_AVAILABLE	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A03	FOUNDED_AFTER_PAIR_SUPPLIED	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A04	CONDITIONALLY_AVAILABLE	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A05	CONDITIONALLY_AVAILABLE	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A06	CONDITIONALLY_AVAILABLE	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A07	OPEN_OWNER	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A08	OPEN_OWNER	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A09	CONDITIONALLY_AVAILABLE	S11::R14;S15::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	A10	OPEN_OWNER	S11::R14;S15::R14
R15	Q03_WRL_LOCAL	A01	OPEN_OWNER	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A02	CONDITIONALLY_AVAILABLE	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A03	CONDITIONALLY_AVAILABLE	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A04	OPEN_OWNER	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A05	OPEN_OWNER	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A06	TYPE_INAPPLICABLE	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A07	TYPE_INAPPLICABLE	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A08	TYPE_INAPPLICABLE	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A09	TYPE_INAPPLICABLE	S11::R15;S15::R15
R15	Q03_WRL_LOCAL	A10	OPEN_OWNER	S11::R15;S15::R15
R16	Q04_PHYSICAL_XMAX_JOIN	A01	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A02	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A03	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A04	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A05	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A06	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A07	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A08	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A09	TYPE_INAPPLICABLE	S11::R16;S15::R16
R16	Q04_PHYSICAL_XMAX_JOIN	A10	INSUFFICIENT_EVIDENCE	S11::R16;S15::R16
R17	W01_TWISTED_RECIPROCAL_S3	A01	OPEN_OWNER	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A02	CONDITIONALLY_AVAILABLE	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A03	FOUNDED_AFTER_PAIR_SUPPLIED	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A04	CONDITIONALLY_AVAILABLE	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A05	CONDITIONALLY_AVAILABLE	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A06	CONDITIONALLY_AVAILABLE	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A07	OPEN_OWNER	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A08	OPEN_OWNER	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A09	GLOBAL_COMPLETION_OWNED	S11::R17;S15::R17
R17	W01_TWISTED_RECIPROCAL_S3	A10	OPEN_OWNER	S11::R17;S15::R17
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A01	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A02	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A03	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A04	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A05	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A06	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A07	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A08	OPEN_OWNER	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A09	GLOBAL_COMPLETION_OWNED	S11::R18;S15::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	A10	OPEN_OWNER	S11::R18;S15::R18
R19	W03_ULTRASTATIC_S3	A01	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A02	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A03	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A04	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A05	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A06	CONDITIONALLY_AVAILABLE	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A07	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A08	OPEN_OWNER	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A09	CONDITIONALLY_AVAILABLE	S11::R19;S15::R19
R19	W03_ULTRASTATIC_S3	A10	OPEN_OWNER	S11::R19;S15::R19
R20	W04_MULTIPLE_KILLING_CONTROL	A01	OPEN_OWNER	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A02	CONDITIONALLY_AVAILABLE	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A03	FOUNDED_AFTER_PAIR_SUPPLIED	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A04	CONDITIONALLY_AVAILABLE	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A05	CONDITIONALLY_AVAILABLE	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A06	OPEN_OWNER	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A07	OPEN_OWNER	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A08	OPEN_OWNER	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A09	CONDITIONALLY_AVAILABLE	S11::R20;S15::R20
R20	W04_MULTIPLE_KILLING_CONTROL	A10	OPEN_OWNER	S11::R20;S15::R20
R21	W05_CAUSAL_SLICE_BOUNDARY	A01	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A02	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A03	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A04	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A05	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A06	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A07	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A08	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A09	TYPE_INAPPLICABLE	S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	A10	INSUFFICIENT_EVIDENCE	S11::R21;S15::R21
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A01	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A02	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A03	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A04	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A05	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A06	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A07	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A08	OPEN_OWNER	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A09	CONDITIONALLY_AVAILABLE	S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	A10	OPEN_OWNER	S11::R22;S15::R22
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A01	OPEN_OWNER	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A02	CONDITIONALLY_AVAILABLE	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A03	FOUNDED_AFTER_PAIR_SUPPLIED	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A04	CONDITIONALLY_AVAILABLE	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A05	CONDITIONALLY_AVAILABLE	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A06	CONDITIONALLY_AVAILABLE	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A07	OPEN_OWNER	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A08	OPEN_OWNER	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A09	GLOBAL_COMPLETION_OWNED	S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	A10	OPEN_OWNER	S11::R23;S15::R23
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A01	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A02	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A03	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A04	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A05	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A06	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A07	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A08	TYPE_INAPPLICABLE	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A09	GLOBAL_COMPLETION_OWNED	S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	A10	OPEN_OWNER	S11::R24;S15::R24
