assembly_id	motif	completion_id	data_sufficiency	metric_control_identity	lorentzian_metric	time_threading	shift	spatial_or_angular_connector	regime_field_and_anchor	global_completion	global_compatibility	global_compatibility_class	global_connector_status	global_completion_status	accessibility_class	interior_optical_class	regularity_or_scope_guard	selection_status
SCALAR_4_AMBIGUITY::FC11_NONINTEGRABLE_DISTRIBUTION	SCALAR_4_AMBIGUITY	FC11_NONINTEGRABLE_DISTRIBUTION	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	ANHOLONOMIC_NO_ORBIT_SURFACE	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
SCALAR_4_AMBIGUITY::FC12_RECIPROCAL_TORIC_DIAGONAL	SCALAR_4_AMBIGUITY	FC12_RECIPROCAL_TORIC_DIAGONAL	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	GLOBAL_FIXED_INTEGRAL_T2_BASIS_WITH_RECIPROCAL_WEIGHTS	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC01_BOUNDARY_BOUNDARY	FULL_IRREDUCIBLE_4	FC01_BOUNDARY_BOUNDARY	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	NO_CAP_TWO_PHYSICAL_BOUNDARIES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC02_ONE_CAP_BOUNDARY	FULL_IRREDUCIBLE_4	FC02_ONE_CAP_BOUNDARY	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	ONE_PRIMITIVE_CAP_ONE_PHYSICAL_BOUNDARY	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC03_TWO_CAP_P0	FULL_IRREDUCIBLE_4	FC03_TWO_CAP_P0	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	TWO_PRIMITIVE_SAME_DEPENDENT_CYCLES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC04_TWO_CAP_P1	FULL_IRREDUCIBLE_4	FC04_TWO_CAP_P1	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	TWO_PRIMITIVE_DETERMINANT_ONE_CYCLES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC05_TWO_CAP_P_GT1	FULL_IRREDUCIBLE_4	FC05_TWO_CAP_P_GT1	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	TWO_PRIMITIVE_GENERAL_CYCLES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC06_NONPRIMITIVE_CAP	FULL_IRREDUCIBLE_4	FC06_NONPRIMITIVE_CAP	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	ONE_OR_TWO_NONPRIMITIVE_COLLAPSES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC07_PERIODIC_TORUS_BUNDLE	FULL_IRREDUCIBLE_4	FC07_PERIODIC_TORUS_BUNDLE	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	NO_CAP_GL2Z_MAPPING_TORUS	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC08_MIRROR_DOUBLE	FULL_IRREDUCIBLE_4	FC08_MIRROR_DOUBLE	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	MIRROR_SEAL_WITH_REGISTERED_ANGULAR_LIFT	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC09_NONORIENTABLE_GLUE	FULL_IRREDUCIBLE_4	FC09_NONORIENTABLE_GLUE	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	ORIENTATION_REVERSING_BUNDLE_GLUE	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC10_STRATIFIED_PROJECTOR	FULL_IRREDUCIBLE_4	FC10_STRATIFIED_PROJECTOR	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	PROJECTOR_RANK_MERGER_OR_SPLIT	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC11_NONINTEGRABLE_DISTRIBUTION	FULL_IRREDUCIBLE_4	FC11_NONINTEGRABLE_DISTRIBUTION	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	ANHOLONOMIC_NO_ORBIT_SURFACE	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
FULL_IRREDUCIBLE_4::FC12_RECIPROCAL_TORIC_DIAGONAL	FULL_IRREDUCIBLE_4	FC12_RECIPROCAL_TORIC_DIAGONAL	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	GLOBAL_FIXED_INTEGRAL_T2_BASIS_WITH_RECIPROCAL_WEIGHTS	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES::FC01_BOUNDARY_BOUNDARY	TWO_PLUS_TWO_LINES	FC01_BOUNDARY_BOUNDARY	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	NO_CAP_TWO_PHYSICAL_BOUNDARIES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES::FC02_ONE_CAP_BOUNDARY	TWO_PLUS_TWO_LINES	FC02_ONE_CAP_BOUNDARY	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	ONE_PRIMITIVE_CAP_ONE_PHYSICAL_BOUNDARY	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES::FC03_TWO_CAP_P0	TWO_PLUS_TWO_LINES	FC03_TWO_CAP_P0	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	TWO_PRIMITIVE_SAME_DEPENDENT_CYCLES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
TWO_PLUS_TWO_LINES::FC04_TWO_CAP_P1	TWO_PLUS_TWO_LINES	FC04_TWO_CAP_P1	DISTRIBUTION_ONLY	-	LOCAL_REGISTERED_CHART_MOTIF__NO_COMPLETE_GLOBAL_METRIC_WITNESS	NOT_SUPPLIED	NOT_SUPPLIED	PROJECTOR_OR_DISTRIBUTION_DATA_ONLY__CONNECTOR_PATH_NOT_SUPPLIED	NO_GLOBAL_PHI_PROFILE_OR_EXTREME_INCIDENCE	TWO_PRIMITIVE_DETERMINANT_ONE_CYCLES	NOT_EVALUABLE_NO_COMPLETE_METRIC_CONTROL	NOT_EVALUABLE	NOT_SUPPLIED	NOT_EVALUABLE_FROM_PRESENTATION	UNDEFINED_MISSING_CONNECTOR_DATA	UNDEFINED_MISSING_CONNECTOR_DATA	DO_NOT_PROMOTE_COMPATIBILITY_ROW_TO_SOLVED_UNIVERSE	NOT_SELECTED_BY_LOCAL_MOTIF
