primary_class	positive_nodes	negative_nodes	numerically_zero_nodes	minimum_s	maximum_s	minimum_abs_node_s	transition_count_0_fibers	transition_count_1_fibers	transition_count_2_fibers	transition_count_3plus_fibers	base_positive_nodes	base_negative_nodes	base_positive_components	base_negative_components	apex_all_negative	sampled_null_components	sampled_positive_components	sampled_negative_components	all_root_min	all_root_max	rising_root_min	rising_root_max	falling_root_min	falling_root_max	level	sheet_id	group_id	carrier_id	mask_id	chart	u_nodes	simplex_denominator	simplex_nodes	t_nodes	total_nodes	fibers	zero_threshold	status	cross_resolution_status
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14169	12156	0	-0.0076573059287763697	0.025733846007806441	6.6895633706256797e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0013114734319615061	0.86150967615439944	0.0013114734319615061	0.074643661692506386	0.10513009519374016	0.86150967615439944	L1	R00_3_MA_J1	R00_3_MA	R00_3	MA	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14142	12183	0	-0.008122476236457855	0.03013359756604872	5.8675860398725577e-08	0	379	26	0	379	26	1	1	True	2	1	2	0.0012894032401236618	0.85540915722919852	0.0012894032401236618	0.074503813379614814	0.10646856605913897	0.85540915722919852	L1	R00_3_MB_J1	R00_3_MB	R00_3	MB	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14146	12179	0	-0.0078857622374981836	0.024691755187195435	1.488859948583639e-07	0	379	26	0	379	26	1	1	True	2	1	2	0.00050611218789876693	0.85886698651768612	0.00050611218789876693	0.074668441452948431	0.099328180983651426	0.85886698651768612	L1	R00_3_MC_J1	R00_3_MC	R00_3	MC	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14129	12196	0	-0.0084073333203918982	0.028863727756702262	8.0801637065064033e-08	0	381	24	0	381	24	1	1	True	2	1	2	0.0012391943987070208	0.85934362175643797	0.0012391943987070208	0.074528349706587491	0.10069398492821954	0.85934362175643797	L1	R00_3_MD_J1	R00_3_MD	R00_3	MD	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14156	12169	0	-0.0077933470648075412	0.024759326381419547	1.9449442724807711e-07	0	380	25	0	380	25	1	1	True	2	1	2	0.00074068941988291619	0.8572806594485568	0.00074068941988291619	0.074610252165382279	0.10239754899676067	0.8572806594485568	L1	R00_3_ME_J1	R00_3_ME	R00_3	ME	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14134	12191	0	-0.0083181936833892911	0.028931298950926373	1.1344775935707836e-07	0	381	24	0	381	24	1	1	True	2	1	2	0.0015594746657351286	0.85775364732181092	0.0015594746657351286	0.074470145763748427	0.10376447565831014	0.85775364732181092	L1	R00_3_MF_J1	R00_3_MF	R00_3	MF	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14158	12167	0	-0.00086120958424715471	0.0028518083126202586	1.7551041161891937e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0011967968815164663	0.8564994021292901	0.0011967968815164663	0.074701791028664505	0.10207840909028144	0.8564994021292901	L1	R01_1_M8_J1	R01_1_M8	R01_1	M8	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14173	12152	0	-0.00084851190237460747	0.0030190032810090885	1.7410119922645041e-09	0	378	27	0	378	27	1	1	True	2	1	2	0.0026629720843298998	0.85697844589871275	0.0026629720843298998	0.074750364925376844	0.10158390127732912	0.85697844589871275	L1	R01_1_M9_J1	R01_1_M9	R01_1	M9	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14132	12193	0	-0.00086329475316089044	0.0028637883639449453	5.3299849648604219e-09	0	378	27	0	378	27	1	1	True	2	1	2	0.0019538168627498249	0.85596619572952093	0.0019538168627498249	0.074703028194364404	0.10094894730148718	0.85596619572952093	L1	R01_1_MA_J1	R01_1_MA	R01_1	MA	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14151	12174	0	-0.00085027592943030285	0.0030309833323337756	1.7520442290415916e-08	0	377	28	0	377	28	1	1	True	2	1	2	0.00069634064707722074	0.85644255551752935	0.00069634064707722074	0.0747515744740576	0.10045341876385294	0.85644255551752935	L1	R01_1_MB_J1	R01_1_MB	R01_1	MB	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14164	12161	0	-0.00084865002312883571	0.0028924087336332643	2.6575975189908679e-09	0	378	27	0	378	27	1	1	True	2	1	2	0.0010000287421076026	0.85869545476201459	0.0010000287421076026	0.074718515853185494	0.1012230216883853	0.85869545476201459	L1	R01_1_MC_J1	R01_1_MC	R01_1	MC	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14183	12142	0	-0.00083620156656684938	0.0030619740898222315	1.3970308067070257e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0024630171733265463	0.85989299926317642	0.0024630171733265463	0.074767109137795079	0.10072466718004401	0.85989299926317642	L1	R01_1_MD_J1	R01_1_MD	R01_1	MD	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14150	12175	0	-0.00085041405018453108	0.0029043887849579514	1.6046099721825356e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0017579830660755262	0.85785538258732097	0.0017579830660755262	0.074719743644298703	0.10009030507237712	0.85785538258732097	L1	R01_1_ME_J1	R01_1_ME	R01_1	ME	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14162	12163	0	-0.00083796559362254476	0.0030739541411469182	6.434211052007996e-09	0	377	28	0	377	28	1	1	True	2	1	2	0.00044879905477966073	0.8590562763148385	0.00044879905477966073	0.07476830932569066	0.099590903213927121	0.8590562763148385	L1	R01_1_MF_J1	R01_1_MF	R01_1	MF	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14158	12167	0	-0.0077508862582243874	0.025666274813582336	1.5795937045626511e-07	0	378	27	0	378	27	1	1	True	2	1	2	0.0011967968815163746	0.8564994021292901	0.0011967968815163746	0.074701791028664505	0.10207840909028142	0.8564994021292901	L1	R01_3_M8_J1	R01_3_M8	R01_3	M8	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14209	12116	0	-0.007415730406764626	0.030391185537392548	2.6265442379200417e-08	0	375	30	0	375	30	1	1	True	2	1	2	0.00068836449358101385	0.85912928984433545	0.00068836449358101385	0.074847347259534056	0.10058893919604098	0.85912928984433545	L1	R01_3_M9_J1	R01_3_M9	R01_3	M9	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14086	12239	0	-0.007809467056580071	0.025990945160924223	2.3084814885956494e-07	0	377	28	0	377	28	1	1	True	2	1	2	0.00074649225068887978	0.85492576612218041	0.00074649225068887978	0.074704608269325054	0.098738094475325083	0.85492576612218041	L1	R01_3_MA_J1	R01_3_MA	R01_3	MA	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14139	12186	0	-0.0074629027091893179	0.030715855884734439	1.0228717330605652e-07	0	374	31	0	374	31	1	1	True	2	1	2	0.0014545634251607615	0.85638397843983405	0.0014545634251607615	0.07484991947446018	0.097240019541479386	0.85638397843983405	L1	R01_3_MB_J1	R01_3_MB	R01_3	MB	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14176	12149	0	-0.0074184151837386036	0.026771472246978095	1.6645906678915134e-07	0	378	27	0	378	27	1	1	True	2	1	2	0.00059009026375257559	0.86509702625639429	0.00059009026375257559	0.074751835287192536	0.099501937650278968	0.86509702625639429	L1	R01_3_MC_J1	R01_3_MC	R01_3	MC	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14236	12089	0	-0.0071187654197266206	0.031700442028079076	3.6859225114246343e-08	0	376	29	0	376	29	1	1	True	2	1	2	0.002421177966186446	0.86905861975434373	0.002421177966186446	0.074897566364817286	0.097977036413193289	0.86905861975434373	L1	R01_3_MD_J1	R01_3_MD	R01_3	MD	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14115	12210	0	-0.0074653212106889294	0.027096142594319982	4.56201564747339e-08	0	377	28	0	377	28	1	1	True	2	1	2	3.5539480595467851e-06	0.86240189014908863	3.5539480595467851e-06	0.074754569004625529	0.096133290809295543	0.86240189014908863	L1	R01_3_ME_J1	R01_3_ME	R01_3	ME	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14156	12169	0	-0.0071582036776855797	0.032025112375420967	3.2067491646668828e-07	0	374	31	0	374	31	1	1	True	2	1	2	0.00032661355757182927	0.86616338375788693	0.00032661355757182927	0.074900055422276457	0.094599054076033862	0.86616338375788693	L1	R01_3_MF_J1	R01_3_MF	R01_3	MF	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14158	12167	0	-0.00086120958424715471	0.0028518083126202586	1.7551041161891937e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0011967968815164663	0.8564994021292901	0.0011967968815164663	0.074701791028664505	0.10207840909028144	0.8564994021292901	L1	R02_1_M8_J1	R02_1_M8	R02_1	M8	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14133	12192	0	-0.00087491964514519968	0.0029514008313262187	1.3269978194106585e-08	0	379	26	0	379	26	1	1	True	2	1	2	0.0028884489431763266	0.85595501389675888	0.0028884489431763266	0.074653763997555536	0.1025288210411236	0.85595501389675888	L1	R02_1_M9_J1	R02_1_M9	R02_1	M9	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14132	12193	0	-0.00086329475316089044	0.0028637883639449453	5.3299849648604219e-09	0	378	27	0	378	27	1	1	True	2	1	2	0.0019538168627498249	0.85596619572952093	0.0019538168627498249	0.074703028194364404	0.10094894730148718	0.85596619572952093	L1	R02_1_MA_J1	R02_1_MA	R02_1	MA	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14105	12220	0	-0.00087700481405893541	0.0029633808826509058	2.8171275494170337e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.00053483614890961718	0.85542502986551128	0.00053483614890961718	0.074655028618739933	0.10140019337455153	0.85542502986551128	L1	R02_1_MB_J1	R02_1_MB	R02_1	MB	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14132	12193	0	-0.00087549952013886	0.0027918750231718161	3.9788944167175235e-09	0	378	27	0	378	27	1	1	True	2	1	2	0.001449424619049601	0.85654889278995561	0.001449424619049601	0.074683567639750079	0.1029757593452513	0.85654889278995561	L1	R02_1_MC_J1	R02_1_MC	R02_1	MC	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14101	12224	0	-0.00088938664327118766	0.0028884592030421451	1.6542979911062624e-08	0	378	27	0	378	27	1	1	True	2	1	2	2.5564076086308486e-05	0.85600947374324254	2.5564076086308486e-05	0.074635544011941876	0.10342158330313424	0.85600947374324254	L1	R02_1_MD_J1	R02_1_MD	R02_1	MD	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14105	12220	0	-0.00087758468905259574	0.0028038550744965028	4.1095311811332363e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.002205272894386036	0.85601701891135495	0.002205272894386036	0.074684814901037774	0.10184981481938245	0.85601701891135495	L1	R02_1_ME_J1	R02_1_ME	R02_1	ME	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14086	12239	0	-0.00089180764464127373	0.0029004392543668322	2.9972528600337362e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.00078730369186398618	0.85548078389055338	0.00078730369186398618	0.074636818750092232	0.10229643623366415	0.85548078389055338	L1	R02_1_MF_J1	R02_1_MF	R02_1	MF	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14158	12167	0	-0.0077508862582243874	0.025666274813582336	1.5795937045626511e-07	0	378	27	0	378	27	1	1	True	2	1	2	0.0011967968815163746	0.8564994021292901	0.0011967968815163746	0.074701791028664505	0.10207840909028142	0.8564994021292901	L1	R02_3_M8_J1	R02_3_M8	R02_3	M8	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14072	12253	0	-0.0081335482727384577	0.028449699328086477	6.6073067928104076e-08	0	379	26	0	379	26	1	1	True	2	1	2	0.0004877159926297166	0.8548809335862475	0.0004877159926297166	0.074557567771944458	0.10342457354966997	0.8548809335862475	L1	R02_3_M9_J1	R02_3_M9	R02_3	M9	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14086	12239	0	-0.007809467056580071	0.025990945160924223	2.3084814885956494e-07	0	377	28	0	377	28	1	1	True	2	1	2	0.00074649225068887978	0.85492576612218041	0.00074649225068887978	0.074704608269325054	0.098738094475325083	0.85492576612218041	L1	R02_3_MA_J1	R02_3_MA	R02_3	MA	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14016	12309	0	-0.0082018389477075907	0.028774369675428364	1.4077738648430582e-07	0	379	26	0	379	26	1	1	True	2	1	2	0.0023844078498056888	0.85333547570858326	0.0023844078498056888	0.074560630354210747	0.10009101100904037	0.85333547570858326	L1	R02_3_MB_J1	R02_3_MB	R02_3	MB	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14082	12243	0	-0.0081497492753574673	0.02406800559950513	2.8100619349707309e-07	0	378	27	0	378	27	1	1	True	2	1	2	0.0019457168909266475	0.85665308992359668	0.0019457168909266475	0.074647076110400598	0.10476238007165138	0.85665308992359668	L1	R02_3_MC_J1	R02_3_MC	R02_3	MC	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
