path	bytes	mtime_ns	mode	inode
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C04_SPHERE_REDUCED_B_12.txt	2549	1785692223320500674	0o100664	34748527
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C04_SPHERE_REDUCED_B_13.txt	2650	1785692223748507835	0o100664	34748538
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C04_SPHERE_REDUCED_B_23.txt	2625	1785692224156514661	0o100664	34748539
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_CONTACT_REDUCED_B_12.txt	60498	1785690779446154079	0o100664	34748582
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_CONTACT_REDUCED_B_13.txt	53701	1785690807251631427	0o100664	34748588
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_CONTACT_REDUCED_B_23.txt	55403	1785690836364130481	0o100664	34748590
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_INTRINSIC_B_12.txt	341526	1785688344970032433	0o100664	34748521
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_INTRINSIC_B_13.txt	317437	1785688412549466300	0o100664	34748528
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_INTRINSIC_B_23.txt	320998	1785688474671749305	0o100664	34748529
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_INTRINSIC_RESULT.json	3537	1785688246841968568	0o100664	34748530
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_12_COMPAT_13.txt	112934	1785780152196507021	0o100664	34748620
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_12_COMPAT_23.txt	114800	1785780152632514377	0o100664	34748621
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_12_CONTACT.txt	122298	1785780153041521277	0o100664	34748622
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_13_COMPAT_12.txt	112934	1785780239936987129	0o100664	34748623
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_13_COMPAT_23.txt	107321	1785780240368994416	0o100664	34748624
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_13_CONTACT.txt	108670	1785780240737000624	0o100664	34748625
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_23_COMPAT_12.txt	114800	1785780330496514531	0o100664	34748626
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_23_COMPAT_13.txt	107321	1785780330861520686	0o100664	34748627
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_LINEAR_CHART_23_CONTACT.txt	112182	1785780331327528546	0o100664	34748628
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_PROJECTIVE_B_12.txt	131825	1785690779091147980	0o100664	34748585
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_PROJECTIVE_B_13.txt	124817	1785690806923625800	0o100664	34748587
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_PROJECTIVE_B_23.txt	125642	1785690836074125513	0o100664	34748589
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_PROJECTIVE_RESULT.json	4488	1785690725257221686	0o100664	34748591
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_REAL_DOMAIN_NORMALIZED_B_12.txt	47201	1785691912221292236	0o100664	34748594
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_REAL_DOMAIN_NORMALIZED_B_13.txt	41279	1785691918574398681	0o100664	34748595
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_REAL_DOMAIN_NORMALIZED_B_23.txt	42711	1785691925450513885	0o100664	34748596
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_SINGULAR_PROJECTIVE_INPUT.sing	80847	1785691926015523351	0o100664	34748597
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_SPHERE_REDUCED_B_12.txt	98346	1785688400708218070	0o100664	34748543
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_SPHERE_REDUCED_B_13.txt	96160	1785688462649503437	0o100664	34748544
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C08_SPHERE_REDUCED_B_23.txt	95960	1785688525559778041	0o100664	34748545
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_INTRINSIC_B_12.txt	236682	1785689319541295211	0o100664	34748532
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_INTRINSIC_B_13.txt	217099	1785689360851005845	0o100664	34748533
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_INTRINSIC_B_23.txt	219587	1785689398789656443	0o100664	34748534
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_INTRINSIC_RESULT.json	3537	1785689438186330125	0o100664	34748535
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_SPHERE_REDUCED_B_12.txt	74776	1785689352539863064	0o100664	34748564
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_SPHERE_REDUCED_B_13.txt	72905	1785689390322511405	0o100664	34748565
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C09_SPHERE_REDUCED_B_23.txt	72799	1785689428523165058	0o100664	34748566
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_INTRINSIC_B_12.txt	480304	1785689645769852851	0o100664	34748569
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_INTRINSIC_B_13.txt	451012	1785689754572684864	0o100664	34748572
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_INTRINSIC_B_23.txt	455828	1785689854066353555	0o100664	34748579
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_INTRINSIC_RESULT.json	3689	1785690005690887006	0o100664	34748581
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_SPHERE_REDUCED_B_12.txt	127198	1785689737672400828	0o100664	34748571
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_SPHERE_REDUCED_B_13.txt	124696	1785689837340073411	0o100664	34748578
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/C10_SPHERE_REDUCED_B_23.txt	124421	1785689938740769615	0o100664	34748580
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/COFRAME_CHART_EQUIVALENCE.json	599	1785692222241482620	0o100664	34748522
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/DEFECT_EXCLUSION_POLYNOMIAL.txt	197	1785685889567842972	0o100664	34748515
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C04.tsv	21041	1785691136748244782	0o100664	34748550
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C04_RESULT.json	346	1785691136750244816	0o100664	34748551
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C08.tsv	22700	1785688786139797803	0o100664	34748552
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C08_RESULT.json	346	1785688786140797821	0o100664	34748553
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C09.tsv	23245	1785688913634139786	0o100664	34748554
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C09_RESULT.json	364	1785688913634139786	0o100664	34748555
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C10.tsv	22809	1785689008846853416	0o100664	34748556
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C10_RESULT.json	346	1785689008846853416	0o100664	34748557
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C16.tsv	22651	1785689110957664030	0o100664	34748558
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C16_RESULT.json	346	1785689110957664030	0o100664	34748559
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C17.tsv	22902	1785689223138626698	0o100664	34748560
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_INDEPENDENT_C17_RESULT.json	346	1785689223138626698	0o100664	34748561
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_PRIMARY.tsv	209789	1785691046688717150	0o100664	34748546
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/FINITE_LOOP_PRIMARY_RESULT.json	464	1785691046688717150	0o100664	34748547
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/ZERO_RECONNAISSANCE_CLUSTERS.tsv	2891	1785689493183267572	0o100664	34748567
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/ZERO_RECONNAISSANCE_RESULT.json	721	1785689493183267572	0o100664	34748568
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/derive_global_curvature.py	8470	1785685881465720538	0o100664	34748513
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/derive_intrinsic_curvature.py	15383	1785689778980094752	0o100664	34748520
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/derive_projective_zero_set.py	11177	1785690626690517662	0o100664	34748573
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/evaluate_loops_independent.py	7530	1785689779159097757	0o100664	34748548
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/evaluate_loops_primary.py	8417	1785689779073096313	0o100664	34748540
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/run_singular_c08_projective.py	6446	1785691895548012860	0o100664	34748592
udt_kernel_plane_global_curvature_holonomy_atlas_2026-08-02/zero_reconnaissance.py	6512	1785689779241099133	0o100664	34748562
