path	top_group	git_blob	sha256	rule_ids	match_count	first_match_line	first_match_excerpt
F0_SYSTEMATIC_AUDIT_results.md	ROOT	a2d7ffd103dc82d41922abcf5320bc8c50410f74	3293eab3af0c76c62ee2351b7554c116d1351e87c4ce5115fb9824cc959b2b7d	D06	1	136	same-minus stationary row (a slot-choice, with a competing involution on record). The
F2_closure_results.md	ROOT	53531541b574ac240a579a280425adf471974553	976edc403b9bcb7be392dbe48ae67d3eef051ae46f0ff5e43c061a5e38b9ad35	D06	2	162	"potential.""* The seal lives on the mirror-fold boundary (the involution surface), not in the bulk"
F4_seal_boundary_MAP.md	ROOT	90d9d0382facc61432f9d36b8670cbd9d9ed2f7b	7ea689de0fa792b63fa9246865925240311e119106a61aa5e89b958eed93f064	D06	17	18	"""seal,"" read as a time-reversal involution. **That actual physical seal BC was never"
F5_critical_universe_closure_results.md	ROOT	ae4b09f3be492805557dcba3d15b159565e5107b	16f800d165ae5abf10af3737cb4626e69c1df62c8cfccfa124ff5793d9548599	D06	2	135	CONTINUOUS boundary condition for BOTH involutions: sigma1 (t->-t) = a NODE IN TIME
F8_metric_choices_results.md	ROOT	a149b70b473f875d5a3274b2775700ec613f2583	815f90c3c8a69158d021404065f31bd8f1ce892eb0e542f259c88a9c211b62d5	D06	5	33	| 4 | **SPHERICAL symmetry** | **CHOSEN** | R1-R3 say NOTHING about the angular/transverse block. `r^2 dOmega^2` is a CHOICE; an ellipsoidal/sheared/off-round transverse 2-metric on constant-phi surfaces is equally allowed. Reciprocity tran
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	ROOT	31d8e7366a4a074a7fab9bac47ef65f439955c25	405edaf2302d5a9f8ed1cc2de48714fad0265b7eb310c8fc93c92567067cc480	D06	5	35	computed sigma-ODD/time-on seal junction was derived for BOTH involutions on record. sigma1 (t->-t): a NODE
HANDOFF.md	ROOT	e737ddb1aa3f54171542b56ecf71715bb6bc0eac	18a92d0ca9478d5725bbecb118ba0939d98366bddae8e8e5304e73df73d0d35d	D03;D04;D05;D06	62	9	## CURRENT — reciprocal-closure joint externally reviewed; projector response exact-conditional
HANDOFF_ARCHIVE.md	ROOT	b257b2563729d016a430a7378baaeb21c8b75905	23340d081d4b52d1fbb7f019f0240d79891ca2c67ccd438698c7e29ef0cc85ec	D03;D06	14	368	> The metric is primary and generates the dilation field phi; matter is the angular/topological sector
INDEX.md	ROOT	e0c308b91439c11c78d503357759bc90e3cf68b5	89052b80e6f8b5796b2e380c8215097c7e3a386cc8c23dee9fb0b37097698f8e	D03;D04;D05;D06	53	6	**➤ CURRENT SCIENTIFIC FRONTIER — RECIPROCAL-CLOSURE JOINT AUDITED; PROJECTOR RESPONSE EXACT-CONDITIONAL:**
INFLIGHT_STATE.md	ROOT	88c4cebcbf932619080175278ab6623ef8b48b79	830a1670b47eaaebd16d96d16f697b3e28d59c6a2ad2abc5b7d94a6db5939a50	D06	5	29	banked angular kills/structures (period gate's capped/torsion cycles; doorway C2 toric
LIVE.md	ROOT	9d70ae64c6bb0562c276b6e3778d4e31e1d1760e	75c44c2f8126e8d03ed495c73ea14a176593458d33baa3d052823063edff34ac	D03;D04;D05;D06	33	8	## ============ CURRENT STATE (2026-08-01 — RECIPROCAL-CLOSURE JOINT AUDITED; PROJECTOR RESPONSE EXACT-CONDITIONAL) ============
MEMORY.md	ROOT	977b1c84c76b7699de8340281eff2fd44a16c86e	951549033cb3c3fd449dec9bd2871fab292482550aa4bb81d2d0096487b9be37	D03;D04	8	13	Current honest result: a supplied rank-one orthogonal projector has one exact common geometry
NEGATIVES_REGISTRY.md	ROOT	3499784aad717d0c259094f0ada48277865b03c2	7e58d46fbb797c5dd8178506e59b1273c3b49e9825deb0286769705c4028807f	D03;D04;D06	13	6	> **NOTE (2026-06-25 curation):** many historical provenance docs referenced below now live under
P1_PURITY_HARNESS_MAP.md	ROOT	fae05082ac4cbb40cdb31b8875f61104195823ef	0219b6a21f3bd953dae4aa9613abd0acd1704b042ce5e8b63f9ca9b7defe7c32	D06	1	126	2. **Catch proof:** in a scratch branch, deliberately reintroduce each of the 4 historical bugs
P4_ARC_SUMMARY_2026-07-31.md	ROOT	b98f755290501a712731c124c6b4226631ebfb14	85f5b9e7ce6619ba0b286c71291a3eaee61779fcdb81980c0241d0e24a3b2bb8	D04;D06	4	20	fixed architecture and continuous holonomy but no solution-dependent native mass cut. Nothing was
P5e_proper_results.md	ROOT	e1a01d1a5be99cbe11be92b09d97d1970b86c7d5	d9f0da3604c6c304d4537d940d69e49bf98b6271b8b2ac336db9ba9dbaa2b0a8	D06	1	38	`S=INT sqrt(-g)[e^{2phi}R + X e^{2phi}(dphi)^2 + e^{2phi}L_m]`, X=-2e5, charge-1 native hedgehog.
PONDER_100KLY_VIEW_2026-07-31.md	ROOT	4fba5f2bbabbee5d245ad9c021fb4a5e8e70c67e	edcabb65c457d121ff11d3be4d3428ab05f51272ee9c648a65767d778f4cb57a	D06	1	39	(G13's conditional toric F = dS is already banked). Conjecture: electromagnetism = the
PONDER_MATH_ELEGANCE_2026-07-31.md	ROOT	6f46b7760ef65c1e46190d0643fe83b174938dca	6d510c050f9c116e4c09e82f4edf6ac942bd64f95bb1476dc2196cae8e24c6b9	D06	7	150	combinatorics (why threes, why pairs, why the octet/decuplet counting) would be the
PROBLEM_STATEMENT.md	ROOT	dabbd10b5a58c52ab36c67aafc55ee08ddf43ba2	dcf2a8c91b8f0347780e4cefc206a16ea4e6bdbeb71b8bb1f034160f7d3e1b02	D06	1	83	involution, an imported count — that *feels* like a fact, then building a clean logical ladder on
README.md	ROOT	cd4523f37aa0a6e2137d897b1e031d8d208428b7	86e0984ad3d94d445f0763c4b59ddc1ab6872df1f4a9298a2c34f3e5f916e202	D03;D06	16	47	that plane, and toric `S3` topology supplies two free circle lines rather than a selector. No
REORGANIZATION_R0_PREREG_2026-07-18.md	ROOT	ce4bdc2aadadc4d701fe8972898e2a927f185437	dce487c438f597dc267bd7c2fed4eb908442c9b133747f1255ea6b78dd4e4b87	D06	3	46	historical record whose evidentiary path must be preserved byte-for-byte.
ROADMAP_LINEAR_TIME_2026-07-31.md	ROOT	ddf7cb8dee0b42d7872849e365678b3da261c294	2976abe138948e3aeeb1a8736514a94dd72bca425bb6e52c0ae0d419c6a62d76	D04;D06	4	23	A3 found fixed mode/presentation/Hopf/base integers and continuous fiber holonomy, but no
SOLVER_INTEGRITY_UPGRADES_SPEC.md	ROOT	a9a92a60a13f24aff911511ac79cf91f88671e1a	f105bdb094d361c40046c688ca2428bf6e2f620e85915ee9c68962232a3b2312	D06	1	26	**Acceptance:** suite green on current main; then deliberately reintroduce each of the 4 historical bugs in
STATE.md	ROOT	75004d6971e0454f42d1182d30cbb34408f2e798	acda676ebe84cbec08d5348c568ae5aa950851443c923ae0e12bf2c0eed6833f	D03;D04;D06	21	1	> **⚠ STALE FRONTIER — this is a historical LAB-LOG; the live frontier is `LIVE.md` ONLY** (then `HANDOFF.md`
UDT_EXTERNAL_AI_REVIEW_BRIEF_2026-07-28.md	ROOT	89c2a515600825e5455e4fd481b0531f3f53758d	21d239973008c743242dc1af4ba9b5d2d171cfe4b019b1b51447940d83ad403c	D03;D06	7	41	Do not read historical successes as current authority. Do not edit files, launch a solve, or update
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	ROOT	793ba7e083d2a343bcc6730ab16df46ce0fe2817	1108767722d32250bbb46396dd54c9c915b591cbd07b2d3e0b95db24737d3f5c	D03;D06	4	96	- record exact build and relaxation commands. The historical relaxation need not be rerun.
UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md	ROOT	49204d407815016567354d40136b68164cbf0390	34aa15eef432be448bd261d2cc9c8c1e697c948851649e584a1b09330b1e5ca6	D06	2	15	returns against exact C0/C1 and the exact A1-A6 historical packet, return runnable algebra,
UDT_NATIVE_ACTION_COLD_PACKET.md	ROOT	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	D06	3	157	**WORKING / POSIT**—provenance: historical; presently reopened. The round `S^2` carrier is not fixed
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	ROOT	beaf9c20e607b9160ee466a31c43a329a2b13db5	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668	D06	10	31	anything else. In Stage II, the historical/challenge packet in §6 is disclosed and each arm writes
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	ROOT	a2c155ce63a9f8b572987269c046cebf6e4cd1ce	b8d4bd4bb48cfcfb51bc85fb82d6fdd816b6e6585dd1600fdea3093e39dba457	D06	1	104	No claim will be strengthened because an algebra check passes. No historical date, agreement count,
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	ROOT	a2b8475c90dd72b35e7c298eddbcb4db6d6ab685	71909c0d8591aea14836685c9f7dcbd9b5b9b4c5bb27878c30829dffcef13c4d	D06	1	71	expected xfail. The failure is preserved in the package; no unrelated historical file was edited.
UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md	ROOT	8d763cdafba64d16ea254ea88fa783e5b2eb2d11	3f1102e48c399f74858f717dc5da75b4be0ec7208b437833406466106dd54681	D06	5	11	This remains a **metric-led, observing** question: does the enumerated historical record expose a
UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md	ROOT	68e37d19b5524e30f9c2c7b756cd36c72035d6ed	6bed5c57649d9a38f0f3644b9e44de966b0a08be21aab33df4b26386dd42a32d	D06	2	8	## Exact historical challenge packet
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	ROOT	69d7febeaf61e6a64c0fa350f361543f347efffd	f1b6b03c1d3aeed59e3476d0c50e61d884408ca435af97d191ac12c1f088fb87	D06	2	42	not packaged evidence. It now also records that the historical phrase “unique additive group
UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md	ROOT	33b54d3472f6759523a237a7e18258069fcfa36c	53859e31068721a27098bea865bc8b29a86ac7686e14d8ee1f0dfb4571b84056	D06	4	53	without leaking any historical action conclusion into Stage I:
UDT_NATIVE_HOPFION_STARTUP_INTEGRATION_PREREG_2026-07-19.md	ROOT	45aba454cdc133382d3c94936c8c90f7f6aec398	4a9263de87ca3fb8f5a4f8032834ca1a475f10584dbd1d70f3f4fdc554111551	D06	1	39	4. conditional 4D Lorentzian conformal geometry supplies a projective null-line fiber with celestial
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	ROOT	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	D05	2	30	the postulate derives the reciprocal UDT metric family:
UDT_S2_CARRIER_STATUS_CLARIFICATION_2026-07-15.md	ROOT	ab394adfd7174b39383b2d80f745cd772d9833f2	afeecd68e220074f9609a9488b11cf91532cf708785510a492d0e9814fe4eee1	D06	4	9	The \(S^2\) matter carrier was historically accepted as foundational **as a working posit after
UDT_SCIENTIFIC_CHECKPOINT_INTEGRATION_PREREG_2026-07-19.md	ROOT	62c4bccb064c364a6ba93480dfbf6ea859a849a0	b1ab9b11695eb59949f28c9d7577824e61ed9d4b8403cf655ca50aebff758987	D06	1	66	`stability_branch_follow_256_DECISION.md` remains particle-lane historical/operator evidence, not the
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	ROOT	e55df40660eda7d898b19591ca8b67ccddfb531e	2b3ce1b92b4407a672b90e3191b75c41334b3af26e704189438636abb3a8fdb9	D03;D04;D05;D06	66	1	# UDT Scientific Frontier — Co-Presence, Bootstrap, and Angular–Toric Hopf Closure
UDT_XMAX_STATUS_CLARIFICATION_2026-07-15.md	ROOT	6b01ad9424a26c549a970fbcac9cd6f011cabe09	bd82e07c252fa3aa055e9e4029b964f8a4e415fd50097dd5cec8a6ba928850a1	D06	1	107	Prior files that label \(X_{\max}\) a POSTULATE remain valid as historical records of the working
angular_completeness_results.md	ROOT	592362e178475c1c76a44e70658a7a11bef550ec	12d1f4cacec98a760bf4a0ec21de9cd31ea3e691168f05eef24f043d9b9f0889	D06	2	29	refuted), but none are null directions — the symmetry breaking equals
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	angular_derivative_weight_selector_2026-07-20	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	D06	4	113	Retain the conditional reciprocal toric orbit pair but leave its depth coefficient free:
angular_derivative_weight_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	angular_derivative_weight_selector_2026-07-20	0b454094f98b4e239248ada04711ff6b578359a5	1496cb44cdb73d2b425614978bd92d2728ab61bf9debf98d2737f079ccd3d99f	D06	1	5	reciprocal toric quotient diagonal round-orbit pair, general smooth H depth coefficient, diagonal Hopf quotient, smooth caps, connection, Chern flux EXACT_CONDITIONAL_FAMILY other cap matrices, lens spaces, off-diagonal metrics, circle acti
angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	b17af164797474801d987eb81e81e390b5e3ec50	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	D06	1	5	C04 nonround reciprocal Hopf family same cos^2 eta/sin^2 eta reciprocal orbit pair; diagonal circle; smooth S3 caps; Chern flux H_epsilon=1+epsilon sin^2(2 eta), epsilon>-1 local quotient scalar/connection-curvature normalization changes wi
angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	212fc6463cfdc0d3f9cfb58297371a2b61282d1f	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	D06	1	14	I13 h_H=H(eta)^2 d_eta^2+cos^2 eta sin^2 eta d_delta^2 conditional diagonal reciprocal toric completion and circle quotient metric common overall scale removed H remains an unselected smooth depth/shape function CONDITIONAL_GEOMETRY
angular_derivative_weight_selector_2026-07-20/LAY_DECISION_TREE.md	angular_derivative_weight_selector_2026-07-20	688e3d6a63c914328ac31d6493e94d567f729c6e	763f2e1b9755e3082aaf11916c6aadd2fbc44f2b9f74b24cfb06625ffc0a915f	D05	1	18	Show from one complete metric equation—not from the old particle action—that the angular shape
angular_derivative_weight_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	angular_derivative_weight_selector_2026-07-20	42b8b397216235c8600f38c68ae9fbf6c69b9a04	e8999606b438d4bc50a4b04e1bf30fe17bfafd2d71d5e731dbdb2538a31147cb	D06	2	6	Do not fit the historical `L2+L4` coefficients, assume the round `S2`, insert `Xmax` as a local
angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	angular_derivative_weight_selector_2026-07-20	a576e98ff1bcf07056ee70b5620ee43d147f44ab	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	D05;D06	6	31	3. the conditional reciprocal-toric/Hopf quotient route already present in the metric evidence,
angular_derivative_weight_selector_2026-07-20/REPOSITORY_GATES.json	angular_derivative_weight_selector_2026-07-20	697e47a981106138f6d1fd796f1efc74bc4b196a	cffab2ce148956dca9326f5c883b04f1f99f19d9f60d8456ae33fd6cf0a8d45b	D04;D06	2	95	"""package"": ""angular_toric_closure_selector_2026-07-19"","
angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	angular_derivative_weight_selector_2026-07-20	1a503cf957d1b20efb83cf75d958308f708e2602	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	D06	17	7	R06 UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md exact C0 foundation HARD_FROZEN_OWNER_PACKET enumerated foundation and firewall no unenumerated historical physics may enter FOUNDATION_INPUT
angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	angular_derivative_weight_selector_2026-07-20	7ed823cc949bf46a12cfea4660858acb0cfc3b53	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	D03;D04;D06	1834	8	ANGULAR_TORIC_HANDOFF_UPDATE_PREREG_2026-07-19.md bc4d50d9a2283f3665ed985e3a96c38c24bd36da 19f24688b7c7921ad991781096b4054e826b679380564f51f00c9bb60530b058 2269 CSN;ACTION;ANGULAR;BOUNDARY CURRENT_JULY19_EVIDENCE CONTEXT_CANDIDATE
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	f99f808a46a78280cfb12031de3d58693afd551f	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	D05;D06	5	4	S03 CSN uniquely selects the quartic angular structure and coefficient REFUTED_AS_SUFFICIENT Independent quartic contractions and arbitrary normalization survive Does not preclude a future complete metric reduction from selecting one
angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py	angular_derivative_weight_selector_2026-07-20	5382fb1260347128366610a1dd741c9a8d08a030	78dc4e1134f833cb1e993b3a6f8eff4cbce1ded8cad26daa967ccfab0e9567ad	D06	16	19	"""UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md"": (""exact C0 foundation"", ""HARD_FROZEN_OWNER_PACKET"", ""enumerated foundation and firewall"", ""no unenumerated historical physics may enter"", ""FOUNDATION_INPUT""),"
angular_derivative_weight_selector_2026-07-20/build_source_census.py	angular_derivative_weight_selector_2026-07-20	81877d78578b7c2fc3cf6a29d0f92db37999c22c	c55588a9885604e4316bc740ebad125a05101dd83470f3b5fab62acfa8b459f3	D06	6	22	"""ANGULAR"": r""angular|transverse|toric|circle|Hopf|quotient|fiber|fibration|S.?2|S.?3"","
angular_derivative_weight_selector_2026-07-20/derive_angular_weight_selector.py	angular_derivative_weight_selector_2026-07-20	ca3f380e5ecc5cbc0575c4ec0d420bf5ffa03114	5140abfdc7c52c7d0d6e9c1e40d3a8a57db7e1aea7e353ed2ecb1d781d794194	D06	1	82	# General reciprocal toric/Hopf orbit block with an unselected depth coefficient H(eta).
angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py	angular_derivative_weight_selector_2026-07-20	7c81f8c8de5d26b130bce2f4aa73c9b9b188eea7	23ee6840c6c4c2eb2fe7a409b9781944ac12c440f29aacc06eb5384448e8c256	D06	1	157	"need(""HISTORICAL WORKING POSIT, now REOPENED"" in carrier, ""syntax-carrier"")"
angular_lagrangian_results.md	ROOT	89d5c93c005f2f2ec68e3aadf0adfb9a1325bab0	3f7e5d060aabeee3edb867d9e677c6ea8c5fe460b5e80c62b53e227a13356247	D06	1	221	p_r + rho = 0 EXACTLY and phi-independently (sympy-exact and GPU machine-zero
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	angular_toric_closure_selector_2026-07-19	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	D06	18	1	# Angular–Toric Closure Selector Audit — Report
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	angular_toric_closure_selector_2026-07-19	e1bdeb3ee4c03c4ba67366ef4d97a2e212692e06	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	D06	2	1	family_id family geometry_or_cycles foundation_compatibility within_toric_status selection_effect limitation
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	angular_toric_closure_selector_2026-07-19	35b6a5767c72243a428413dbd0eec5cafa7b11f9	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	D06	3	35	"""general_toric_completion"": ""P0_P1_LENS_P_GREATER_1_INCOMPLETE_AND_NONCOMPACT_FAMILIES_REMAIN"","
angular_toric_closure_selector_2026-07-19/DERIVATION_TRANSCRIPT.txt	angular_toric_closure_selector_2026-07-19	b40043af3a4e9e48a329d6a0eb65ada1635172a3	69696d6d9ff2040c50e82c62883193f11326a584c34ccd63d506325a0e98b9e1	D06	4	1	command: python3 angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py --output angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	angular_toric_closure_selector_2026-07-19	e6f7a9b92df3cbc80269c82a71efc3792c1ba6c9	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	D06	2	29	3. state the toric topology classification precisely, including the standard orientable
angular_toric_closure_selector_2026-07-19/LAY_DECISION_TREE.md	angular_toric_closure_selector_2026-07-19	c80dd70fe7287170133af2e4fd02b73a1a132fc4	dd5b79c0671ce86de3473bf0a15d62d599f926e0e888e5db1ce4ef1f4ce18f0c	D06	3	1	# Lay Decision Tree — Angular–Toric Closure
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	angular_toric_closure_selector_2026-07-19	d77ef091efa6c2f991106854fbe176b2e2cebe63	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	D06	10	1	# Angular–Toric Closure Selector Audit — Preregistration
angular_toric_closure_selector_2026-07-19/REPOSITORY_GATES.json	angular_toric_closure_selector_2026-07-19	a675a599ca19d49f13005cb1b045968f204c486c	49e83060dc5c5c814a9ce53d502533a445fbea22800c10733fa882adf745163b	D06	2	2	"""audit"": ""angular-toric-closure-selector-2026-07-19"","
angular_toric_closure_selector_2026-07-19/SHA256SUMS.txt	angular_toric_closure_selector_2026-07-19	4cbb875b55160efcad48c522f6cdf0ac01b6753d	64d664a76a28c170cdc293626cd6a5011755ee4eeaa414a303ace7b6eec9ec50	D06	2	15	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535 derive_angular_toric_selector.py
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	angular_toric_closure_selector_2026-07-19	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	D06	11	5	T04 TORIC_TOPOLOGY primitive collapse-cycle determinant DERIVED_WITHIN_TORIC_CLASS Z2 lattice quotient is controlled by p=abs(det(v_minus,v_plus)) requires a supplied effective T2 action and two endpoint collapses p distinguishes same-cycle
angular_toric_closure_selector_2026-07-19/VERIFICATION_RESULT.json	angular_toric_closure_selector_2026-07-19	9327534e9659c2f07d90e80acfe769152ce66377	f086a8cbc53996eb07e0c3642d47ee43a9cdaba5ba5e21c500d31aa38755f8b9	D06	1	233	"""verdict"": ""S3_AND_FREE_HOPF_ACTION_UNIQUE_CONDITIONAL_WITHIN_SUPPLIED_TORIC_CAP_PREMISES; RECIPROCITY_CSN_FINITE_CELL_AND_BOOTSTRAP_DO_NOT_SELECT_THOSE_PREMISES; FIRST_MISSING_GATE_TRANSVERSE_SPATIAL_RECIPROCAL_REALIZATION_AND_PERIODICITY;"
angular_toric_closure_selector_2026-07-19/VERIFICATION_TRANSCRIPT.txt	angular_toric_closure_selector_2026-07-19	ceaa330f4a8d8e73a2ddd448226849ec7c864686	de6b7e13281799714ccf2218b9c406ed19361112956adf05342d6262278ad64c	D06	4	1	command: python3 angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py --output angular_toric_closure_selector_2026-07-19/VERIFICATION_RESULT.json
angular_toric_closure_selector_2026-07-19/build_source_inventory.py	angular_toric_closure_selector_2026-07-19	43bf001b3d723ac0eb37039870ac57eee1429600	6da40a4fe9772f2f871d7a46fdc205f1e2f6ea68acdcc4109f0473d19a69a379	D06	1	2	"""""""Build the base-pinned source inventory for the angular-toric closure audit."""""""
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	angular_toric_closure_selector_2026-07-19	b8eccb07159c09d570c83364ead77cff06e7894c	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	D06	4	2	"""""""Exact CPU algebra for the angular-toric closure selector audit."""""""
angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py	angular_toric_closure_selector_2026-07-19	3c9985a4fc74eddca8052053c984540f4712efce	1229ee452297bbb2ce50f49c7c192cc4a8960d2b465b16bbc49a202dc02e847c	D06	20	2	"""""""Fail-closed verifier for the angular-toric closure selector audit."""""""
