path	top_group	git_blob	sha256	first_commit_date	triage_route	scientific_disposition	source_result_excerpt
c2_nonlinear_stationary_solution_space_2026-07-20/AUDIT_REPORT.md	c2_nonlinear_stationary_solution_space_2026-07-20	85b4a6a7e9b8bc753e65583f532be9d175277475	3fba215cf9a7382accec44fbedf3b78b4c1f10d25ad0fcf785269f33e633c895	2026-07-20T12:38:46-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	`ONLY_ROUND_COORDINATE_CSN_ORBIT_OBSERVED_AMONG_147_CERTIFIED_ROOTS_IN_BOUNDED_SEARCH` with the load-bearing caveat `51_PREREGISTERED_ATTEMPT_BASINS_UNRESOLVED; NO_BRANCH_EXCLUSION`. The conditional stationary toric metric varied all four retained functions `N(eta)`, `H(eta)`, `S(eta)`, and `W(eta)` together, including the nonlinear `W^2` backreaction. The census ran every preregistered seed at polynomial orders two and four in the unrestricted, seal-even, and seal-odd-shift sectors: 198 attempts total. Of those, 147 reached raw stationarity residual at or below `1e-9`. Every one passed a separate projection using twice the quadrature and two additional polynomial degrees; the largest validation residual was `6.626992185076909e-9`, below the registered `1e-7` gate. Their largest gauge-fixe
c2_open_path_checkpoint_continuation_2026-07-20/AUDIT_REPORT.md	c2_open_path_checkpoint_continuation_2026-07-20	9db0fc56e0c1058766218e0dd2f2fd299b1ed922	ce3ab2c0324f2e2bcb42cf33f62510e8f25a7109d0a9c36d00e71f305b23921a	2026-07-20T17:39:52-04:00	MANUAL_SIX_GATE_REVIEW	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE	The exact 22 order-four paths left open by the parent failed-basin audit were restarted from their saved coefficients, continuation parameter, and tangent. All 22 returned within the registered global budget: - 7 reached the reduced equation at `lambda = 0`; - 1 of those is the round gauge-fixed orbit and passes the higher-order/doubled-grid projection; - 6 are nonzero reduced-basis stationary points, but all 6 fail both the higher-order projection and the direct full Bach-tensor gate by large margins, so they are truncation artifacts rather than promoted metric solutions; - 11 remain time-limited, 2 reached the coefficient-norm safety wall, and 2 reached the absolute lambda safety wall; - no registered closed-loop witness was observed. The cumulative bounded search therefore has 177 certi
c2_reciprocal_transverse_twist_jacobi_2026-07-20/AUDIT_REPORT.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	0d2ebb3dae824620f6b062ed92160be380a6f936	1fd79c09b8add3dde80ac5728aad9b3fc866b120b7ed42347cf7dd9d9df257a0	2026-07-20T18:15:04-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	The lead was worth pursuing. Coupling a genuine transverse metric twist to an arbitrary reciprocal dilation background makes the single conditional pre-scale `C2` invariant generate **both** a higher-derivative and a lower-derivative twist term. No `S2` carrier and no historical `L2+L4` particle action were inserted. For the coframe e0 = exp(-p(r)) dt e1 = exp(+p(r)) dr e2 = dx e3 = dy + epsilon u(r) dx, the determinant is exactly `-1`, and the coefficient of `epsilon^2` in `sqrt(-g) C_abcd C^abcd` is L_twist = exp(-4p) [ u_second^2 + (4/3)(p_second - 2 p_first^2) u_first^2 ]. The coefficient of `u_second^2` is positive for every finite real `p`. The lower-order coefficient is positive, zero, or negative according as `p_second` is greater than, equal to, or less than `2 p_first^2`. The cur
c2_rigidity_three_route_zoomout_2026-07-20/AUDIT_REPORT.md	c2_rigidity_three_route_zoomout_2026-07-20	e77956efbe776408fd6277fa519eaa4bd98f6836	d57377805d97f3a802f1e87e0746c70087c32138b45bd374fb2145baaae08f8a	2026-07-20T11:06:49-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	The recent rigidity results are real but local to one conditional corner: `smooth compact + conformally flat round branch + conditional pre-scale C^2`. They tell us that angular distortion, an isolated positive lapse, and the first time/fiber Jacobi connection do not provide nearby physical modes there. They do **not** choose the `C^2` action, select a CSN representative, define the physical finite-cell wall, or establish nonlinear/global rigidity. The three-route zoom-out gives this actionable ranking: 1. **Derive the conditional `C^2` finite-cell boundary variation next.** 2. Defer the expensive nonlinear stationary branch census until the domain and boundary data it must satisfy are explicit. 3. Keep the variation-domain/two-stage bridge as the highest conceptual issue, but do not repea
c2_time_fiber_shift_jacobi_2026-07-20/AUDIT_REPORT.md	c2_time_fiber_shift_jacobi_2026-07-20	d202b9edd03e8f6caba648be14b78dcaac7485f0	93b37d3e840c3b7854acdd36bbfa14d87661d26c1f38b31972c4bec89d3af47c	2026-07-20T10:51:13-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	The smallest stationary connection between time and the conditional angular fiber has no regular non-gauge Jacobi mode on the smooth compact round `C^2` background. Writing the opened coframe component as `e3 = b[cos^2(eta)d xi1 + sin^2(eta)d xi2 + epsilon w(eta)d tau]`, the exact Euclidean quadratic Weyl density, with `q=sin(eta)cos(eta)`, is `q[(w''-2cot(2eta)w')^2+16(w')^2]`. The stationary Lorentzian density has the opposite overall sign and therefore the same linearized field equation. The direct full 4D Bach calculation gives exactly the same equation as reduced variation. On the smooth compact capped domain, the complete regular kernel is `w=constant`. That constant is not a new physical rotation: the finite metric is exactly the round product after `xi1 -> xi1 + w tau`, `xi2 -> xi2
c2_transverse_coframe_closure_2026-07-20/AUDIT_REPORT.md	c2_transverse_coframe_closure_2026-07-20	6a6a6eb24727df6ab43f0bcb68ea2f69afb92b55	3b938f3db946695df8cb080b06aa9310eae5ace3dd45f9de033dfbd735b8cee3	2026-07-20T21:34:43-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	Restoring radial transverse area and shear does **not** provide a legitimate new local selector for the reciprocal product family. It initially appears to. If the angular profile, caps, periods, and coordinate domain are frozen while the two angular leg lengths are varied only with radius, the restricted shear projection gives Euler_s | full product Bach = (8/3) K (y_second - 2K). Setting this to zero would select `y_second=2K` when `K` is nonzero. But that is a false promotion of a restricted ansatz equation. The exact product Bach system also admits y_second = -2K, y_third = y_fourth = 0, the constant-curvature Einstein product branch. Its full Bach tensor vanishes, while the restricted shear projection is -32 K^2/3. Therefore the restricted shear equation is detecting the frozen angular
c2_variable_lapse_selector_2026-07-20/AUDIT_REPORT.md	c2_variable_lapse_selector_2026-07-20	f96e329f07810b1001fd78c2cd8dc6d0215e6d9d	f469c03d09c54b0aae957ac657fe15090e25069d86b15470f71f0d50b5c9622b	2026-07-20T10:14:52-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	Allowing the clock rate to vary with angular depth does **not** create a new regular compact solution inside the conditional fixed-basis `C^2` family. It sharpens the earlier result into a CSN statement: - an isolated change of the clock relative to the spatial rulers creates conformal curvature; - the same change applied to the complete clock-and-ruler coframe is a CSN-equivalent copy of the round solution; - modulo that common rescaling, the compact Bach equation still leaves the round angular geometry and a constant lapse. The exact verdict is: `CONDITIONAL_ROUND_CSN_CLASS_SURVIVES_POSITIVE_VARIABLE_LAPSE_IN_COMPACT_FIXED_BASIS_C2_FAMILY`. This does not select an absolute clock rate, radius, `Xmax`, material action, or finite-cell boundary. It also does not test a time/fiber shift, acce
clock_curvature_selector_audit_2026-07-19/AUDIT_REPORT.md	clock_curvature_selector_audit_2026-07-19	494058b3301577656f5ff952e58df305849ccbc7	4b41149cabf6ceb735c6a5b43847c0434572ecf19b8cd386d29ad12a7536de0a	2026-07-19T23:29:32-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	The WR–L clock–curvature identity is real and mathematically strong, but it is not presently a native UDT field equation. Within the complete static spherical reciprocal areal family tested here, **if** one supplies the equation `D_h^2 N + (R4/6)N = 0`, then a finite normalized seat and one finite wall select `A(r)=1-r/X` uniquely. That is `UNIQUE-CONDITIONAL`: the equation is the missing premise that performs the selection. Current Reciprocity, CSN, finite-cell endpoints, and bootstrap do not supply it. A nearby reciprocal finite-cell metric satisfies the enumerated endpoint and wall properties while violating the equation, and a general local CSN transformation does not preserve the equation's zero set. The identity can therefore remain a **post-scale conditional selector candidate**, af
complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	complete_coframe_seal_involution_2026-07-20	7edfacda8ae312857d614b0479c9de5d3e949504	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	2026-07-20T11:55:24-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SIX_GATE_SOURCE	`MULTIPLE_COMPLETIONS` UDT's reciprocal character has an exact depth-reversing involution, but the current foundation does not derive one complete physical coframe action of the finite-cell seal. For every nonzero real `b`, F_b = [[0,b],[1/b,0]], F_b D(phi) F_b^-1 = D(-phi), F_b^2 = I. This is the full constant real `2x2` family. In the conditionally chosen diagonal clock/radial readout `eta=diag(-1,1)`, however, F_b^T eta F_b = diag(1/b^2,-b^2), which cannot equal `Omega^2 eta` for any positive real common-scale factor. The balanced raw swap is therefore an anti-isometry of that readout, not a physical Lorentz reflection. If the founded off-diagonal dual pairing `K=[[0,1],[1,0]]` is **additionally chosen** as a null-coordinate Lorentz metric, every `F_b` is an exact `O(1,1)` reflection. A
finite_cell_seal_boundary_phase_join_2026-07-20/AUDIT_REPORT.md	finite_cell_seal_boundary_phase_join_2026-07-20	bd8afdb4394e1adc570455763f5700103e38be98	783f8d369d73ab6faa2bd97b0e38654173173f886197cac38b688b6a459b7051	2026-07-20T11:34:49-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	There is a genuine join between UDT's finite-cell canon and the conditional `C^2` boundary phase space—but it is only one wire, not the whole control panel. The canonized static spatial fold gives `phi|seal=0`, `delta phi|seal=0`, and `normal derivative of phi free`. Thus the static reciprocal sector has one real Dirichlet datum. In an adapted reciprocal coframe it fixes one clock/radial **ratio** variation at the seal. It does not fix the common scale, transverse angular shape, off-diagonal/time-on data, the complete induced metric `h`, the normal metric jet `K`, either conjugate momentum, the corner rule, or a normalized charge. The primary preregistered outcome is therefore: `PARTIAL_SEAL_DATA_ONLY`. Two inequivalent complete allowed-variation witnesses remain compatible with every actu
hygiene_baseline_correction_2026-07-23/AUDIT_REPORT.md	hygiene_baseline_correction_2026-07-23	fad15cf31b35093aea9cdef5d4d53ae2d884f740	64724466c71816e5e50e7df0c1b2e35f293ad8445a0ace43f1361f24e16dd719	2026-07-23T08:35:50-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	The repository test suite is green without rewriting historical scientific evidence: 70 passed, 1 expected xfail, 0 failed The former expected failure was real rather than obsolete. The hygiene guard was committed at `b5622bd847a3f37f134125a0bf734eeb57133159`; all 37 currently noncompliant documents were introduced later on 2026-07-09. They contain 88 exact missing requirements. Retrospectively adding grades, premises, or verifier claims would alter evidence meaning, and 23 of the 37 paths are classified immutable in the fixed R1C snapshot. This correction therefore leaves all 37 files byte-identical and records their exact paths, SHA-256 values, omissions, introducing commits, and fixed classifications in `HYGIENE_LEGACY_BACKLOG.tsv`.
matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	matter_bootstrap_dimensional_inventory_2026-07-20	1f163e0aec673625400b7be963536aa23b651f84	521f6b1e80ea7d7cd1a3993fe4873f4b8dc5e4eee7f586924a5813bad78ac966	2026-07-20T00:37:44-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	The existing stable-soliton branch contains a hidden **conditional coefficient ruler**, not a UDT-native dimensional matter object. For the exact continuum functional implemented by `noNull_energy.py`, write a scaled three-dimensional shape as `n_R(x)=n_1(x/R)`. With positive dimensionless shape integrals `A` and `B`, E(R) = xi A R + kappa B/R, R_star = sqrt(kappa/xi) sqrt(B/A), E_star = 2 sqrt(xi kappa A B). Thus the finite stationary size is not fixed by Hopf topology alone. Its dimensional ruler is ell_coeff = sqrt(kappa/xi). The active and historical production paths expose `xi` and `kappa`; their standard branch uses `xi=kappa=1`. That assignment absorbs `ell_coeff=1` and `sqrt(xi*kappa)=1` into code units. It does not derive either physical unit from the UDT metric. Grade: **VERIFIED
metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	metric_cartan_holonomy_audit_2026-07-19	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	2026-07-19T17:58:51-04:00	MANUAL_SIX_GATE_REVIEW	SIX_GATE_SOURCE	The zoomed-out idea was worth testing. Cartan geometry is the cleanest native language yet found for holding the reciprocal and angular sectors of the UDT metric in one object. Once a nondegenerate metric representative is supplied, its torsion-free metric-compatible connection, curvature, and infinitesimal holonomy are derived from that metric. They are not imported GR field equations. But the audit finds a sharp limit: > **Cartan geometry faithfully describes a chosen metric's local curvature and transport; it does not choose which complete metric the universe realizes.** Three exact results make that distinction load-bearing: 1. A full transverse twist comparison family has identical chosen endpoint jets but continuously different interior curvature and local loop transport, while satis
native_boundary_generator_scale_audit_2026-07-19/AUDIT_REPORT.md	native_boundary_generator_scale_audit_2026-07-19	5966a8cc49f2a4eb67ff31d028933a2770d6aaba	166acf07be128afc328e8b75cc70b17e53fba4dee9d7d5f77a8ea116d5437c93	2026-07-19T23:16:50-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	The WR-L wall lapse flux is an exact finite **metric curvature budget**, but it is not yet a native conserved charge or total mass. For A(r)=1-r/X, N(r)=sqrt(A), 0<r<X, the independent calculation gives Phi_N(r) = -2*pi*r^2/X, Phi_N(X) = -2*pi*X, d Phi_N/dr = -4*pi*r/X != 0. The nonzero radial derivative is decisive. The raw flux is not surface-independent through the WR-L interior, so it cannot be called a vacuum Gauss charge merely because its wall value is finite. Instead, the metric satisfies the exact clock-curvature relation D^2 N = -N/(X*r) = -R4*N/6 = -R3*N/4. Consequently, Phi_N(X) = integral D^2N dV = -(1/6) integral N R4 dV = -(1/4) integral N R3 dV = -2*pi*X. This is the strongest new lead: the metric itself already ties accumulated clock dilation to a finite boundary quantity.
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	native_hopfion_topology_audit_2026-07-19	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	2026-07-19T11:40:27-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	`EXISTING_3D_HOPFION_NOT_MISSED__HOPF_STRUCTURE_CARRIER_CONDITIONAL__METRIC_NULL_S2_FIBER_CONDITIONAL__SECTION_AND_BOUNDARY_SELECTOR_OPEN` The zoom-out was scientifically useful, but the current particle program did not overlook the three-dimensional Hopfion. The July 5 H3 object and the later corrected no-null carrier are already explicit full-3D Faddeev-Skyrme Hopfions: a unit three-vector field on a Cartesian `N x N x N` grid, a degree-one Hopf seed, a toroidal seed, and a Whitehead/Hopf charge implementation. The corrected energy retains all three spatial derivatives and removes a numerical Nyquist null without changing the continuum `L2+L4` functional. The unresolved issue is one level upstream. Exact C0/C1 does not derive the `S2` carrier. It supplies the round-`S2`, static `E2+E4` b
null_section_hopfion_metric_audit_2026-07-19/AUDIT_REPORT.md	null_section_hopfion_metric_audit_2026-07-19	bab9635818253250df63aec8102cb7e2b85cd70e	af15bf24f994ae43f6d0e54e07b83d83e977aed9fbe88462f582edec89cef618	2026-07-19T13:22:26-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SIX_GATE_SOURCE	`EXACT_RECIPROCAL_HOPF_ORBIT_BLOCK_COMPATIBILITY_WITNESS__CONDITIONAL_UNIT_HOPF_CONNECTION_AFTER_TORIC_S3_COMPLETION__ANGULAR_SLOTS_GLOBAL_CLOSURE_BOUNDARY_CONFIGURATION_SPACE_AND_ACTION_OPEN__DIRECT_CELESTIAL_CARRIER_IDENTITY_BLOCKED_WITHOUT_SOLDERING` The angular-sector suggestion exposed a substantially sharper bridge than the bare observation that both the light cone and the existing carrier involve an `S2`. There is an exact algebraic relation between reciprocal exponential dilation and the angular two-torus orbits of the standard Hopf fibration of `S3`. In Hopf coordinates for a round unit three-sphere, \[ z_1=\cos\eta\,e^{i\xi_1},\qquad z_2=\sin\eta\,e^{i\xi_2}, \] \[ ds_{S^3}^2=d\eta^2+\cos^2\eta\,d\xi_1^2+\sin^2\eta\,d\xi_2^2. \] Define reciprocal depth by \[ \tan\eta=e^{2\phi}. \
