path	role	git_blob	sha256	bytes
udt_general_screen_complete_cell_atlas_2026-07-28/GAUGE_INVARIANT_ATLAS.tsv	S3_gauge_typing	6eb9798495c3f6596aede744bd25f58edb609053	fbc8882ebd81bc5fc29399f4049bfb3bf3fa72ac5e1572bd108c7be7ea32cb36	570
udt_fc07_cartan_response_return_audit_2026-08-01/AUDIT_REPORT.md	FC07_complete_family_ruling	0d10defcdd9cd4dcd83f41d725f67d3f6f92d4c5	24e78023a743a8a219e607a6e2a86fbce2b1adccbb914853ae0f5d711ab95c7f	4660
udt_fc07_cartan_response_return_audit_2026-08-01/EXACT_DERIVATION.md	FC07_Cartan_and_curvature_system	b49e611b1939927a6c51fa320c8b1b8ec19426de	b8049d6489aa7345e7761245f364aa8563cf8723d886f59fcc2b8987dd17a2e0	8097
udt_fc07_cartan_response_return_audit_2026-08-01/GENERAL_CARTAN_FORMULAS.json	FC07_general_formulas	bbf2f48f79b3ec16aa820a6a114c26ba52bbfc8f	ea4cdb22c4046fe4a1cd51e6d10fa12930a1f03139482f93b6444dde27168554	4938
udt_fc07_cartan_response_return_audit_2026-08-01/DERIVATION_RESULT.json	FC07_machine_result	1084f0ffe9d0571f0c6f5a92b46623c9cf27656d	458ad896baa569234196957c55aeb9030a5f6b866df396355d4f23a5936d1130	5327
udt_fc07_cartan_response_return_audit_2026-08-01/derive_cartan_response.py	FC07_production_implementation	766bad8bcdbe4aa34db9983372b310c9fbd44af8	930a0a8fb02482234170d6f6b84c4ca13216842f1cf77cc012f4204a4f95e854	21001
udt_torus_bundle_full_screen_witness_2026-08-01/COMPLETE_WITNESS_CENSUS.tsv	FC07_complete_witness_universe	45afb33b95e9e520e9ce3be616b1233dd8330a53	3ac0fe0d2bdc225a5553485b2d18e61193b3903ea9c93331beb2cb1774a2332b	2941
udt_torus_bundle_full_screen_witness_2026-08-01/MONODROMY_CANDIDATES.tsv	FC07_eight_monodromy_controls	137463f16faac8e9e4d68854e442e3a21096fec9	52f41c5b5e605283aebeefea996acfa0cd3fb1d01a5d9830182e9ae0db6c9fd3	725
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/AUDIT_REPORT.md	local_nonlinear_Cartan_scope_guard	b839073f0db58cef0e4cd9abf0de1a792176fb6d	152e3a15962d4d4e329160a7b73927efeeaa4afa8f0c65fe5f14f5dc8f8e7145	3412
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/EXACT_DERIVATION.md	local_full_curvature_control	00a98c6ddbfff9b08ff44cd6f7cd33bfe9ea8433	73fa1c064c4f7a02777e1d2a954c6b08e10d3d64f90999ecfb3e44f1ca32ae10	6044
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/RESULT.json	local_full_curvature_machine_result	d83c3ad7eb52fabc2a6704708d76c6103062be73	f712eef60f0c55ab76ac84bb8e0b7542453247500def73b1acfbe2c304b77b5f	1911
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	registered_branch_response_universe	1e223d40abc8ffa97b8397b0f3632e1f94dd5fe2	c67c8d05ca12b17171987f43ba941ffb8cd93daab91c4ba7e4b284f78cde3bde	3407
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	response_decomposition_control	6fdc6a65c21e4bd542311771a39879b0fafc3d72	71d049e4a8401088ec861edd4d80b2af1a41ed149e4c909c27a633fe55904164	5909
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	completion_taxonomy_scope_guard	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	global_coframe_family_scope	068ab7cba48b95dc46855e4a2822e9f8328a1c19	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1	6258
