extension_id	observable_id	status	reason
E04	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E04	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E04	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E04	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E04	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E04	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E04	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E04	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E04	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E04	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E04	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E04	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E05	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E05	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E05	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E05	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E05	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E05	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E06	O01	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E06	O02	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E06	O03	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E06	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E06	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E06	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E06	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E06	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E06	O09	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E06	O10	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E06	O11	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E06	O12	POINTWISE_SPECTATOR_CONTROL_ONLY	conditional_pointwise_witness_only__local_Lorentz_descent_path_and_global_sky_open
E07	O01	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E07	O02	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E07	O03	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E07	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E07	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E07	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E07	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E07	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E07	O09	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E07	O10	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E07	O11	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E07	O12	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O01	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O02	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O03	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E08	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E08	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E08	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E08	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E08	O09	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O10	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O11	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E08	O12	POINTWISE_COUNTERFAMILY_CONTROL_ONLY	exact_pointwise_nonuniqueness_control_only__local_Lorentz_descent_path_and_global_sky_open
E09	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E09	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E09	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E09	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E09	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E09	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E09	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E09	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED	spectrum_requires_source_statistical_rule_and_loses_directional_extension_information
E09	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E09	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E09	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E09	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY	pointwise_complete_extension_class_only__local_Lorentz_descent_path_and_global_sky_open
E10	O01	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O02	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O03	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O04	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O05	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O06	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O07	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O08	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O09	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O10	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O11	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E10	O12	INACTIVE_PREMISE	strong_local_CSN_reading_is_not_active_authority
E11	O01	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O02	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O03	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O04	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O05	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O06	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O07	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O08	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O09	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O10	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O11	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E11	O12	DESCENT_LAYER_OPEN	local_Lorentz_physical_operation_is_unselected
E12	O01	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O02	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O03	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O04	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O05	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O06	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O07	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O08	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O09	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O10	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O11	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
E12	O12	GLOBAL_LAYER_OPEN	profile_path_boundary_and_sky_completion_are_unselected
