observable_id	gate_id	status	reason
O04	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O04	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O04	G09	AVAILABLE_CONDITIONAL_GLOBAL_DECOMPOSITION	E_B_or_harmonic_readout_descends_only_after_global_sky_mask_and_basis_rules
O04	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O04	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O04	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O04	G13	DIRECTIONAL_INFORMATION_COMPRESSED	isotropic_C_ell_sum_over_m_discards_phase_and_direction
O04	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O05	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O05	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O05	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O05	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O05	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O05	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O05	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O05	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O05	G09	AVAILABLE_CONDITIONAL_GLOBAL_DECOMPOSITION	E_B_or_harmonic_readout_descends_only_after_global_sky_mask_and_basis_rules
O05	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O05	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O05	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O05	G13	DIRECTIONAL_INFORMATION_COMPRESSED	isotropic_C_ell_sum_over_m_discards_phase_and_direction
O05	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O06	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O06	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O06	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O06	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O06	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O06	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O06	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O06	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O06	G09	AVAILABLE_CONDITIONAL_GLOBAL_DECOMPOSITION	E_B_or_harmonic_readout_descends_only_after_global_sky_mask_and_basis_rules
O06	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O06	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O06	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O06	G13	DIRECTIONAL_INFORMATION_COMPRESSED	isotropic_C_ell_sum_over_m_discards_phase_and_direction
O06	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O07	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O07	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O07	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O07	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O07	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O07	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O07	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O07	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O07	G09	AVAILABLE_CONDITIONAL_GLOBAL_DECOMPOSITION	E_B_or_harmonic_readout_descends_only_after_global_sky_mask_and_basis_rules
O07	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O07	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O07	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O07	G13	DIRECTIONAL_INFORMATION_COMPRESSED	isotropic_C_ell_sum_over_m_discards_phase_and_direction
O07	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O08	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O08	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O08	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O08	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O08	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O08	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O08	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O08	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O08	G09	AVAILABLE_CONDITIONAL_GLOBAL_DECOMPOSITION	E_B_or_harmonic_readout_descends_only_after_global_sky_mask_and_basis_rules
O08	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O08	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O08	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O08	G13	DIRECTIONAL_INFORMATION_COMPRESSED	isotropic_C_ell_sum_over_m_discards_phase_and_direction
O08	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O09	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O09	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O09	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O09	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O09	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O09	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O09	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O09	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O09	G09	OPEN_REFERENCE_AND_CALIBRATION	rotation_requires_source_reference_and_instrument_angle_control
O09	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O09	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O09	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O09	G13	DIRECTIONAL_INFORMATION_RETAINED	map_off_diagonal_rotation_or_real_space_object_retains_location_or_m_structure
O09	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O10	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O10	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O10	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O10	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O10	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O10	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O10	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O10	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O10	G09	AVAILABLE_CONDITIONAL_GLOBAL_DECOMPOSITION	E_B_or_harmonic_readout_descends_only_after_global_sky_mask_and_basis_rules
O10	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O10	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O10	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O10	G13	DIRECTIONAL_INFORMATION_RETAINED	map_off_diagonal_rotation_or_real_space_object_retains_location_or_m_structure
O10	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O11	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O11	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O11	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O11	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O11	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O11	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O11	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O11	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O11	G09	AVAILABLE_CONDITIONAL_PARALLEL_BASIS	real_space_spin_correlation_requires_a_declared_basis_transport_rule
O11	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O11	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O11	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O11	G13	DIRECTIONAL_INFORMATION_RETAINED	only_full_unaveraged_pair_and_orientation_dependent_spin_correlation_retains_direction__isotropic_xi_theta_is_compressed
O11	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
O12	G01	DEFINED_EXTERNAL_MATHEMATICAL_TYPE	spin_field_map_correlation_or_spectrum_definition_is_available_as_readout_math
O12	G02	AVAILABLE_CONDITIONAL_GIVEN_TYPED_SCREEN	metric_supplies_screen_geometry_only_after_observer_path_and_screen_inputs
O12	G03	AVAILABLE_CONDITIONAL_GEOMETRIC_ACTION	screen_transport_can_act_upstream_but_is_not_physical_polarization_transport
O12	G04	OPEN_UNSELECTED_EXTENSION	seven_direction_registered_extension_tangent_has_no_active_selector
O12	G05	OPEN_PHYSICAL_DOMAIN	observer_event_path_and_screen_basis_are_not_selected
O12	G06	OPEN_PHYSICAL_CARRIER	geometric_screen_tensor_is_not_automatically_native_polarization
O12	G07	OPEN_NATIVE_SOURCE	no_native_matter_polarization_generation_or_initial_data_law
O12	G08	OPEN_GLOBAL_SKY	whole_sky_patches_topology_boundary_and_transition_law_are_unselected
O12	G09	BASIS_COVARIANT_NOT_INVARIANT	Q_U_require_declared_screen_basis_and_calibration
O12	G10	OPEN_NATIVE_STATISTICAL_OR_SINGLE_SKY_RULE	observed_single_sky_does_not_supply_a_UDT_ensemble_or_deterministic_prediction
O12	G11	EXTERNAL_SEPARATION_REQUIRED	frequency_noise_mask_foreground_and_calibration_controls_remain_external
O12	G12	NOT_SELECTED_UNIQUE_SIGNATURE	unresolved_extension_carrier_source_and_global_chain_prevent_uniqueness
O12	G13	DIRECTIONAL_INFORMATION_RETAINED	map_off_diagonal_rotation_or_real_space_object_retains_location_or_m_structure
O12	G14	NOT_AVAILABLE_UDT_PREDICTION	at_least_extension_domain_carrier_source_and_completion_are_open
