extension_id	observable_id	status
E09	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E09	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E09	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E09	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E09	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E09	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E09	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E09	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E09	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E10	O01	INACTIVE_PREMISE
E10	O02	INACTIVE_PREMISE
E10	O03	INACTIVE_PREMISE
E10	O04	INACTIVE_PREMISE
E10	O05	INACTIVE_PREMISE
E10	O06	INACTIVE_PREMISE
E10	O07	INACTIVE_PREMISE
E10	O08	INACTIVE_PREMISE
E10	O09	INACTIVE_PREMISE
E10	O10	INACTIVE_PREMISE
E10	O11	INACTIVE_PREMISE
E10	O12	INACTIVE_PREMISE
E11	O01	DESCENT_LAYER_OPEN
E11	O02	DESCENT_LAYER_OPEN
E11	O03	DESCENT_LAYER_OPEN
E11	O04	DESCENT_LAYER_OPEN
E11	O05	DESCENT_LAYER_OPEN
E11	O06	DESCENT_LAYER_OPEN
E11	O07	DESCENT_LAYER_OPEN
E11	O08	DESCENT_LAYER_OPEN
E11	O09	DESCENT_LAYER_OPEN
E11	O10	DESCENT_LAYER_OPEN
E11	O11	DESCENT_LAYER_OPEN
E11	O12	DESCENT_LAYER_OPEN
E12	O01	GLOBAL_LAYER_OPEN
E12	O02	GLOBAL_LAYER_OPEN
E12	O03	GLOBAL_LAYER_OPEN
E12	O04	GLOBAL_LAYER_OPEN
E12	O05	GLOBAL_LAYER_OPEN
E12	O06	GLOBAL_LAYER_OPEN
E12	O07	GLOBAL_LAYER_OPEN
E12	O08	GLOBAL_LAYER_OPEN
E12	O09	GLOBAL_LAYER_OPEN
E12	O10	GLOBAL_LAYER_OPEN
E12	O11	GLOBAL_LAYER_OPEN
E12	O12	GLOBAL_LAYER_OPEN
