B	abs_m	matrix	dimension	parity_even_dimension	parity_odd_dimension	diagonal_min	diagonal_max	same_parity_offdiag_above_threshold	opposite_parity_entries_above_threshold	maximum_same_parity_offdiag_abs	farthest_observed_delta_ell	maximum_opposite_parity_abs	maximum_symmetry_error	maximum_quadrature_difference
0	2	K	15	8	7	1.00000000000000000e+00	2.39000000000000000e+02	49	0	2.38578305474611945e+01	14	3.46944695195361419e-18	5.20417042793042128e-18	1.11022302462515654e-16
0	2	H	15	8	7	5.00000000000000000e+00	3.30000000000000000e+01	49	0	2.38578305474611945e+01	14	8.67361737988403547e-19	1.73472347597680709e-18	6.93889390390722838e-18
0	2	L	15	8	7	6.00000000000000000e+00	2.72000000000000000e+02	0	0	3.12250225675825277e-17	0	4.33680868994201774e-18	4.33680868994201774e-18	1.24900090270330111e-16
0	3	W	14	7	7	1.00000000000000000e+00	1.00000000000000000e+00	0	0	2.16840434497100887e-19	0	2.71050543121376109e-20	5.42101086242752217e-20	5.42101086242752217e-19
0	3	M	14	7	7	1.00000000000000000e+00	1.00000000000000000e+00	0	0	2.16840434497100887e-19	0	2.71050543121376109e-20	5.42101086242752217e-20	5.42101086242752217e-19
0	3	K	14	7	7	1.50000000000000000e+00	2.22500000000000000e+02	42	0	3.13398182912140655e+01	12	3.46944695195361419e-18	6.93889390390722838e-18	8.32667268468867405e-17
0	3	H	14	7	7	1.05000000000000000e+01	4.95000000000000000e+01	42	0	3.13398182912140655e+01	12	1.73472347597680709e-18	1.73472347597680709e-18	1.21430643318376497e-17
0	3	L	14	7	7	1.20000000000000000e+01	2.72000000000000000e+02	0	0	3.64291929955129490e-17	0	3.46944695195361419e-18	6.93889390390722838e-18	8.32667268468867405e-17
0.01	0	W	17	9	8	1.00199715233789410e+00	1.00332669508036831e+00	48	0	1.48647397558189292e-03	8	5.42101086242752217e-20	5.42101086242752217e-20	1.95156391047390798e-18
0.01	0	M	17	9	8	9.96686524911620242e-01	9.98008524110471473e-01	48	0	1.47804003741577763e-03	8	5.42101086242752217e-20	5.42101086242752217e-20	2.16840434497100887e-18
0.01	0	K	17	9	8	0.00000000000000000e+00	2.72680608142886172e+02	44	0	2.97067458772179382e-01	8	1.73472347597680709e-18	6.93889390390722838e-18	2.49800180540660222e-16
0.01	0	H	17	9	8	0.00000000000000000e+00	0.00000000000000000e+00	0	0	0.00000000000000000e+00	0	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
0.01	0	L	17	9	8	0.00000000000000000e+00	2.72680608142886172e+02	44	0	2.97067458772179382e-01	8	1.73472347597680709e-18	6.93889390390722838e-18	2.49800180540660222e-16
0.01	1	W	16	8	8	1.00250223581943443e+00	1.00399146645160542e+00	44	0	1.24297095874985222e-03	8	2.71050543121376109e-20	2.71050543121376109e-20	6.50521303491302660e-19
0.01	1	M	16	8	8	9.96025525312194682e-01	9.97507078723388507e-01	44	0	1.23677889515341733e-03	8	2.71050543121376109e-20	4.06575814682064163e-20	6.50521303491302660e-19
0.01	1	K	16	8	8	5.00998576168947052e-01	2.56178090483786491e+02	56	0	1.38868195265342802e+01	14	6.93889390390722838e-18	5.20417042793042128e-18	1.38777878078144568e-16
0.01	1	H	16	8	8	1.49502978736743031e+00	1.64950186852905318e+01	56	0	1.35909830992319822e+01	14	4.33680868994201774e-19	8.67361737988403547e-19	1.52655665885959024e-16
0.01	1	L	16	8	8	1.99602836353637736e+00	2.72673109169077009e+02	44	0	2.95836427302298088e-01	8	6.50521303491302660e-18	5.20417042793042128e-18	2.77555756156289135e-16
0.01	2	W	15	8	7	1.00252985067376499e+00	1.00427623351810369e+00	39	0	1.22729664129670639e-03	8	5.42101086242752217e-20	2.71050543121376109e-20	4.33680868994201774e-19
0.01	2	M	15	8	7	9.95742642426332702e-01	9.97479533440672861e-01	40	0	1.22110522584899868e-03	8	5.42101086242752217e-20	5.42101086242752217e-20	4.87890977618476995e-19
0.01	2	K	15	8	7	1.00285239818561145e+00	2.39670537580286435e+02	49	0	2.41499366724057012e+01	14	3.46944695195361419e-18	3.46944695195361419e-18	1.11022302462515654e-16
0.01	2	H	15	8	7	4.98012762656097330e+00	3.29800755671734009e+01	49	0	2.38577939451890408e+01	14	8.67361737988403547e-19	8.67361737988403547e-19	1.04083408558608426e-17
0.01	2	L	15	8	7	5.98298002474658475e+00	2.72650613147459865e+02	40	0	2.92142727216661680e-01	8	4.33680868994201774e-18	4.33680868994201774e-18	1.11022302462515654e-16
0.01	3	W	14	7	7	1.00257587286074257e+00	1.00443438978421873e+00	33	0	1.20117307020086968e-03	8	2.71050543121376109e-20	5.42101086242752217e-20	5.42101086242752217e-19
0.01	3	M	14	7	7	9.95585627373291149e-01	9.97433632333676878e-01	36	0	1.19498715916811359e-03	8	2.71050543121376109e-20	2.71050543121376109e-20	5.42101086242752217e-19
0.01	3	K	14	7	7	1.50499094388212029e+00	2.23157949653759516e+02	42	0	3.16257222237171334e+01	12	3.46944695195361419e-18	2.60208521396521064e-18	1.11022302462515654e-16
0.01	3	H	14	7	7	1.04552977454764928e+01	4.94551731231052187e+01	42	0	3.13397376990086336e+01	12	1.73472347597680709e-18	1.73472347597680709e-18	1.04083408558608426e-17
0.01	3	L	14	7	7	1.19602886893586131e+01	2.72613122776864714e+02	36	0	2.85984524708499444e-01	8	5.20417042793042128e-18	3.46944695195361419e-18	1.11022302462515654e-16
0.10000000000000001	0	W	17	9	8	1.01972339861951622e+00	1.03269374528721403e+00	60	0	1.45012884203551545e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	2.05998412772245842e-18
0.10000000000000001	0	M	17	9	8	9.68534082340389291e-01	9.80812358616422575e-01	61	0	1.37275301998667897e-02	14	2.71050543121376109e-20	2.71050543121376109e-20	1.95156391047390798e-18
0.10000000000000001	0	K	17	9	8	0.00000000000000000e+00	2.78696115908642980e+02	56	0	2.90673092291712543e+00	14	6.93889390390722838e-18	6.93889390390722838e-18	2.77555756156289135e-16
0.10000000000000001	0	H	17	9	8	0.00000000000000000e+00	0.00000000000000000e+00	0	0	0.00000000000000000e+00	0	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
0.10000000000000001	0	L	17	9	8	0.00000000000000000e+00	2.78696115908642980e+02	56	0	2.90673092291712543e+00	14	6.93889390390722838e-18	6.93889390390722838e-18	2.77555756156289135e-16
0.10000000000000001	1	W	16	8	8	1.02461807319354037e+00	1.03917891862106293e+00	54	0	1.21621605308743462e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	6.50521303491302660e-19
0.10000000000000001	1	M	16	8	8	9.62394944202372593e-01	9.76248811041912079e-01	54	0	1.15910544741436652e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	6.50521303491302660e-19
0.10000000000000001	1	K	16	8	8	5.09861699309758110e-01	2.62171206425365995e+02	56	0	1.64855951249292403e+01	14	3.46944695195361419e-18	6.93889390390722838e-18	1.38777878078144568e-16
0.10000000000000001	1	H	16	8	8	1.45280112351058377e+00	1.64517707186365740e+01	56	0	1.35901300169778025e+01	14	8.67361737988403547e-19	8.67361737988403547e-19	1.52655665885959024e-16
0.10000000000000001	1	L	16	8	8	1.96266282282034199e+00	2.78622977144002562e+02	55	0	2.89546510795143863e+00	14	4.33680868994201774e-18	6.93889390390722838e-18	3.05311331771918049e-16
0.10000000000000001	2	W	15	8	7	1.02489119073211943e+00	1.04194570689371813e+00	48	0	1.20054739331582738e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	5.42101086242752217e-19
0.10000000000000001	2	M	15	8	7	9.59799680233630714e-01	9.75982217157488563e-01	48	0	1.14345502181267128e-02	12	2.71050543121376109e-20	5.42101086242752217e-20	4.87890977618476995e-19
0.10000000000000001	2	K	15	8	7	1.02811176553044259e+00	2.45596485220811417e+02	49	0	2.67160470056660095e+01	14	3.46944695195361419e-18	6.93889390390722838e-18	1.11022302462515654e-16
0.10000000000000001	2	H	15	8	7	4.81197472101186285e+00	3.28071625323279505e+01	49	0	2.38544280865912519e+01	14	8.67361737988403547e-19	1.73472347597680709e-18	6.93889390390722838e-18
0.10000000000000001	2	L	15	8	7	5.84008648654230544e+00	2.78403647753139353e+02	49	0	2.86161891907475852e+00	14	3.46944695195361419e-18	8.67361737988403547e-18	1.11022302462515654e-16
0.10000000000000001	3	W	14	7	7	1.02534613530786434e+00	1.04347841129922703e+00	42	0	1.17445297894267029e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	5.42101086242752217e-19
0.10000000000000001	3	M	14	7	7	9.58370311034353661e-01	9.75538635804604981e-01	42	0	1.11743443367458856e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	5.42101086242752217e-19
0.10000000000000001	3	K	14	7	7	1.54912422069099742e+00	2.28971974007390543e+02	42	0	3.41373847494009084e+01	12	3.46944695195361419e-18	3.46944695195361419e-18	8.32667268468867405e-17
0.10000000000000001	3	H	14	7	7	1.00778966424531227e+01	4.90664138592078487e+01	42	0	3.13323383046703583e+01	12	1.73472347597680709e-18	1.73472347597680709e-18	1.04083408558608426e-17
0.10000000000000001	3	L	14	7	7	1.16270208631441196e+01	2.78038387866598384e+02	42	0	2.80504644473054965e+00	12	5.20417042793042128e-18	3.46944695195361419e-18	8.32667268468867405e-17
1	0	W	17	9	8	1.17809724509617242e+00	1.28539816339744828e+00	64	0	1.19966073684902030e-01	16	5.42101086242752217e-20	5.42101086242752217e-20	2.16840434497100887e-18
1	0	M	17	9	8	7.85398163397448279e-01	8.56194490192344948e-01	64	0	7.91526996353393297e-02	16	2.71050543121376109e-20	2.71050543121376109e-20	1.95156391047390798e-18
1	0	K	17	9	8	0.00000000000000000e+00	3.30924403030620738e+02	56	0	2.45649662069328549e+01	14	5.20417042793042128e-18	5.20417042793042128e-18	2.77555756156289135e-16
1	0	H	17	9	8	0.00000000000000000e+00	0.00000000000000000e+00	0	0	0.00000000000000000e+00	0	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1	0	L	17	9	8	0.00000000000000000e+00	3.30924403030620738e+02	56	0	2.45649662069328549e+01	14	5.20417042793042128e-18	5.20417042793042128e-18	2.77555756156289135e-16
1	1	W	16	8	8	1.21663383467139985e+00	1.33904862254808621e+00	56	0	1.02783185085597625e-01	14	5.42101086242752217e-20	2.71050543121376109e-20	8.67361737988403547e-19
1	1	M	16	8	8	7.50000000000000000e-01	8.34098225149855321e-01	56	0	7.14925985238573508e-02	14	2.71050543121376109e-20	2.71050543121376109e-20	5.42101086242752217e-19
1	1	K	16	8	8	5.89048622548086209e-01	3.14195392635272981e+02	56	0	3.80549204225999915e+01	14	6.93889390390722838e-18	6.93889390390722838e-18	1.38777878078144568e-16
1	1	H	16	8	8	1.17809724509617242e+00	1.61190058610692546e+01	56	0	1.35406377780154195e+01	14	4.33680868994201774e-19	8.67361737988403547e-19	1.52655665885959024e-16
1	1	L	16	8	8	1.76714586764425863e+00	3.30314398496342221e+02	56	0	2.45142826445845721e+01	14	7.37257477290143015e-18	6.93889390390722838e-18	3.05311331771918049e-16
1	2	W	15	8	7	1.21913626543621323e+00	1.36131077818510771e+00	49	0	1.01237880206728109e-01	14	5.42101086242752217e-20	5.42101086242752217e-20	5.42101086242752217e-19
1	2	M	15	8	7	7.36310778185107817e-01	8.32000041167147875e-01	49	0	7.00109902565288073e-02	14	2.71050543121376109e-20	2.71050543121376109e-20	3.79470760369926552e-19
1	2	K	15	8	7	1.25000000000000000e+00	2.97008993628687506e+02	49	0	4.80184849771849684e+01	14	6.93889390390722838e-18	3.46944695195361419e-18	1.24900090270330111e-16
1	2	H	15	8	7	3.75000000000000000e+00	3.14821417325904669e+01	49	0	2.36608217695440004e+01	14	8.67361737988403547e-19	2.60208521396521064e-18	6.93889390390722838e-18
1	2	L	15	8	7	5.00000000000000000e+00	3.28491135361277941e+02	49	0	2.43576632076409716e+01	14	6.07153216591882483e-18	4.33680868994201774e-18	1.24900090270330111e-16
1	3	W	14	7	7	1.22328588559069718e+00	1.37343859757863607e+00	42	0	9.86822616579735995e-02	12	5.42101086242752217e-20	5.42101086242752217e-20	6.50521303491302660e-19
1	3	M	14	7	7	7.29166666666666630e-01	8.28559625480963513e-01	42	0	6.75979706334343261e-02	12	2.71050543121376109e-20	2.71050543121376109e-20	3.79470760369926552e-19
1	3	K	14	7	7	1.93281579273590798e+00	2.79367081245239433e+02	42	0	5.49945001949886674e+01	12	3.46944695195361419e-18	6.93889390390722838e-18	9.71445146547011973e-17
1	3	H	14	7	7	7.73126317094363191e+00	4.61073441411225105e+01	42	0	3.09126652521068053e+01	12	1.73472347597680709e-18	1.73472347597680709e-18	1.04083408558608426e-17
1	3	L	14	7	7	9.66407896367953967e+00	3.25474425386361929e+02	42	0	2.40818349428818621e+01	12	3.46944695195361419e-18	6.93889390390722838e-18	1.11022302462515654e-16
10	0	W	17	9	8	2.15193737294053866e+00	2.69931802780671370e+00	64	0	6.11990176924559037e-01	16	1.08420217248550443e-19	1.08420217248550443e-19	3.03576608295941242e-18
10	0	M	17	9	8	3.99876005055766148e-01	5.21286030022778513e-01	64	0	1.53405029675664689e-01	16	4.06575814682064163e-20	2.71050543121376109e-20	1.84314369322535754e-18
10	0	K	17	9	8	0.00000000000000000e+00	6.31374724661353980e+02	56	0	1.32436797658076159e+02	14	6.93889390390722838e-18	1.38777878078144568e-17	4.44089209850062616e-16
10	0	H	17	9	8	0.00000000000000000e+00	0.00000000000000000e+00	0	0	0.00000000000000000e+00	0	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
10	0	L	17	9	8	0.00000000000000000e+00	6.31374724661353980e+02	56	0	1.32436797658076159e+02	14	6.93889390390722838e-18	1.38777878078144568e-17	4.44089209850062616e-16
10	1	W	16	8	8	2.32123060537262527e+00	2.97300835523980123e+00	56	0	5.54133711040569410e-01	14	1.08420217248550443e-19	1.08420217248550443e-19	1.30104260698260532e-18
10	1	M	16	8	8	3.44916303412642122e-01	5.00905005100155676e-01	56	0	1.38332179430194491e-01	14	2.71050543121376109e-20	1.35525271560688054e-20	4.33680868994201774e-19
10	1	K	16	8	8	1.07596868647026933e+00	6.13221494823432636e+02	56	0	1.45600654192755712e+02	14	6.93889390390722838e-18	6.93889390390722838e-18	2.22044604925031308e-16
10	1	H	16	8	8	5.99814007583649222e-01	1.47046938064455350e+01	56	0	1.27886827274979478e+01	14	4.33680868994201774e-19	8.67361737988403547e-19	1.51788304147970621e-16
10	1	L	16	8	8	1.67578269405391866e+00	6.27926188629878084e+02	56	0	1.32811971465257756e+02	14	7.37257477290143015e-18	7.80625564189563192e-18	3.88578058618804789e-16
10	2	W	15	8	7	2.33882037748467964e+00	3.07977805791022474e+00	49	0	5.41159789711458616e-01	14	1.08420217248550443e-19	5.42101086242752217e-20	1.30104260698260532e-18
10	2	M	15	8	7	3.28511506478394888e-01	4.91408807875611586e-01	49	0	1.29350636119610479e-01	14	2.71050543121376109e-20	1.35525271560688054e-20	1.89735380184963276e-19
10	2	K	15	8	7	2.54592954455810627e+00	5.91807599232765710e+02	49	0	1.54549466517008455e+02	14	1.38777878078144568e-17	1.38777878078144568e-17	2.77555756156289135e-16
10	2	H	15	8	7	1.72458151706321061e+00	2.60793056760820186e+01	49	0	2.09019874979012457e+01	14	8.67361737988403547e-19	8.67361737988403547e-19	1.21430643318376497e-17
10	2	L	15	8	7	4.27051106162131688e+00	6.17886904908847782e+02	49	0	1.33647479019107209e+02	14	1.38777878078144568e-17	1.30104260698260532e-17	2.77555756156289135e-16
10	3	W	14	7	7	2.36708153374909136e+00	3.13615480996363605e+00	42	0	5.20714162179878981e-01	12	5.42101086242752217e-20	1.08420217248550443e-19	1.73472347597680709e-18
10	3	M	14	7	7	3.20981097667046855e-01	4.77755110975100206e-01	42	0	1.16912588214650726e-01	12	1.35525271560688054e-20	1.35525271560688054e-20	2.16840434497100887e-19
10	3	K	14	7	7	4.11227631838463559e+00	5.67245586221521535e+02	42	0	1.59744929230460087e+02	12	6.93889390390722838e-18	6.93889390390722838e-18	2.22044604925031308e-16
10	3	H	14	7	7	3.44937081802314616e+00	3.47498374650698736e+01	42	0	2.54575737335630592e+01	12	8.67361737988403547e-19	1.73472347597680709e-18	6.07153216591882483e-18
10	3	L	14	7	7	7.56164713640778174e+00	6.01995423686591380e+02	42	0	1.34287355496897021e+02	12	6.93889390390722838e-18	1.04083408558608426e-17	2.22044604925031308e-16
100	0	W	17	9	8	5.99886502708964908e+00	7.92919475523385930e+00	64	0	2.19540576680719512e+00	16	2.16840434497100887e-19	2.16840434497100887e-19	4.33680868994201774e-18
100	0	M	17	9	8	1.47112767430373464e-01	2.41368561715578633e-01	64	0	1.15553980828806510e-01	16	1.35525271560688054e-20	6.77626357803440271e-21	1.59919820441611904e-18
100	0	K	17	9	8	0.00000000000000000e+00	1.77458367790323564e+03	56	0	4.85210646291926707e+02	14	2.77555756156289135e-17	5.55111512312578270e-17	8.88178419700125232e-16
100	0	H	17	9	8	0.00000000000000000e+00	0.00000000000000000e+00	0	0	0.00000000000000000e+00	0	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
100	0	L	17	9	8	0.00000000000000000e+00	1.77458367790323564e+03	56	0	4.85210646291926707e+02	14	2.77555756156289135e-17	5.55111512312578270e-17	8.88178419700125232e-16
100	1	W	16	8	8	6.52420469817366033e+00	8.89435961930596442e+00	56	0	2.03018783918581347e+00	14	2.16840434497100887e-19	5.42101086242752217e-19	3.46944695195361419e-18
100	1	M	16	8	8	1.16731229817052293e-01	2.24526166090472434e-01	56	0	9.83154536885142982e-02	14	6.77626357803440271e-21	6.77626357803440271e-21	3.65918233213857746e-19
100	1	K	16	8	8	2.99943251354482454e+00	1.74832667591319046e+03	56	0	4.99675237343208494e+02	14	2.77555756156289135e-17	2.77555756156289135e-17	6.66133814775093924e-16
100	1	H	16	8	8	2.20669151145560183e-01	1.09042382324794040e+01	56	0	9.59295138076793563e+00	14	8.67361737988403547e-19	8.67361737988403547e-19	1.36175792864179357e-16
100	1	L	16	8	8	3.22010166469038461e+00	1.75923091414566989e+03	56	0	4.90082285962440551e+02	14	2.79724160501260144e-17	2.79724160501260144e-17	7.77156117237609578e-16
100	2	W	15	8	7	6.61032614605679214e+00	9.25892565637659715e+00	49	0	1.95893465276504841e+00	14	4.33680868994201774e-19	4.33680868994201774e-19	3.46944695195361419e-18
100	2	M	15	8	7	1.09720354868611411e-01	2.05708506594269064e-01	49	0	7.94493222011738998e-02	14	6.77626357803440271e-21	6.77626357803440271e-21	8.13151629364128326e-20
100	2	K	15	8	7	7.43609547102344060e+00	1.70579714171529963e+03	49	0	5.09130874406176076e+02	14	5.55111512312578270e-17	5.55111512312578270e-17	6.66133814775093924e-16
100	2	H	15	8	7	5.83656149085261422e-01	1.50078424859235007e+01	49	0	1.22839401379321966e+01	14	8.67361737988403547e-19	4.33680868994201774e-19	1.38777878078144568e-17
100	2	L	15	8	7	8.01975162010870157e+00	1.72080498420122308e+03	49	0	4.96846934268243842e+02	14	5.50774703622636252e-17	5.55111512312578270e-17	6.66133814775093924e-16
100	3	W	14	7	7	6.73593569925758917e+00	9.44916164686413573e+00	42	0	1.86028659809591845e+00	12	2.16840434497100887e-19	4.33680868994201774e-19	5.20417042793042128e-18
100	3	M	14	7	7	1.06740728517593156e-01	1.88752975369140735e-01	42	0	6.34460764560632329e-02	12	6.77626357803440271e-21	6.77626357803440271e-21	8.13151629364128326e-20
100	3	K	14	7	7	1.21762645701770431e+01	1.64912625240179136e+03	42	0	5.12406089880209720e+02	12	1.38777878078144568e-17	2.77555756156289135e-17	6.66133814775093924e-16
100	3	H	14	7	7	1.15206372612041985e+00	1.67427832517110318e+01	42	0	1.26212535097509129e+01	12	4.33680868994201774e-19	4.33680868994201774e-19	2.60208521396521064e-18
100	3	L	14	7	7	1.33283282962974621e+01	1.66586903565350235e+03	42	0	4.99784836370458834e+02	12	1.36609473733173559e-17	2.77555756156289135e-17	6.66133814775093924e-16
