completion_id	direction_id	sector	aligned_local_B_effect	nonaligned_local_B_effect	global_observer_rest_distance_effect	global_descent_status	unresolved_requirement	selection_status	xmax_consequence	evidence
FC02_ONE_CAP_BOUNDARY	D04_MIX_CLOCK_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
FC02_ONE_CAP_BOUNDARY	D05_MIX_DEPTH_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
FC02_ONE_CAP_BOUNDARY	D06_MIX_CLOCK_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
FC02_ONE_CAP_BOUNDARY	D07_MIX_DEPTH_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
FC03_TWO_CAP_P0	D01_ANGULAR_TRACE	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC03_TWO_CAP_P0	D02_ANGULAR_RECIPROCAL	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC03_TWO_CAP_P0	D03_ANGULAR_SHEAR	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC03_TWO_CAP_P0	D04_MIX_CLOCK_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC03_TWO_CAP_P0	D05_MIX_DEPTH_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC03_TWO_CAP_P0	D06_MIX_CLOCK_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC03_TWO_CAP_P0	D07_MIX_DEPTH_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC03_TWO_CAP_P0;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC03_TWO_CAP_P0
FC04_TWO_CAP_P1	D01_ANGULAR_TRACE	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC04_TWO_CAP_P1	D02_ANGULAR_RECIPROCAL	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC04_TWO_CAP_P1	D03_ANGULAR_SHEAR	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC04_TWO_CAP_P1	D04_MIX_CLOCK_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC04_TWO_CAP_P1	D05_MIX_DEPTH_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC04_TWO_CAP_P1	D06_MIX_CLOCK_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC04_TWO_CAP_P1	D07_MIX_DEPTH_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC04_TWO_CAP_P1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC04_TWO_CAP_P1
FC05_TWO_CAP_P_GT1	D01_ANGULAR_TRACE	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC05_TWO_CAP_P_GT1	D02_ANGULAR_RECIPROCAL	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC05_TWO_CAP_P_GT1	D03_ANGULAR_SHEAR	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC05_TWO_CAP_P_GT1	D04_MIX_CLOCK_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC05_TWO_CAP_P_GT1	D05_MIX_DEPTH_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC05_TWO_CAP_P_GT1	D06_MIX_CLOCK_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC05_TWO_CAP_P_GT1	D07_MIX_DEPTH_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_mixing_cocycle	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC05_TWO_CAP_P_GT1;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC05_TWO_CAP_P_GT1
FC06_NONPRIMITIVE_CAP	D01_ANGULAR_TRACE	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_COMPLEMENT_ONLY__SINGULAR_DESCENT_BLOCKED	singular_stratum_resolution_or_admissible_completion	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC06_NONPRIMITIVE_CAP;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC06_NONPRIMITIVE_CAP
FC06_NONPRIMITIVE_CAP	D02_ANGULAR_RECIPROCAL	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_COMPLEMENT_ONLY__SINGULAR_DESCENT_BLOCKED	singular_stratum_resolution_or_admissible_completion	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC06_NONPRIMITIVE_CAP;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC06_NONPRIMITIVE_CAP
FC06_NONPRIMITIVE_CAP	D03_ANGULAR_SHEAR	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_COMPLEMENT_ONLY__SINGULAR_DESCENT_BLOCKED	singular_stratum_resolution_or_admissible_completion	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC06_NONPRIMITIVE_CAP;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC06_NONPRIMITIVE_CAP
FC06_NONPRIMITIVE_CAP	D04_MIX_CLOCK_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	REGULAR_COMPLEMENT_ONLY__SINGULAR_DESCENT_BLOCKED	singular_stratum_resolution_or_admissible_completion	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC06_NONPRIMITIVE_CAP;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC06_NONPRIMITIVE_CAP
