basis_count	alpha_index	log10_alpha	alpha	lambda	raw_chi2	edf	gcv
16	54	1.5	31.622776601683793	4.627102415119072	2773.7011617255334	4.843966243937285	1.1647737266750795
16	55	1.75	56.23413251903491	8.228280952947618	3143.4156919038155	4.422377748069506	1.3195634103422544
16	56	2.0	100.0	14.632182598642196	3731.659161796715	4.057654696199089	1.5660213827355287
16	57	2.25	177.82794100389228	26.020109039095235	4581.562209262701	3.7503377657215484	1.9221951753607185
16	58	2.5	316.22776601683796	46.27102415119072	5617.425935233019	3.504446641631832	2.3563065384177664
16	59	2.75	562.341325190349	82.28280952947618	6651.896864919481	3.321820562923339	2.7898027764143554
16	60	3.0	1000.0	146.32182598642197	7512.4745990545	3.1965881071872984	3.150398237806388
16	61	3.25	1778.2794100389228	260.20109039095234	8133.769915997684	3.1163691393418014	3.410712731985446
16	62	3.5	3162.2776601683795	462.7102415119072	8540.506435914906	3.067472643035521	3.5811218442385155
16	63	3.75	5623.413251903491	822.8280952947619	8790.674895546957	3.0386246400441856	3.6859309841649
16	64	4.0	10000.0	1463.2182598642196	8938.835297471902	3.0219433474459954	3.7480022934397126
16	65	4.25	17782.794100389227	2602.0109039095237	9024.655118130951	3.0124115893712484	3.783955843437572
16	66	4.5	31622.776601683792	4627.102415119072	9073.732641963139	3.0070025503939277	3.804516367726424
16	67	4.75	56234.13251903491	8228.280952947618	9101.594244419197	3.0039451423634804	3.8161886594778314
16	68	5.0	100000.0	14632.182598642195	9117.346096327234	3.002220839160413	3.822787700291002
16	69	5.25	177827.94100389228	26020.109039095238	9126.230770461625	3.0012496055528506	3.8265098189900337
16	70	5.5	316227.7660168379	46271.024151190715	9131.235478935421	3.0007029378188332	3.828606475223889
16	71	5.75	562341.3251903491	82282.80952947619	9134.05252276098	3.0003953647042754	3.829786637956817
16	72	6.0	1000000.0	146321.82598642196	9135.637514274751	3.0002223532321644	3.830450648765256
16	73	6.25	1778279.410038923	260201.0903909524	9136.529089882617	3.0001250457872635	3.8308241622947627
16	74	6.5	3162277.6601683795	462710.24151190725	9137.030544904741	3.000070320746484	3.8310342400737794
16	75	6.75	5623413.251903491	822828.0952947618	9137.312560738197	3.000039544999497	3.8311523867773696
16	76	7.0	10000000.0	1463218.2598642197	9137.471158419476	3.0000222380207213	3.83121882912084
16	77	7.25	17782794.100389227	2602010.9039095235	9137.560347145367	3.0000125054318194	3.8312561935251974
16	78	7.5	31622776.60168379	4627102.4151190715	9137.610502504132	3.000007032344432	3.8312772054308537
16	79	7.75	56234132.51903491	8228280.952947618	9137.638707204631	3.000003954585265	3.8312890214066226
16	80	8.0	100000000.0	14632182.598642197	9137.65456795852	3.0000022238290516	3.8312956660537894
16	81	8.25	177827941.00389227	26020109.039095234	9137.663487142838	3.0000012505517137	3.8312994026247713
16	82	8.5	316227766.01683795	46271024.15119072	9137.6685027773	3.000000703237141	3.8313015038566243
16	83	8.75	562341325.1903491	82282809.52947618	9137.671323278522	3.0000003954593795	3.831302685467254
16	84	9.0	1000000000.0	146321825.98642197	9137.672909363771	3.000000222383175	3.831303349936101
16	85	9.25	1778279410.0389228	260201090.39095238	9137.67380128532	3.000000125055257	3.8313037235945036
16	86	9.5	3162277660.1683793	462710241.5119072	9137.674302849751	3.000000070323741	3.8313039337181034
16	87	9.75	5623413251.903491	822828095.2947619	9137.674584900185	3.0000000395459465	3.831304051879295
16	88	10.0	10000000000.0	1463218259.8642197	9137.674743508807	3.00000002223832	3.8313041183262215
16	89	10.25	17782794100.38923	2602010903.909524	9137.67483270099	3.0000000125055264	3.8313041556920733
16	90	10.5	31622776601.683792	4627102415.119072	9137.674882857447	3.0000000070323742	3.8313041767044385
16	91	10.75	56234132519.034904	8228280952.947618	9137.674911062508	3.000000003954595	3.831304188520565
16	92	11.0	100000000000.0	14632182598.642197	9137.674926923357	3.0000000022238322	3.8313041951652522
16	93	11.25	177827941003.89227	26020109039.095234	9137.674935842573	3.0000000012505526	3.831304198901836
16	94	11.5	316227766016.83795	46271024151.19072	9137.67494085822	3.0000000007032375	3.831304201003073
16	95	11.75	562341325190.3491	82282809529.47618	9137.674943678721	3.0000000003954597	3.8313042021846853
16	96	12.0	1000000000000.0	146321825986.42197	9137.674945264816	3.000000000222383	3.831304202849157
24	0	-12.0	1e-12	2.9550074766317984e-14	2123.62633675099	24.999999998078025	0.9070436729340797
24	1	-11.75	1.7782794100389228e-12	5.254828952205401e-14	2123.6263367509887	24.999999996582194	0.907043672932932
24	2	-11.5	3.1622776601683794e-12	9.344554128983272e-14	2123.62633675099	24.999999993922174	0.9070436729308932
24	3	-11.25	5.6234132519034904e-12	1.661722820356515e-13	2123.6263367509882	24.99999998919193	0.9070436729272654
24	4	-11.0	1e-11	2.9550074766317986e-13	2123.6263367509896	24.999999980780235	0.9070436729208164
24	5	-10.75	1.7782794100389227e-11	5.254828952205401e-13	2123.62633675099	24.999999965821882	0.9070436729093478
24	6	-10.5	3.1622776601683794e-11	9.34455412898327e-13	2123.62633675099	24.999999939221755	0.9070436728889524
24	7	-10.25	5.6234132519034906e-11	1.6617228203565151e-12	2123.6263367509914	24.999999891919305	0.907043672852685
24	8	-10.0	1e-10	2.955007476631799e-12	2123.62633675099	24.999999807802347	0.9070436727881891
24	9	-9.75	1.778279410038923e-10	5.254828952205401e-12	2123.626336750991	24.999999658218893	0.907043672673499
24	10	-9.5	3.1622776601683795e-10	9.344554128983272e-12	2123.6263367509855	24.999999392217795	0.9070436724695453
24	11	-9.25	5.623413251903491e-10	1.661722820356515e-11	2123.62633675099	24.999998919193736	0.9070436721068648
24	12	-9.0	1e-09	2.955007476631799e-11	2123.62633675099	24.999998078025445	0.9070436714619141
24	13	-8.75	1.7782794100389228e-09	5.254828952205401e-11	2123.6263367509937	24.99999658219531	0.9070436703150152
24	14	-8.5	3.1622776601683795e-09	9.344554128983272e-11	2123.626336751006	24.999993922198062	0.9070436682755161
24	15	-8.25	5.623413251903491e-09	1.6617228203565153e-10	2123.6263367510333	24.999989192000847	0.9070436646487356
24	16	-8.0	1e-08	2.9550074766317987e-10	2123.626336751135	24.999980780455324	0.9070436581993798
24	17	-7.75	1.7782794100389228e-08	5.254828952205401e-10	2123.626336751445	24.99996582258834	0.9070436467308409
24	18	-7.5	3.162277660168379e-08	9.34455412898327e-10	2123.6263367524216	24.999939223989383	0.9070436263372685
24	19	-7.25	5.6234132519034905e-08	1.6617228203565151e-09	2123.6263367555257	24.99989192636051	0.9070435900740041
24	20	-7.0	1e-07	2.9550074766317988e-09	2123.6263367653332	24.999807824638864	0.9070435255947445
24	21	-6.75	1.7782794100389227e-07	5.254828952205401e-09	2123.626336796345	24.999658289391906	0.9070434109546057
24	22	-6.5	3.162277660168379e-07	9.344554128983271e-09	2123.6263368943605	24.999392440681497	0.9070432071619426
24	23	-6.25	5.62341325190349e-07	1.661722820356515e-08	2123.6263372040594	24.998919898305285	0.907042844981361
24	24	-6.0	1e-06	2.9550074766317987e-08	2123.6263381819285	24.99808025210387	0.9070422016168418
24	25	-5.75	1.778279410038923e-06	5.254828952205401e-08	2123.6263412659387	24.996589228785012	0.9070410597230091
24	26	-5.5	3.162277660168379e-06	9.344554128983271e-08	2123.6263509721566	24.99394439590677	0.907039036003506
24	27	-5.25	5.623413251903491e-06	1.6617228203565154e-07	2123.626381408045	24.989261950799687	0.9070354588619883
24	28	-5.0	1e-05	2.955007476631799e-07	2123.626476228087	24.981000287943022	0.9070291650008738
24	29	-4.75	1.778279410038923e-05	5.254828952205402e-07	2123.62676828034	24.966510197863386	0.9070181800954489
24	30	-4.5	3.1622776601683795e-05	9.344554128983272e-07	2123.6276501580933	24.94135716442389	0.9069992722374672
24	31	-4.25	5.623413251903491e-05	1.6617228203565152e-06	2123.630224305663	24.898452234285518	0.9069674783611825
24	32	-4.0	0.0001	2.955007476631799e-06	2123.6373266937	24.827333164041885	0.9069159916206169
24	33	-3.75	0.00017782794100389227	5.2548289522054005e-06	2123.655251207879	24.714533156799536	0.9068371830148477
24	34	-3.5	0.00031622776601683794	9.344554128983271e-06	2123.694938119691	24.546288150332938	0.9067251874839337
24	35	-3.25	0.0005623413251903491	1.6617228203565152e-05	2123.769004780725	24.312976776823728	0.9065780407798478
24	36	-3.0	0.001	2.9550074766317988e-05	2123.883683227455	24.01041584278996	0.9063952290726992
24	37	-2.75	0.0017782794100389228	5.254828952205401e-05	2124.0359599882668	23.634348716471205	0.9061722471476891
24	38	-2.5	0.0031622776601683794	9.344554128983271e-05	2124.223153649368	23.17553587939008	0.9059009345940823
24	39	-2.25	0.005623413251903491	0.00016617228203565153	2124.4495357425712	22.62338623417817	0.9055750892089586
24	40	-2.0	0.01	0.0002955007476631799	2124.723682913556	21.96862678094645	0.9051913819997102
24	41	-1.75	0.01778279410038923	0.0005254828952205401	2125.067748481495	21.195427810870832	0.9047472884779324
24	42	-1.5	0.03162277660168379	0.0009344554128983271	2125.5420178558265	20.276540040108248	0.9042478314660496
24	43	-1.25	0.05623413251903491	0.0016617228203565154	2126.2707533360035	19.187200243570636	0.903727139794737
24	44	-1.0	0.1	0.002955007476631799	2127.4640575928115	17.929663435780995	0.9032762396261413
24	45	-0.75	0.1778279410038923	0.005254828952205402	2129.3986775407075	16.54574825776984	0.9030440658584623
24	46	-0.5	0.31622776601683794	0.009344554128983272	2132.333838363298	15.10434312848643	0.9031919282375741
24	47	-0.25	0.5623413251903491	0.016617228203565152	2136.4871931975654	13.675570923620976	0.9038637387519813
24	48	0.0	1.0	0.029550074766317987	2142.215357441999	12.312705388355743	0.9052488855219708
24	49	0.25	1.7782794100389228	0.05254828952205401	2150.2782830308315	11.048226239183027	0.9076907950178923
24	50	0.5	3.1622776601683795	0.09344554128983272	2162.077230611887	9.897368569568473	0.9117894216005002
24	51	0.75	5.623413251903491	0.16617228203565154	2179.990083655449	8.863249644748162	0.9185455885492674
24	52	1.0	10.0	0.29550074766317985	2207.8699391535347	7.9418812171161495	0.9295736278123179
24	53	1.25	17.78279410038923	0.5254828952205401	2251.7006585558524	7.12614882863147	0.9473788636192862
24	54	1.5	31.622776601683793	0.9344554128983271	2320.1328466638256	6.408238910198335	0.9755832841921942
24	55	1.75	56.23413251903491	1.6617228203565153	2425.2083948432432	5.780176062116851	1.0192291092135841
24	56	2.0	100.0	2.9550074766317986	2586.364746124594	5.232921066178872	1.0864588078536708
24	57	2.25	177.82794100389228	5.254828952205401	2840.554256481369	4.756631075005591	1.19276035616344
24	58	2.5	316.22776601683796	9.344554128983273	3251.8171142413184	4.343149436289476	1.3649782327954765
24	59	2.75	562.341325190349	16.61722820356515	3897.204081233729	3.988228753059184	1.635398531470319
24	60	3.0	1000.0	29.550074766317987	4799.857165584013	3.692569281630158	2.0136834015762455
24	61	3.25	1778.2794100389228	52.54828952205401	5853.354878952077	3.4598511438830135	2.4551784571554927
24	62	3.5	3162.2776601683795	93.44554128983272	6861.119107523698	3.290214888259571	2.877474319169818
24	63	3.75	5623.413251903491	166.17228203565153	7670.462308199054	3.1758442370891533	3.216595379083251
24	64	4.0	10000.0	295.5007476631799	8240.226805053853	3.103519179944539	3.455315835928197
24	65	4.25	17782.794100389227	525.4828952205401	8607.14330223278	3.059815146463279	3.609040218367788
24	66	4.5	31622.776601683792	934.4554128983272	8830.549564733274	3.0341702619446274	3.702636624071029
24	67	4.75	56234.13251903491	1661.7228203565153	8962.070099381925	3.019389279917151	3.7577364742183614
24	68	5.0	100000.0	2955.007476631799	9037.987562204575	3.0109593450954115	3.789541406838128
24	69	5.25	177827.94100389228	5254.828952205401	9081.316146365265	3.006180758775159	3.807693427051744
24	70	5.5	316227.7660168379	9344.55412898327	9105.886328103674	3.003481376919252	3.8179867954250777
24	71	5.75	562341.3251903491	16617.228203565155	9119.768489214437	3.001959524112492	3.823802542070485
24	72	6.0	1000000.0	29550.074766317986	9127.59576828216	3.001102492222397	3.827081673279061
24	73	6.25	1778279.410038923	52548.289522054016	9132.00395660213	3.000620157628604	3.828928422302975
24	74	6.5	3162277.6601683795	93445.54128983272	9134.484949074968	3.0003487974337966	3.82996779918133
24	75	6.75	5623413.251903491	166172.28203565153	9135.880773927936	3.000196161295841	3.8305525602568498
24	76	7.0	10000000.0	295500.7476631799	9136.665912824792	3.000110315322935	3.830881483058293
24	77	7.25	17782794.100389227	525482.8952205401	9137.107494951371	3.0000620366738504	3.8310664776149896
24	78	7.5	31622776.60168379	934455.4128983271	9137.355835728977	3.0000348863574593	3.831170516451438
24	79	7.75	56234132.51903491	1661722.8203565152	9137.495494620522	3.0000196182213967	3.8312290245565657
24	80	8.0	100000000.0	2955007.476631799	9137.574032676912	3.0000110321938283	3.831261926957295
24	81	8.25	177827941.00389227	5254828.952205401	9137.618198532626	3.000006203876589	3.8312804296137397
24	82	8.5	316227766.01683795	9344554.128983272	9137.643035027488	3.0000034887019034	3.8312908345096237
24	83	8.75	562341325.1903491	16617228.203565152	9137.65700168102	3.000001961843061	3.8312966856402446
24	84	9.0	1000000000.0	29550074.766317986	9137.664855728388	3.0000011032259986	3.831299975981549
24	85	9.25	1778279410.0389228	52548289.52205401	9137.669272390385	3.000000620389751	3.831301826279198
24	86	9.5	3162277660.1683793	93445541.28983271	9137.671756064054	3.0000003488708518	3.8313028667789144
24	87	9.75	5623413251.903491	166172282.03565153	9137.673152737058	3.0000001961845153	3.83130345189518
24	88	10.0	10000000000.0	295500747.6631799	9137.673938144202	3.000000110322666	3.8313037809303188
24	89	10.25	17782794100.38923	525482895.2205401	9137.67437981117	3.000000062038996	3.831303965960405
24	90	10.5	31622776601.683792	934455412.8983271	9137.674628178791	3.000000034887092	3.831304070010485
24	91	10.75	56234132519.034904	1661722820.3565152	9137.674767846158	3.0000000196184535	3.8313041285221376
24	92	11.0	100000000000.0	2955007476.6317987	9137.674846386892	3.000000011032267	3.8313041614256598
24	93	11.25	177827941003.89227	5254828952.2054	9137.6748905536	3.0000000062038996	3.831304179928675
24	94	11.5	316227766016.83795	9344554128.983273	9137.674915390364	3.0000000034887093	3.8313041903336824
24	95	11.75	562341325190.3491	16617228203.565153	9137.6749293571	3.0000000019618454	3.8313041961848464
24	96	12.0	1000000000000.0	29550074766.317986	9137.674937211168	3.000000001103227	3.831304199475198
32	0	-12.0	1e-12	9.693655323423373e-15	2116.9962850934303	32.99999999796084	0.9103577012565884
32	1	-11.75	1.7782794100389228e-12	1.7238027669657982e-14	2116.996285093429	32.999999996373816	0.9103577012553624
32	2	-11.5	3.1622776601683794e-12	3.0654029674634024e-14	2116.9962850934335	32.999999993551626	0.910357701253185
32	3	-11.25	5.6234132519034904e-12	5.4511429805123816e-14	2116.9962850934294	32.99999998853299	0.9103577012493084
32	4	-11.0	1e-11	9.693655323423373e-14	2116.996285093429	32.99999997960846	0.9103577012424172
32	5	-10.75	1.7782794100389227e-11	1.723802766965798e-13	2116.996285093431	32.999999963738134	0.9103577012301639
32	6	-10.5	3.1622776601683794e-11	3.0654029674634024e-13	2116.9962850934266	32.99999993551628	0.9103577012083707
32	7	-10.25	5.6234132519034906e-11	5.451142980512382e-13	2116.9962850934357	32.99999988532993	0.9103577011696234
32	8	-10.0	1e-10	9.693655323423374e-13	2116.996285093426	32.99999979608458	0.9103577011007089
32	9	-9.75	1.778279410038923e-10	1.723802766965798e-12	2116.9962850934317	32.99999963738145	0.9103577009781696
32	10	-9.5	3.1622776601683795e-10	3.0654029674634023e-12	2116.996285093429	32.999999355162984	0.9103577007602551
32	11	-9.25	5.623413251903491e-10	5.451142980512382e-12	2116.9962850934317	32.999998853299886	0.910357700372746
32	12	-9.0	1e-09	9.693655323423375e-12	2116.9962850934326	32.99999796084769	0.9103576996836449
32	13	-8.75	1.7782794100389228e-09	1.723802766965798e-11	2116.9962850934276	32.99999637382031	0.9103576984582291
32	14	-8.5	3.1622776601683795e-09	3.0654029674634024e-11	2116.9962850934353	32.99999355164839	0.9103576962791095
32	15	-8.25	5.623413251903491e-09	5.451142980512382e-11	2116.996285093449	32.999988533057774	0.910357692404041
32	16	-8.0	1e-08	9.693655323423374e-11	2116.996285093478	32.99997960866342	0.9103576855131368
32	17	-7.75	1.7782794100389228e-08	1.7238027669657981e-10	2116.996285093591	32.99996373879277	0.9103576732593611
32	18	-7.5	3.162277660168379e-08	3.0654029674634017e-10	2116.9962850939364	32.99993551834855	0.9103576514692664
32	19	-7.25	5.6234132519034905e-08	5.451142980512382e-10	2116.9962850950355	32.99988533647416	0.9103576127221132
32	20	-7.0	1e-07	9.693655323423373e-10	2116.996285098501	32.9997961052791	0.9103575438242915
32	21	-6.75	1.7782794100389227e-07	1.723802766965798e-09	2116.9962851094597	32.999637446881124	0.910357421321928
32	22	-6.5	3.162277660168379e-07	3.065402967463402e-09	2116.9962851441082	32.99935536987422	0.9103572035329167
32	23	-6.25	5.62341325190349e-07	5.451142980512381e-09	2116.9962852536096	32.99885395393898	0.9103568164151716
32	24	-6.0	1e-06	9.693655323423373e-09	2116.996285599481	32.99796291478742	0.910356128554819
32	25	-5.75	1.778279410038923e-06	1.7238027669657982e-08	2116.9962866910105	32.99638035017169	0.9103549070609256
32	26	-5.5	3.162277660168379e-06	3.065402967463402e-08	2116.9962901303793	32.9935722591753	0.9103527403033463
32	27	-5.25	5.623413251903491e-06	5.451142980512382e-08	2116.9963009377284	32.988598019747826	0.9103489041654533
32	28	-5.0	1e-05	9.693655323423375e-08	2116.9963347319076	32.97981289325138	0.9103421354515902
32	29	-4.75	1.778279410038923e-05	1.723802766965798e-07	2116.9964395080365	32.964377999234955	0.9103302629693989
32	30	-4.5	3.1622776601683795e-05	3.065402967463402e-07	2116.996759614517	32.93750352004911	0.9103096509428211
32	31	-4.25	5.623413251903491e-05	5.451142980512382e-07	2116.9977136288458	32.891420831998616	0.9102744825493209
32	32	-4.0	0.0001	9.693655323423374e-07	2117.000444910214	32.81434972817363	0.9102161579903295
32	33	-3.75	0.00017782794100389227	1.723802766965798e-06	2117.0078034615026	32.69030107668733	0.91012356808107
32	34	-3.5	0.00031622776601683794	3.065402967463402e-06	2117.026069710045	32.500979682932325	0.9099853106866329
32	35	-3.25	0.0005623413251903491	5.451142980512382e-06	2117.067417568394	32.229591207903674	0.9097936948295868
32	36	-3.0	0.001	9.693655323423373e-06	2117.153548055074	31.86244700952192	0.9095475433464064
32	37	-2.75	0.0017782794100389228	1.723802766965798e-05	2117.320223130541	31.384960822320306	0.9092510488414419
32	38	-2.5	0.0031622776601683794	3.065402967463402e-05	2117.6117777456507	30.778697790195917	0.9089091349978314
32	39	-2.25	0.005623413251903491	5.4511429805123824e-05	2118.0477988368825	30.02608460011286	0.9085167843328957
32	40	-2.0	0.01	9.693655323423374e-05	2118.5885726648366	29.112116196366443	0.9080455720155353
32	41	-1.75	0.01778279410038923	0.00017238027669657982	2119.167019662544	28.015088872686228	0.907450335803856
32	42	-1.5	0.03162277660168379	0.0003065402967463402	2119.7719608287284	26.703476007541973	0.906702539108457
32	43	-1.25	0.05623413251903491	0.0005451142980512382	2120.487164093597	25.155849251232898	0.9058221986533441
32	44	-1.0	0.1	0.0009693655323423374	2121.452574746045	23.391000271767442	0.9048840629196554
32	45	-0.75	0.1778279410038923	0.0017238027669657981	2122.8060841619103	21.476962523386643	0.9039991641335795
32	46	-0.5	0.31622776601683794	0.003065402967463402	2124.6841511218	19.50813149738242	0.9032972222565172
32	47	-0.25	0.5623413251903491	0.005451142980512382	2127.271443835566	17.573614947307696	0.9029234956057977
32	48	0.0	1.0	0.009693655323423374	2130.7975287180316	15.739658060354644	0.9030240671083651
32	49	0.25	1.7782794100389228	0.01723802766965798	2135.5029858758485	14.046830377169458	0.9037296026385251
32	50	0.5	3.1622776601683795	0.03065402967463402	2141.761461068418	12.514034126581842	0.9052103047519413
32	51	0.75	5.623413251903491	0.05451142980512382	2150.340308036421	11.144517638756083	0.9077904332656401
32	52	1.0	10.0	0.09693655323423374	2162.677783443293	9.931425013939183	0.9120687763392901
32	53	1.25	17.78279410038923	0.17238027669657982	2181.2388296091763	8.862226487283111	0.9190709620279744
32	54	1.5	31.622776601683793	0.3065402967463402	2210.014261039537	7.922426645815377	0.9304612538968838
32	55	1.75	56.23413251903491	0.5451142980512382	2255.1683708579667	7.098175568015211	0.9488155986796774
32	56	2.0	100.0	0.9693655323423374	2325.551832515604	6.377484393310829	0.9778366688128767
32	57	2.25	177.82794100389228	1.723802766965798	2433.509275977663	5.749788435445705	1.0226916169842826
32	58	2.5	316.22776601683796	3.0654029674634025	2599.2410177367146	5.204429993747292	1.0918416880923154
32	59	2.75	562.341325190349	5.451142980512381	2861.2331621268286	4.73068240767692	1.2014173840355336
32	60	3.0	1000.0	9.693655323423373	3285.218132841511	4.3200569322795275	1.3789719128620659
32	61	3.25	1778.2794100389228	17.23802766965798	3947.4071090760935	3.9682968163875687	1.6564377553087424
32	62	3.5	3162.2776601683795	30.65402967463402	4864.342719155169	3.6762287219465386	2.0407090803499695
32	63	3.75	5623.413251903491	54.511429805123825	5921.032228850577	3.4474276410830584	2.4835397453973895
32	64	4.0	10000.0	96.93655323423374	6919.605904444787	3.2815303202903383	2.9019818978870195
32	65	4.25	17782.794100389227	172.38027669657978	7713.783900507083	3.170204413923021	3.234746935079582
32	66	4.5	31622.776601683792	306.5402967463402	8269.044289163114	3.100050830709058	3.467389594489682
32	67	4.75	56234.13251903491	545.1142980512382	8625.037221113169	3.057757773827175	3.616537041965606
32	68	5.0	100000.0	969.3655323423374	8841.205774864404	3.0329767902892364	3.7071010520079186
32	69	5.25	177827.94100389228	1723.8027669657981	8968.262097304178	3.0187060687006615	3.7603305861323273
32	70	5.5	316227.7660168379	3065.4029674634016	9041.534923566654	3.0105712319175235	3.7910275491070498
32	71	5.75	562341.3251903491	5451.142980512383	9083.33204984163	3.005961250744089	3.8085379724676467
32	72	6.0	1000000.0	9693.655323423374	9107.026693295444	3.0033575380935607	3.8184645405636037
