candidate_id	profile_id	role	a	loop_id	parameter_name	parameter_value	H_256	H_512	H_1024	H_2048	convergence_difference	convergence_threshold	orientation_reverse_H_2048	orientation_reversal_error	status
C04	C04	PRIMARY_OWNER	1	R04	rho	0.05	-3.00647382595979781654303739681122678920265350874327994038724743421254363240587846318410002513857371518017e-105	5.23865786475568984500294062908817554316640011978737479576609934382199130548926305838569051275449160947671e-105	2.37294545135122314601461724363480954738179268020436923673122298713228048137028976147751289863754869235672e-105	1.18225590625780355269799214683810829576990601614118021227362124639494022492125164595452092987747947916609e-105	1.19068954509341959331662509679670125161188666406318902445760174073734025644903811552299196876006921319062e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.18225590625780355269799214683810829576990601614118021227362124639494022492125164595452092987747947916609e-105	2.36451181251560710539598429367621659153981203228236042454724249278988044984250329190904185975495895833219e-105	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R04	rho	0.1	-3.25436414145934347423505832731614189755021145382684188410664750971536429663724911383724539697130624767852e-105	-2.33138568820073899987584725536789466185568067062673172297691933201788502870073541863095539249361674025665e-105	1.46209106908176455393322631183065187669836779193975905305618387972563385194312944068812302859758251525772e-105	1.47814366328925565957521494416176029238813500993831443336141234853278551813285719834361772639050897983598e-105	1.60525942074911056419886323311084156897672179985553803052284688071516661897277576554946977929264645782588e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.47814366328925565957521494416176029238813500993831443336141234853278551813285719834361772639050897983598e-105	2.95628732657851131915042988832352058477627001987662886672282469706557103626571439668723545278101795967196e-105	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R05	rho	0.01	-3.47249816973150785740301906911907020918521370853373975173894963102790295563604126948869904548942435874678e-107	-2.6961372224758324055558297993634545520348900161460636789656438432084284243201113780703283596293058242772e-107	-5.12042805312391478115411803812556956154631618872067148691567369177245709394198039634637836649118077221196e-107	-1.83828556792266195941215673225346596055436431225427065669292651506895838559543002997734023235125823839617e-106	1.32624276261027048129674492844090900439973269338220350800135914589171267620123199034270239570214016117887e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-1.83828556792266195941215673225346596055436431225427065669292651506895838559543002997734023235125823839617e-106	3.67657113584532391882431346450693192110872862450854131338585303013791677119086005995468046470251647679234e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R05	rho	0.05	-4.3859509334297181855692078462912160669932949600114832361171638668932798211726140733174006201064050691664e-105	3.41254623844679179651599091921253701146399853941530896645921109991573280692636859841861083840824907053374e-106	5.75938379804761784785837978078458204845141015797566894837715824299964611545706958432450413671241387950997e-106	-1.39911520414185002859031393876032487219178409460748772632368251069115708661949088463166791565737986178053e-105	1.97505358394661181337615191683878307703692511040505462116139833499112169816519784306411832932862124973776e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-1.39911520414185002859031393876032487219178409460748772632368251069115708661949088463166791565737986178053e-105	2.79823040828370005718062787752064974438356818921497545264736502138231417323898176926333583131475972356106e-105	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R05	rho	0.1	5.89873283373088730629138586047805310761940942851716566384832519486691854412685607095751124252455479932564e-105	-7.03405544820105094266295956498280286876866584002063680141887373877147321662096258767131818342476419640304e-105	6.53181992088105071988585089227226941308303693122762657401562464432489638093375975808310370132236824625437e-106	1.17834671601829560729595465176999721289572402448887106777260555735704998584864663627973769070144814383511e-105	5.25164723930190535307369562542770271587420331366108410371043092924560347755270660471427320569211319209676e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.17834671601829560729595465176999721289572402448887106777260555735704998584864663627973769070144814383511e-105	2.35669343203659121459190930353999442579144804897774213554521111471409997169729327255947538140289628767023e-105	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R06	rho	0.01	-1.08788857828029829147913347257618092530779681097157903153204189461233431614920103676482863494316041570786e-107	1.89203089095399941655415600268833844514588113277749449237180815467707333629939243530888495224582582639314e-106	7.27584722164831469144237920399880476238122700986161514264686843913395826798832590556542474332666719183561e-107	8.19560372086198989731690904696921218471957395360700228467195292066163023347792092413075250385553317837053e-107	9.19756499213675205874529842970407422338346943745387142025084481527671965489595018565327760528865986534912e-108	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	8.19560372086198989731690904696921218471957395360700228467195292066163023347792092413075250385553317837053e-107	1.63912074417239797946338180939384243694391479072140045693439058413232604669558418482615050077110663567411e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R06	rho	0.05	-2.79743411078572465721754681642215172222493175820186677253814852759861935559890447044658222404657319410921e-105	-3.33591317938107855435204313068827956013745140301505706230298571881823663782107776216391133196092429508203e-106	1.58630978604261681754418593447748783382664463266091517396697806469454688257033805977806806740743157107888e-106	1.27682199012273948669167935543097469456098881154789295115926010271183534852849932073884849254492536232623e-106	3.09487795919877330852506579046513139265655821113022222807717961982711534041838739039219574862506208752648e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.27682199012273948669167935543097469456098881154789295115926010271183534852849932073884849254492536232623e-106	2.55364398024547897338335871086194938912197762309578590231852020542367069705699864147769698508985072465246e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	R06	rho	0.1	1.16488805726409083197128487697117280657433511748487658775784516257176629668814600075804085489571841607458e-105	-1.82504111546113431788453775489872840638494879875115036188219082722714096936734387886451895954648013643003e-105	2.7452332551826381454988798428819479610164409603453322535594113296545591743638813379446147371560502321563e-105	5.64733240122252756673410144692159685238401258180647596040471360264054959477274303859733059600615995018999e-105	2.90209914603988942123522160403964889136757162146114370684530227298599042040886170065271585885010971803369e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	5.64733240122252756673410144692159685238401258180647596040471360264054959477274303859733059600615995018999e-105	1.129466480244505513346820289384319370476802516361295192080942720528109918954548607719466119201231990038e-104	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN01	delta	0.05	0.00000183115843054266817528789358969158607473767781589012223256658899085427753481297239756848168125857318260925	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294071517825769697521376826149147	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401532292	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401720324	1.88031506534759935791227972109481158738569711787159699496850212055937413877403582338347228785400080790028e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401713511	6.81273574401304115185608594599569415719455477489709056148008014695425412599288341805605901396377104311695e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN01	delta	0.1	0.00000730943292949767908515764402982179064651428659848206936705986887156855516194079140411603937419434963332793	0.00000730943292949767908515764402982179064795562336674898093616984795491256448441963558632123907524599924008885	0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367579132	0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367421077	1.58055469261102554723061193947100104446913670777612501026337859409338695723034895298900569123959488200313e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367431977	1.09003771904208658429697375135931106515112876398353448983681282351268066015886134688896944223420336689871e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN02	delta	0.05	0.00000183115843054266817528789358969158607473767781589012223256658899085427753481297239756848168125857318521171	0.0000018311584305426681752878935896915860751077761364814132666129468770777975829407151782576969752137682608647	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401585432	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401713511	1.28079431987445173654894415784719050155257629768065302555825506762739977568666208259453909462518895610599e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401720324	6.81273574401304115185608594599569415719455477489709056148008014695425412599288341805605901396377104311695e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN02	delta	0.1	0.00000730943292949767908515764402982179064651428659848206936705986887156855516194079140411603937419434963305542	0.00000730943292949767908515764402982179064795562336674898093616984795491256448441963558632123907524599924079737	0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367895243	0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367431977	4.63266030592886798326213844327707202689229724693002158180645449992889280567516072427812012949536430931952e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367421077	1.09003771904208658429697375135931106515112876398353448983681282351268066015886134688896944223420336689871e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN03	delta	0.05	-1.37998862627421701921310330530653293282734733238267644451837861365316962255197081583108248791361387759764e-106	-3.28520923700411700501544901872247753428161725903379978853172796683227821800490675218573900524123341249556e-107	-3.86828971874241160117738905640301592632150540977101451303311409931183516170604572259561799583380197755494e-107	-4.99744601001382117383510125514567100924944072547296301102858612657188937946998018414870342228196628881447e-107	1.12915629127140957265771219874265508292793531570194849799547202726005421776393446155308542644816431125953e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	4.36284348997401548620126774052766245179727038234615312118571904414926193853837668511687661359355198753963e-107	6.34602520039805687633833514618008557452170343126809889842867082422627440931603499031826808688414301274834e-108	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN03	delta	0.1	-1.84443263177756016170524043507647609443793203340171800490472085900052280447856261653371687185480875943771e-106	-1.512228771061612498245584044091236516277364002867324610977619535268260540825938331566342803350157444107e-107	-1.68553051927028903546134892205351710184338422410610866511641833407593701324372327382082480691174497001256e-106	-8.17763001845581513174409278775558883291873592331508884960041311724372998037269294748538892022559924451044e-107	8.67767517424707522286939643277958218551510631774599780156377022351564015206453979072285914889185045561519e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.05594603985528715884669134581611163014368845789262372577458238992347507933725698468521608265822386281082e-106	2.38183038009705645672282067040552746851814865561114840814541078199102081299987689936677190635663938359777e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN04	delta	0.05	-1.0080659826004899763606136945592957894658970612988608535181196448144424575537095293019177512860576273913e-106	1.22836392292536969998671188213293486849522000222715048493666080601861920041913415773496939643491444723103e-106	1.96361845085815582394861116357868345015345772674138126301971785083812375307854931091670131519298883096091e-107	4.36284348997401548620126774052766245179727038234615312118571904414926193853837668511687661359355198753963e-107	2.39922503911585966225265657694897900164381265560477185816600119331113818545982737420017529840056315657873e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-4.99744601001382117383510125514567100924944072547296301102858612657188937946998018414870342228196628881447e-107	6.34602520039805687633833514618008557452170343126809889842867082422627440931603499031826808688414301274834e-108	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN04	delta	0.1	-5.90611332970942369430269909114637670897450375341202781423022055827909565121879425454417189444808005255436e-106	-1.78086447155003626352190117865177708804888833993758959656223277242913947825602741333459638555653380766236e-106	-2.756459605403976119278363557620853592749804963821169463518474582938512078879753277193797453616641920124e-107	1.05594603985528715884669134581611163014368845789262372577458238992347507933725698468521608265822386281082e-106	1.33159200039568477077452770157819698941866895427474067212642984821732628722523231240459582801988805481933e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-8.17763001845581513174409278775558883291873592331508884960041311724372998037269294748538892022559924451044e-107	2.38183038009705645672282067040552746851814865561114840814541078199102081299987689936677190635663938359777e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN05	delta	0.05	-6.05396784111276405566453726407480452788413316110849712964826891361908897127994744433709702038604946325462e-107	3.21455476189717122680573527405502640326349743189414358129397470569154525140489121911902297706314762519199e-108	-1.07488901818100282651945739895454290289234544496435864295891885255197940119160527955832122275047591967133e-107	1.67461605446777022414218967043592606277983405302953643480633345048997832350521325352322068462820943134511e-108	1.24235062362777984893367636599813550917032885026731228643955219760097723354212660491064329121329686280341e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-1.3078492209251001681371673470633129226126546643822115206585152285922705495919957045655941012747722167422e-107	1.14038761547832314572294838001972031633467125907925787717788188354327271724147437921327203281195127361013e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PN05	delta	0.1	-3.95605494188888633723419001193011699489899983472802002244266479819369241878849760544546372978183375831175e-107	3.29489097360672894338429453250497505403172472712057331282266797085058366364380805750882403622886812082161e-107	-5.59717568025974551325435426416337593464093398803148388415852746502112930306009766468218764654884769776055e-107	-3.80809696425279871921649108734031380537721502900425150488506764628749299171056201420397515172577654770774e-107	1.78907871600694679403786317682306212926371895902723237927345981873363631134953565047821249482307115005281e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-2.38458950662139100636243653359116532717472941252615585306715103607225176831864400023564146817956937088522e-107	6.19268647087418972557892762093147913255194444153040735795221868235974476002920601443961661990534591855402e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS01	delta	0.05	-0.00000183115843054266817528789358969158607473767781589012223256658899085427753481297239756848168125857318521171	-0.0000018311584305426681752878935896915860751077761364814132666129468770777975829407151782576969752137682608647	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401585432	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401713511	1.28079431987445173654894415784719050155257629768065302555825506762739977568666208259453909462518895610599e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401720324	6.81273574401304115185608594599569415719455477489709056148008014695425412599288341805605901396377104311695e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS01	delta	0.1	-0.00000730943292949767908515764402982179064651428659848206936705986887156855516194079140411603937419434963305542	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448441963558632123907524599924079737	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367895243	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367431977	4.63266030592886798326213844327707202689229724693002158180645449992889280567516072427812012949536430931952e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367421077	1.09003771904208658429697375135931106515112876398353448983681282351268066015886134688896944223420336689871e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS02	delta	0.05	-0.00000183115843054266817528789358969158607473767781589012223256658899085427753481297239756848168125857318260925	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294071517825769697521376826149147	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401532292	-0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401720324	1.88031506534759935791227972109481158738569711787159699496850212055937413877403582338347228785400080790028e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000183115843054266817528789358969158607510777613648141326661294687707779758294668296499192300491680401713511	6.81273574401304115185608594599569415719455477489709056148008014695425412599288341805605901396377104311695e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS02	delta	0.1	-0.00000730943292949767908515764402982179064651428659848206936705986887156855516194079140411603937419434963332793	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448441963558632123907524599924008885	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367579132	-0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367421077	1.58055469261102554723061193947100104446913670777612501026337859409338695723034895298900569123959488200313e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000730943292949767908515764402982179064795562336674898093616984795491256448444201468846080857233651367431977	1.09003771904208658429697375135931106515112876398353448983681282351268066015886134688896944223420336689871e-106	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS03	delta	0.05	-1.0080659826004899763606136945592957894658970612988608535181196448144424575537095293019177512860576273913e-106	1.22836392292536969998671188213293486849522000222715048493666080601861920041913415773496939643491444723103e-106	1.96361845085815582394861116357868345015345772674138126301971785083812375307854931091670131519298883096091e-107	4.36284348997401548620126774052766245179727038234615312118571904414926193853837668511687661359355198753963e-107	2.39922503911585966225265657694897900164381265560477185816600119331113818545982737420017529840056315657873e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-4.99744601001382117383510125514567100924944072547296301102858612657188937946998018414870342228196628881447e-107	6.34602520039805687633833514618008557452170343126809889842867082422627440931603499031826808688414301274834e-108	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS03	delta	0.1	-5.90611332970942369430269909114637670897450375341202781423022055827909565121879425454417189444808005255436e-106	-1.78086447155003626352190117865177708804888833993758959656223277242913947825602741333459638555653380766236e-106	-2.756459605403976119278363557620853592749804963821169463518474582938512078879753277193797453616641920124e-107	1.05594603985528715884669134581611163014368845789262372577458238992347507933725698468521608265822386281082e-106	1.33159200039568477077452770157819698941866895427474067212642984821732628722523231240459582801988805481933e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-8.17763001845581513174409278775558883291873592331508884960041311724372998037269294748538892022559924451044e-107	2.38183038009705645672282067040552746851814865561114840814541078199102081299987689936677190635663938359777e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS04	delta	0.05	-1.37998862627421701921310330530653293282734733238267644451837861365316962255197081583108248791361387759764e-106	-3.28520923700411700501544901872247753428161725903379978853172796683227821800490675218573900524123341249556e-107	-3.86828971874241160117738905640301592632150540977101451303311409931183516170604572259561799583380197755494e-107	-4.99744601001382117383510125514567100924944072547296301102858612657188937946998018414870342228196628881447e-107	1.12915629127140957265771219874265508292793531570194849799547202726005421776393446155308542644816431125953e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	4.36284348997401548620126774052766245179727038234615312118571904414926193853837668511687661359355198753963e-107	6.34602520039805687633833514618008557452170343126809889842867082422627440931603499031826808688414301274834e-108	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS04	delta	0.1	-1.84443263177756016170524043507647609443793203340171800490472085900052280447856261653371687185480875943771e-106	-1.512228771061612498245584044091236516277364002867324610977619535268260540825938331566342803350157444107e-107	-1.68553051927028903546134892205351710184338422410610866511641833407593701324372327382082480691174497001256e-106	-8.17763001845581513174409278775558883291873592331508884960041311724372998037269294748538892022559924451044e-107	8.67767517424707522286939643277958218551510631774599780156377022351564015206453979072285914889185045561519e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.05594603985528715884669134581611163014368845789262372577458238992347507933725698468521608265822386281082e-106	2.38183038009705645672282067040552746851814865561114840814541078199102081299987689936677190635663938359777e-107	PASS_PRIMARY
C04	C04	PRIMARY_OWNER	1	PS05	delta	0.05	-5.52807080444456557383065665135336178396272815669978366182795125558641422664839576097797812820989178352471e-107	-2.39588015673785115008970392634575465589614163401591824142353219253191701336781284546198309553526624563467e-107	-2.76910700666070804926310593634871301986167049639102506620901513810957032819119870008677471506143272677246e-107	-1.3078492209251001681371673470633129226126546643822115206585152285922705495919957045655941012747722167422e-107	1.46125778573560788112593858928540009724901583200881354555049990951729977859920299552118061378666051003999e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	1.67461605446777022414218967043592606277983405302953643480633345048997832350521325352322068462820943134511e-108	1.14038761547832314572294838001972031633467125907925787717788188354327271724147437921327203281195127361013e-107	PASS_PRIMARY
