candidate_id	profile_id	a	loop_id	parameter_name	parameter_value	H_independent	H_reverse_independent	primary_difference	orientation_reversal_error	agreement_threshold	status
C17	C08	5	R05	rho	0.1	-0.0000010753835139726796318139119751483977657159942123262760815236752525200019436488824186643700608282978809765930180076561276021897	0.0000010753835139726796318139119751483977657159942123262760815236752525200019436488824186643700608282978809765930180076561276021897	1.0195405852111840566751953018007656127602245324611806464348399974562564179774122212552656949569282068580299723057819197538944e-86	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	R06	rho	0.01	0.00000000001163220248566345162303039346368126075591792371701381656474455844382978674522151891602604457025158167829704600284550551520044	-0.000000000011632202485663451623030393463681260755917923717013816564744558443829786745221518916026044570251581678297046002845505515376545	1.1068357476746804938244464600284550551520023789606555651392415863824662716608490034458940884306715993146461183794759807847279e-91	1.7610509143420669137494908833497683406541087570298217840389783947759571438371885801019208130478612460629199370066792050872076e-130	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	R06	rho	0.05	0.000000035570986957071999439516054345002367067163486644200380483541282063867551064892465361576263560276525333992666374936970273279496	-0.000000035570986957071999439516054345002367067163486644200380483541282063867551064892465361576263560276525333992666374936970273279496	3.3843916337503497089250836637493697027327781305737415176363359885512297926715553666687907577814501506691944523879367387565459e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	R06	rho	0.1	0.0000010695315446770631475100780083620100896721360631419131498508635846461177536555609800898621079984018747659235447438529922052743	-0.0000010695315446770631475100780083620100896721360631419131498508635846461177536555609800898621079984018747659235447438529922052743	1.0182642757565862373549203544743852992205297923216125900884653419794419983113062030189468253600020717863105314090787923717017e-86	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PN01	delta	0.05	-0.00095114884305791831156525899915100864360495855987114126654393982153269597588998586869525067315067908846245369062228220758378202	0.00095114884305791831156525899915100864360495855987114126654393982153269597588998586869525067315067908846245369062228220758378202	1.5852480717631971859447346906222822075838159346903216684982910326323180830235057370810618736576725415090170498729721400172661e-84	0.0	9.5114884305791831156525899915100864360495855987114126654393982153269597588998586711000260138748190251771899999999999999999562e-69	PASS_INDEPENDENT
C17	C08	5	PN01	delta	0.1	-0.0037025053318371822290825830942364132728995175975252211024644320046618236673235443258039183964246801814151843001595944924132972	0.0037025053318371822290825830942364132728995175975252211024644320046618236673235443258039183964246801814151843001595944924132972	6.1708422197286370484881343001595944924134587839470276425476536632859902248865152072021932413469546975230963935337244025195471e-84	0.0	3.7025053318371822290825830942364132728995175975252211024644320046618236673235443196330761766960431329270499999999999999998836e-68	PASS_INDEPENDENT
C17	C08	5	PN02	delta	0.05	-0.00095102037067721603861304989949951599753622414562177449430849277734179493541233703355813513849809842906993285939865223920214743	0.00095102037067721603861304989949951599753622414562177449430849277734179493541233703355813513849809842906993285939865223920214743	1.5850339511286933976938188593986522392021817773120604468677670085298428934078182346894446724358272945650793072397763975551083e-84	0.0	9.5102037067721603861304989949951599753622414562177449430849277734179493541233703197310118736940503137611399999999999999987876e-69	PASS_INDEPENDENT
C17	C08	5	PN02	delta	0.1	-0.0037020089667756338432861001090262965452172303061223823495750388011587591923396808189909792778121405999340304870887186899163123	0.0037020089667756338432861001090262965452172303061223823495750388011587591923396808189909792778121405999340304870887186899163123	6.1700149446260564055415604870887186899162566623096670476865808711075597494400929007563111001888548251731519099265555820286357e-84	0.0	3.7020089667756338432861001090262965452172303061223823495750388011587591923396808128209643331860841943924699999999999999998587e-68	PASS_INDEPENDENT
C17	C08	5	PN03	delta	0.05	0.00000046192752551185233289205864102524160089240274268857455241674370872947238737207040539962432316886338351556509095586757277784643	-0.00000046192752551185233289205864102524160089240274268857455241674370872947238737207040539962432316886338351556509095586757277784643	7.6987920918642055474276909095586757277785937007058196721199817872366424158290153694490004283521670102971348193328632946654597e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PN03	delta	0.1	0.0000018404400668168541872394555081910472114809405956647235873283029155571163732377306204081590534637229128261491295114587332587479	-0.0000018404400668168541872394555081910472114809405956647235873283029155571163732377306204081590534637229128261491295114587332587479	3.0674001113614236457833591295114587332586799148608705806239391050320719910288192281820083570005177278102248644543439517616854e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PN04	delta	0.05	0.00000046190748448781883951492422515702652035659092689535013707467603403881847181465691192647166955041074615318696219677165466760695	-0.00000046190748448781883951492422515702652035659092689535013707467603403881847181465691192647166955041074615318696219677165466760695	7.6984580747969806569384496219677165466762714411751039563243547792731699286742364681782641759543194387977042769676883590096095e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PN04	delta	0.1	0.0000018402934155387042984263788137442017746146358926871392327606196873871892754891905696792848488965853076345530304702658310013098	-0.0000018402934155387042984263788137442017746146358926871392327606196873871892754891905696792848488965853076345530304702658310013098	3.0671556925645071637610730304702658310013587181023534608758669432277460036313800770953095507539271107639786815169112473972947e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PN05	delta	0.05	0.00000058935380618752107134998862169472446452083450344434265053510278775488888663600540158758464677148539326771501307880750687461095	-0.00000058935380618752107134998862169472446452083450344434265053510278775488888663600540158758464677148539326771501307880750687461095	9.8225634364586845217705701307880750687460242234999882344295699404174174202903280435212204760646067558036557631726884252947989e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PN05	delta	0.1	0.0000034378113091746927785994345465503521382252147019684682235403065629928765234610005951342791827842990203276203137829218066306197	-0.0000034378113091746927785994345465503521382252147019684682235403065629928765234610005951342791827842990203276203137829218066306197	5.7296855152911546311045103137829218066307776639825970767497814213337085451090670239734449062668110794064051020130126759246446e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PS01	delta	0.05	0.00095102037067721603861304989949951599753622414562177449430849277734179493541233703355813513849809842906993285939865223920214743	-0.00095102037067721603861304989949951599753622414562177449430849277734179493541233703355813513849809842906993285939865223920214743	1.5850339511286933976938188593986522392021817773120604468677670085298428934078182346894446724358272945650793072397763975551083e-84	0.0	9.5102037067721603861304989949951599753622414562177449430849277734179493541233703197310118736940503137611399999999999999987876e-69	PASS_INDEPENDENT
C17	C08	5	PS01	delta	0.1	0.0037020089667756338432861001090262965452172303061223823495750388011587591923396808189909792778121405999340304870887186899163123	-0.0037020089667756338432861001090262965452172303061223823495750388011587591923396808189909792778121405999340304870887186899163123	6.1700149446260564055415604870887186899162566623096670476865808711075597494400929007563111001888548251731519099265555820286357e-84	0.0	3.7020089667756338432861001090262965452172303061223823495750388011587591923396808128209643331860841943924699999999999999998587e-68	PASS_INDEPENDENT
C17	C08	5	PS02	delta	0.05	0.00095114884305791831156525899915100864360495855987114126654393982153269597588998586869525067315067908846245369062228220758378202	-0.00095114884305791831156525899915100864360495855987114126654393982153269597588998586869525067315067908846245369062228220758378202	1.5852480717631971859447346906222822075838159346903216684982910326323180830235057370810618736576725415090170498729721400172661e-84	0.0	9.5114884305791831156525899915100864360495855987114126654393982153269597588998586711000260138748190251771899999999999999999562e-69	PASS_INDEPENDENT
C17	C08	5	PS02	delta	0.1	0.0037025053318371822290825830942364132728995175975252211024644320046618236673235443258039183964246801814151843001595944924132972	-0.0037025053318371822290825830942364132728995175975252211024644320046618236673235443258039183964246801814151843001595944924132972	6.1708422197286370484881343001595944924134587839470276425476536632859902248865152072021932413469546975230963935337244025195471e-84	0.0	3.7025053318371822290825830942364132728995175975252211024644320046618236673235443196330761766960431329270499999999999999998836e-68	PASS_INDEPENDENT
C17	C08	5	PS03	delta	0.05	-0.00000046190748448781883951492422515702652035659092689535013707467603403881847181465691192647166955041074615318696219677165466760695	0.00000046190748448781883951492422515702652035659092689535013707467603403881847181465691192647166955041074615318696219677165466760695	7.6984580747969806585734996219677165466762403838214885576940661046663962745777990325412522486732471876261899426291966795128332e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PS03	delta	0.1	-0.0000018402934155387042984263788137442017746146358926871392327606196873871892754891905696792848488965853076345530304702658310013098	0.0000018402934155387042984263788137442017746146358926871392327606196873871892754891905696792848488965853076345530304702658310013098	3.0671556925645071643333430304702658310012912433649337071132164876825445557929963910943171272183905324189227801774561779100552e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PS04	delta	0.05	-0.00000046192752551185233289205864102524160089240274268857455241674370872947238737207040539962432316886338351556509095586757277784643	0.00000046192752551185233289205864102524160089240274268857455241674370872947238737207040539962432316886338351556509095586757277784643	7.6987920918642055447707209095586757277785861754108322687942423331227184093736804672145529191318924246816318575907074282257302e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PS04	delta	0.1	-0.0000018404400668168541872394555081910472114809405956647235873283029155571163732377306204081590534637229128261491295114587332587479	0.0000018404400668168541872394555081910472114809405956647235873283029155571163732377306204081590534637229128261491295114587332587479	3.0674001113614236453745891295114587332586728336178818082920443533670074745980633654009749555415676163272530415981101942407259e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PS05	delta	0.05	-0.00000054490871639050523348941905660632576471993520061499757479396721572903921795061635213937545790224097981079974477291357081390263	0.00000054490871639050523348941905660632576471993520061499757479396721572903921795061635213937545790224097981079974477291357081390263	9.0818119398417538911321074477291357081388076118796524905465482844352612336932489149190356859100672130532009502258970660018835e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C17	C08	5	PS05	delta	0.1	-0.0000030541290133372482327903624254835072266243592556364256278962127834694292868009832824819682628185834900927426493602213062718798	0.0000030541290133372482327903624254835072266243592556364256278962127834694292868009832824819682628185834900927426493602213062718798	5.0902150222287470546995426493602213062717048246421169272947381735768486004718046547875821961530664685138209428752190447103301e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
