timestamp	elapsed_seconds	processes	aggregate_rss_kib	mem_available_kib	swap_used_kib
2026-08-03T22:31:31-04:00	1891.194	5	7799052	120819384	3328
2026-08-03T22:32:01-04:00	1921.291	5	7801724	120785688	3328
2026-08-03T22:32:31-04:00	1951.386	5	7806884	120794372	3328
2026-08-03T22:33:01-04:00	1981.490	5	7817008	120770948	3328
2026-08-03T22:33:31-04:00	2011.581	5	7819684	120763272	3328
2026-08-03T22:34:02-04:00	2041.676	5	7822368	120755184	3328
2026-08-03T22:34:32-04:00	2071.767	5	7825048	120749064	3328
2026-08-03T22:35:02-04:00	2101.866	5	7827724	120728632	3328
2026-08-03T22:35:32-04:00	2131.966	5	7840192	120727528	3328
2026-08-03T22:36:02-04:00	2162.063	5	7842900	120739276	3328
2026-08-03T22:36:32-04:00	2192.170	5	7845576	120767628	3328
2026-08-03T22:37:02-04:00	2222.268	5	7848260	120710596	3328
2026-08-03T22:37:32-04:00	2252.367	5	7850944	120721728	3328
2026-08-03T22:38:02-04:00	2282.464	5	7858556	120703428	3328
2026-08-03T22:38:32-04:00	2312.570	5	7866276	120687516	3328
2026-08-03T22:39:03-04:00	2342.667	5	7868972	120661852	3328
2026-08-03T22:39:33-04:00	2372.774	5	7871648	120635372	3328
2026-08-03T22:40:03-04:00	2402.870	5	7874324	120604904	3328
2026-08-03T22:40:33-04:00	2432.967	5	7877000	120594840	3328
2026-08-03T22:41:03-04:00	2463.067	5	7886960	120585116	3328
2026-08-03T22:41:33-04:00	2493.170	5	7892324	120595900	3328
2026-08-03T22:42:03-04:00	2523.270	5	7895028	120552088	3328
2026-08-03T22:42:33-04:00	2553.370	5	7897684	120550936	3328
2026-08-03T22:43:03-04:00	2583.477	5	7900392	120539908	3328
2026-08-03T22:43:33-04:00	2613.578	5	7910720	120539412	3328
2026-08-03T22:44:04-04:00	2643.678	5	7913400	120555880	3328
2026-08-03T22:44:34-04:00	2673.777	5	7918932	120510548	3328
2026-08-03T22:45:04-04:00	2703.882	5	7921608	120510168	3328
2026-08-03T22:45:34-04:00	2733.982	5	7924300	120500132	3328
2026-08-03T22:46:04-04:00	2764.078	5	7926976	120484172	3328
2026-08-03T22:46:34-04:00	2794.179	5	7935012	120487120	3328
2026-08-03T22:47:04-04:00	2824.277	5	7940376	120469404	3328
2026-08-03T22:47:34-04:00	2854.376	5	7945648	120507480	3328
2026-08-03T22:48:04-04:00	2884.477	5	7948368	120482020	3328
2026-08-03T22:48:34-04:00	2914.575	5	7951044	120401532	3328
2026-08-03T22:49:05-04:00	2944.672	5	7956068	120391832	3328
2026-08-03T22:49:35-04:00	2974.772	5	7963376	120377040	3328
2026-08-03T22:50:05-04:00	3004.869	5	7968436	120373348	3328
2026-08-03T22:50:35-04:00	3034.969	5	7971092	120371436	3328
2026-08-03T22:51:00-04:00	3060.055	5	7973340	120337656	3328
2026-08-03T22:51:30-04:00	3090.153	5	7978144	120320112	3328
2026-08-03T22:52:00-04:00	3120.253	5	7984964	120333468	3328
2026-08-03T22:52:30-04:00	3150.352	5	7989688	120353216	3328
2026-08-03T22:53:00-04:00	3180.450	5	7992376	120340632	3328
2026-08-03T22:53:30-04:00	3210.541	5	7995036	120319116	3328
2026-08-03T22:54:01-04:00	3240.639	5	8006804	120333636	3328
2026-08-03T22:54:31-04:00	3270.738	5	8009508	120315960	3328
2026-08-03T22:55:01-04:00	3300.838	5	8015196	120311572	3328
2026-08-03T22:55:31-04:00	3330.937	5	8017872	120294916	3328
2026-08-03T22:56:01-04:00	3361.037	5	8022684	120295524	3328
2026-08-03T22:56:31-04:00	3391.136	5	8029592	120287108	3328
2026-08-03T22:57:01-04:00	3421.254	5	8032252	120268244	3328
2026-08-03T22:57:31-04:00	3451.355	5	8036996	120257392	3328
2026-08-03T22:58:01-04:00	3481.454	5	8039676	120268856	3328
2026-08-03T22:58:31-04:00	3511.554	5	8046316	120276620	3328
2026-08-03T22:59:02-04:00	3541.653	3	4836156	120405764	3328
2026-08-03T22:59:32-04:00	3571.758	3	4838844	120368476	3328
2026-08-03T23:00:02-04:00	3601.859	17	27309972	119915524	3328
2026-08-03T23:00:32-04:00	3631.969	17	27325132	119535308	3328
2026-08-03T23:01:02-04:00	3662.078	17	27325132	119299952	3328
2026-08-03T23:01:32-04:00	3692.187	17	27325132	119076652	3328
2026-08-03T23:02:02-04:00	3722.287	17	27325132	118847708	3328
2026-08-03T23:02:32-04:00	3752.384	17	27325132	118602032	3328
2026-08-03T23:03:02-04:00	3782.486	17	27325132	118381844	3328
2026-08-03T23:03:32-04:00	3812.587	17	27325132	118143088	3328
2026-08-03T23:04:03-04:00	3842.688	17	27327192	117888868	3328
2026-08-03T23:04:33-04:00	3872.784	17	27333480	117621224	3328
2026-08-03T23:05:03-04:00	3902.886	17	27339500	117400092	3328
2026-08-03T23:05:33-04:00	3932.987	17	27345788	117179444	3328
2026-08-03T23:06:03-04:00	3963.086	17	27352336	116951224	3328
2026-08-03T23:06:33-04:00	3993.186	17	27358620	116746520	3328
2026-08-03T23:07:03-04:00	4023.288	17	27364928	116496508	3328
2026-08-03T23:07:33-04:00	4053.388	17	27371476	116285400	3328
2026-08-03T23:08:03-04:00	4083.485	17	27378020	116014712	3328
2026-08-03T23:08:34-04:00	4113.603	17	27384292	115779648	3328
2026-08-03T23:09:04-04:00	4143.700	17	27405824	115564856	3328
2026-08-03T23:09:34-04:00	4173.798	17	27448812	115362396	3328
2026-08-03T23:10:04-04:00	4203.899	17	27491788	115170132	3328
2026-08-03T23:10:34-04:00	4233.997	17	27541912	114953996	3328
2026-08-03T23:11:04-04:00	4264.098	17	27586688	114737064	3328
2026-08-03T23:11:34-04:00	4294.197	17	27629676	114555116	3328
2026-08-03T23:12:04-04:00	4324.297	17	27672652	114355884	3328
2026-08-03T23:12:34-04:00	4354.394	17	27719228	114163552	3328
2026-08-03T23:13:04-04:00	4384.495	17	27762200	113958512	3328
2026-08-03T23:13:34-04:00	4414.595	17	27805168	113758584	3328
2026-08-03T23:14:05-04:00	4444.703	17	27848168	113557748	3328
2026-08-03T23:14:35-04:00	4474.805	17	27891136	113363116	3328
2026-08-03T23:15:05-04:00	4504.906	17	27935936	113160168	3328
2026-08-03T23:15:35-04:00	4535.009	1	4781076	117140336	3328
2026-08-03T23:16:00-04:00	4560.094	1	4844676	117096492	3328
2026-08-03T23:16:30-04:00	4590.191	5	15396896	118811324	3328
2026-08-03T23:17:00-04:00	4620.290	5	15397840	118858012	3328
2026-08-03T23:17:30-04:00	4650.392	5	15398748	118880240	3328
2026-08-03T23:18:00-04:00	4680.486	5	15399656	118855700	3328
2026-08-03T23:18:30-04:00	4710.587	5	15400528	118859864	3328
2026-08-03T23:19:01-04:00	4740.687	5	15401440	118807624	3328
2026-08-03T23:19:31-04:00	4770.788	5	15402388	118817700	3328
2026-08-03T23:20:01-04:00	4800.887	5	15403292	118808344	3328
2026-08-03T23:20:31-04:00	4830.988	5	15404208	118811508	3328
2026-08-03T23:21:01-04:00	4861.105	5	15405120	118780612	3328
2026-08-03T23:21:31-04:00	4891.202	5	15406028	118814472	3328
2026-08-03T23:22:01-04:00	4921.301	5	15406932	118788636	3328
2026-08-03T23:22:31-04:00	4951.399	5	15407840	118784664	3328
2026-08-03T23:23:01-04:00	4981.493	5	15408740	118787344	3328
2026-08-03T23:23:31-04:00	5011.591	5	15409652	118780544	3328
2026-08-03T23:24:02-04:00	5041.687	5	15410576	118764836	3328
2026-08-03T23:24:32-04:00	5071.797	5	15411504	118760344	3328
2026-08-03T23:25:02-04:00	5101.897	5	15412408	118745456	3328
2026-08-03T23:25:32-04:00	5131.995	5	15413296	118785532	3328
2026-08-03T23:26:02-04:00	5162.097	5	15414192	118745308	3328
2026-08-03T23:26:32-04:00	5192.197	5	15415120	118757444	3328
2026-08-03T23:27:02-04:00	5222.295	5	15416036	118739532	3328
2026-08-03T23:27:32-04:00	5252.394	5	15416936	118725216	3328
2026-08-03T23:28:02-04:00	5282.500	5	15417824	118721356	3328
2026-08-03T23:28:32-04:00	5312.600	5	15418768	118710296	3328
2026-08-03T23:29:03-04:00	5342.700	5	15419692	118726524	3328
2026-08-03T23:29:33-04:00	5372.799	5	15420568	118745732	3328
2026-08-03T23:30:03-04:00	5402.900	5	15421456	118755816	3328
2026-08-03T23:30:33-04:00	5433.000	5	15422400	118754120	3328
2026-08-03T23:31:03-04:00	5463.100	5	15423332	118781732	3328
2026-08-03T23:31:33-04:00	5493.201	5	15424236	118745660	3328
2026-08-03T23:32:03-04:00	5523.300	5	15425136	118718572	3328
2026-08-03T23:32:33-04:00	5553.399	5	15426032	118734488	3328
2026-08-03T23:33:03-04:00	5583.498	5	15426972	119258040	3328
2026-08-03T23:33:33-04:00	5613.595	5	15463228	119233492	3328
2026-08-03T23:34:04-04:00	5643.692	5	15464172	119227404	3328
2026-08-03T23:34:34-04:00	5673.788	5	15465096	119222012	3328
2026-08-03T23:35:04-04:00	5703.886	5	15465996	119241680	3328
2026-08-03T23:35:34-04:00	5733.984	5	15466860	119230168	3328
2026-08-03T23:36:04-04:00	5764.086	5	15467792	119225640	3328
2026-08-03T23:36:34-04:00	5794.185	5	15468720	119269420	3328
2026-08-03T23:37:04-04:00	5824.283	5	15469636	119224204	3328
2026-08-03T23:37:34-04:00	5854.379	5	15470524	119235400	3328
2026-08-03T23:38:04-04:00	5884.476	5	15471420	119234808	3328
2026-08-03T23:38:34-04:00	5914.574	5	15472360	119233492	3328
2026-08-03T23:39:05-04:00	5944.670	5	15473252	119238072	3328
2026-08-03T23:39:35-04:00	5974.767	5	15474156	119203808	3328
2026-08-03T23:40:05-04:00	6004.864	5	15475060	119229320	3328
2026-08-03T23:40:35-04:00	6034.960	5	15475988	119236352	3328
2026-08-03T23:41:00-04:00	6060.040	5	15476748	119209444	3328
2026-08-03T23:41:30-04:00	6090.144	5	15477672	119221224	3328
2026-08-03T23:42:00-04:00	6120.247	5	15478580	119188172	3328
2026-08-03T23:42:30-04:00	6150.346	5	15479468	119214876	3328
2026-08-03T23:43:00-04:00	6180.443	5	15480380	119214944	3328
2026-08-03T23:43:30-04:00	6210.540	5	15481284	119204280	3328
2026-08-03T23:44:01-04:00	6240.640	5	15482228	119213812	3328
2026-08-03T23:44:31-04:00	6270.736	5	15483132	119250596	3328
2026-08-03T23:45:01-04:00	6300.831	5	15484036	119209276	3328
2026-08-03T23:45:31-04:00	6330.921	5	15484924	119214916	3328
2026-08-03T23:46:01-04:00	6361.018	5	15485820	119209340	3328
2026-08-03T23:46:31-04:00	6391.108	5	15486748	119199908	3328
2026-08-03T23:47:01-04:00	6421.201	5	15487664	119191700	3328
2026-08-03T23:47:31-04:00	6451.294	5	15493236	119184420	3328
2026-08-03T23:48:01-04:00	6481.392	5	15503968	119179572	3328
2026-08-03T23:48:31-04:00	6511.486	5	15504940	119185072	3328
2026-08-03T23:49:01-04:00	6541.583	5	15513476	119187576	3328
2026-08-03T23:49:32-04:00	6571.677	5	15514404	119155216	3328
2026-08-03T23:50:02-04:00	6601.768	5	15515304	119170068	3328
2026-08-03T23:50:32-04:00	6631.862	5	15516216	119165760	3328
2026-08-03T23:51:02-04:00	6661.962	5	15517164	119163068	3328
2026-08-03T23:51:32-04:00	6692.052	5	15518088	119164896	3328
2026-08-03T23:52:02-04:00	6722.157	5	15518984	119155272	3328
2026-08-03T23:52:32-04:00	6752.253	5	15519856	119167480	3328
2026-08-03T23:53:02-04:00	6782.358	5	15520792	119169236	3328
2026-08-03T23:53:32-04:00	6812.459	5	15521688	119151688	3328
2026-08-03T23:54:02-04:00	6842.577	5	15522612	119178948	3328
2026-08-03T23:54:33-04:00	6872.669	5	15523536	119167568	3328
2026-08-03T23:55:03-04:00	6902.763	5	15524432	119167408	3328
2026-08-03T23:55:33-04:00	6932.859	5	15525340	119164200	3328
2026-08-03T23:56:03-04:00	6962.963	5	15526264	119165636	3328
2026-08-03T23:56:33-04:00	6993.060	5	15527172	119133660	3328
2026-08-03T23:57:03-04:00	7023.171	5	15528068	119171416	3328
2026-08-03T23:57:33-04:00	7053.283	5	15528968	119167896	3328
2026-08-03T23:58:03-04:00	7083.379	5	15529904	119164588	3328
2026-08-03T23:58:33-04:00	7113.474	5	15530824	119161884	3328
2026-08-03T23:59:03-04:00	7143.566	5	15531732	119155672	3328
2026-08-03T23:59:34-04:00	7173.659	5	15532616	119166552	3328
2026-08-04T00:00:04-04:00	7203.750	5	15533552	119107376	3328
