configuration_id	time_active	depth_active	angular2_active	angular3_active	mixed_shift_values_active	screen_offdiagonal_active	shear_rank	twist_rank	mixed_curvature_active	dynamical_interpretation
A00M_B1_P5	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A00M_B2_P2	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A00M_B2_P6	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A00M_B3_P3	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A00M_B3_P7	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B0_P0	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B0_P4	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B1_P1	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B1_P5	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B2_P2	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B2_P6	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B3_P3	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01P_B3_P7	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B0_P0	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B0_P4	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B1_P1	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B1_P5	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B2_P2	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B2_P6	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B3_P3	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A01M_B3_P7	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B0_P0	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B0_P4	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B1_P1	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B1_P5	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B2_P2	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B2_P6	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B3_P3	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02P_B3_P7	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B0_P0	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B0_P4	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B1_P1	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B1_P5	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B2_P2	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B2_P6	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B3_P3	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A02M_B3_P7	YES	YES	YES	YES	YES	YES	0	0	YES	NONE_CONFIGURATION_ONLY
A03P_B0_P0	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B0_P4	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B1_P1	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B1_P5	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B2_P2	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B2_P6	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B3_P3	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03P_B3_P7	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B0_P0	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B0_P4	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B1_P1	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B1_P5	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B2_P2	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B2_P6	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B3_P3	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A03M_B3_P7	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B0_P0	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B0_P4	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B1_P1	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B1_P5	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B2_P2	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B2_P6	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B3_P3	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04P_B3_P7	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B0_P0	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B0_P4	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B1_P1	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B1_P5	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B2_P2	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B2_P6	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B3_P3	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A04M_B3_P7	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B0_P0	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B0_P4	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B1_P1	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B1_P5	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B2_P2	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B2_P6	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B3_P3	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05P_B3_P7	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B0_P0	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B0_P4	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B1_P1	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B1_P5	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B2_P2	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B2_P6	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B3_P3	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A05M_B3_P7	YES	YES	YES	YES	YES	YES	1	0	YES	NONE_CONFIGURATION_ONLY
A06P_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06P_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A06M_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07P_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A07M_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08P_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A08M_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09P_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B0_P0	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B0_P4	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B1_P1	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B1_P5	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B2_P2	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B2_P6	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B3_P3	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
A09M_B3_P7	YES	YES	YES	YES	YES	YES	1	1	YES	NONE_CONFIGURATION_ONLY
B00P_B0_P0	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B0_P4	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B1_P1	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B1_P5	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B2_P2	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B2_P6	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B3_P3	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00P_B3_P7	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B0_P0	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B0_P4	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B1_P1	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B1_P5	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B2_P2	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B2_P6	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B3_P3	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
B00M_B3_P7	NO	NO	NO	NO	YES	YES	0	0	NO	NONE_CONFIGURATION_ONLY
H00_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H00_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H01_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H02_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H03_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H04_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H05_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H06_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H07_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H08_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
