configuration_id	slot_value_rank	slot_value_status	complete_metric_rank	complete_metric_status	combined_rank	combined_status	phi_to_metric_feedback_max_abs	metric_to_phi_feedback_max_abs	difference_step	rank_threshold	interpretation
A00P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A00M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A01M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A02M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A03M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A04M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A05M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
