source_id	path	group	affirmative_terms	conditional_terms	open_terms	joint_terms	review_scope
S0024	archive/LIVE_H3_H4_arc_2026-07-05.md	archive	5	1	5	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0025	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	archive	17	5	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0026	archive/LIVE_h3_stability_layers_2026-07-11_12.md	archive	2	2	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0027	archive/LIVE_historical_frontier_through_2026-07-08.md	archive	12	1	9	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0028	archive/LIVE_hopfion_H3_arc_2026-07-05.md	archive	0	0	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0029	archive/LIVE_native_frame_round_static_2026-07-01.md	archive	4	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0030	archive/LIVE_route_fork_E2_arc_2026-07-04.md	archive	2	1	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0031	archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md	archive	6	1	2	5	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0032	archive/LIVE_stage2_static_arc_2026-07-06.md	archive	5	0	8	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0033	archive/LIVE_universe_cell_ladder_arc_2026-07-02.md	archive	21	4	10	8	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0034	archive/LIVE_xmax_homogeneity_detour_2026-07-07.md	archive	1	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0035	archive/LLM.md	archive	9	1	9	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0036	archive/LLM_cover_note.md	archive	2	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0037	archive/M10_M11_object_identity_closure_results.md	archive	13	20	5	4	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0038	archive/M12_winding_bc_closure_results.md	archive	36	5	6	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0039	archive/MIGRATION.md	archive	9	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0040	archive/P5c_regrade_derived_operator_results.md	archive	27	8	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0041	archive/POST_POSTULATE_PROGRAM.md	archive	5	1	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0042	archive/RECON_A_cosmology.md	archive	26	5	17	10	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0043	archive/RECON_B_microphysics.md	archive	10	2	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0044	archive/RECON_C_session.md	archive	12	0	8	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0045	archive/RECON_D_canon_negatives_weaknesses.md	archive	17	4	11	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0046	archive/REORG_PLAN.md	archive	1	0	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0047	archive/S2_S3_OBJECT_IDENTITY_MAP.md	archive	7	1	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0048	archive/SOLVER_COMPLETENESS_MAP.md	archive	3	1	10	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0049	archive/UDT_REBUILD.md	archive	8	7	12	5	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0050	archive/VISION_POST_POSTULATE.md	archive	15	4	14	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0051	archive/a_function_verifier_results.md	archive	28	3	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0052	archive/branch_G_characterization_results.md	archive	17	5	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0053	archive/branch_P_characterization_results.md	archive	11	4	5	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0054	archive/branch_iii_hunt_results.md	archive	7	0	6	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0055	archive/branch_operator_results.md	archive	6	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0056	archive/branch_p_coupled_observe_partial_results.md	archive	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0057	archive/complete_metric_sweep_setup.md	archive	12	3	4	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0058	archive/complete_metric_sweep_stageA_results.md	archive	4	3	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0059	archive/complete_metric_sweep_stageB_results.md	archive	7	2	4	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0060	archive/complete_solver_stage1_general_einstein_results.md	archive	2	3	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0061	archive/coupled_cell_soliton_results.md	archive	14	3	1	9	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0062	archive/coupled_cell_soliton_verifier_results.md	archive	13	0	2	4	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0063	archive/cross_session_recon_2026-06-17.md	archive	6	2	10	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0064	archive/crux1_statistics_topology_results.md	archive	23	7	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0065	archive/crux2_coinflip_contract.md	archive	3	0	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0066	archive/crux2_coinflip_results.md	archive	48	5	12	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0067	archive/depth_selector_VERIFIER.md	archive	2	1	0	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0068	archive/depth_selector_breather_results.md	archive	6	5	7	6	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0069	archive/dpf2_results.md	archive	10	0	0	4	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0070	archive/dpf2_verifier_results.md	archive	20	2	3	7	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0071	archive/dpf_results.md	archive	17	0	0	4	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0072	archive/dpf_verifier_results.md	archive	26	9	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0073	archive/dyn1_results.md	archive	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0074	archive/dyn1_verifier_results.md	archive	6	1	0	5	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0075	archive/em_forcing_results.md	archive	63	12	2	6	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0076	archive/em_forcing_verifier_results.md	archive	18	2	3	6	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0077	archive/ens_scan_results.md	archive	4	1	3	10	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0078	archive/ens_scan_verifier_results.md	archive	1	0	2	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0079	archive/ensembles_results.md	archive	3	1	3	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0080	archive/ext_scan_results.md	archive	1	0	4	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0081	archive/fermion_forcing_results.md	archive	44	5	8	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0082	archive/fermion_forcing_verifier_results.md	archive	21	0	12	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0083	archive/fork_tests_results.md	archive	5	3	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0084	archive/fourth_component_sourced_results.md	archive	10	3	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0085	archive/full3d_catalog_results.md	archive	8	7	4	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0086	archive/global_spin_structure_results.md	archive	46	3	4	4	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0087	archive/gravity_sector_local_reduction_results.md	archive	6	6	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0088	archive/gravity_sector_verifier_independent_results.md	archive	0	3	1	7	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0089	archive/h1_types_results.md	archive	14	1	0	9	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0090	archive/h1_types_verifier_results.md	archive	7	0	5	8	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0091	archive/hopf_spinor_results.md	archive	35	7	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0092	archive/horizon_cmb_correspondence.md	archive	1	1	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0093	archive/infrastructure_audit_2026-06-16.md	archive	2	2	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0094	archive/infrastructure_audit_3d_2026-06-16.md	archive	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0095	archive/jfnk_solver_results.md	archive	2	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0096	archive/lepton_soliton_spectrum_contract.md	archive	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0097	archive/lepton_soliton_spectrum_results.md	archive	12	7	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0098	archive/lepton_soliton_spectrum_verifier_results.md	archive	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0099	archive/macro_contamination_map.md	archive	5	2	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0100	archive/mass_as_cost_ladder_results.md	archive	11	4	5	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0101	archive/mass_audit_results.md	archive	7	1	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0102	archive/micro_mass_shape_results.md	archive	6	2	1	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0103	archive/monodromy_depth_results.md	archive	11	3	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0104	archive/monodromy_depth_verifier_results.md	archive	6	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0105	archive/n3_direction_distribution_results.md	archive	9	4	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0106	archive/n3_direction_distribution_verifier_results.md	archive	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0107	archive/native_action_chat_2026-07-14_15/README.md	archive/native_action_chat_2026-07-14_15	2	2	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0108	archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	5	3	5	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0109	archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_MAP.md	archive/native_action_chat_2026-07-14_15	3	2	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0110	archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	1	0	2	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0111	archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	7	4	5	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0112	archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_MAP.md	archive/native_action_chat_2026-07-14_15	5	5	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0113	archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	4	3	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0114	archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	11	5	5	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0115	archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_MAP.md	archive/native_action_chat_2026-07-14_15	5	2	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0116	archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	3	1	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0117	archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	18	12	8	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0118	archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_MAP.md	archive/native_action_chat_2026-07-14_15	3	4	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0119	archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	3	6	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0120	archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	26	10	10	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0121	archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_MAP.md	archive/native_action_chat_2026-07-14_15	4	0	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0122	archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	3	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0123	archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	13	1	7	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0124	archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_MAP.md	archive/native_action_chat_2026-07-14_15	2	3	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0125	archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0126	archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	7	4	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0127	archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_MAP.md	archive/native_action_chat_2026-07-14_15	2	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0128	archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	3	3	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0129	archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	21	12	7	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0130	archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_MAP.md	archive/native_action_chat_2026-07-14_15	4	8	4	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0131	archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	4	3	2	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0132	archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	14	6	7	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0133	archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_MAP.md	archive/native_action_chat_2026-07-14_15	4	4	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0134	archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	1	2	2	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0135	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	20	15	10	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0136	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_MAP.md	archive/native_action_chat_2026-07-14_15	8	7	7	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0137	archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	2	3	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0138	archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	17	25	13	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0139	archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_MAP.md	archive/native_action_chat_2026-07-14_15	11	18	14	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0140	archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	4	3	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0141	archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_ACTION_MAP.md	archive/native_action_chat_2026-07-14_15	5	10	2	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0142	archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	16	17	8	7	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0143	archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	5	1	1	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0144	archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	6	4	5	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0145	archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_MAP.md	archive/native_action_chat_2026-07-14_15	6	1	2	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0146	archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	1	1	2	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0147	archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	14	12	10	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0148	archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_MAP.md	archive/native_action_chat_2026-07-14_15	12	12	3	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0149	archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	3	6	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0150	archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	21	26	6	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0151	archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_MAP.md	archive/native_action_chat_2026-07-14_15	10	18	10	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0152	archive/native_action_chat_2026-07-14_15/UDT_QUADRATIC_DILATION_COST_DERIVATION_MAP.md	archive/native_action_chat_2026-07-14_15	8	3	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0153	archive/native_action_chat_2026-07-14_15/UDT_QUADRATIC_DILATION_COST_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	18	5	9	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0154	archive/native_action_chat_2026-07-14_15/UDT_QUADRATIC_DILATION_COST_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0155	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	11	6	5	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0156	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_MAP.md	archive/native_action_chat_2026-07-14_15	0	8	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0157	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	1	1	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
