source_id	path	git_blob	size_bytes	sha256	group	hit_buckets
S0013	archive/COMPLETION_PROGRAM.md	03ad0992c4d5b13b677d486f0885c1fae2e55e49	13047	3b175890cb656060d1bc2f14901eaef65f024d88b370194a35e6c81ef0ac1d58	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0014	archive/CRITICAL_UNIVERSE_FRAME.md	eb3bdeb51e0c206a6ba286e79419412b55feb4c5	5215	9ce9debc3ea506af6a11f6b57e9610adceedfc4f3b581bcf0b97bc55f4e99f13	archive	B4_GLOBAL;B5_JOINT
S0015	archive/DYNAMIC_SCALE_SYNTHESIS.md	3bb5e5355f6de41e6a11787af0988cebefcc7895	5898	26de3da64f89482cd31496b1fe2724067013c902f301efaa25397374d9cdd504	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0016	archive/EVERYTHING_ON_SOLVER_BUILD_MAP.md	1e934686310556fda5c2b5f442ec1dbc1bc6e717	12615	86c62c031fbcc65d71195dc0a4198aa7ab4d8d69e77fe662607290e19cfbfc55	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0017	archive/EVERYTHING_ON_SOLVER_P2_MAP.md	27c80b6b2e37ed108c2709e0ece2eeedbd0b3bba	8823	abca1150a655b801c6ec92ff0001eb08093ef0d5ebf1c2f7f08e04721fcbdcf1	archive	B5_JOINT
S0018	archive/EVERYTHING_ON_SOLVER_P5_MAP.md	abd570cf227f516c5e8dce2e28e84d699ec91501	10644	0fe3ed8ec39b5772fd519b7d4271616d99b83f176a9558f8c568f8b932387f09	archive	B5_JOINT
S0019	archive/EVERYTHING_ON_SOLVER_P5e_MAP.md	145707600406da4c2b044cbf77b408f15ba7ebaa	11385	9378aa342baab1e5d9a665acc0636965aafd0ae1566ec3bf418ec2a3cc6eb794	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0020	archive/EVERYTHING_ON_SOLVER_P5e_REMAP_derived_operator.md	977e879f359c352e133d0b0d6d40936b15823fd2	28773	b17496446f73d989606d7cd0f7d905dc53336879d7105edd8b35c74e86945f92	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0021	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	36725f94d79814e871e0800f64401c3ab7248f1b	23970	84ee762d48e340c019876a9e6a78db5ef3a67d4629299c4967bc43aebf7a01c7	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0022	archive/LIVE_2026-07-05_evening_arc.md	50c13408d3f30201e815ee734681f30e04fd51e1	9298	95ae9db1f9401a4ace95899c6505cecf21c91d9a7855b2e20aa3a2ebbba27ca4	archive	B1_FOUNDING;B5_JOINT
S0023	archive/LIVE_2026-07-06_EOD1_readout_provenance_arc.md	cac9e36ba8def97af8778c21367f4da4168250eb	8254	553ac6543648f5b93c9431351b84ec9886d08cf0b191f9c305d1d43b290b14cb	archive	B5_JOINT
S0024	archive/LIVE_H3_H4_arc_2026-07-05.md	458927b1fa7054bf380bb9a758ffa1059544294e	9190	9e099b45fa7a59eac1c18691410433b78865ffff6e1eb1ec1ed244d254705bed	archive	B5_JOINT
S0025	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	243bef369efd0b5a85103b37761ee7916e67e816	22529	d37f9a85651b972deb096c7d3eea9bc96428223cc2578d85fb69c9a053e0c9c9	archive	B5_JOINT
S0026	archive/LIVE_h3_stability_layers_2026-07-11_12.md	23029ca6f00f44d10e4dfa32e378efc68e0acf1b	10882	4ad455f43048c89dfabd5ac89b63c065204c3169a9bcd7d99f2d9346de0bec83	archive	B1_FOUNDING;B5_JOINT
S0027	archive/LIVE_historical_frontier_through_2026-07-08.md	ce39d216162e17c4443f4fca2b8bc5234c1e1e58	17168	a8af477d8538f9c246149b0e71562cb863315445cc4cc3b88e5ae066a0236454	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0028	archive/LIVE_hopfion_H3_arc_2026-07-05.md	90824868b61ad7a0e35d5bdcb574758b87274511	2785	c43973af2fcd4a3e6631d60dbcdfc371e1b6713678cd3102555e2fe95cc26912	archive	B5_JOINT
S0029	archive/LIVE_native_frame_round_static_2026-07-01.md	49b8173611ea11ff15766a7f7ee80efd272c2542	5068	f7b682be2b652aa1da00c2256fe6b1ca51c43249535fb4e0e35866809717c852	archive	B4_GLOBAL;B5_JOINT
S0030	archive/LIVE_route_fork_E2_arc_2026-07-04.md	eabf35d9d768ab7dda0019f494bc7241503048d9	5975	0e5de1452b7ca36fc0f9aa1658dc1d037027b4d82acb129cb5796eff56a17061	archive	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT
S0031	archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md	c2eb68c6ac88332ce3444f5bdfab1892cf1d5672	12606	876fd3cea7aaff6dd80e0322390c925ce0cf6b7909b139a5ca904aaad7ba159e	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0032	archive/LIVE_stage2_static_arc_2026-07-06.md	5c9f2872f545d3059c02011b22b64670cf9c34ce	10133	c22c4621d33c193aeab16e7c4231ccbb16d1ad64b08649813c4f420f0d03adef	archive	B4_GLOBAL;B5_JOINT
S0033	archive/LIVE_universe_cell_ladder_arc_2026-07-02.md	29c3c558b35613309523fd5f04283b13ee1133d9	23533	fd033e79a5a808d8e227f69eefabc8bb2f0cb3e7d8a0193be82e16c8a334126f	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0034	archive/LIVE_xmax_homogeneity_detour_2026-07-07.md	676ff29899b261547d5d8fb7cfe641d887a6fae0	4219	c29712c89e468d433acbe52bd6d3ebf3ed660feab3e6880af2081db99a565513	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0035	archive/LLM.md	9e072d455ae6f76188f95a85e3a45ab7c3712413	8467	009086e8b06d33a2d8cdedc7a0894f61539e9945199a2cf651cc3ca73e4272f5	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0036	archive/LLM_cover_note.md	22e7e3f4e88a7e9b3cf6261c1f5749e8e2ac6c52	3537	26dbe3ff7ae22bb0e10012f7b950ada1f84a35e01440cd76ed7bb07092147904	archive	B5_JOINT
S0037	archive/M10_M11_object_identity_closure_results.md	50f464f49c1d667eda6ea9c1503f44a07dd2f9d7	19480	551ddbac0e17c0516ef5bd7f2ff5184cb921528e001791a8d98f2faa5a4923d4	archive	B5_JOINT
S0038	archive/M12_winding_bc_closure_results.md	1aab0756338f824c7094645861dddb7ca444c8ac	17710	957097c9726317cb5807ba0fd2537aa4a619fcf8e6cb87de55822faab813b526	archive	B1_FOUNDING;B5_JOINT
S0039	archive/MIGRATION.md	a3be2cec0f9fa1b147514950007c4faeb4583339	8006	43c571cf8164a001e973452a91de09d98d9f4c1dfecc80679aaba850a5272522	archive	B4_GLOBAL;B5_JOINT
S0040	archive/P5c_regrade_derived_operator_results.md	d9e8c3f1dcf630269d3036723e4bb1661223e071	17632	709aecb8cf7a1013cfb87481f445cf76cd7c825513afe03f57c1b43a42fecef9	archive	B1_FOUNDING;B5_JOINT
S0041	archive/POST_POSTULATE_PROGRAM.md	9ac0029cbcb484462b1c993516bbd227e9bf0e5d	10987	44c65c69c6bd67a489fc15b9bd3290801120b876adb695747e5e56c14b3d7a29	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0042	archive/RECON_A_cosmology.md	093190a3b167fc2dc79739b19c942eae03601378	17535	504a4de6edba4c471e0fdfb16aaab6ee60d995cfac5fe0e8d69475eece4ef8cf	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0043	archive/RECON_B_microphysics.md	478f2e7c35c39de33b2b37e0a36052d21f83c75e	17119	fd4b2d939bc8fc6d3ad583b8e2ab37dc4559eebb062c641146e34a332a75c798	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0044	archive/RECON_C_session.md	e70b1f6b4e406b78ee5a5ec1620af3e796157048	17123	b22563b1eba8b71613074795223a21362c56aff8e389ddee05e1eedeed17775b	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0045	archive/RECON_D_canon_negatives_weaknesses.md	0f6e525a847139c53000ea771ea60e6e427763c1	27930	5a0901c6cceedb4f387718db74b14423c92cc1ff2b9cf2dfe0a05a7a3b2c301e	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0046	archive/REORG_PLAN.md	ef75edc8cd8d33e0766b0015e88fcf2454c72fbf	7481	03339de9c7ce8400eaeaec5f38d059811d8404ab549ffedb692067285ed09078	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0047	archive/S2_S3_OBJECT_IDENTITY_MAP.md	395d4ee7c6f2a3499236b15b320c45631c4951a3	6478	0b652b2054bfbae9ae94daae29fc87d1988c1a6d86203d23098a7353eefb3b4c	archive	B5_JOINT
S0048	archive/SOLVER_COMPLETENESS_MAP.md	b606b3486394d7bda7892dbf7f9557680b7d8bdc	24064	843ac393fb079f4a511ff22c76fc960a881517a41898d52535e4b1ed138f9b22	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0049	archive/UDT_REBUILD.md	6e78a8a8874f05fe318a22ee05c47b4cbc41fd4d	16924	d2cbbe1b760e1c2ea518db53c68376bc08c15fe8ef62b172984e810705084a93	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0050	archive/VISION_POST_POSTULATE.md	9573e583303e97c613be90d1ec9167a5af2d05d1	21895	ff933111a7167698969d6a0a90d6c5c79d55e0864d1cd914a9e689c6a2b4ffa2	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0051	archive/a_function_verifier_results.md	cb8415723065112f88d2d0da6aef08f906a49515	14253	8d06ec667bb1f547c164471ee7fe6cbae0d4c7ebda09121a213e904ad0a0291e	archive	B3_LIFT;B5_JOINT
S0052	archive/branch_G_characterization_results.md	aad46d0e2fd8b4dc9646240733adb0494dc683ca	14063	3baed5a15f78132416169b17eb8091dee0babae1c8035c835a56cba1c79fd7ec	archive	B5_JOINT
S0053	archive/branch_P_characterization_results.md	21f0c12746b6c03c82df279d330986d880d748d0	14759	2ad7102d17cdd4e52f485927875003c52471b188e2199c350edd115f999aa1e8	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0054	archive/branch_iii_hunt_results.md	4eb571bd18bb4e4a476765cae7be706de01d057c	9176	3c0695c2b14fd5f8663df2b5e1396b208630c59f8651cfb7318e2399e8a5394c	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0055	archive/branch_operator_results.md	94716c314f6aa9b04c4f7554dcb825f7e589d13e	4477	b0ccabfa19fb893794e6bd16106d4e15a3a761fd5a37f8a35053b160ceba2f47	archive	B1_FOUNDING;B5_JOINT
S0056	archive/branch_p_coupled_observe_partial_results.md	96af92625110359ee98f27e44b66f6464c181550	3430	82dc85bb63d82f97bcfdabe3438e690e0148cc4d152a93eb8364ebebc187b80b	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0057	archive/complete_metric_sweep_setup.md	e541e579df107fe0921b7ca7250bf4d8f371dd8d	8522	75b8a5342af83a09db525bf73ea42dac69f00197beb0b8d18ccbf28e3c3ad55c	archive	B4_GLOBAL;B5_JOINT
S0058	archive/complete_metric_sweep_stageA_results.md	dff2332a137eb7c427df85e39f6cd9ca241fd943	13303	6f750a2aeaa83a9715aae6d43cc131d098fd72a167fba5195c4054c4c133d6d3	archive	B4_GLOBAL;B5_JOINT
S0059	archive/complete_metric_sweep_stageB_results.md	d79724cb750fa5b30feadb8b8fd89ed6ac3768a8	22216	7296a316a9de855bf5c75fcc6be4a92c90f4cf19dbf7921def1e66bfab2364b1	archive	B4_GLOBAL;B5_JOINT
S0060	archive/complete_solver_stage1_general_einstein_results.md	05aae3225131bdf17055146f8a60e44c587556a1	6481	fcaa0deebeb0efaa1b86f3228bad5465ce7850c4064a6e1adee6694cad29d7ef	archive	B4_GLOBAL;B5_JOINT
S0061	archive/coupled_cell_soliton_results.md	011fe93cf4d5b447f55a45996cb432cca604e6a7	18846	faa0ab72456c84c2278aa84572700724479ec2a727ab62e3380dea239c49c703	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0062	archive/coupled_cell_soliton_verifier_results.md	b37598ad246a6a41a4e6eb09ffa652c1ede2c63d	9353	78bc7d300126355839bca53319a6007011d8f5ebefa203a920137b88ad64de37	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0063	archive/cross_session_recon_2026-06-17.md	cc79bf572d1954c050b56a95afd92e4a21ddbb5d	20302	4c849301e4aed99bc0719fe5a4778a6afbce539f789aa3b38ace19c553eeb82b	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0064	archive/crux1_statistics_topology_results.md	79f0751727a4859aead20b6a8d21f3afec20eb4f	30050	6b5533a492207864fe73ff119c0596cb03b75ee5c61eba904162a02309fa251c	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0065	archive/crux2_coinflip_contract.md	fdef950dabe1c6374359b6b06f527c926bc83c9c	4911	1712e35356f9e5a430b16b498b381b3c0c5f5f483a268d9700de1bc5d376726b	archive	B1_FOUNDING;B5_JOINT
S0066	archive/crux2_coinflip_results.md	5713161cb49c3c4fef60fd58d60e556f7e3db8ef	27599	f276865c16972b425480ec3bf627ad0866cda136f459c11eeec159827077a21b	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0067	archive/depth_selector_VERIFIER.md	b85062a3061e8b64cbe778d83ca21c0d0a84f777	11713	0bc040f2ed710e7ce335b700f924c0745b25425f36b12543b977cbd0ba34a6f9	archive	B4_GLOBAL;B5_JOINT
S0068	archive/depth_selector_breather_results.md	46a0e104bd7c683afd51789e747001ad8d409205	22067	9ec0f724679b33cd9013e4de4c59005ad888ec0e9dc8c456af64ca39c48e80dc	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0069	archive/dpf2_results.md	c7972b309e5a97ea8b12b59cc957d3d62dc34321	11445	548d930a20b373a6b6c4ddf48a4388c05a06483cf04f531e31a1906bf41ec830	archive	B5_JOINT
S0070	archive/dpf2_verifier_results.md	831fe0ebd8b66d4d3d64d15cd45d99d7f6febe03	8259	0f8f2ad7ccd3c2d9b7b46247a40c8b8da2c67886a284a63c2293b260c387e522	archive	B5_JOINT
S0071	archive/dpf_results.md	88b5c1008b97d99d65078927719cf019630bf932	12476	af82bb1fef4cda8a9e2858d24f1406129e5cf7715fa7e5228b777334547aeace	archive	B5_JOINT
S0072	archive/dpf_verifier_results.md	747f38e67e56b490e5a0a1c808d4c740a92ba13d	9896	69dd740e0b56b42a6e57fbed4a563e886a45129f6521d12a9c3577fcaadd7939	archive	B5_JOINT
S0073	archive/dyn1_results.md	04bdd035a7029d3f51c091de65139229c4d38fc0	10659	facb56b7e8ad3c4454dcf451d329dbd257e3e37c43ffd150fc0fff4a158fe813	archive	B4_GLOBAL;B5_JOINT
S0074	archive/dyn1_verifier_results.md	3a473bce370006265b2bce11f0003517d0b143a3	9032	9ca6030a6d15761c4f4432bbb6f9c5e80eaea6ec989f5f058f3292a6f90839da	archive	B4_GLOBAL;B5_JOINT
S0075	archive/em_forcing_results.md	76b0d7971d973caac1935338b7e78944698aaed9	20113	e88e51c606c60bc65d5a99fe8e78613a89d656152fd651f5ed21b808f1724301	archive	B3_LIFT;B5_JOINT
S0076	archive/em_forcing_verifier_results.md	4b4c05bdbe46f526f04bbe14939510d8efb4cf27	10350	ff8f38c46d5a22e6748f37fc952729fca445b94cde2115fe5356c9ca9ce9767c	archive	B5_JOINT
S0077	archive/ens_scan_results.md	c0173409bc505384612e4979105145992ac5c6f4	11694	ab818cdd95ca1f98d202705f9610b6bd8bd69fff36bf307485122d82148de937	archive	B5_JOINT
S0078	archive/ens_scan_verifier_results.md	b771576892e7f5996cc76b7e72d667ab1a8099d7	6898	0396fbaed3694a2ace1ed21e7221871617bf632d99328dc734a512f1f46694e8	archive	B5_JOINT
S0079	archive/ensembles_results.md	9391b27ffdeedb2991270aeca791efd2796b815b	6116	0516f88ac0b4a6f7059ca3db01df94dc63b9afd4451fb898667f4819ea2baa21	archive	B4_GLOBAL;B5_JOINT
S0080	archive/ext_scan_results.md	2ea846d8a7c716554ae6c3de3b8669d293a003fc	11298	bbbd09197aa416815dbeacc89e782a6184ae25d70ff064bb403bda65cd002874	archive	B5_JOINT
S0081	archive/fermion_forcing_results.md	dba79635ec9a887b55a2271040d0e216dc8dbf85	23259	4e479a039a3fa0f3d7ad9b2d0dc93929a84e13d084053c880c0368aeef187b70	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0082	archive/fermion_forcing_verifier_results.md	4e6947088f78197859029880ab16506bfa5a2275	10399	448b18235d381b336f1631c23b7add77461f946b5d811e1a3a3652076ee0907b	archive	B3_LIFT;B5_JOINT
S0083	archive/fork_tests_results.md	35bfc0bea078a65ab677eb88d9824b9a23a01c17	7592	f8f88a278446521481b32e31f64915106618ed36921fe8406614cfc947874a4b	archive	B3_LIFT;B5_JOINT
S0084	archive/fourth_component_sourced_results.md	645254abd4f0e4f1643a8bd3e3b3b415e3b56339	14411	6bd43bed237aa21ed0c597f9d4fef2a4f728879bcc05196284853677ed37fdf0	archive	B4_GLOBAL;B5_JOINT
S0085	archive/full3d_catalog_results.md	1bea024d817f6ad598ad602b12fa335b13aedcd4	20218	776edcbaf5344a22ce3e40eaf974760acaf982400fccd28411e435794b26a267	archive	B4_GLOBAL;B5_JOINT
S0086	archive/global_spin_structure_results.md	ef5f2c1a8f475d6c1a0dfe8848b72d9bc6325c8e	24706	62e2c8f25a7a1ad393beac65ed617c515e4b3011d3d113eb39b73eaf484bdafe	archive	B4_GLOBAL;B5_JOINT
S0087	archive/gravity_sector_local_reduction_results.md	5550add94e57f11f5b02ef906b0402e5fb815f33	14653	af2654904cfbd4dc1f567ec10bf8c996e17d7a27204b4300a23c299ae3cde58d	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0088	archive/gravity_sector_verifier_independent_results.md	b85e57531dd4da285b31e5186948fd81688f98c7	11114	6ed9a01574a551085305b9cf77e1101ac78b6fc75011128bf259cf2d20c3c3e8	archive	B4_GLOBAL;B5_JOINT
S0089	archive/h1_types_results.md	288b6c12d75ea42656e6c85fa5360ce2b40fcd93	14587	febbe9d7906c70bb75950837565919199c4312dba08fc1caed58d361fc022c4b	archive	B4_GLOBAL;B5_JOINT
S0090	archive/h1_types_verifier_results.md	96e03cec9f89603a27af353a239ab22bff849c6a	6762	c80e0183040cab5217a306169a94bbda81ac7e1bcad7852cef1f130694c2e97e	archive	B4_GLOBAL;B5_JOINT
S0091	archive/hopf_spinor_results.md	62b9c7f57b1f9ccb3270ed47ea9e502cda3c54f3	20085	975be2fba6ed74a88a2dcfa5aeb2e8de1c5f62d33a34d62f40094c0352f7336d	archive	B3_LIFT;B5_JOINT
S0092	archive/horizon_cmb_correspondence.md	0d9d921ff0dc4f3baa090f167b7b47d2b77be9a0	4382	db91efbcf8024a455ba8b5e1ef5692356b80e899892f06492d1399e9b29c65b4	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0093	archive/infrastructure_audit_2026-06-16.md	8c644efbd03ebee7914157080e5269970f89527b	11136	52c4cf93991ec14df1fecb0554c61987b29c841286b17bf882e1fdf1524b2541	archive	B5_JOINT
S0094	archive/infrastructure_audit_3d_2026-06-16.md	b3658b1ad5838f7b1354be12df9831df28f50972	8480	8f369433e7a7fdf8113551f25ac0fedc55dddd385b3dbe7f9275090ab8ce1f37	archive	B2_DEPTH;B5_JOINT
S0095	archive/jfnk_solver_results.md	0c70bc462eac95f06ec653f22d1b22456ba4ac08	3554	ddf1b952c592608ae090931074fa40f1ec8ec01960c52dfb1cb79715bece041f	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0096	archive/lepton_soliton_spectrum_contract.md	39b2084f2551d717e112b34a3a55af908eb937e1	3509	04cfb0be3f05f1e23542afdbb2135d975f44074b465839810cb393eeea08ca4d	archive	B5_JOINT
S0097	archive/lepton_soliton_spectrum_results.md	e78e192d5521310e25f8cc2169ebe9fd287b702d	20293	12849aafa98f06d9be3c470e8d6117809b0d8792ecc2bbcc3d811dc8e2f46e35	archive	B4_GLOBAL;B5_JOINT
S0098	archive/lepton_soliton_spectrum_verifier_results.md	222feba9a33d27fc526434b6f6fc75bdc485450a	12748	c0e292580b262f180e1c6a55412fa90d5b75953962e2a81696f4f15546ed3d7e	archive	B5_JOINT
S0099	archive/macro_contamination_map.md	3bf702e674afdb5d35bb1fcf62e2b50c223b9916	4338	70b4929b986b2b99b07da22c9f6abf649c3d1c1d395ab2e4fb6704c7c96ed189	archive	B5_JOINT
S0100	archive/mass_as_cost_ladder_results.md	db55eeffb394cd5e735500671922548cb7c03b21	14998	fc2fd67be3fbfe8a32d349162316a91196e965cd5edaaee11048730ac2f1572b	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0101	archive/mass_audit_results.md	220bbd4444676f3748f8c55323846c2c6885ed26	7102	537494e124acc8dc081f01e70f3bdd90fd5b95bcdbc2a7c57c12b2e42ae001d0	archive	B5_JOINT
S0102	archive/micro_mass_shape_results.md	f69fdaa87520b97275a34267ec14829cd2788d32	16015	5c5f3d3d2496444cd127e1e87855db27ebf1e5adf38dd6c1ec55f2f47de0c079	archive	B2_DEPTH;B4_GLOBAL;B5_JOINT
S0103	archive/monodromy_depth_results.md	942723bc2b4ecf688518f0d2e80b244869dafb72	17841	a750382aa094f93789e113e022a704529bc84143da8676ea9c2c5b089e852c5f	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0104	archive/monodromy_depth_verifier_results.md	0d10bc929e589200d63703adf53a367e240d683f	10476	0fc9bf5f0cee3fcf8faf0529ca890175a2261328a05e09d3dca24a4744b30c40	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0105	archive/n3_direction_distribution_results.md	815f4a09ece0a7e653c4fa5e18878a72fa31d1ae	18785	31f858d1542a2e6d8d8a38ef98c2c0e654566b6c8f1d146d4b21c5ce6bed199e	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0106	archive/n3_direction_distribution_verifier_results.md	75834f6e4a45328337e7ae5f5af65921038f81cd	9571	6b3f430787c8026dcb6d792c36bf1b77e221de4187a16a5b1b188cc659e84013	archive	B3_LIFT;B5_JOINT
S0107	archive/native_action_chat_2026-07-14_15/README.md	9244f8b205e140c9cd3b89ca1a9c8a0108018886	2197	fd8a82af291f52383d0bf545d3b362b070f14ba26c8b038dfe4bb65af2095d94	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0108	archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_DERIVATION_RESULTS.md	66e89199b50426d422e6748f8b6049f72f5f24e0	8271	337ff3cb44e0f44e8fe435d873ee38974c995d6626a3c47cb61c032d9bf074c1	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT
S0109	archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_MAP.md	04410dbc72b3a28753ca2974c975bd9045534c21	4237	e83cd1f13b5058ccb91be1951eca3675d13be1d309328d9e6961a845fa861975	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT
S0110	archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_VERIFY_DISPATCH.md	5042367b98e3e62f32ca066d0c73db6f0ac7925f	3020	94cc7fc02c3ab7e807b62e066d77d2027b1ed1da0fe0a81dd3cde5b565994942	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0111	archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_DERIVATION_RESULTS.md	de7c1ff9f58836881983e742ea2eeb8982b36c98	9035	a7e9b2a73b0f12e561e8dde5df73c8ee2c6f3dd3ee85a5f75311e955ff9d7aef	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT
