source_id	path	role	git_blob	sha256	last_commit
S15	udt_native_law_home_codomain_ownership_audit_2026-08-04/AUDIT_REPORT.md	law_type_authority	b92166dbba842faada2cd11542c3745f7c86d4fc	c77b8db2cd0737bfde8f7fa1bfe2672068202ef2cabba6dcfcd5cb7cc9e55a70	b7e17e45012927436b88b402ebd0f757d9361431
S16	udt_native_law_home_codomain_ownership_audit_2026-08-04/VARIATION_OWNERSHIP_ATLAS.tsv	variation_type_authority	accf46beecd2e845e23d821b19548b2125697b39	981ce598afa34ae5317c60ec2043275ea372d04b23e41ef0150982d1b0150880	b7e17e45012927436b88b402ebd0f757d9361431
S17	udt_global_local_reconstruction_audit_2026-08-04/AUDIT_REPORT.md	bootstrap_type_authority	67549d9fe7b88bf6b38cb4f0503b4b9ea8676577	e867bf678ec421ab60d33548b3ad34e6f3224b7b41f718ccf401dc66f372cfee	3af4d32718f08ddf83f760eda3faee243a7937ab
S18	udt_scientific_arc_recovery_checkpoint_2026-08-04/SCIENTIFIC_ARC_CHECKPOINT.md	scientific_arc_synthesis	28c753faf0af52f38798e05817ce73fbbf41a557	70b7dcb1d43fc7425b6687dff74ee6d5f11205253021ae0bc19cd47f6a3c7b89	43c1aec15f77423110b931ea4b48b3ef80271de6
S19	udt_scientific_arc_recovery_checkpoint_2026-08-04/MASS_BRANCH_AUTHORITY_MAP.tsv	mass_family_authority	2b3be2ec37b3e0e7bb22eb51e2dc2da4fe42091e	1483331ab0e00bc6f800589edaaf56fff7c670a75292e49a05adc9935a063bdf	bca35bc32bdbdd8a10d89b3242bd54cb8a9cbab9
S20	native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	carrier_topology_authority	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	2934c5378fdffd239f86dc270184c3190c41b881
S21	native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	carrier_status_authority	116641cefac6533b3043e268840ee1518738dc4f	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	2934c5378fdffd239f86dc270184c3190c41b881
S22	udt_mirror_canon_provenance_audit_2026-07-30/PROVENANCE_REPORT.md	finite_cell_mirror_correction	e4da06f5835ab85aaf9011261397ec2566cf05d0	3d6f74b7f79a4bf87552cf782ba461fdb91274ca9817a8c59c8a23aefcdfb659	c1bbca7ccf0080b479a2cea412108e712986cacc
S23	udt_mirror_canon_provenance_audit_2026-07-30/CONSUMER_LEDGER.tsv	finite_cell_mirror_dependencies	58c2d62df9281227d5b3170fdef7ca264e017726	4062c42d2a57e78acc64eaf1b64737115a0193ee0c644eab49f1d60dafed6d7a	c1bbca7ccf0080b479a2cea412108e712986cacc
S24	udt_xmax_asymptotic_limit_frame_correction_2026-08-05/STATUS_AND_WORKFLOW.md	xmax_type_authority	f5d226f33acde4b5354c20914ef304dd977a384b	8860dbefd6e99f4f9de966497f56022b268d2e0d1299383354b457d60480c638	f7132d70fbf5cff2895d36fe91698dd3cb77aae9
S25	copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	copresence_semantic_source	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	b083deea5711aa4dc6f571036114e5304272955d
S26	copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	copresence_status_source	f268ecdfe3355f7f279b4071fe8f8071e658d5eb	1179529aacf4ffeec576a982d71ea4753e4432ce4eda13e2b0467a19de2ab283	b083deea5711aa4dc6f571036114e5304272955d
S27	CANON.md	canon_record_read_only	ad53786250f6ec8a4740d9068e08d48e384999e3	f9ee32e2473b44407a813929e10547f66e378516e856697a7bca2226d9ef370b	96975344aa913cc4e56051e9a29a3297c9555b33
S28	P4_ARC_SUMMARY_2026-07-31.md	conditional_response_family_router	b98f755290501a712731c124c6b4226631ebfb14	85f5b9e7ce6619ba0b286c71291a3eaee61779fcdb81980c0241d0e24a3b2bb8	f191181d81eef6e51b6243b965d5d7e9e30fcffb
