path	role	base_commit	git_blob	sha256	bytes
udt_branchwise_projector_holonomy_census_2026-08-01/AUDIT_REPORT.md	metric_selected_projector_antecedent	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	fd1ae85c26b1e9ef5990e6e16fb835d06615d2b3	4ce72343b7424654327e66b17cdc8f63347e3760ccaeca8320079b3a83f73c1b	8549
udt_branchwise_projector_holonomy_census_2026-08-01/EXACT_DERIVATION.md	parent_response_definitions	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	32430764ecf795c53dfad632fcaa77f1343becc7	f8a289c76030511479bbf79795bb36fa90e703730a641239e577de44ed3eb271	4397
udt_branchwise_projector_holonomy_census_2026-08-01/derive_branchwise_projector_gates.py	parent_projector_curvature_algebra	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	e09ad58001e472f04b78959b0c7d74e52de84358	7489edd29352c460b1c5f5529ce4de927e474f41273dfa6ac4352089115b0504	9099
udt_projector_deformation_neighborhood_audit_2026-08-01/AUDIT_REPORT.md	functional_projector_scope	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	68267b395cfc45a5bdd27be8e7bc8c68b918491d	7fb5f9107ef96cef5fd0f9594835b2a34c379e231a6bb8d912dafa5e712b903a	6393
udt_projector_deformation_neighborhood_audit_2026-08-01/EXACT_DERIVATION.md	full_response_algebra	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	ee3746adfbf4ebb74c237828a725c4d2369083bd	eeb44f09cf3e55cdded1f6b23c5bc9101cbf12cf435fae24c0dde779865b4d2a	7484
udt_projector_deformation_neighborhood_audit_2026-08-01/derive_deformation_neighborhood.py	parent_full_response_implementation	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	2da8ead1e9d9c93422e6e25a74f58715a31b0e58	636ebf6a733ce4d462b5f904b60450adc9f005e6635693859f9d6674dd28391c	17035
udt_reciprocal_closure_joint_selector_audit_2026-08-01/AUDIT_REPORT.md	conditional_path_loop_theorem	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	ca4c6c2276d25be31069cb837534c2c7ea18d1b9	10971f28345c27e88299bc49b0f38fece9d7899701c5d5c24a8c66eeeb4370a1	7238
udt_reciprocal_closure_joint_selector_audit_2026-08-01/EXACT_DERIVATION.md	conditional_projector_response_identity	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	cf653abebd43e97160c0967b7d4734822f91fbc4	4c92b9fda8a5b2296f2ffdb69d4359dd554513f78deb6985a2c2e1bab4f9673b	7814
udt_bootstrap_projector_admissibility_interface_2026-08-01/AUDIT_REPORT.md	forward_vs_return_interface	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	7ea3f60776989e9f370c1280597f5ac0e62fa013	71ed44e3ad0eb2e28766393f75771d55a1c6fa1731b3656c19c7ee435ed74a0f	3025
udt_bootstrap_projector_admissibility_interface_2026-08-01/EXACT_DERIVATION.md	formal_bootstrap_intersection	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	2587be381ed718a964ae8960e7f310ea39e72c50	b5fd849f8d4ab79662b312c3335fbf6f717162a9e8da48652274da9c07fd6826	4813
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	dphi_projector_and_degeneracy_controls	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	43bc88afd8cabc055422d958490eadc2a18cad42	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	general_screen_Cartan_precedent	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	projector_transport_precedent	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
