source	line	category	kind	raw_target	resolved_target	status	detail
AGENTS.md	25	TEXT_REFERENCE	TEXT_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
AGENTS.md	26	STARTUP	STARTUP_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
AGENTS.md	26	TEXT_REFERENCE	TEXT_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
AGENTS.md	27	STARTUP	STARTUP_REFERENCE	stability_branch_follow_256_DECISION.md	stability_branch_follow_256_DECISION.md	RESOLVED_TRACKED	-
AGENTS.md	27	TEXT_REFERENCE	TEXT_REFERENCE	stability_branch_follow_256_DECISION.md	stability_branch_follow_256_DECISION.md	RESOLVED_TRACKED	-
AGENTS.md	29	STARTUP	STARTUP_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
AGENTS.md	29	TEXT_REFERENCE	TEXT_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
AGENTS.md	30	STARTUP	STARTUP_REFERENCE	.claude/skills/*/SKILL.md	.claude/skills/*/SKILL.md	DYNAMIC_OR_GLOB	-
AGENTS.md	31	STARTUP	STARTUP_REFERENCE	INDEX.md	INDEX.md	RESOLVED_TRACKED	-
AGENTS.md	31	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
AGENTS.md	31	STARTUP	STARTUP_REFERENCE	MEMORY.md	MEMORY.md	RESOLVED_TRACKED	-
AGENTS.md	31	TEXT_REFERENCE	TEXT_REFERENCE	INDEX.md	INDEX.md	RESOLVED_TRACKED	-
AGENTS.md	31	TEXT_REFERENCE	TEXT_REFERENCE	MEMORY.md	MEMORY.md	RESOLVED_TRACKED	-
AGENTS.md	39	STARTUP	STARTUP_REFERENCE	.claude/skills/	.claude/skills/	RESOLVED_DIRECTORY	-
AGENTS.md	39	STARTUP	STARTUP_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
AGENTS.md	41	STARTUP	STARTUP_REFERENCE	.claude/hooks/corral_trigger.py	.claude/hooks/corral_trigger.py	RESOLVED_TRACKED	-
AGENTS.md	112	STARTUP	STARTUP_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
AGENTS.md	112	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
AUDIT.md	238	TEXT_REFERENCE	TEXT_REFERENCE	AUDIT.md	AUDIT.md	RESOLVED_TRACKED	-
CANON.md	63	TEXT_REFERENCE	TEXT_REFERENCE	AUDIT.md	AUDIT.md	RESOLVED_TRACKED	-
CANON.md	68	TEXT_REFERENCE	TEXT_REFERENCE	PROVENANCE.md	PROVENANCE.md	RESOLVED_TRACKED	-
CANON.md	102	TEXT_REFERENCE	TEXT_REFERENCE	solution_space_map.md	solution_space_map.md	RESOLVED_TRACKED	-
CANON.md	103	TEXT_REFERENCE	TEXT_REFERENCE	ns_scan_results.md	ns_scan_results.md	RESOLVED_TRACKED	-
CANON.md	103	TEXT_REFERENCE	TEXT_REFERENCE	ns_scan_verifier_results.md	ns_scan_verifier_results.md	RESOLVED_TRACKED	-
CANON.md	146	TEXT_REFERENCE	TEXT_REFERENCE	external_input_notes.md	external_input_notes.md	RESOLVED_TRACKED	-
CANON.md	158	TEXT_REFERENCE	TEXT_REFERENCE	angular_lagrangian_results.md	angular_lagrangian_results.md	RESOLVED_TRACKED	-
CANON.md	159	TEXT_REFERENCE	TEXT_REFERENCE	angular_lagrangian_verifier_results.md	angular_lagrangian_verifier_results.md	RESOLVED_TRACKED	-
CANON.md	184	TEXT_REFERENCE	TEXT_REFERENCE	native_stabilizer_results.md	native_stabilizer_results.md	RESOLVED_TRACKED	-
CANON.md	226	TEXT_REFERENCE	TEXT_REFERENCE	relativistic_metric_rederivation_results.md	relativistic_metric_rederivation_results.md	RESOLVED_TRACKED	-
CANON.md	240	TEXT_REFERENCE	TEXT_REFERENCE	universe_cell_fold_jc_sigma_results.md	universe_cell_fold_jc_sigma_results.md	RESOLVED_TRACKED	-
CANON.md	280	TEXT_REFERENCE	TEXT_REFERENCE	ladder_energy_orientation_results.md	ladder_energy_orientation_results.md	RESOLVED_TRACKED	-
CANON.md	295	TEXT_REFERENCE	TEXT_REFERENCE	ladder_softmode_results.md	ladder_softmode_results.md	RESOLVED_TRACKED	-
CANON.md	317	TEXT_REFERENCE	TEXT_REFERENCE	stability_filter_miniMAP.md	stability_filter_miniMAP.md	RESOLVED_TRACKED	-
CANON.md	317	TEXT_REFERENCE	TEXT_REFERENCE	stability_operator_results.md	stability_operator_results.md	RESOLVED_TRACKED	-
CANON.md	318	TEXT_REFERENCE	TEXT_REFERENCE	stability_stage2_results.md	stability_stage2_results.md	RESOLVED_TRACKED	-
CANON.md	352	TEXT_REFERENCE	TEXT_REFERENCE	microphysics_E1_composite_closure_results.md	microphysics_E1_composite_closure_results.md	RESOLVED_TRACKED	-
CANON.md	386	TEXT_REFERENCE	TEXT_REFERENCE	seal_junction_condition_results.md	seal_junction_condition_results.md	RESOLVED_TRACKED	-
CANON.md	397	TEXT_REFERENCE	TEXT_REFERENCE	node05_seal_parity_regrade_results.md	node05_seal_parity_regrade_results.md	RESOLVED_TRACKED	-
CANON.md	417	TEXT_REFERENCE	TEXT_REFERENCE	p16_native_derivation_contract.md	p16_native_derivation_contract.md	RESOLVED_TRACKED	-
CANON.md	417	TEXT_REFERENCE	TEXT_REFERENCE	p16_phi_sourcing_decision_note.md	p16_phi_sourcing_decision_note.md	RESOLVED_TRACKED	-
CANON.md	450	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_L_equivalence_principle_GAP.md	simple_metric_L_equivalence_principle_GAP.md	RESOLVED_TRACKED	-
CANON.md	450	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_L_principle_closure_attack_results.md	simple_metric_L_principle_closure_attack_results.md	RESOLVED_TRACKED	-
CANON.md	450	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_L_wall_regularity_closure_out.json	simple_metric_L_wall_regularity_closure_out.json	RESOLVED_TRACKED	-
CANON.md	450	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_L_wall_regularity_closure_results.md	simple_metric_L_wall_regularity_closure_results.md	RESOLVED_TRACKED	-
CANON.md	455	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_WR_L_external_triple_blind_audit_results.md	simple_metric_WR_L_external_triple_blind_audit_results.md	RESOLVED_TRACKED	-
CANON.md	475	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_WR_L_center_invariants_second_pass_results.md	simple_metric_WR_L_center_invariants_second_pass_results.md	RESOLVED_TRACKED	-
CANON.md	475	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_WR_L_center_nogo_atlas_results.md	simple_metric_WR_L_center_nogo_atlas_results.md	RESOLVED_TRACKED	-
CANON.md	486	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_WR_L_center_recenter_exclusion_results.md	simple_metric_WR_L_center_recenter_exclusion_results.md	RESOLVED_TRACKED	-
CANON.md	499	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_Charles_rulings_center_dS_2026-07-09.md	simple_metric_Charles_rulings_center_dS_2026-07-09.md	RESOLVED_TRACKED	-
CANON.md	499	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_EOS_power_window_dS_results.md	simple_metric_EOS_power_window_dS_results.md	RESOLVED_TRACKED	-
CANON.md	499	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_center_dS_external_verify_pass_results.md	simple_metric_center_dS_external_verify_pass_results.md	RESOLVED_TRACKED	-
CANON.md	499	TEXT_REFERENCE	TEXT_REFERENCE	udt_phi_blindness_relaxation_results.md	udt_phi_blindness_relaxation_results.md	RESOLVED_TRACKED	-
CANON.md	508	TEXT_REFERENCE	TEXT_REFERENCE	threadB_coupled_cell_flatness_Lselector_CHARTER.md	threadB_coupled_cell_flatness_Lselector_CHARTER.md	RESOLVED_TRACKED	-
CANON.md	512	TEXT_REFERENCE	TEXT_REFERENCE	simple_metric_dS_native_any_alpha_closed_results.md	simple_metric_dS_native_any_alpha_closed_results.md	RESOLVED_TRACKED	-
CLAUDE.md	26	STARTUP	STARTUP_REFERENCE	STATE.md	STATE.md	RESOLVED_TRACKED	-
CLAUDE.md	26	TEXT_REFERENCE	TEXT_REFERENCE	STATE.md	STATE.md	RESOLVED_TRACKED	-
CLAUDE.md	107	STARTUP	STARTUP_REFERENCE	archive/SOLVER_COMPLETENESS_MAP.md	archive/SOLVER_COMPLETENESS_MAP.md	RESOLVED_TRACKED	-
CLAUDE.md	108	STARTUP	STARTUP_REFERENCE	archive/POST_POSTULATE_PROGRAM.md	archive/POST_POSTULATE_PROGRAM.md	RESOLVED_TRACKED	-
CLAUDE.md	109	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	109	STARTUP	STARTUP_REFERENCE	pytest tests/	pytest tests	MISSING_OR_GENERATED	-
CLAUDE.md	109	TEXT_REFERENCE	TEXT_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	132	STARTUP	STARTUP_REFERENCE	tests/test_solution_space_gate.py	tests/test_solution_space_gate.py	RESOLVED_TRACKED	-
CLAUDE.md	133	MARKDOWN_LINK	WIKI_LINK	solution-space-not-imposition	solution-space-not-imposition	MISSING_OR_GENERATED	-
CLAUDE.md	144	STARTUP	STARTUP_REFERENCE	.claude/skills/	.claude/skills/	RESOLVED_DIRECTORY	-
CLAUDE.md	150	STARTUP	STARTUP_REFERENCE	python3 -m pytest tests/	python3 -m pytest tests	MISSING_OR_GENERATED	-
CLAUDE.md	153	STARTUP	STARTUP_REFERENCE	archive/SOLVER_COMPLETENESS_MAP.md	archive/SOLVER_COMPLETENESS_MAP.md	RESOLVED_TRACKED	-
CLAUDE.md	154	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	154	STARTUP	STARTUP_REFERENCE	pytest tests/	pytest tests	MISSING_OR_GENERATED	-
CLAUDE.md	158	STARTUP	STARTUP_REFERENCE	tests/test_solution_space_gate.py	tests/test_solution_space_gate.py	RESOLVED_TRACKED	-
CLAUDE.md	169	STARTUP	STARTUP_REFERENCE	COGNITIVE_CORRAL_TRIGGERS_SETUP.md	COGNITIVE_CORRAL_TRIGGERS_SETUP.md	RESOLVED_TRACKED	-
CLAUDE.md	189	MARKDOWN_LINK	WIKI_LINK	apply-purist-logic-proactively	apply-purist-logic-proactively	MISSING_OR_GENERATED	-
CLAUDE.md	194	MARKDOWN_LINK	WIKI_LINK	solver-first-not-mechanism	solver-first-not-mechanism	MISSING_OR_GENERATED	-
CLAUDE.md	198	MARKDOWN_LINK	WIKI_LINK	sweep-whole-not-fragments	sweep-whole-not-fragments	MISSING_OR_GENERATED	-
CLAUDE.md	202	MARKDOWN_LINK	WIKI_LINK	session-handoff-pointer	session-handoff-pointer	MISSING_OR_GENERATED	-
CLAUDE.md	210	MARKDOWN_LINK	WIKI_LINK	derive-natively-not-inherited-form	derive-natively-not-inherited-form	MISSING_OR_GENERATED	-
CLAUDE.md	268	STARTUP	STARTUP_REFERENCE	dimension_ladder_null_audit.md	dimension_ladder_null_audit.md	RESOLVED_TRACKED	-
CLAUDE.md	268	TEXT_REFERENCE	TEXT_REFERENCE	dimension_ladder_null_audit.md	dimension_ladder_null_audit.md	RESOLVED_TRACKED	-
CLAUDE.md	274	STARTUP	STARTUP_REFERENCE	NEGATIVES_REGISTRY.md	NEGATIVES_REGISTRY.md	RESOLVED_TRACKED	-
CLAUDE.md	298	STARTUP	STARTUP_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
CLAUDE.md	298	TEXT_REFERENCE	TEXT_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
CLAUDE.md	307	STARTUP	STARTUP_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
CLAUDE.md	307	STARTUP	STARTUP_REFERENCE	INDEX.md	INDEX.md	RESOLVED_TRACKED	-
CLAUDE.md	307	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	307	STARTUP	STARTUP_REFERENCE	MEMORY.md	MEMORY.md	RESOLVED_TRACKED	-
CLAUDE.md	307	TEXT_REFERENCE	TEXT_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
CLAUDE.md	307	TEXT_REFERENCE	TEXT_REFERENCE	INDEX.md	INDEX.md	RESOLVED_TRACKED	-
CLAUDE.md	307	TEXT_REFERENCE	TEXT_REFERENCE	MEMORY.md	MEMORY.md	RESOLVED_TRACKED	-
CLAUDE.md	308	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	309	STARTUP	STARTUP_REFERENCE	**LIVE.md	**LIVE.md	DYNAMIC_OR_GLOB	-
CLAUDE.md	309	STARTUP	STARTUP_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
CLAUDE.md	309	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	309	TEXT_REFERENCE	TEXT_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
CLAUDE.md	310	STARTUP	STARTUP_REFERENCE	.claude/skills/	.claude/skills/	RESOLVED_DIRECTORY	-
CLAUDE.md	310	STARTUP	STARTUP_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
CLAUDE.md	310	STARTUP	STARTUP_REFERENCE	INDEX.md	INDEX.md	RESOLVED_TRACKED	-
CLAUDE.md	311	STARTUP	STARTUP_REFERENCE	PURSUIT_CHARTER_*.md	PURSUIT_CHARTER_*.md	DYNAMIC_OR_GLOB	-
CLAUDE.md	314	STARTUP	STARTUP_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
CLAUDE.md	314	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	315	STARTUP	STARTUP_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
CLAUDE.md	315	STARTUP	STARTUP_REFERENCE	PURSUIT_CHARTER_*.md	PURSUIT_CHARTER_*.md	DYNAMIC_OR_GLOB	-
CLAUDE.md	317	STARTUP	STARTUP_REFERENCE	python3 -m pytest tests/	python3 -m pytest tests	MISSING_OR_GENERATED	-
CLAUDE.md	318	STARTUP	STARTUP_REFERENCE	archive/	archive/	RESOLVED_DIRECTORY	-
CLAUDE.md	319	STARTUP	STARTUP_REFERENCE	COMPLETION_PROGRAM.md	archive/COMPLETION_PROGRAM.md	RESOLVED_BY_BASENAME	-
CLAUDE.md	319	STARTUP	STARTUP_REFERENCE	MIGRATION.md	archive/MIGRATION.md	RESOLVED_BY_BASENAME	-
CLAUDE.md	319	STARTUP	STARTUP_REFERENCE	POST_POSTULATE_PROGRAM.md	archive/POST_POSTULATE_PROGRAM.md	RESOLVED_BY_BASENAME	-
CLAUDE.md	319	STARTUP	STARTUP_REFERENCE	REORG_PLAN.md	archive/REORG_PLAN.md	RESOLVED_BY_BASENAME	-
CLAUDE.md	319	STARTUP	STARTUP_REFERENCE	SOLVER_COMPLETENESS_MAP.md	archive/SOLVER_COMPLETENESS_MAP.md	RESOLVED_BY_BASENAME	-
CLAUDE.md	320	STARTUP	STARTUP_REFERENCE	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	RESOLVED_TRACKED	-
CLAUDE.md	320	TEXT_REFERENCE	TEXT_REFERENCE	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	RESOLVED_TRACKED	-
CLAUDE.md	321	STARTUP	STARTUP_REFERENCE	STATE.md	STATE.md	RESOLVED_TRACKED	-
CLAUDE.md	322	STARTUP	STARTUP_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
CLAUDE.md	327	STARTUP	STARTUP_REFERENCE	macro_spine_provenance_2026-07-06.md	macro_spine_provenance_2026-07-06.md	RESOLVED_TRACKED	-
CLAUDE.md	327	STARTUP	STARTUP_REFERENCE	pre_native_era_census.md	pre_native_era_census.md	RESOLVED_TRACKED	-
CLAUDE.md	327	TEXT_REFERENCE	TEXT_REFERENCE	macro_spine_provenance_2026-07-06.md	macro_spine_provenance_2026-07-06.md	RESOLVED_TRACKED	-
CLAUDE.md	327	TEXT_REFERENCE	TEXT_REFERENCE	pre_native_era_census.md	pre_native_era_census.md	RESOLVED_TRACKED	-
CLAUDE.md	328	STARTUP	STARTUP_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
CLAUDE.md	328	STARTUP	STARTUP_REFERENCE	NEGATIVES_REGISTRY.md	NEGATIVES_REGISTRY.md	RESOLVED_TRACKED	-
CLAUDE.md	328	TEXT_REFERENCE	TEXT_REFERENCE	NEGATIVES_REGISTRY.md	NEGATIVES_REGISTRY.md	RESOLVED_TRACKED	-
CLAUDE.md	329	STARTUP	STARTUP_REFERENCE	negative_phi_native_geometry.md	negative_phi_native_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	329	TEXT_REFERENCE	TEXT_REFERENCE	negative_phi_native_geometry.md	negative_phi_native_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	330	STARTUP	STARTUP_REFERENCE	particle_spectrum_native_geometry.md	particle_spectrum_native_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	330	TEXT_REFERENCE	TEXT_REFERENCE	particle_spectrum_native_geometry.md	particle_spectrum_native_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	331	STARTUP	STARTUP_REFERENCE	mass_emergence_canonical_geometry.md	mass_emergence_canonical_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	331	TEXT_REFERENCE	TEXT_REFERENCE	mass_emergence_canonical_geometry.md	mass_emergence_canonical_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	332	STARTUP	STARTUP_REFERENCE	legacy_hadron_survivor_filter.md	legacy_hadron_survivor_filter.md	RESOLVED_TRACKED	-
CLAUDE.md	332	STARTUP	STARTUP_REFERENCE	udt_canonical_geometry.md	udt_canonical_geometry.md	RESOLVED_TRACKED	-
CLAUDE.md	332	TEXT_REFERENCE	TEXT_REFERENCE	udt_canonical_geometry.md	udt_canonical_geometry.md	RESOLVED_TRACKED	-
CODEX_STARTUP_REHEARSAL_2026-07-17.md	7	TEXT_REFERENCE	TEXT_REFERENCE	codex_rehearsal_transcript.txt	codex_rehearsal_transcript.txt	RESOLVED_TRACKED	-
CODEX_STARTUP_REHEARSAL_2026-07-17.md	8	TEXT_REFERENCE	TEXT_REFERENCE	codex_rehearsal_final.md	codex_rehearsal_final.md	RESOLVED_TRACKED	-
CODEX_STARTUP_REHEARSAL_2026-07-17.md	13	TEXT_REFERENCE	TEXT_REFERENCE	AGENTS.md	AGENTS.md	RESOLVED_TRACKED	-
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	24	TEXT_REFERENCE	TEXT_REFERENCE	CLAUDE.md	CLAUDE.md	RESOLVED_TRACKED	-
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	219	TEXT_REFERENCE	TEXT_REFERENCE	HANDOFF.md	HANDOFF.md	RESOLVED_TRACKED	-
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	219	TEXT_REFERENCE	TEXT_REFERENCE	LIVE.md	LIVE.md	RESOLVED_TRACKED	-
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	219	TEXT_REFERENCE	TEXT_REFERENCE	STATE.md	STATE.md	RESOLVED_TRACKED	-
CROSS_MODEL_VERIFY.md	27	TEXT_REFERENCE	TEXT_REFERENCE	solver_action.py	solver_action.py	RESOLVED_TRACKED	-
D1_FIX_DESIGN.md	1	TEXT_REFERENCE	TEXT_REFERENCE	D1_FIX_DESIGN.md	D1_FIX_DESIGN.md	RESOLVED_TRACKED	-
D1_FIX_DESIGN.md	3	TEXT_REFERENCE	TEXT_REFERENCE	pre_native_era_census.md	pre_native_era_census.md	RESOLVED_TRACKED	-
F0_SYSTEMATIC_AUDIT_results.md	122	MARKDOWN_LINK	WIKI_LINK	algebraic-objects-can-be-imports	algebraic-objects-can-be-imports	MISSING_OR_GENERATED	-
F0_SYSTEMATIC_AUDIT_results.md	211	TEXT_REFERENCE	TEXT_REFERENCE	spectral_radial_soliton.py	spectral_radial_soliton.py	RESOLVED_TRACKED	-
F2_closure_results.md	14	TEXT_REFERENCE	TEXT_REFERENCE	F2_matter_action_forcedness_results.md	F2_matter_action_forcedness_results.md	RESOLVED_TRACKED	-
F2_closure_results.md	15	TEXT_REFERENCE	TEXT_REFERENCE	matter_regrade_derived_operator_results.md	matter_regrade_derived_operator_results.md	RESOLVED_TRACKED	-
F2_closure_results.md	16	TEXT_REFERENCE	TEXT_REFERENCE	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	RESOLVED_TRACKED	-
F2_closure_results.md	16	TEXT_REFERENCE	TEXT_REFERENCE	MATTER_SECTOR_MAP_new_foundation.md	MATTER_SECTOR_MAP_new_foundation.md	RESOLVED_TRACKED	-
F2_closure_results.md	17	TEXT_REFERENCE	TEXT_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
F2_matter_action_forcedness_results.md	12	TEXT_REFERENCE	TEXT_REFERENCE	angular_lagrangian_results.md	angular_lagrangian_results.md	RESOLVED_TRACKED	-
F2_matter_action_forcedness_results.md	15	TEXT_REFERENCE	TEXT_REFERENCE	scale_symmetry_bootstrap_analysis_results.md	scale_symmetry_bootstrap_analysis_results.md	RESOLVED_TRACKED	-
F2_matter_action_forcedness_results.md	16	TEXT_REFERENCE	TEXT_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
F4_seal_boundary_MAP.md	56	TEXT_REFERENCE	TEXT_REFERENCE	w7_results.md	w7_results.md	RESOLVED_TRACKED	-
F4_seal_boundary_MAP.md	57	TEXT_REFERENCE	TEXT_REFERENCE	w6_results.md	w6_results.md	RESOLVED_TRACKED	-
F4_seal_boundary_MAP.md	103	TEXT_REFERENCE	TEXT_REFERENCE	P5e_proper_results.md	P5e_proper_results.md	RESOLVED_TRACKED	-
F4_seal_boundary_MAP.md	298	TEXT_REFERENCE	TEXT_REFERENCE	F0_SYSTEMATIC_AUDIT_results.md	F0_SYSTEMATIC_AUDIT_results.md	RESOLVED_TRACKED	-
F4_seal_boundary_MAP.md	299	TEXT_REFERENCE	TEXT_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
F5_critical_universe_closure_results.md	19	TEXT_REFERENCE	TEXT_REFERENCE	scale_symmetry_bootstrap_analysis_results.md	scale_symmetry_bootstrap_analysis_results.md	RESOLVED_TRACKED	-
F5_critical_universe_closure_results.md	20	TEXT_REFERENCE	TEXT_REFERENCE	CANON.md	CANON.md	RESOLVED_TRACKED	-
F5_critical_universe_closure_results.md	22	TEXT_REFERENCE	TEXT_REFERENCE	F0_SYSTEMATIC_AUDIT_results.md	F0_SYSTEMATIC_AUDIT_results.md	RESOLVED_TRACKED	-
F5_critical_universe_closure_results.md	22	TEXT_REFERENCE	TEXT_REFERENCE	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	RESOLVED_TRACKED	-
F5_critical_universe_closure_results.md	23	TEXT_REFERENCE	TEXT_REFERENCE	seal_junction_condition_results.md	seal_junction_condition_results.md	RESOLVED_TRACKED	-
F6_postulate_A_ledger_results.md	5	TEXT_REFERENCE	TEXT_REFERENCE	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	RESOLVED_TRACKED	-
F6_postulate_A_ledger_results.md	11	TEXT_REFERENCE	TEXT_REFERENCE	QUANTIZATION_MAP.md	QUANTIZATION_MAP.md	RESOLVED_TRACKED	-
F6_postulate_A_ledger_results.md	13	TEXT_REFERENCE	TEXT_REFERENCE	F0_SYSTEMATIC_AUDIT_results.md	F0_SYSTEMATIC_AUDIT_results.md	RESOLVED_TRACKED	-
F6_postulate_A_ledger_results.md	14	MARKDOWN_LINK	WIKI_LINK	postulate-A-accepted	postulate-A-accepted	MISSING_OR_GENERATED	-
F6_postulate_A_ledger_results.md	15	MARKDOWN_LINK	WIKI_LINK	no-presumed-quantum-sector	no-presumed-quantum-sector	MISSING_OR_GENERATED	-
F6_postulate_A_ledger_results.md	15	MARKDOWN_LINK	WIKI_LINK	udt-derives-sm-\nassumptions	udt-derives-sm-\nassumptions	MISSING_OR_GENERATED	-
F6_postulate_A_ledger_results.md	48	MARKDOWN_LINK	WIKI_LINK	postulate-A-accepted	postulate-A-accepted	MISSING_OR_GENERATED	-
F6_postulate_A_ledger_results.md	53	MARKDOWN_LINK	WIKI_LINK	postulate-A-accepted	postulate-A-accepted	MISSING_OR_GENERATED	-
F6_postulate_A_ledger_results.md	54	MARKDOWN_LINK	WIKI_LINK	postulate-A-accepted	postulate-A-accepted	MISSING_OR_GENERATED	-
